"","tableSlug","name","slug","sourceName","sourceLink","dataPublishedBy","unit","shortUnit","tolerance","description"
"11","cons_only","$20 a day - share of population below poverty line","headcount_ratio_2000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","% of population living in households with expenditure or income per person below $20 a day"
"12","cons_only","$30 a day - share of population below poverty line","headcount_ratio_3000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","% of population living in households with expenditure or income per person below $30 a day"
"13","cons_only","$40 a day - share of population below poverty line","headcount_ratio_4000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)","%","%","5","% of population living in households with expenditure or income per person below $40 a day"
"14","cons_only","40% of median - share of population below poverty line","headcount_ratio_40_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","% of population living in households with expenditure or income per person below 40% of the median"
"15","cons_only","50% of median - share of population below poverty line","headcount_ratio_50_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","% of population living in households with expenditure or income per person below 50% of the median"
"16","cons_only","60% of median - share of population below poverty line","headcount_ratio_60_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","% of population living in households with expenditure or income per person below 60% of the median"
"17","cons_only","$1 - total number of people below poverty line","headcount_100","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)",NA,NA,"5","Number of people living in households with expenditure or income per person below $1 a day"
"18","cons_only","$1.90 - total number of people below poverty line","headcount_190","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)",NA,NA,"5","Number of people living in households with expenditure or income per person below $1.90 a day"
"19","cons_only","$3.20 - total number of people below poverty line","headcount_320","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)",NA,NA,"5","Number of people living in households with expenditure or income per person below $3.20 a day"
"20","cons_only","$5.50 - total number of people below poverty line","headcount_550","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)",NA,NA,"5","Number of people living in households with expenditure or income per person below $5.50 a day"
"21","cons_only","$10 - total number of people below poverty line","headcount_1000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)",NA,NA,"5","Number of people living in households with expenditure or income per person below $10 a day"
"22","cons_only","$20 - total number of people below poverty line","headcount_2000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)",NA,NA,"5","Number of people living in households with expenditure or income per person below $20 a day"
"23","cons_only","$30 - total number of people below poverty line","headcount_3000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)",NA,NA,"5","Number of people living in households with expenditure or income per person below $30 a day"
"24","cons_only","$40 - total number of people below poverty line","headcount_4000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP)",NA,NA,"5","Number of people living in households with expenditure or income per person below $40 a day"
"25","cons_only","40% of median - total number of people below poverty line","headcount_40_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.",NA,NA,"5","Number of people living in households with expenditure or income per person below 40% of the median"
"26","cons_only","50% of median - total number of people below poverty line","headcount_50_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.",NA,NA,"5","Number of people living in households with expenditure or income per person below 50% of the median"
"27","cons_only","60% of median - total number of people below poverty line","headcount_60_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.",NA,NA,"5","Number of people living in households with expenditure or income per person below 60% of the median"
"28","cons_only","$1 a day - average daily shortfall","avg_shortfall_100","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The average shortfall from the poverty line per day (averaged across the population in poverty)."
"29","cons_only","$1.90 a day - average daily shortfall","avg_shortfall_190","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The average shortfall from the poverty line per day (averaged across the population in poverty)."
"30","cons_only","$3.20 a day - average daily shortfall","avg_shortfall_320","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The average shortfall from the poverty line per day (averaged across the population in poverty)."
"31","cons_only","$5.50 a day - average daily shortfall","avg_shortfall_550","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The average shortfall from the poverty line per day (averaged across the population in poverty)."
"32","cons_only","$10 a day - average daily shortfall","avg_shortfall_1000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The average shortfall from the poverty line per day (averaged across the population in poverty)."
"33","cons_only","$20 a day - average daily shortfall","avg_shortfall_2000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The average shortfall from the poverty line per day (averaged across the population in poverty)."
"34","cons_only","$30 a day - average daily shortfall","avg_shortfall_3000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The average shortfall from the poverty line per day (averaged across the population in poverty)."
"35","cons_only","$40 a day - average daily shortfall","avg_shortfall_4000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The average shortfall from the poverty line per day (averaged across the population in poverty)."
"36","cons_only","40% of median - average daily shortfall","avg_shortfall_40_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The average shortfall from the poverty line per day (averaged across the population in poverty)."
"37","cons_only","50% of median - average daily shortfall","avg_shortfall_50_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The average shortfall from the poverty line per day (averaged across the population in poverty)."
"38","cons_only","60% of median - average daily shortfall","avg_shortfall_60_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The average shortfall from the poverty line per day (averaged across the population in poverty)."
"39","cons_only","$1 a day - total daily shortfall","total_shortfall_100","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $1 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"40","cons_only","$1.90 a day - total daily shortfall","total_shortfall_190","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $1.90 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"41","cons_only","$3.20 a day - total daily shortfall","total_shortfall_320","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $3.20 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"42","cons_only","$5.50 a day - total daily shortfall","total_shortfall_550","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $5.50 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"43","cons_only","$10 a day - total daily shortfall","total_shortfall_1000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $10 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"44","cons_only","$20 a day - total daily shortfall","total_shortfall_2000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $20 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"45","cons_only","$30 a day - total daily shortfall","total_shortfall_3000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $30 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"46","cons_only","$40 a day - total daily shortfall","total_shortfall_4000","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $40 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"47","cons_only","40% of median - total daily shortfall","total_shortfall_40_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $1 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"48","cons_only","40% of median - total daily shortfall","total_shortfall_40_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $1.90 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"49","cons_only","40% of median - total daily shortfall","total_shortfall_40_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $3.20 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"50","cons_only","40% of median - total daily shortfall","total_shortfall_40_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $5.50 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"51","cons_only","40% of median - total daily shortfall","total_shortfall_40_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $10 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"52","cons_only","40% of median - total daily shortfall","total_shortfall_40_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $20 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"53","cons_only","40% of median - total daily shortfall","total_shortfall_40_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $30 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"54","cons_only","40% of median - total daily shortfall","total_shortfall_40_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $40 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"55","cons_only","50% of median - total daily shortfall","total_shortfall_50_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $1 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"56","cons_only","50% of median - total daily shortfall","total_shortfall_50_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $1.90 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"57","cons_only","50% of median - total daily shortfall","total_shortfall_50_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $3.20 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"58","cons_only","50% of median - total daily shortfall","total_shortfall_50_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $5.50 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"59","cons_only","50% of median - total daily shortfall","total_shortfall_50_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $10 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"60","cons_only","50% of median - total daily shortfall","total_shortfall_50_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $20 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"61","cons_only","50% of median - total daily shortfall","total_shortfall_50_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $30 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"62","cons_only","50% of median - total daily shortfall","total_shortfall_50_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $40 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"63","cons_only","60% of median - total daily shortfall","total_shortfall_60_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $1 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"64","cons_only","60% of median - total daily shortfall","total_shortfall_60_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $1.90 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"65","cons_only","60% of median - total daily shortfall","total_shortfall_60_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $3.20 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"66","cons_only","60% of median - total daily shortfall","total_shortfall_60_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $5.50 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"67","cons_only","60% of median - total daily shortfall","total_shortfall_60_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $10 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"68","cons_only","60% of median - total daily shortfall","total_shortfall_60_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $20 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"69","cons_only","60% of median - total daily shortfall","total_shortfall_60_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $30 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"70","cons_only","60% of median - total daily shortfall","total_shortfall_60_median","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","international-$ at 2011 prices","$","5","The total shortfall from a poverty line of $40 a day.

This is the amount of money that would be theoretically needed to lift the expenditure of all people in poverty up to the poverty line. However this is not a measure of the actual cost of eliminating poverty, since it does not take into account the costs involved in making the necessary transfers nor any changes in behaviour they would bring about."
"71","cons_only","$1 a day - income gap ratio","income_gap_ratio_100","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $1 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"72","cons_only","$1.90 a day - income gap ratio","income_gap_ratio_190","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $1.90 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"73","cons_only","$3.20 a day - income gap ratio","income_gap_ratio_320","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $3.20 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
"74","cons_only","$5.50 a day - income gap ratio","income_gap_ratio_550","World Bank Poverty and Inequality Platform","https://pip.worldbank.org/","World Bank Poverty and Inequality Platform (PIP), adapted by Our World in Data.","%","%","5","The average shortfall from a poverty line of $5.50 a day (averaged across the population in poverty) expressed as a share of the poverty line.

This metric is sometimes called the 'income gap ratio'. It captures the depth of poverty in which those below the poverty line are living."
