Country,Our World In Data Name
LUX,Luxembourg
LUX,Luxembourg
LUX,Luxembourg
LUX,Luxembourg
MEX,Mexico
MEX,Mexico
MEX,Mexico
MEX,Mexico
MEX,Mexico
MEX,Mexico
MEX,Mexico
MEX,Mexico
MEX,Mexico
MEX,Mexico
MEX,Mexico
MEX,Mexico
MEX,Mexico
MEX,Mexico
NLD,Netherlands
NLD,Netherlands
NLD,Netherlands
NLD,Netherlands
NLD,Netherlands
NLD,Netherlands
NLD,Netherlands
NLD,Netherlands
NLD,Netherlands
NLD,Netherlands
NLD,Netherlands
NLD,Netherlands
NLD,Netherlands
NLD,Netherlands
NLD,Netherlands
NLD,Netherlands
NLD,Netherlands
NLD,Netherlands
NLD,Netherlands
NLD,Netherlands
NLD,Netherlands
NZL,New Zealand
NZL,New Zealand
NZL,New Zealand
NZL,New Zealand
NZL,New Zealand
NZL,New Zealand
NZL,New Zealand
NZL,New Zealand
NZL,New Zealand
NZL,New Zealand
NZL,New Zealand
NZL,New Zealand
NZL,New Zealand
NZL,New Zealand
NZL,New Zealand
NZL,New Zealand
NZL,New Zealand
NZL,New Zealand
NZL,New Zealand
NZL,New Zealand
NOR,Norway
NOR,Norway
NOR,Norway
NOR,Norway
NOR,Norway
NOR,Norway
NOR,Norway
NOR,Norway
NOR,Norway
NOR,Norway
NOR,Norway
NOR,Norway
NOR,Norway
POL,Poland
POL,Poland
POL,Poland
PRT,Portugal
PRT,Portugal
PRT,Portugal
PRT,Portugal
PRT,Portugal
PRT,Portugal
PRT,Portugal
PRT,Portugal
PRT,Portugal
PRT,Portugal
PRT,Portugal
PRT,Portugal
PRT,Portugal
PRT,Portugal
PRT,Portugal
PRT,Portugal
PRT,Portugal
SVK,Slovakia
SVK,Slovakia
SVK,Slovakia
SVK,Slovakia
SVK,Slovakia
SVK,Slovakia
SVK,Slovakia
SVK,Slovakia
SVK,Slovakia
SVK,Slovakia
SVK,Slovakia
SVK,Slovakia
SVK,Slovakia
SVK,Slovakia
SVK,Slovakia
SVK,Slovakia
SVK,Slovakia
SVK,Slovakia
SVK,Slovakia
SVK,Slovakia
ESP,Spain
ESP,Spain
ESP,Spain
ESP,Spain
ESP,Spain
ESP,Spain
ESP,Spain
ESP,Spain
ESP,Spain
ESP,Spain
ESP,Spain
ESP,Spain
ESP,Spain
ESP,Spain
ESP,Spain
ESP,Spain
ESP,Spain
ESP,Spain
ESP,Spain
ESP,Spain
ESP,Spain
ESP,Spain
SWE,Sweden
SWE,Sweden
SWE,Sweden
SWE,Sweden
SWE,Sweden
SWE,Sweden
SWE,Sweden
SWE,Sweden
SWE,Sweden
SWE,Sweden
SWE,Sweden
SWE,Sweden
SWE,Sweden
SWE,Sweden
SWE,Sweden
SWE,Sweden
SWE,Sweden
SWE,Sweden
CHE,Switzerland
CHE,Switzerland
CHE,Switzerland
CHE,Switzerland
CHE,Switzerland
CHE,Switzerland
CHE,Switzerland
CHE,Switzerland
CHE,Switzerland
TUR,Turkey
TUR,Turkey
TUR,Turkey
TUR,Turkey
TUR,Turkey
TUR,Turkey
GBR,United Kingdom
GBR,United Kingdom
GBR,United Kingdom
GBR,United Kingdom
GBR,United Kingdom
GBR,United Kingdom
GBR,United Kingdom
GBR,United Kingdom
GBR,United Kingdom
GBR,United Kingdom
GBR,United Kingdom
GBR,United Kingdom
GBR,United Kingdom
GBR,United Kingdom
GBR,United Kingdom
GBR,United Kingdom
GBR,United Kingdom
GBR,United Kingdom
GBR,United Kingdom
GBR,United Kingdom
GBR,United Kingdom
USA,United States
USA,United States
USA,United States
USA,United States
USA,United States
USA,United States
USA,United States
USA,United States
USA,United States
USA,United States
USA,United States
USA,United States
USA,United States
USA,United States
USA,United States
USA,United States
USA,United States
USA,United States
USA,United States
USA,United States
USA,United States
CHL,Chile
CHL,Chile
CHL,Chile
CHL,Chile
CHL,Chile
CHL,Chile
CHL,Chile
CHL,Chile
CHL,Chile
CHL,Chile
CHL,Chile
CHL,Chile
CHL,Chile
CHL,Chile
CHL,Chile
CHL,Chile
CHL,Chile
CHL,Chile
CHL,Chile
CHL,Chile
CHL,Chile
EST,Estonia
EST,Estonia
EST,Estonia
EST,Estonia
EST,Estonia
EST,Estonia
EST,Estonia
EST,Estonia
EST,Estonia
EST,Estonia
EST,Estonia
EST,Estonia
EST,Estonia
ISR,Israel
ISR,Israel
ISR,Israel
ISR,Israel
ISR,Israel
ISR,Israel
ISR,Israel
ISR,Israel
ISR,Israel
ISR,Israel
ISR,Israel
ISR,Israel
ISR,Israel
ISR,Israel
ISR,Israel
ISR,Israel
ISR,Israel
ISR,Israel
ISR,Israel
ISR,Israel
ISR,Israel
SVN,Slovenia
SVN,Slovenia
SVN,Slovenia
SVN,Slovenia
SVN,Slovenia
SVN,Slovenia
SVN,Slovenia
SVN,Slovenia
SVN,Slovenia
SVN,Slovenia
SVN,Slovenia
SVN,Slovenia
SVN,Slovenia
SVN,Slovenia
SVN,Slovenia
SVN,Slovenia
SVN,Slovenia
SVN,Slovenia
SVN,Slovenia
SVN,Slovenia
SVN,Slovenia
LVA,Latvia
LVA,Latvia
LVA,Latvia
LVA,Latvia
LVA,Latvia
LVA,Latvia
LVA,Latvia
LVA,Latvia
LVA,Latvia
LVA,Latvia
LVA,Latvia
LVA,Latvia
LVA,Latvia
LVA,Latvia
LTU,Lithuania
LTU,Lithuania
LTU,Lithuania
LTU,Lithuania
LTU,Lithuania
LTU,Lithuania
LTU,Lithuania
LTU,Lithuania
LTU,Lithuania
LTU,Lithuania
LTU,Lithuania
LTU,Lithuania
LTU,Lithuania
LTU,Lithuania
LTU,Lithuania
LTU,Lithuania
ISL,Iceland
ISL,Iceland
ISL,Iceland
ISL,Iceland
ISL,Iceland
ISL,Iceland
CRI,Costa Rica
CRI,Costa Rica
CRI,Costa Rica
