country,year,welfare,pipreportinglevel,pipwelfare,value,source,series_code
Argentina,2014.0,Disposable income,urban,income,0.060958424,PIP,p99p100Share_pip_disposable_perCapita
Argentina,2016.0,Disposable income,urban,income,0.061766521,PIP,p99p100Share_pip_disposable_perCapita
Argentina,2017.0,Disposable income,urban,income,0.057516866,PIP,p99p100Share_pip_disposable_perCapita
Argentina,2018.0,Disposable income,urban,income,0.05922633,PIP,p99p100Share_pip_disposable_perCapita
Argentina,2019.0,Disposable income,urban,income,0.064995002,PIP,p99p100Share_pip_disposable_perCapita
Argentina,2020.0,Disposable income,urban,income,0.057841346,PIP,p99p100Share_pip_disposable_perCapita
Armenia,1996.0,Disposable income,national,income,0.099906232,PIP,p99p100Share_pip_disposable_perCapita
Armenia,1999.0,Disposable income,national,consumption,0.075016457,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2001.0,Disposable income,national,consumption,0.063936823,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2002.0,Disposable income,national,consumption,0.068911514,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2003.0,Disposable income,national,consumption,0.07534493,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2004.0,Disposable income,national,consumption,0.090231043,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2005.0,Disposable income,national,consumption,0.085510592,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2006.0,Disposable income,national,consumption,0.051629572,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2007.0,Disposable income,national,consumption,0.048960911,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2008.0,Disposable income,national,consumption,0.047247209,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2009.0,Disposable income,national,consumption,0.043525605,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2010.0,Disposable income,national,consumption,0.058668028,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2011.0,Disposable income,national,consumption,0.051949828,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2012.0,Disposable income,national,consumption,0.056055028,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2013.0,Disposable income,national,consumption,0.055948438,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2014.0,Disposable income,national,consumption,0.05966318,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2015.0,Disposable income,national,consumption,0.063620721,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2016.0,Disposable income,national,consumption,0.067934304,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2017.0,Disposable income,national,consumption,0.082499039,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2018.0,Disposable income,national,consumption,0.077573064,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2019.0,Disposable income,national,consumption,0.060635314,PIP,p99p100Share_pip_disposable_perCapita
Armenia,2020.0,Disposable income,national,consumption,0.041559473,PIP,p99p100Share_pip_disposable_perCapita
Australia,1981.0,Disposable income,national,income,0.036108551,PIP,p99p100Share_pip_disposable_perCapita
Australia,1985.0,Disposable income,national,income,0.051597551,PIP,p99p100Share_pip_disposable_perCapita
Australia,1989.0,Disposable income,national,income,0.046334985,PIP,p99p100Share_pip_disposable_perCapita
Australia,1995.0,Disposable income,national,income,0.045702442,PIP,p99p100Share_pip_disposable_perCapita
Australia,2001.0,Disposable income,national,income,0.047022342,PIP,p99p100Share_pip_disposable_perCapita
Australia,2003.0,Disposable income,national,income,0.048249302,PIP,p99p100Share_pip_disposable_perCapita
Australia,2004.0,Disposable income,national,income,0.049694407,PIP,p99p100Share_pip_disposable_perCapita
Australia,2008.0,Disposable income,national,income,0.073822332,PIP,p99p100Share_pip_disposable_perCapita
Australia,2010.0,Disposable income,national,income,0.06606057,PIP,p99p100Share_pip_disposable_perCapita
Australia,2014.0,Disposable income,national,income,0.064326418,PIP,p99p100Share_pip_disposable_perCapita
Australia,2016.0,Disposable income,national,income,0.056578311,PIP,p99p100Share_pip_disposable_perCapita
Australia,2018.0,Disposable income,national,income,0.063564557,PIP,p99p100Share_pip_disposable_perCapita
Austria,1994.0,Disposable income,national,income,0.047045709,PIP,p99p100Share_pip_disposable_perCapita
Austria,1995.0,Disposable income,national,income,0.045005488,PIP,p99p100Share_pip_disposable_perCapita
Austria,1997.0,Disposable income,national,income,0.040200858,PIP,p99p100Share_pip_disposable_perCapita
Austria,2000.0,Disposable income,national,income,0.041259936,PIP,p99p100Share_pip_disposable_perCapita
Austria,2003.0,Disposable income,national,income,0.047351674,PIP,p99p100Share_pip_disposable_perCapita
Austria,2004.0,Disposable income,national,income,0.046651218,PIP,p99p100Share_pip_disposable_perCapita
Austria,2005.0,Disposable income,national,income,0.040655133,PIP,p99p100Share_pip_disposable_perCapita
Austria,2006.0,Disposable income,national,income,0.047843505,PIP,p99p100Share_pip_disposable_perCapita
Austria,2007.0,Disposable income,national,income,0.045666322,PIP,p99p100Share_pip_disposable_perCapita
Austria,2008.0,Disposable income,national,income,0.04902021,PIP,p99p100Share_pip_disposable_perCapita
Austria,2009.0,Disposable income,national,income,0.051332578,PIP,p99p100Share_pip_disposable_perCapita
Austria,2010.0,Disposable income,national,income,0.044355243,PIP,p99p100Share_pip_disposable_perCapita
Austria,2011.0,Disposable income,national,income,0.046957818,PIP,p99p100Share_pip_disposable_perCapita
Austria,2012.0,Disposable income,national,income,0.04431088,PIP,p99p100Share_pip_disposable_perCapita
Austria,2013.0,Disposable income,national,income,0.054617271,PIP,p99p100Share_pip_disposable_perCapita
Austria,2014.0,Disposable income,national,income,0.05185497,PIP,p99p100Share_pip_disposable_perCapita
Austria,2015.0,Disposable income,national,income,0.052313856,PIP,p99p100Share_pip_disposable_perCapita
Austria,2016.0,Disposable income,national,income,0.047900788,PIP,p99p100Share_pip_disposable_perCapita
Austria,2017.0,Disposable income,national,income,0.043446742,PIP,p99p100Share_pip_disposable_perCapita
Austria,2018.0,Disposable income,national,income,0.050114667,PIP,p99p100Share_pip_disposable_perCapita
Austria,2019.0,Disposable income,national,income,0.043451275,PIP,p99p100Share_pip_disposable_perCapita
Azerbaijan,1995.0,Disposable income,national,consumption,0.05263518,PIP,p99p100Share_pip_disposable_perCapita
Azerbaijan,2001.0,Disposable income,national,consumption,0.066205368,PIP,p99p100Share_pip_disposable_perCapita
Azerbaijan,2002.0,Disposable income,national,consumption,0.050017896,PIP,p99p100Share_pip_disposable_perCapita
Azerbaijan,2003.0,Disposable income,national,consumption,0.05039106,PIP,p99p100Share_pip_disposable_perCapita
Azerbaijan,2004.0,Disposable income,national,consumption,0.057500559,PIP,p99p100Share_pip_disposable_perCapita
Azerbaijan,2005.0,Disposable income,national,consumption,0.054929907,PIP,p99p100Share_pip_disposable_perCapita
Bangladesh,1983.0,Disposable income,national,consumption,0.038130507,PIP,p99p100Share_pip_disposable_perCapita
Bangladesh,1988.0,Disposable income,national,consumption,0.052700063,PIP,p99p100Share_pip_disposable_perCapita
Bangladesh,1991.0,Disposable income,national,consumption,0.047063507,PIP,p99p100Share_pip_disposable_perCapita
Bangladesh,1995.0,Disposable income,national,consumption,0.066632289,PIP,p99p100Share_pip_disposable_perCapita
Bangladesh,2000.0,Disposable income,national,consumption,0.062856424,PIP,p99p100Share_pip_disposable_perCapita
Bangladesh,2005.0,Disposable income,national,consumption,0.062675405,PIP,p99p100Share_pip_disposable_perCapita
Bangladesh,2010.0,Disposable income,national,consumption,0.060622506,PIP,p99p100Share_pip_disposable_perCapita
Bangladesh,2016.0,Disposable income,national,consumption,0.064067994,PIP,p99p100Share_pip_disposable_perCapita
Belarus,1993.0,Disposable income,national,income,0.029567626,PIP,p99p100Share_pip_disposable_perCapita
Belarus,1995.0,Disposable income,national,income,0.034188023,PIP,p99p100Share_pip_disposable_perCapita
Belarus,1998.0,Disposable income,national,consumption,0.051028719,PIP,p99p100Share_pip_disposable_perCapita
Belarus,1999.0,Disposable income,national,consumption,0.043831294,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2000.0,Disposable income,national,consumption,0.046559954,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2001.0,Disposable income,national,consumption,0.048384518,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2002.0,Disposable income,national,consumption,0.049528879,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2003.0,Disposable income,national,consumption,0.039821312,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2004.0,Disposable income,national,consumption,0.034490086,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2005.0,Disposable income,national,consumption,0.036444622,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2006.0,Disposable income,national,consumption,0.039904446,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2007.0,Disposable income,national,consumption,0.046869221,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2008.0,Disposable income,national,consumption,0.04216661,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2009.0,Disposable income,national,consumption,0.042956662,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2010.0,Disposable income,national,consumption,0.037803178,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2011.0,Disposable income,national,consumption,0.038878244,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2012.0,Disposable income,national,consumption,0.040895902,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2013.0,Disposable income,national,consumption,0.044642152,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2014.0,Disposable income,national,consumption,0.044397023,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2015.0,Disposable income,national,consumption,0.035053829,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2016.0,Disposable income,national,consumption,0.036710213,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2017.0,Disposable income,national,consumption,0.038266014,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2018.0,Disposable income,national,consumption,0.039337767,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2019.0,Disposable income,national,consumption,0.036457699,PIP,p99p100Share_pip_disposable_perCapita
Belarus,2020.0,Disposable income,national,consumption,0.037099786,PIP,p99p100Share_pip_disposable_perCapita
Belgium,1985.0,Disposable income,national,income,0.035021789,PIP,p99p100Share_pip_disposable_perCapita
Belgium,1988.0,Disposable income,national,income,0.041914635,PIP,p99p100Share_pip_disposable_perCapita
Belgium,1992.0,Disposable income,national,income,0.032133373,PIP,p99p100Share_pip_disposable_perCapita
Belgium,1995.0,Disposable income,national,income,0.047579413,PIP,p99p100Share_pip_disposable_perCapita
Belgium,1997.0,Disposable income,national,income,0.037035538,PIP,p99p100Share_pip_disposable_perCapita
Belgium,2000.0,Disposable income,national,income,0.11470581,PIP,p99p100Share_pip_disposable_perCapita
Belgium,2003.0,Disposable income,national,income,0.042125623,PIP,p99p100Share_pip_disposable_perCapita
Belgium,2004.0,Disposable income,national,income,0.08056673,PIP,p99p100Share_pip_disposable_perCapita
Belgium,2005.0,Disposable income,national,income,0.06343606,PIP,p99p100Share_pip_disposable_perCapita
Belgium,2006.0,Disposable income,national,income,0.04385246,PIP,p99p100Share_pip_disposable_perCapita
Belgium,2007.0,Disposable income,national,income,0.056738253,PIP,p99p100Share_pip_disposable_perCapita
Belgium,2008.0,Disposable income,national,income,0.049770221,PIP,p99p100Share_pip_disposable_perCapita
Belgium,2009.0,Disposable income,national,income,0.049476884,PIP,p99p100Share_pip_disposable_perCapita
Belgium,2010.0,Disposable income,national,income,0.049259422,PIP,p99p100Share_pip_disposable_perCapita
Belgium,2011.0,Disposable income,national,income,0.045722911,PIP,p99p100Share_pip_disposable_perCapita
Belgium,2012.0,Disposable income,national,income,0.04268401,PIP,p99p100Share_pip_disposable_perCapita
Belgium,2013.0,Disposable income,national,income,0.041617493,PIP,p99p100Share_pip_disposable_perCapita
Belgium,2014.0,Disposable income,national,income,0.046605458,PIP,p99p100Share_pip_disposable_perCapita
Belgium,2015.0,Disposable income,national,income,0.043773745,PIP,p99p100Share_pip_disposable_perCapita
Belgium,2016.0,Disposable income,national,income,0.045086483,PIP,p99p100Share_pip_disposable_perCapita
Belgium,2017.0,Disposable income,national,income,0.044305502,PIP,p99p100Share_pip_disposable_perCapita
Belgium,2018.0,Disposable income,national,income,0.048665946,PIP,p99p100Share_pip_disposable_perCapita
Belgium,2019.0,Disposable income,national,income,0.051775452,PIP,p99p100Share_pip_disposable_perCapita
Belize,1993.0,Disposable income,national,income,0.276153953,PIP,p99p100Share_pip_disposable_perCapita
Belize,1994.0,Disposable income,national,income,0.276486712,PIP,p99p100Share_pip_disposable_perCapita
Belize,1995.0,Disposable income,national,consumption,0.141989406,PIP,p99p100Share_pip_disposable_perCapita
Belize,1996.0,Disposable income,national,income,0.191247068,PIP,p99p100Share_pip_disposable_perCapita
Belize,1997.0,Disposable income,national,income,0.261356858,PIP,p99p100Share_pip_disposable_perCapita
Belize,1998.0,Disposable income,national,income,0.143829624,PIP,p99p100Share_pip_disposable_perCapita
Belize,1999.0,Disposable income,national,income,0.115374641,PIP,p99p100Share_pip_disposable_perCapita
Benin,2003.0,Disposable income,national,consumption,0.080124907,PIP,p99p100Share_pip_disposable_perCapita
Benin,2011.0,Disposable income,national,consumption,0.076191697,PIP,p99p100Share_pip_disposable_perCapita
Benin,2015.0,Disposable income,national,consumption,0.090722637,PIP,p99p100Share_pip_disposable_perCapita
Benin,2018.0,Disposable income,national,consumption,0.068519758,PIP,p99p100Share_pip_disposable_perCapita
Bhutan,2003.0,Disposable income,national,consumption,0.072897253,PIP,p99p100Share_pip_disposable_perCapita
Bhutan,2007.0,Disposable income,national,consumption,0.059326333,PIP,p99p100Share_pip_disposable_perCapita
Bhutan,2012.0,Disposable income,national,consumption,0.072677157,PIP,p99p100Share_pip_disposable_perCapita
Bhutan,2017.0,Disposable income,national,consumption,0.055722544,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,1997.0,Disposable income,national,income,0.144392985,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,1999.0,Disposable income,national,income,0.109800128,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,2000.0,Disposable income,national,income,0.14629945,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,2001.0,Disposable income,national,income,0.133447751,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,2002.0,Disposable income,national,income,0.138365195,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,2004.0,Disposable income,national,income,0.131197136,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,2005.0,Disposable income,national,income,0.135900352,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,2006.0,Disposable income,national,income,0.124458177,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,2007.0,Disposable income,national,income,0.111352376,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,2008.0,Disposable income,national,income,0.101743182,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,2009.0,Disposable income,national,income,0.104183664,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,2011.0,Disposable income,national,income,0.073418366,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,2012.0,Disposable income,national,income,0.073880479,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,2013.0,Disposable income,national,income,0.084881147,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,2014.0,Disposable income,national,income,0.101928251,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,2015.0,Disposable income,national,income,0.09696007,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,2016.0,Disposable income,national,income,0.068254248,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,2017.0,Disposable income,national,income,0.067021309,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,2018.0,Disposable income,national,income,0.062748421,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,2019.0,Disposable income,national,income,0.066408175,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,2020.0,Disposable income,national,income,0.075636001,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,1990.0,Disposable income,urban,income,0.059651841,PIP,p99p100Share_pip_disposable_perCapita
Bolivia,1992.0,Disposable income,urban,income,0.106695651,PIP,p99p100Share_pip_disposable_perCapita
Bosnia and Herzegovina,2001.0,Disposable income,national,consumption,0.068898132,PIP,p99p100Share_pip_disposable_perCapita
Bosnia and Herzegovina,2004.0,Disposable income,national,consumption,0.048103939,PIP,p99p100Share_pip_disposable_perCapita
Bosnia and Herzegovina,2007.0,Disposable income,national,consumption,0.044552211,PIP,p99p100Share_pip_disposable_perCapita
Bosnia and Herzegovina,2011.0,Disposable income,national,consumption,0.04639072,PIP,p99p100Share_pip_disposable_perCapita
Botswana,1985.0,Disposable income,national,consumption,0.133988077,PIP,p99p100Share_pip_disposable_perCapita
Botswana,1993.0,Disposable income,national,consumption,0.240511644,PIP,p99p100Share_pip_disposable_perCapita
Botswana,2002.0,Disposable income,national,consumption,0.167583781,PIP,p99p100Share_pip_disposable_perCapita
Botswana,2009.0,Disposable income,national,consumption,0.173415968,PIP,p99p100Share_pip_disposable_perCapita
Botswana,2015.0,Disposable income,national,consumption,0.122913847,PIP,p99p100Share_pip_disposable_perCapita
Brazil,1981.0,Disposable income,national,income,0.124765387,PIP,p99p100Share_pip_disposable_perCapita
Brazil,1982.0,Disposable income,national,income,0.126867044,PIP,p99p100Share_pip_disposable_perCapita
Brazil,1983.0,Disposable income,national,income,0.13159654,PIP,p99p100Share_pip_disposable_perCapita
Brazil,1984.0,Disposable income,national,income,0.126339452,PIP,p99p100Share_pip_disposable_perCapita
Brazil,1985.0,Disposable income,national,income,0.097855677,PIP,p99p100Share_pip_disposable_perCapita
Brazil,1986.0,Disposable income,national,income,0.135696883,PIP,p99p100Share_pip_disposable_perCapita
Brazil,1987.0,Disposable income,national,income,0.139154744,PIP,p99p100Share_pip_disposable_perCapita
Brazil,1988.0,Disposable income,national,income,0.142550962,PIP,p99p100Share_pip_disposable_perCapita
Brazil,1989.0,Disposable income,national,income,0.163761586,PIP,p99p100Share_pip_disposable_perCapita
Brazil,1990.0,Disposable income,national,income,0.139053241,PIP,p99p100Share_pip_disposable_perCapita
Brazil,1992.0,Disposable income,national,income,0.094428229,PIP,p99p100Share_pip_disposable_perCapita
Brazil,1993.0,Disposable income,national,income,0.151039864,PIP,p99p100Share_pip_disposable_perCapita
Brazil,1995.0,Disposable income,national,income,0.136608197,PIP,p99p100Share_pip_disposable_perCapita
Brazil,1996.0,Disposable income,national,income,0.134467081,PIP,p99p100Share_pip_disposable_perCapita
Brazil,1997.0,Disposable income,national,income,0.136510474,PIP,p99p100Share_pip_disposable_perCapita
Brazil,1998.0,Disposable income,national,income,0.137624943,PIP,p99p100Share_pip_disposable_perCapita
Brazil,1999.0,Disposable income,national,income,0.132316775,PIP,p99p100Share_pip_disposable_perCapita
Brazil,2001.0,Disposable income,national,income,0.129038219,PIP,p99p100Share_pip_disposable_perCapita
Brazil,2002.0,Disposable income,national,income,0.126635122,PIP,p99p100Share_pip_disposable_perCapita
Brazil,2003.0,Disposable income,national,income,0.124238772,PIP,p99p100Share_pip_disposable_perCapita
Brazil,2004.0,Disposable income,national,income,0.122784762,PIP,p99p100Share_pip_disposable_perCapita
Brazil,2005.0,Disposable income,national,income,0.124055097,PIP,p99p100Share_pip_disposable_perCapita
Brazil,2006.0,Disposable income,national,income,0.121281781,PIP,p99p100Share_pip_disposable_perCapita
Brazil,2007.0,Disposable income,national,income,0.118842855,PIP,p99p100Share_pip_disposable_perCapita
Brazil,2008.0,Disposable income,national,income,0.116133468,PIP,p99p100Share_pip_disposable_perCapita
Brazil,2009.0,Disposable income,national,income,0.114306071,PIP,p99p100Share_pip_disposable_perCapita
Brazil,2011.0,Disposable income,national,income,0.114504039,PIP,p99p100Share_pip_disposable_perCapita
Brazil,2012.0,Disposable income,national,income,0.116018571,PIP,p99p100Share_pip_disposable_perCapita
Brazil,2013.0,Disposable income,national,income,0.110173314,PIP,p99p100Share_pip_disposable_perCapita
Brazil,2014.0,Disposable income,national,income,0.105513535,PIP,p99p100Share_pip_disposable_perCapita
Brazil,2015.0,Disposable income,national,income,0.107448382,PIP,p99p100Share_pip_disposable_perCapita
Brazil,2016.0,Disposable income,national,income,0.110492076,PIP,p99p100Share_pip_disposable_perCapita
Brazil,2017.0,Disposable income,national,income,0.111940197,PIP,p99p100Share_pip_disposable_perCapita
Brazil,2018.0,Disposable income,national,income,0.116831156,PIP,p99p100Share_pip_disposable_perCapita
Brazil,2019.0,Disposable income,national,income,0.116406785,PIP,p99p100Share_pip_disposable_perCapita
Brazil,2020.0,Disposable income,national,income,0.10681349,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,1989.0,Disposable income,national,consumption,0.028692605,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,1992.0,Disposable income,national,income,0.047055979,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,1994.0,Disposable income,national,consumption,0.035305383,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,1995.0,Disposable income,national,consumption,0.062719628,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,1997.0,Disposable income,national,consumption,0.041241458,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,2001.0,Disposable income,national,consumption,0.048571907,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,2003.0,Disposable income,national,consumption,0.048582008,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,2006.0,Disposable income,national,income,0.060123546,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,2007.0,Disposable income,national,consumption,0.039593561,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,2008.0,Disposable income,national,income,0.047588722,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,2009.0,Disposable income,national,income,0.055553254,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,2010.0,Disposable income,national,income,0.06105771,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,2011.0,Disposable income,national,income,0.056613691,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,2012.0,Disposable income,national,income,0.060043117,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,2013.0,Disposable income,national,income,0.060328512,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,2014.0,Disposable income,national,income,0.06516313,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,2015.0,Disposable income,national,income,0.069500276,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,2016.0,Disposable income,national,income,0.090814914,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,2017.0,Disposable income,national,income,0.101333592,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,2018.0,Disposable income,national,income,0.100442683,PIP,p99p100Share_pip_disposable_perCapita
Bulgaria,2019.0,Disposable income,national,income,0.07951407,PIP,p99p100Share_pip_disposable_perCapita
Burkina Faso,1994.0,Disposable income,national,consumption,0.111840629,PIP,p99p100Share_pip_disposable_perCapita
Burkina Faso,1998.0,Disposable income,national,consumption,0.148302096,PIP,p99p100Share_pip_disposable_perCapita
Burkina Faso,2003.0,Disposable income,national,consumption,0.09179585,PIP,p99p100Share_pip_disposable_perCapita
Burkina Faso,2009.0,Disposable income,national,consumption,0.083708936,PIP,p99p100Share_pip_disposable_perCapita
Burkina Faso,2014.0,Disposable income,national,consumption,0.068317443,PIP,p99p100Share_pip_disposable_perCapita
Burkina Faso,2018.0,Disposable income,national,consumption,0.083806694,PIP,p99p100Share_pip_disposable_perCapita
Burundi,1992.0,Disposable income,national,consumption,0.050311399,PIP,p99p100Share_pip_disposable_perCapita
