,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
30,Latin America and the Caribbean,LAC,Argentina,ARG,1999,urban,EPH,urban,1999.0,income,1,1991 - 2002,30.01,0.8931036440376886,0.5955140427858382,0.444459420861971,1.183323049766562,14.522638212458354,9.523834256150034,0.4569082907522838,0.4979204137208139,0.4854711413349838,0.0107068877326507,0.0241843913697804,0.0346410311737531,0.0452204735066607,0.0579558938245393,0.0729116093011819,0.0918677039003134,0.1209111977723567,0.1711181154784633,0.3704826959402905,0.2162194582827886,3.1611635684967,32438320,10935.644594805466,6776.346983729585,False,micro,survey
31,Latin America and the Caribbean,LAC,Argentina,ARG,2000,urban,EPH,urban,2000.0,income,1,1991 - 2002,30.01,0.8945437172994519,0.6051941737351565,0.4585117053988886,1.2386849542979792,14.204878487220324,9.058017422814835,0.4881116045806118,0.5106395767594252,0.509470493505905,0.0094852344611596,0.0223743584531867,0.0324940725887103,0.0432724037063786,0.0559869043760997,0.071752519783441,0.0910731595680309,0.1220623034331965,0.1744941784720208,0.3770048651577756,0.2147088116514768,3.1611635684967,32867365,10730.60821729683,6657.963802486849,False,micro,survey
32,Latin America and the Caribbean,LAC,Argentina,ARG,2001,urban,EPH,urban,2001.0,income,1,1991 - 2002,30.01,0.9062114007624374,0.6362881195233444,0.4954707451363702,1.3374198298340885,13.080539495845215,8.083802039029441,0.5426775957704569,0.5334310600620975,0.5392328299303026,0.0065263933640283,0.019296534611549,0.0301721991401063,0.0407434192367228,0.0534515460485243,0.0691613940400178,0.089989842997628,0.1206437859023054,0.1752410258225964,0.3947738588365075,0.2122802976554852,3.1611635684967,33297960,10146.106818485889,6207.546820244806,False,micro,survey
33,Latin America and the Caribbean,LAC,Argentina,ARG,2002,urban,EPH,urban,2002.0,income,1,1991 - 2002,30.01,0.9501317540045346,0.7276036618175826,0.5963226163149474,1.7055468690648392,9.18845290794586,5.545341370834873,0.5384334584989681,0.537937583377964,0.5352598360299283,0.0087325221118941,0.0188527744387954,0.0289940718440448,0.0404431457631898,0.0532623918935253,0.0684656012205209,0.0868648977829437,0.1165944920388471,0.1727282007789625,0.4050619021272563,0.2939819569008952,3.1611635684967,33728928,8943.308002238458,5259.207138882885,False,micro,survey
34,Latin America and the Caribbean,LAC,Argentina,ARG,2003,urban,EPHC-S2,urban,2003.0,income,2,2003 - 2020,30.01,0.9146320094393072,0.6306046221942838,0.483034373696132,1.3452986533973237,13.00340366215568,8.189924600155914,0.4851524413753743,0.5089715698379785,0.5123713550694114,0.0107239229892782,0.0223163734103607,0.0322600890244758,0.0437421628194062,0.0558235313107913,0.0713344057059909,0.0924802887833387,0.1224889935750971,0.1719769929075168,0.3768532394737479,0.3055447243113179,3.1611635684967,34159484,9629.844086005607,5628.171349652291,False,micro,survey
35,Latin America and the Caribbean,LAC,Argentina,ARG,2004,urban,EPHC-S2,urban,2004.0,income,2,2003 - 2020,30.01,0.9005069496392933,0.5975162780492896,0.445461733605049,1.2282630872217786,14.016382400701678,9.501043998176062,0.4343348554340679,0.4837703458741335,0.4760193697728178,0.0120600663335726,0.0239851097658792,0.0347926113010179,0.0465252346984634,0.0601360535322201,0.0757478257969917,0.0956738824776835,0.1254263185933276,0.1732929615278372,0.3523599359729912,0.3225389985100921,3.1611635684967,34588884,10389.151274064125,6098.126323116635,False,micro,survey
36,Latin America and the Caribbean,LAC,Argentina,ARG,2005,urban,EPHC-S2,urban,2005.0,income,2,2003 - 2020,30.01,0.8867612627357806,0.5659583014058436,0.4122136732227568,1.1270169172384128,15.417122696881792,10.550190815943058,0.4196535577694362,0.4770735509214674,0.4629444305787178,0.0126173944237384,0.0250684574099347,0.0358340874552789,0.0477590450744825,0.0609860210590596,0.0764767346269111,0.0964754192393327,0.1244764511943941,0.1713634610028458,0.348942928514006,0.3572704212244195,3.1611635684967,35015688,11192.17957861278,6481.42096623284,False,micro,survey
37,Latin America and the Caribbean,LAC,Argentina,ARG,2006,urban,EPHC-S2,urban,2006.0,income,2,2003 - 2020,30.01,0.8623712413089629,0.5256673007739067,0.3714434476173585,1.017174257024837,17.07481110682144,12.059291507089805,0.4002887642306414,0.4634607996716354,0.4461765505775191,0.0129626647752657,0.0263252603495051,0.0376002481573162,0.0495520697239707,0.0630545625297437,0.079022738565427,0.0993714143076928,0.1256351900627528,0.1691283048812982,0.3373475466470048,0.3942448213204471,3.1611635684967,35439468,11970.65538711175,7118.883338452623,False,micro,survey
38,Latin America and the Caribbean,LAC,Argentina,ARG,2007,urban,EPHC-S2,urban,2007.0,income,2,2003 - 2020,30.01,0.8554613075377536,0.514791818774123,0.3609391974687037,0.9783978489263794,17.610273510696224,12.457396590458933,0.3915085794382994,0.4617355631333476,0.4439086338653861,0.0140229381372546,0.0268431582652619,0.0372928551154196,0.0494077387827218,0.0630661077222091,0.0789687936957397,0.0991620056780555,0.1251580908006998,0.1693556776457917,0.3367226341568529,0.4826789272330878,3.1611635684967,35861117,12919.235364712353,7706.341553685237,False,micro,survey
39,Latin America and the Caribbean,LAC,Argentina,ARG,2008,urban,EPHC-S2,urban,2008.0,income,2,2003 - 2020,30.01,0.8449763763817073,0.4993321087566267,0.3453741979228624,0.9381604896227432,18.026080804532317,13.01931034974736,0.3716326297279514,0.4487679026711823,0.4305711265281015,0.0141309287930377,0.0279022013555219,0.0395632171958848,0.0515790184647533,0.0647396309256421,0.0804867837811753,0.1000475090860666,0.12739410185762,0.1700806064954021,0.3240760020448897,0.6057651139632672,3.1611635684967,36284568,13310.623684309205,8183.012350197079,False,micro,survey
40,Latin America and the Caribbean,LAC,Argentina,ARG,2009,urban,EPHC-S2,urban,2009.0,income,2,2003 - 2020,30.01,0.8337001002910547,0.4803278026540081,0.3269575310224538,0.8887232191890106,18.652777236888635,13.901126853688332,0.3524124944984667,0.4365419704989163,0.4148809373586955,0.0145407270574024,0.0286850246880803,0.0408634895083086,0.0532739946096472,0.0670959603569593,0.0827191504568926,0.1016912055363284,0.1281064626391725,0.1705289535762127,0.3124950315710094,0.6903821524996487,3.1611635684967,36714243,12398.283580735651,7664.329463696175,False,micro,survey
41,Latin America and the Caribbean,LAC,Argentina,ARG,2010,urban,EPHC-S2,urban,2010.0,income,2,2003 - 2020,30.01,0.8284638648066989,0.4718141620836197,0.3169664007288403,0.8564525448941334,19.22213843277404,14.296153339645834,0.3431403783126409,0.4358321825728346,0.4074566588648777,0.0159454149662496,0.0297115178321559,0.0409562271115331,0.0531238240392127,0.0665904929904741,0.0822117762077919,0.1005227716323717,0.1252342660247088,0.1687026012901837,0.3170011079053196,0.8600745211785934,3.1611635684967,37055902,13551.339194022945,8457.967003690925,False,micro,survey
42,Latin America and the Caribbean,LAC,Argentina,ARG,2011,urban,EPHC-S2,urban,2011.0,income,2,2003 - 2020,30.01,0.8077496348760579,0.4444442382977266,0.29192141330442,0.7878502907885493,20.44669092485504,15.219711406787258,0.3263967374456674,0.4264528063979222,0.4042671242417248,0.0171437808634,0.030782940549377,0.0420783312733218,0.0542509662159994,0.0673343318426918,0.0829779782008861,0.1011274356269423,0.1263169180211559,0.1684163239466203,0.3095709934595971,1.0464920535614837,3.1611635684967,37543830,14200.269889060848,9144.320494046013,False,micro,survey
43,Latin America and the Caribbean,LAC,Argentina,ARG,2012,urban,EPHC-S2,urban,2012.0,income,2,2003 - 2020,30.01,0.8078415558093599,0.4389496393011285,0.2860961598987787,0.7748089459185896,20.259638621498304,15.450691857046635,0.3089454174809362,0.4132619793924651,0.3940705211935594,0.0174293537853055,0.0323862749659167,0.0437474134842549,0.0557409352593128,0.0689332354167787,0.0849677422355897,0.1035863704126929,0.1281762996586015,0.1681999496766801,0.2968324251048625,1.3116842305430023,3.1611635684967,38027774,13895.63370729862,9141.326924671828,False,micro,survey
44,Latin America and the Caribbean,LAC,Argentina,ARG,2013,urban,EPHC-S2,urban,2013.0,income,2,2003 - 2020,30.01,0.808150252546406,0.4348619953520122,0.2822546862683766,0.7619029745765225,20.34174730675139,15.711652425027603,0.3022178812575636,0.4094544219759074,0.388121523317413,0.0178642883235263,0.0324132221887271,0.0439003559503506,0.056195610878656,0.0699554113930687,0.0857937588934812,0.1042391330178398,0.1284532320633009,0.1674661024143965,0.2937188848766594,1.6618131739928024,3.1611635684967,38509756,14071.508683155722,9368.5477700906,False,micro,survey
45,Latin America and the Caribbean,LAC,Argentina,ARG,2014,urban,EPHC-S2,urban,2014.0,income,2,2003 - 2020,30.01,0.8292921337891964,0.4639266568904159,0.3075465863774062,0.8248096050269126,19.03970834783642,14.345973431224795,0.3085668335020547,0.416327898548159,0.4009418353198022,0.0183125157040489,0.0322070706614739,0.0431332436604028,0.0544407945246477,0.0682258836269328,0.0837723015932502,0.1029801137372407,0.1284802745631876,0.1692360201076913,0.2992117818211238,2.332343485851948,3.1611635684967,38990109,13567.948415980864,8862.27025201094,False,micro,survey
46,Latin America and the Caribbean,LAC,Argentina,ARG,2016,urban,EPHC-S2,urban,2016.0,income,2,2003 - 2020,30.01,0.8173230710568736,0.4507134216743119,0.2963535513745983,0.79827907238253,19.88508533943744,15.00962382965693,0.3164253338286851,0.4203252890095214,0.3965168380269316,0.0176378834883229,0.0315548409830143,0.0428670239412298,0.0548328948289048,0.0681442676664905,0.0836449219806063,0.1016567371224088,0.1274455935404399,0.168022587229877,0.3041932492187086,4.134574462908232,3.1611635684967,39940546,13360.211834598183,8922.063602691838,False,micro,survey
47,Latin America and the Caribbean,LAC,Argentina,ARG,2017,urban,EPHC-S2,urban,2017.0,income,2,2003 - 2020,30.01,0.7982583966009764,0.4273152037749089,0.2753888749931569,0.7432177664291176,20.88372757140482,15.948946084691878,0.3030537543700854,0.4113448843872836,0.3881618127145435,0.0178600547166874,0.0328292888687751,0.0441825083219972,0.0560146066086504,0.0693421930688496,0.0847106911264561,0.1030562346882749,0.1275605596654926,0.1673996664849176,0.2970441964498955,5.085964046729752,3.1611635684967,40410674,13595.037355108116,9197.198955627864,False,micro,survey
48,Latin America and the Caribbean,LAC,Argentina,ARG,2018,urban,EPHC-S2,urban,2018.0,income,2,2003 - 2020,30.01,0.8367484864331578,0.464507774165771,0.3069932468557738,0.829666589460134,18.93251025515153,14.535622356258251,0.3082399743451799,0.413424983747329,0.3887937517293472,0.0175816253110933,0.0321654617812867,0.0439355076424336,0.0558805185055228,0.0691030703788285,0.0851145432292447,0.1030259412257216,0.1278731161572618,0.1670181279510975,0.2983020878175069,7.199264088180317,3.1611635684967,40877099,13105.397163316997,8901.54674770311,False,micro,survey
