year,reporting_level,welfare_type,p99p100_share,country
2016,national,consumption,6.406799370837719,Bangladesh
1989,national,consumption,2.8692604803965,Bulgaria
1992,national,income,4.70559790379763,Bulgaria
1994,national,consumption,3.53053831891271,Bulgaria
1995,national,consumption,6.271962768658219,Bulgaria
1997,national,consumption,4.12414584455493,Bulgaria
2001,national,consumption,4.85719068142885,Bulgaria
2003,national,consumption,4.8582007947448105,Bulgaria
2006,national,income,4.9048403763333,Bulgaria
2007,national,consumption,4.9048403763333,Bulgaria
2007,national,income,5.81276185600341,Bulgaria
2008,national,income,4.758872204879689,Bulgaria
2009,national,income,5.5553254179992395,Bulgaria
2010,national,income,6.10577099003559,Bulgaria
2011,national,income,5.66136908123481,Bulgaria
2012,national,income,6.0043116860687595,Bulgaria
2013,national,income,6.03285120879404,Bulgaria
2014,national,income,6.51631300366784,Bulgaria
2015,national,income,6.950027604714499,Bulgaria
2016,national,income,9.08149143947594,Bulgaria
2017,national,income,10.13335922795151,Bulgaria
2018,national,income,10.04426832534317,Bulgaria
2019,national,income,7.9514070481273595,Bulgaria
2020,national,income,9.53897842757239,Bulgaria
2001,national,consumption,6.8898131857890705,Bosnia and Herzegovina
2004,national,consumption,4.81039390482216,Bosnia and Herzegovina
2007,national,consumption,4.45522107740696,Bosnia and Herzegovina
2011,national,consumption,4.639071960171679,Bosnia and Herzegovina
1993,national,income,2.9567625993747,Belarus
1995,national,income,3.41880231446197,Belarus
1998,national,consumption,5.10287192408349,Belarus
1999,national,consumption,4.3831293797342,Belarus
2000,national,consumption,4.655995360724599,Belarus
2001,national,consumption,4.83845183405494,Belarus
2002,national,consumption,4.95288788139464,Belarus
2003,national,consumption,3.9821312498944597,Belarus
2004,national,consumption,3.4490085629982,Belarus
2005,national,consumption,3.6444621511857997,Belarus
2006,national,consumption,3.9904445766466496,Belarus
2007,national,consumption,4.68692205062539,Belarus
2008,national,consumption,4.21666098586872,Belarus
2009,national,consumption,4.2956662200492,Belarus
2010,national,consumption,3.7803177740603697,Belarus
2011,national,consumption,3.88782443991472,Belarus
2012,national,consumption,4.089590210871441,Belarus
2013,national,consumption,4.46421520383486,Belarus
2014,national,consumption,4.43970228091741,Belarus
2015,national,consumption,3.5053828925044597,Belarus
2016,national,consumption,3.6710213382190098,Belarus
2017,national,consumption,3.8266014330930203,Belarus
2018,national,consumption,3.93377669144999,Belarus
2019,national,consumption,3.64576986636728,Belarus
2020,national,consumption,3.70997859838488,Belarus
1993,national,income,27.615395256167467,Belize
1994,national,income,27.648671156465422,Belize
1995,national,consumption,14.198940611168279,Belize
1996,national,income,19.124706835900778,Belize
1997,national,income,26.13568581137641,Belize
1998,national,income,14.38296236399575,Belize
1999,national,income,11.53746409346093,Belize
1992,urban,income,10.66956512781969,Bolivia
1997,national,income,14.43929853546371,Bolivia
1999,national,income,10.98001275376731,Bolivia
2000,national,income,14.629944978667918,Bolivia
2001,national,income,13.34477506178391,Bolivia
2002,national,income,13.83651949799022,Bolivia
2004,national,income,13.11971364414778,Bolivia
2005,national,income,13.59003520346778,Bolivia
2006,national,income,12.44581772523286,Bolivia
2007,national,income,11.135237621944501,Bolivia
2008,national,income,10.174318192290551,Bolivia
2009,national,income,10.41836637658345,Bolivia
2011,national,income,7.341836570161429,Bolivia
2012,national,income,7.38804794150609,Bolivia
2013,national,income,8.48811469314696,Bolivia
2014,national,income,10.19282512704366,Bolivia
2015,national,income,9.6960070200893,Bolivia
2016,national,income,6.8254247622188,Bolivia
2017,national,income,6.70213089733995,Bolivia
2018,national,income,6.2748421010246895,Bolivia
2019,national,income,6.6408174611282496,Bolivia
2020,national,income,7.56360014007704,Bolivia
2021,national,income,6.14994840960365,Bolivia
1981,national,income,12.47653868998215,Brazil
1982,national,income,12.686704366727868,Brazil
1983,national,income,13.159654043478069,Brazil
1984,national,income,12.63394515476243,Brazil
1985,national,income,9.78556773406581,Brazil
1986,national,income,13.569688277554379,Brazil
1987,national,income,13.91547439948227,Brazil
1988,national,income,14.25509617386678,Brazil
1989,national,income,16.37615863365348,Brazil
1990,national,income,13.90532412060156,Brazil
1992,national,income,9.4428229460991,Brazil
1993,national,income,15.10398642343517,Brazil
1995,national,income,13.66081968295261,Brazil
1996,national,income,13.44670813061393,Brazil
1997,national,income,13.65104742744129,Brazil
1998,national,income,13.762494271895859,Brazil
1999,national,income,13.231677464790739,Brazil
2001,national,income,12.90382190510361,Brazil
2002,national,income,12.66351215969167,Brazil
2003,national,income,12.423877170841779,Brazil
2004,national,income,12.27847622724889,Brazil
2005,national,income,12.4055097130566,Brazil
2006,national,income,12.12817805460978,Brazil
2007,national,income,11.884285514458979,Brazil
2008,national,income,11.61334677020578,Brazil
2009,national,income,11.43060714245499,Brazil
2011,national,income,11.45040389092172,Brazil
2012,national,income,11.60185710922591,Brazil
2013,national,income,11.017331408491229,Brazil
2014,national,income,10.551353493247099,Brazil
2015,national,income,10.74483815577829,Brazil
2016,national,income,11.04920763905281,Brazil
2017,national,income,11.1940197088548,Brazil
2018,national,income,11.68311560705175,Brazil
2019,national,income,11.64067845988901,Brazil
2020,national,income,10.68134895125249,Brazil
2021,national,income,11.0378997221991,Brazil
2003,national,consumption,7.28972528346538,Bhutan
2007,national,consumption,5.93263334094665,Bhutan
2012,national,consumption,7.26771569282284,Bhutan
2017,national,consumption,5.57225442537938,Bhutan
1985,national,consumption,13.39880766755918,Botswana
1993,national,consumption,24.0511644258452,Botswana
2002,national,consumption,16.75837810664802,Botswana
2009,national,consumption,17.34159680799508,Botswana
2015,national,consumption,12.291384682700631,Botswana
1992,national,consumption,12.56155613222206,Central African Republic
2008,national,consumption,17.8698029524178,Central African Republic
1971,national,income,4.85000707740438,Canada
1975,national,income,4.1982711935228405,Canada
1981,national,income,4.1491715245873095,Canada
1987,national,income,4.138034431332209,Canada
1991,national,income,4.2349172807277204,Canada
1994,national,income,4.0898021713884205,Canada
1996,national,income,4.9583621548083,Canada
1997,national,income,4.77152285032358,Canada
1998,national,income,5.70245577138084,Canada
1999,national,income,5.28722572836501,Canada
2000,national,income,5.63533793105857,Canada
2001,national,income,5.517245662540629,Canada
2002,national,income,5.3583186595417605,Canada
2003,national,income,5.60908521605629,Canada
2004,national,income,5.42110765547429,Canada
2005,national,income,5.42322062861452,Canada
2006,national,income,5.78676460452753,Canada
2007,national,income,5.8346096062314095,Canada
2008,national,income,5.72459561135421,Canada
2009,national,income,5.40318811420905,Canada
2010,national,income,5.67036363764528,Canada
2011,national,income,4.8485115119795505,Canada
2012,national,income,4.8047014699933905,Canada
2013,national,income,4.7032950665462,Canada
2014,national,income,4.88211358581459,Canada
2015,national,income,4.85988070085998,Canada
2016,national,income,4.7969826067511,Canada
2017,national,income,5.02244707022162,Canada
2018,national,income,4.80721117311242,Canada
1982,national,income,8.12854712263462,Switzerland
1992,national,income,6.526672921339979,Switzerland
2000,national,income,6.325854872185201,Switzerland
2002,national,income,4.68214331371437,Switzerland
2006,national,income,5.67737969408644,Switzerland
2007,national,income,6.449413934608759,Switzerland
2008,national,income,6.07848791913839,Switzerland
2009,national,income,5.81985930996105,Switzerland
2010,national,income,5.78919701885909,Switzerland
2011,national,income,5.12209012497174,Switzerland
2012,national,income,5.45375572523844,Switzerland
2013,national,income,5.62158860858768,Switzerland
2014,national,income,5.60630090970265,Switzerland
2015,national,income,5.54668310072538,Switzerland
2016,national,income,6.210665812135701,Switzerland
2017,national,income,5.6811450207912495,Switzerland
2018,national,income,6.21166901482185,Switzerland
1987,national,income,12.57177426718798,Chile
1990,national,income,14.60080494233268,Chile
1992,national,income,14.13865380236505,Chile
1994,national,income,15.2001763340366,Chile
1996,national,income,12.79109248940232,Chile
1998,national,income,13.638033922794321,Chile
2000,national,income,12.017107740404711,Chile
2003,national,income,12.0618965796411,Chile
2006,national,income,10.27236012348699,Chile
2009,national,income,10.27886593532602,Chile
2011,national,income,9.29187671256274,Chile
2013,national,income,9.56891021612058,Chile
2015,national,income,9.195422479459161,Chile
2017,national,income,9.57637409057772,Chile
2020,national,income,8.87244200560211,Chile
1981,urban,income,2.23435270723236,China
1981,rural,income,2.99916267317997,China
1984,urban,income,2.1460141954008303,China
1984,rural,income,3.66232421903959,China
1987,urban,income,2.43694164623573,China
1987,rural,income,4.030761834236389,China
1990,urban,consumption,3.10316378397261,China
1990,rural,consumption,6.94864718421824,China
1993,urban,consumption,3.9244011641960395,China
1993,rural,consumption,9.98847081723799,China
1996,urban,consumption,3.88525371180692,China
1996,rural,consumption,6.17113318626477,China
1999,urban,consumption,4.2919423055740795,China
1999,rural,consumption,6.829013907165369,China
2002,urban,consumption,5.23789622900131,China
2002,rural,consumption,7.90017339322808,China
2005,urban,consumption,5.74562652851284,China
2005,rural,consumption,6.4136833255405294,China
2008,urban,consumption,6.14957628182474,China
2008,rural,consumption,7.918914539633059,China
2010,urban,consumption,6.33436877966019,China
2010,rural,consumption,9.13500935798605,China
2011,urban,consumption,6.30016358558784,China
2011,rural,consumption,7.71428471579265,China
2012,urban,consumption,5.94435942248344,China
2012,rural,consumption,7.96754514648583,China
2013,urban,consumption,5.65117476449925,China
2013,rural,consumption,5.357120806779,China
2014,urban,consumption,5.31021987758917,China
2014,rural,consumption,5.21674329122873,China
2015,urban,consumption,5.34952825878404,China
2015,rural,consumption,5.06314162723753,China
2016,urban,consumption,5.196858828527439,China
2016,rural,consumption,5.06724776725598,China
2017,urban,consumption,5.3666978562101,China
2017,rural,consumption,5.67708492805414,China
2018,urban,consumption,5.11799727755993,China
2018,rural,consumption,5.39000535055718,China
2019,urban,consumption,5.35155375052193,China
2019,rural,consumption,5.29290836526393,China
1985,national,consumption,9.90953940594714,Cote d'Ivoire
1986,national,consumption,6.32793072747906,Cote d'Ivoire
1987,national,consumption,7.05479998889275,Cote d'Ivoire
1988,national,consumption,6.1764057197836,Cote d'Ivoire
1992,national,consumption,6.00489645263402,Cote d'Ivoire
1995,national,consumption,7.80459067387451,Cote d'Ivoire
1998,national,consumption,6.392785988333161,Cote d'Ivoire
2002,national,consumption,7.657319272912121,Cote d'Ivoire
2008,national,consumption,7.29499970971441,Cote d'Ivoire
2015,national,consumption,7.23729217497536,Cote d'Ivoire
2018,national,consumption,5.89583124047849,Cote d'Ivoire
1996,national,consumption,9.48708104825986,Cameroon
2001,national,consumption,9.53688491111277,Cameroon
2007,national,consumption,7.69627142029978,Cameroon
2014,national,consumption,7.98931024160091,Cameroon
2004,national,consumption,7.04208246813731,Democratic Republic of Congo
2012,national,consumption,7.1239731639379205,Democratic Republic of Congo
2005,national,consumption,9.54426622947314,Congo
2011,national,consumption,10.76412701134439,Congo
1992,national,income,9.82709025013761,Colombia
1996,national,income,14.76477274896669,Colombia
1999,national,income,15.08096046704451,Colombia
2000,national,income,15.50075490907725,Colombia
2001,national,income,14.277712757066748,Colombia
2002,national,income,14.04378184313772,Colombia
2003,national,income,11.67791916554962,Colombia
2004,national,income,13.21522907744567,Colombia
2005,national,income,12.373587864499019,Colombia
2008,national,income,12.49314625185971,Colombia
2009,national,income,12.36084245933942,Colombia
2010,national,income,12.607062567292179,Colombia
2011,national,income,12.19471015021912,Colombia
2012,national,income,11.55646622499569,Colombia
2013,national,income,11.74366825769186,Colombia
2014,national,income,11.70204993344085,Colombia
2015,national,income,11.12603171152787,Colombia
2016,national,income,11.18725996458251,Colombia
2017,national,income,10.66260255644151,Colombia
2018,national,income,11.01509141787214,Colombia
2019,national,income,10.97316084465092,Colombia
2020,national,income,11.94895891737438,Colombia
2021,national,income,10.80156260267158,Colombia
2004,national,consumption,16.95930481303964,Comoros
2014,national,consumption,7.03759047338377,Comoros
2001,national,consumption,12.658687481717651,Cape Verde
2007,national,consumption,10.103272911423709,Cape Verde
2015,national,consumption,6.77648768775784,Cape Verde
1981,national,income,6.01449684369295,Costa Rica
1986,national,income,2.92434513179824,Costa Rica
1989,national,income,7.60425190110147,Costa Rica
1990,national,income,7.2547432487478805,Costa Rica
1991,national,income,8.39307704487953,Costa Rica
1992,national,income,8.2424070255983,Costa Rica
1993,national,income,7.45828431677929,Costa Rica
1994,national,income,8.45646334240622,Costa Rica
1995,national,income,7.86358160154098,Costa Rica
1996,national,income,7.3198269941728595,Costa Rica
1997,national,income,7.689806972126919,Costa Rica
1998,national,income,7.475423237089269,Costa Rica
1999,national,income,7.85170373184769,Costa Rica
2000,national,income,8.19943362772584,Costa Rica
2001,national,income,9.91455950508388,Costa Rica
2002,national,income,10.504630719666979,Costa Rica
2003,national,income,8.808921552976539,Costa Rica
2004,national,income,8.38295792637889,Costa Rica
2005,national,income,8.34839565191255,Costa Rica
2006,national,income,9.27956200714889,Costa Rica
2007,national,income,10.41663628228242,Costa Rica
2008,national,income,9.46164918613101,Costa Rica
2009,national,income,9.49870321674808,Costa Rica
2010,national,income,9.07532093602479,Costa Rica
2011,national,income,9.443135970404889,Costa Rica
2012,national,income,9.077452984369689,Costa Rica
2013,national,income,8.99376621214512,Costa Rica
2014,national,income,8.2837885260427,Costa Rica
2015,national,income,8.06751219070822,Costa Rica
2016,national,income,8.37940165687589,Costa Rica
2017,national,income,8.4986271992924,Costa Rica
2018,national,income,8.3111916814702,Costa Rica
2019,national,income,8.321648991406889,Costa Rica
2020,national,income,7.94160505932829,Costa Rica
2021,national,income,8.79551064110869,Costa Rica
2004,national,income,5.47755523310983,Cyprus
2005,national,income,5.8905350888856995,Cyprus
2006,national,income,7.24725863190301,Cyprus
2007,national,income,6.20401295429839,Cyprus
2008,national,income,6.61210855707136,Cyprus
2009,national,income,6.55317807556754,Cyprus
2010,national,income,5.796831078123519,Cyprus
2011,national,income,6.79914969771319,Cyprus
2012,national,income,7.432580007542219,Cyprus
2013,national,income,9.21200081456508,Cyprus
2014,national,income,7.596812911871511,Cyprus
2015,national,income,6.87584240798149,Cyprus
2016,national,income,6.49948957994538,Cyprus
2017,national,income,5.67664944908461,Cyprus
2018,national,income,7.08177040910626,Cyprus
2019,national,income,5.7019680648799,Cyprus
2020,national,income,6.52220386024817,Cyprus
1992,national,income,3.9170852216880796,Czechia
1993,national,income,5.11104779673359,Czechia
1996,national,income,4.52789484256133,Czechia
2002,national,income,4.55909333986763,Czechia
2004,national,income,4.971206328347741,Czechia
2005,national,income,5.00558782637934,Czechia
2006,national,income,4.64044392976177,Czechia
2007,national,income,4.63774355097335,Czechia
2008,national,income,5.39322315986014,Czechia
2009,national,income,4.7704041864449005,Czechia
2010,national,income,4.43941189810131,Czechia
2011,national,income,4.43437584653789,Czechia
2012,national,income,4.150496136575231,Czechia
2013,national,income,4.62628748219441,Czechia
2014,national,income,4.2647106671648904,Czechia
2015,national,income,4.52147751531937,Czechia
2016,national,income,4.37443677993842,Czechia
2017,national,income,3.98673347372569,Czechia
2018,national,income,3.91806860261052,Czechia
2019,national,income,3.73876097201134,Czechia
2020,national,income,4.5650650342994,Czechia
1991,national,income,4.43275194888066,Germany
1992,national,income,4.11247828056173,Germany
1993,national,income,4.05080791468977,Germany
1994,national,income,4.170933801171199,Germany
1995,national,income,4.162157115898131,Germany
1996,national,income,3.89166834065506,Germany
1997,national,income,3.9271875129313,Germany
1998,national,income,3.9708111139637703,Germany
1999,national,income,4.29383054038737,Germany
2000,national,income,4.31333232774979,Germany
2001,national,income,4.71706587103089,Germany
2002,national,income,4.64406095660851,Germany
2003,national,income,5.1059470687355395,Germany
2004,national,income,5.08989172045547,Germany
2005,national,income,5.51615018585369,Germany
2006,national,income,5.25115232389856,Germany
2007,national,income,5.62941153077975,Germany
2008,national,income,5.55509698507666,Germany
2009,national,income,4.912878551690611,Germany
2010,national,income,4.71746262784421,Germany
2011,national,income,5.27124473057619,Germany
2012,national,income,5.038758926222299,Germany
2013,national,income,5.56345185551081,Germany
2014,national,income,4.992401848063,Germany
2015,national,income,5.73479744602946,Germany
2016,national,income,5.38167599788221,Germany
2017,national,income,5.8729073766796205,Germany
2018,national,income,6.15983197227383,Germany
2019,national,income,6.35713975145918,Germany
2002,national,consumption,7.43532590273506,Djibouti
2012,national,consumption,8.70050954911682,Djibouti
2013,national,consumption,8.41688893051627,Djibouti
2017,national,consumption,7.78015615403512,Djibouti
1987,national,income,4.09196056790573,Denmark
1992,national,income,4.1493010351910495,Denmark
1995,national,income,3.87140185513876,Denmark
2000,national,income,3.8145002973396096,Denmark
2003,national,income,4.62454220466745,Denmark
2004,national,income,4.01137577642219,Denmark
2005,national,income,4.24058459080169,Denmark
2006,national,income,5.30106515275275,Denmark
2007,national,income,5.31804073486858,Denmark
2008,national,income,4.36053817126263,Denmark
2009,national,income,4.73553919930234,Denmark
2010,national,income,4.99820745144748,Denmark
2011,national,income,5.0901502087739,Denmark
2012,national,income,5.94447818019564,Denmark
2013,national,income,5.83705673832673,Denmark
2014,national,income,5.7388907718236,Denmark
2015,national,income,6.89826704929062,Denmark
2016,national,income,6.43331463799052,Denmark
2017,national,income,6.467139789660339,Denmark
2018,national,income,5.84672805718034,Denmark
2019,national,income,6.27231867199131,Denmark
2020,national,income,5.51133618432546,Denmark
1986,national,income,9.26701191336429,Dominican Republic
1989,national,income,12.548322748991689,Dominican Republic
1992,national,income,16.47575312829411,Dominican Republic
1996,national,income,8.634947148251989,Dominican Republic
1997,national,income,11.12792659880315,Dominican Republic
2000,national,income,11.33428213106919,Dominican Republic
2001,national,income,9.83921341465301,Dominican Republic
2002,national,income,9.73513545601155,Dominican Republic
2003,national,income,12.0556030930751,Dominican Republic
2004,national,income,12.82806508320312,Dominican Republic
2005,national,income,10.51218054562814,Dominican Republic
2006,national,income,12.98806919095414,Dominican Republic
2007,national,income,9.9073437528304,Dominican Republic
2008,national,income,10.06056167959763,Dominican Republic
2009,national,income,9.83607079582431,Dominican Republic
2010,national,income,7.89132357299433,Dominican Republic
2011,national,income,9.30738383199878,Dominican Republic
2012,national,income,8.19567794668769,Dominican Republic
2013,national,income,9.43554035271931,Dominican Republic
2014,national,income,6.49341027013531,Dominican Republic
2015,national,income,8.799095659388941,Dominican Republic
2016,national,income,7.905955629645329,Dominican Republic
2017,national,income,9.17905224020147,Dominican Republic
2018,national,income,11.14858917713283,Dominican Republic
2019,national,income,8.41633834839245,Dominican Republic
2020,national,income,6.977818950179519,Dominican Republic
2021,national,income,6.841706784157239,Dominican Republic
1988,national,consumption,11.308118125109349,Algeria
1995,national,consumption,4.563191798773881,Algeria
2011,national,consumption,3.8747865931501098,Algeria
1994,national,income,12.865414766013918,Ecuador
1995,urban,income,11.07379291230785,Ecuador
1998,urban,income,8.307155443385659,Ecuador
1999,national,income,19.06147830026779,Ecuador
2000,national,income,16.04530226202473,Ecuador
2003,national,income,11.61213850070974,Ecuador
2004,national,income,12.62047206158524,Ecuador
2005,national,income,11.18221758763108,Ecuador
2006,national,income,13.187831018971949,Ecuador
2007,national,income,12.886550658461541,Ecuador
2008,national,income,9.66050420530065,Ecuador
2009,national,income,9.54003441179481,Ecuador
2010,national,income,9.99519600307361,Ecuador
2011,national,income,7.73095881587781,Ecuador
2012,national,income,8.41110397282207,Ecuador
2013,national,income,9.03243524113171,Ecuador
2014,national,income,8.43985414728213,Ecuador
2015,national,income,8.80923106768838,Ecuador
2016,national,income,8.30203377867315,Ecuador
2017,national,income,7.86976863973471,Ecuador
2018,national,income,8.03199067861939,Ecuador
2019,national,income,8.196038350587111,Ecuador
2020,national,income,9.03933963586733,Ecuador
2021,national,income,7.9456105077677694,Ecuador
1990,national,consumption,6.04811411084688,Egypt
1995,national,consumption,6.462508711686669,Egypt
1999,national,consumption,8.978579650947891,Egypt
2004,national,consumption,6.334113492807999,Egypt
2008,national,consumption,6.606522110378529,Egypt
2010,national,consumption,5.9193398891563405,Egypt
2012,national,consumption,5.22544634150349,Egypt
2015,national,consumption,7.44891267285782,Egypt
2017,national,consumption,6.334363707328911,Egypt
2019,national,consumption,7.1812615979424095,Egypt
1980,national,income,5.50879476643976,Spain
1985,national,income,5.791142019086,Spain
1990,national,income,5.05460045391781,Spain
1995,national,income,5.32141184995389,Spain
2000,national,income,5.602058259749651,Spain
2003,national,income,4.38685012737675,Spain
2004,national,income,4.62402956305054,Spain
2005,national,income,4.41760625998775,Spain
2006,national,income,4.65924859313684,Spain
2007,national,income,4.97561993410258,Spain
2008,national,income,4.8916647521008,Spain
2009,national,income,5.08737615269486,Spain
2010,national,income,5.148826619784,Spain
2011,national,income,4.783167836591621,Spain
2012,national,income,4.86130839417246,Spain
2013,national,income,4.63087502371766,Spain
2014,national,income,4.83586240084883,Spain
2015,national,income,5.00255945464177,Spain
2016,national,income,4.89000518348083,Spain
2017,national,income,4.69548553616442,Spain
2018,national,income,4.80404398594437,Spain
2019,national,income,4.62641460956302,Spain
2020,national,income,4.45726434325164,Spain
1993,national,income,8.2783121962653,Estonia
1995,national,consumption,3.08982089230822,Estonia
1998,national,consumption,6.36937101616202,Estonia
2000,national,consumption,5.55856764375501,Estonia
