pip_welfare_WID: Gini – pretax,year1980_WID: Gini – pretax,country,value1980_WID: Gini – pretax,year2018_WID: Gini – pretax,value2018_WID: Gini – pretax,region,pop1980_WID: Gini – pretax,pop2018_WID: Gini – pretax,change_WID: Gini – pretax,absolute_tolerance_WID: Gini – pretax,relative_tolerance_WID: Gini – pretax,absolute_fall_WID: Gini – pretax,absolute_stable_WID: Gini – pretax,absolute_rise_WID: Gini – pretax,relative_fall_WID: Gini – pretax,relative_stable_WID: Gini – pretax,relative_rise_WID: Gini – pretax,proportional_change_WID: Gini – pretax,pip_welfare_PIP: Gini,year1980_PIP: Gini,value1980_PIP: Gini,year2018_PIP: Gini,value2018_PIP: Gini,pop1980_PIP: Gini,pop2018_PIP: Gini,change_PIP: Gini,absolute_tolerance_PIP: Gini,relative_tolerance_PIP: Gini,absolute_fall_PIP: Gini,absolute_stable_PIP: Gini,absolute_rise_PIP: Gini,relative_fall_PIP: Gini,relative_stable_PIP: Gini,relative_rise_PIP: Gini,proportional_change_PIP: Gini,year
,1981.0,Hong Kong,52.5696170693196,2016.0,59.3197896413177,East Asia,4978551.0,7481563.0,6.7501725719981,2.0,2.6284808534659803,0.0,0.0,1.0,0.0,0.0,1.0,0.12840444630017286,,,,,,,,,,,,,,,,,,2020
,1980.0,Hungary,24.731605810868,2018.0,42.677379125271706,EE & CA,10698682.0,9776361.0,17.945773314403706,2.0,1.2365802905434,0.0,0.0,1.0,0.0,0.0,1.0,0.7256210313087578,,,,,,,,,,,,,,,,,,2020
,1980.0,Iceland,41.7677587825482,2016.0,39.5322608345747,W. Europe,228276.0,352951.0,-2.2354979479734993,2.0,2.08838793912741,1.0,0.0,0.0,1.0,0.0,0.0,-0.05352209486776571,,,,,,,,,,,,,,,,,,2020
,1980.0,India,44.0476633907515,2013.0,62.7859110148449,S & SE Asia,696828352.0,1369003264.0,18.738247624093397,2.0,2.2023831695375753,0.0,0.0,1.0,0.0,0.0,1.0,0.42540843671693573,Consumption,1977.0,33.33664717155239,2018.0,34.58968626484365,696828352.0,1369003264.0,1.2530390932912567,2.0,1.6668323585776197,0.0,1.0,0.0,0.0,1.0,0.0,0.0375874360382747,2020
,1980.0,Indonesia,53.0925396462649,2017.0,54.4675902506,S & SE Asia,148177104.0,267066848.0,1.3750506043350939,2.0,2.6546269823132453,0.0,1.0,0.0,0.0,1.0,0.0,0.02589913033914982,Consumption,1984.0,33.4559805760469,2018.0,38.41037729176489,148177104.0,267066848.0,4.954396715717991,2.0,1.6727990288023449,0.0,0.0,1.0,0.0,0.0,1.0,0.14808702750339156,2020
,1980.0,Ireland,41.370576017591496,2018.0,47.151255889397696,W. Europe,3391393.0,4834506.0,5.7806798718062,2.0,2.068528800879575,0.0,0.0,1.0,0.0,0.0,1.0,0.139729257560933,,,,,,,,,,,,,,,,,,2020
,1979.0,Israel,59.3428071084141,2016.0,59.364902994380095,MENA,3744612.0,8456487.0,0.022095885965995876,2.0,2.967140355420705,0.0,1.0,0.0,0.0,1.0,0.0,0.0003723431202981118,Income,1979.0,36.3299757619656,2018.0,38.57717384665088,3744612.0,8456487.0,2.24719808468528,2.0,1.8164987880982801,0.0,0.0,1.0,0.0,0.0,1.0,0.06185520462245686,2020
,1980.0,Italy,40.9165113946118,2014.0,50.389499771042,W. Europe,56329480.0,59877432.0,9.472988376430195,2.0,2.04582556973059,0.0,0.0,1.0,0.0,0.0,1.0,0.2315199427700395,,,,,,,,,,,,,,,,,,2020
,1980.0,Japan,47.5132178141816,2018.0,53.6419494431293,East Asia,117624200.0,126255872.0,6.128731628947698,2.0,2.37566089070908,0.0,0.0,1.0,0.0,0.0,1.0,0.12899003500281583,,,,,,,,,,,,,,,,,,2020
,1985.0,Luxembourg,45.1281276766174,2017.0,48.9659306244292,W. Europe,363745.0,607920.0,3.837802947811795,2.0,2.2564063838308703,0.0,0.0,1.0,0.0,0.0,1.0,0.08504237036628282,Income,1985.0,26.66724759342306,2018.0,35.36809440930619,363745.0,607920.0,8.700846815883128,2.0,1.3333623796711531,0.0,0.0,1.0,0.0,0.0,1.0,0.3262746477828862,2020
,1984.0,Malaysia,58.8604283791611,2015.0,51.78910349343791,S & SE Asia,13215709.0,32399270.0,-7.071324885723186,2.0,2.9430214189580552,1.0,0.0,0.0,1.0,0.0,0.0,-0.12013716312378576,Income,1984.0,48.624814852696055,2015.0,41.06639837531249,13215709.0,32399270.0,-7.558416477383567,2.0,2.431240742634803,1.0,0.0,0.0,1.0,0.0,0.0,-0.15544360426422235,2020
,1980.0,Malta,42.038560706264,2017.0,46.2370222302468,W. Europe,333593.0,491590.0,4.1984615239828,2.0,2.1019280353132,0.0,0.0,1.0,0.0,0.0,1.0,0.09987167622884872,,,,,,,,,,,,,,,,,,2020
,1980.0,Mexico,69.3559543209669,2018.0,75.1817750226029,LAC,67705184.0,124013864.0,5.825820701636005,2.0,3.467797716048345,0.0,0.0,1.0,0.0,0.0,1.0,0.08399885429699594,Income,1984.0,48.52701241671631,2018.0,46.70695530062811,67705184.0,124013864.0,-1.8200571160882006,2.0,2.426350620835816,0.0,1.0,0.0,0.0,1.0,0.0,-0.037506061581924995,2020
,1980.0,Montenegro,40.4650200025381,2017.0,49.6557925618013,EE & CA,589334.0,631459.0,9.190772559263202,2.0,2.023251000126905,0.0,0.0,1.0,0.0,0.0,1.0,0.22712882777981394,,,,,,,,,,,,,,,,,,2020
,1984.0,Morocco,59.1737121561531,2013.0,59.5996462783136,MENA,19678446.0,35927516.0,0.4259341221604984,2.0,2.9586856078076553,0.0,1.0,0.0,0.0,1.0,0.0,0.007198029439770549,Consumption,1984.0,39.18663661414734,2013.0,39.54850870115624,19678446.0,35927516.0,0.36187208700889784,2.0,1.959331830707367,0.0,1.0,0.0,0.0,1.0,0.0,0.009234578883921186,2020
,1980.0,Netherlands,36.8450448800043,2017.0,41.893939158146495,W. Europe,14130383.0,17286042.0,5.048894278142193,2.0,1.8422522440002151,0.0,0.0,1.0,0.0,0.0,1.0,0.1370304825135988,Income,1983.0,28.3660517601025,2018.0,28.12108040445857,14130383.0,17286042.0,-0.2449713556439299,2.0,1.4183025880051252,0.0,1.0,0.0,0.0,1.0,0.0,-0.008636075182958234,2020
,1980.0,New Zealand,47.4390969088939,2018.0,45.9475956659133,W. Offshoots,3147166.0,4838528.0,-1.491501242980604,2.0,2.3719548454446953,0.0,1.0,0.0,0.0,1.0,0.0,-0.03144033803689414,,,,,,,,,,,,,,,,,,2020
,1985.0,Nigeria,56.997652973119095,2018.0,54.514921693797405,SS Africa,72951440.0,198387616.0,-2.4827312793216905,2.0,2.8498826486559548,1.0,0.0,0.0,0.0,1.0,0.0,-0.043558482671077384,Consumption,1985.0,38.67785059424594,2018.0,35.12774279386329,72951440.0,198387616.0,-3.550107800382648,2.0,1.933892529712297,1.0,0.0,0.0,1.0,0.0,0.0,-0.09178658446213642,2020
,1980.0,North Macedonia,38.399071857432496,2017.0,45.1205559404041,EE & CA,1907035.0,2113497.0,6.721484082971607,2.0,1.919953592871625,0.0,0.0,1.0,0.0,0.0,1.0,0.1750428788468386,,,,,,,,,,,,,,,,,,2020
,1980.0,Norway,37.7142349718078,2017.0,40.3046491488844,W. Europe,4085778.0,5312321.0,2.590414177076603,2.0,1.88571174859039,0.0,0.0,1.0,0.0,0.0,1.0,0.06868531680446371,Income,1979.0,26.89475873487844,2018.0,27.56086233181646,4085778.0,5312321.0,0.6661035969380187,2.0,1.344737936743922,0.0,1.0,0.0,0.0,1.0,0.0,0.024767041173497605,2020
,1985.0,Philippines,60.398626529755695,2018.0,57.1720872847294,S & SE Asia,48419544.0,108568832.0,-3.226539245026295,2.0,3.019931326487785,1.0,0.0,0.0,1.0,0.0,0.0,-0.05342073868909459,Consumption,1985.0,41.03743554912078,2018.0,37.81170617851155,48419544.0,108568832.0,-3.22572937060923,2.0,2.051871777456039,1.0,0.0,0.0,1.0,0.0,0.0,-0.07860455526632781,2020
,1980.0,Poland,32.326890897628104,2018.0,48.1861063723656,EE & CA,35521432.0,38521464.0,15.859215474737496,2.0,1.6163445448814053,0.0,0.0,1.0,0.0,0.0,1.0,0.4905889503868472,Income,1985.0,25.16496620900249,2018.0,30.215439384422787,35521432.0,38521464.0,5.050473175420297,2.0,1.2582483104501245,0.0,0.0,1.0,0.0,0.0,1.0,0.20069461383236611,2020
,1980.0,Portugal,40.9173559057764,2017.0,49.0039400938429,W. Europe,9785251.0,10289833.0,8.086584188066503,2.0,2.04586779528882,0.0,0.0,1.0,0.0,0.0,1.0,0.19763212966859625,,,,,,,,,,,,,,,,,,2020
,1980.0,Romania,34.5587175450459,2018.0,54.1533599977285,EE & CA,22125226.0,19606778.0,19.5946424526826,2.0,1.7279358772522952,0.0,0.0,1.0,0.0,0.0,1.0,0.566995648120963,,,,,,,,,,,,,,,,,,2020
,1980.0,Russia,31.1981777651694,2017.0,53.967571921259605,EE & CA,138257424.0,145652288.0,22.769394156090204,2.0,1.5599088882584702,0.0,0.0,1.0,0.0,0.0,1.0,0.729830899980019,,,,,,,,,,,,,,,,,,2020
,1984.0,Rwanda,50.7609315654039,2016.0,63.6080875739118,SS Africa,5247537.0,12531810.0,12.847156008507902,2.0,2.5380465782701953,0.0,0.0,1.0,0.0,0.0,1.0,0.25309141523446504,Consumption,1984.0,28.89859485975821,2016.0,43.71004775710726,5247537.0,12531810.0,14.811452897349053,2.0,1.4449297429879104,0.0,0.0,1.0,0.0,0.0,1.0,0.5125319403669089,2020
,1980.0,Saudi Arabia,66.435694320959,2018.0,65.0483723925483,MENA,10171712.0,35018132.0,-1.3873219284106995,2.0,3.3217847160479503,0.0,1.0,0.0,0.0,1.0,0.0,-0.020882177007263247,,,,,,,,,,,,,,,,,,2020
,1984.0,Serbia,44.0905212393815,2018.0,49.5584651903364,EE & CA,7777013.0,7433825.0,5.467943950954897,2.0,2.204526061969075,0.0,0.0,1.0,0.0,0.0,1.0,0.12401631455585851,,,,,,,,,,,,,,,,,,2020
,1980.0,Singapore,45.3859382166384,2013.0,53.7085854295118,S & SE Asia,2400734.0,5814543.0,8.322647212873399,2.0,2.2692969108319203,0.0,0.0,1.0,0.0,0.0,1.0,0.18337501745909335,,,,,,,,,,,,,,,,,,2020
,1980.0,Slovakia,34.1445109459901,2018.0,38.5445996886141,EE & CA,4973886.0,5446746.0,4.400088742624,2.0,1.707225547299505,0.0,0.0,1.0,0.0,0.0,1.0,0.1288666500329753,,,,,,,,,,,,,,,,,,2020
,1980.0,South Korea,44.2972730007116,2016.0,45.755712892519504,East Asia,38170500.0,51676900.0,1.458439891807906,2.0,2.21486365003558,0.0,1.0,0.0,0.0,1.0,0.0,0.03292392043601595,,,,,,,,,,,,,,,,,,2020
,1980.0,Spain,46.172090473635,2017.0,45.8747777819191,W. Europe,37491664.0,46792044.0,-0.29731269171590213,2.0,2.3086045236817503,0.0,1.0,0.0,0.0,1.0,0.0,-0.00643922960095715,Income,1980.0,34.48354621302908,2018.0,34.71894730060089,37491664.0,46792044.0,0.2354010875718089,2.0,1.724177310651454,0.0,1.0,0.0,0.0,1.0,0.0,0.006826475621665216,2020
,1985.0,Sri Lanka,53.39537534379561,2016.0,59.1143677733967,S & SE Asia,14943644.0,21580712.0,5.718992429601094,2.0,2.6697687671897805,0.0,0.0,1.0,0.0,0.0,1.0,0.10710651236700455,Consumption,1985.0,32.46785443356632,2016.0,39.34577335702164,14943644.0,21580712.0,6.877918923455319,2.0,1.6233927216783162,0.0,0.0,1.0,0.0,0.0,1.0,0.21183780214145295,2020
,1980.0,Sweden,35.3350536950767,2017.0,40.071576437904,W. Europe,8311761.0,10162300.0,4.736522742827297,2.0,1.7667526847538353,0.0,0.0,1.0,0.0,0.0,1.0,0.1340460038267112,Income,1981.0,22.92357328057954,2018.0,29.97418872901206,8311761.0,10162300.0,7.05061544843252,2.0,1.146178664028977,0.0,0.0,1.0,0.0,0.0,1.0,0.3075705241122108,2020
,1980.0,Switzerland,40.5964023114301,2017.0,42.6631472086996,W. Europe,6319116.0,8514431.0,2.0667448972695013,2.0,2.0298201155715048,0.0,0.0,1.0,0.0,0.0,1.0,0.050909557980402614,Income,1982.0,36.00737342131724,2018.0,33.14105099791199,6319116.0,8514431.0,-2.8663224234052507,2.0,1.8003686710658622,1.0,0.0,0.0,1.0,0.0,0.0,-0.07960376309226483,2020
,1980.0,Taiwan,47.2240686641911,2017.0,60.8588788631522,East Asia,18100280.0,23726186.0,13.634810198961098,2.0,2.361203433209555,0.0,0.0,1.0,0.0,0.0,1.0,0.28872586764850383,Income,1981.0,29.96948245392569,2016.0,31.48271564455893,18100280.0,23726186.0,1.5132331906332404,2.0,1.4984741226962845,0.0,1.0,0.0,0.0,0.0,1.0,0.05049246989699092,2020
,1981.0,Thailand,66.8799346444295,2018.0,60.03707484465009,S & SE Asia,45737756.0,71127808.0,-6.842859799779404,2.0,3.343996732221475,1.0,0.0,0.0,1.0,0.0,0.0,-0.10231558742034975,Consumption,1981.0,45.2168212614456,2018.0,36.41217335828974,45737756.0,71127808.0,-8.80464790315586,2.0,2.2608410630722804,1.0,0.0,0.0,1.0,0.0,0.0,-0.19472062956940311,2020
,1985.0,Tunisia,62.4067215753421,2015.0,52.7589989566753,MENA,6578159.0,11933040.0,-9.647722618666798,2.0,3.120336078767105,1.0,0.0,0.0,1.0,0.0,0.0,-0.15459428688333418,Consumption,1985.0,43.43376640983841,2015.0,32.81588249697604,6578159.0,11933040.0,-10.617883912862375,2.0,2.1716883204919206,1.0,0.0,0.0,1.0,0.0,0.0,-0.24446150519558124,2020
,1980.0,Turkey,67.8729806568526,2018.0,61.3675061871977,MENA,44089068.0,82809304.0,-6.5054744696549065,2.0,3.3936490328426303,1.0,0.0,0.0,1.0,0.0,0.0,-0.09584777928856289,,,,,,,,,,,,,,,,,,2020
,1980.0,United Kingdom,40.800537628578,2017.0,46.7995467899918,W. Europe,56326328.0,66432996.0,5.999009161413802,2.0,2.0400268814289,0.0,0.0,1.0,0.0,0.0,1.0,0.14703260079621855,Income,1979.0,28.42722217537883,2017.0,35.148830704729576,56326328.0,66432996.0,6.721608529350746,2.0,1.4213611087689415,0.0,0.0,1.0,0.0,0.0,1.0,0.2364497131616474,2020
,1980.0,United States,45.3910398986572,2018.0,58.406121113239394,W. Offshoots,223140016.0,332140032.0,13.015081214582196,2.0,2.26955199493286,0.0,0.0,1.0,0.0,0.0,1.0,0.2867323869124933,Income,1979.0,34.5001938467581,2018.0,41.407843639922994,223140016.0,332140032.0,6.907649793164893,2.0,1.7250096923379052,0.0,0.0,1.0,0.0,0.0,1.0,0.20022060814635068,2020
,,Costa Rica,,,,LAC,,,,,,,,,,,,,Income,1981.0,47.494762226075046,2018.0,47.96854727902833,2414306.0,5040738.0,0.4737850529532821,2.0,2.3747381113037522,0.0,1.0,0.0,0.0,1.0,0.0,0.009975522157539508,2020
,,Panama,,,,LAC,,,,,,,,,,,,,Income,1979.0,48.74014232833994,2018.0,49.21247336244875,1956989.0,4165258.0,0.47233103410880517,2.0,2.4370071164169973,0.0,1.0,0.0,0.0,1.0,0.0,0.009690801289149465,2020
,,Uruguay,,,,LAC,,,,,,,,,,,,,Income,1981.0,43.6454285030306,2018.0,39.68723978027348,2953754.0,3427044.0,-3.9581887227571215,2.0,2.18227142515153,1.0,0.0,0.0,1.0,0.0,0.0,-0.09068965200976953,2020
,,Peru,,,,LAC,,,,,,,,,,,,,Mixed,1985.0,45.63498240253612,2018.0,42.38764789835111,17492406.0,32203946.0,-3.2473345041850052,2.0,2.281749120126806,1.0,0.0,0.0,1.0,0.0,0.0,-0.07115888586394059,2020
