country,year,pip_reporting_level,pip_welfare,indicator_code,value,indicator_name,welfare,unit_resource_sharing
Armenia,2012,national,consumption,headcount_ratio_50_median,7.3390900182298,Share below 50% median,Consumption,"Household, per capita"
Armenia,2013,national,consumption,headcount_ratio_50_median,8.00675212424537,Share below 50% median,Consumption,"Household, per capita"
Armenia,2014,national,consumption,headcount_ratio_50_median,8.4204743876627,Share below 50% median,Consumption,"Household, per capita"
Armenia,2015,national,consumption,headcount_ratio_50_median,8.81501239308574,Share below 50% median,Consumption,"Household, per capita"
Armenia,2016,national,consumption,headcount_ratio_50_median,11.76695287189194,Share below 50% median,Consumption,"Household, per capita"
Armenia,2017,national,consumption,headcount_ratio_50_median,6.89935495893247,Share below 50% median,Consumption,"Household, per capita"
Armenia,2018,national,consumption,headcount_ratio_50_median,7.835563372505621,Share below 50% median,Consumption,"Household, per capita"
Armenia,2019,national,consumption,headcount_ratio_50_median,7.235273343262411,Share below 50% median,Consumption,"Household, per capita"
Armenia,2020,national,consumption,headcount_ratio_50_median,4.81834244210219,Share below 50% median,Consumption,"Household, per capita"
Australia,1981,national,income,headcount_ratio_50_median,10.4789949969375,Share below 50% median,Disposable income,"Household, per capita"
Australia,1985,national,income,headcount_ratio_50_median,10.68977575972543,Share below 50% median,Disposable income,"Household, per capita"
Australia,1989,national,income,headcount_ratio_50_median,11.24973336504533,Share below 50% median,Disposable income,"Household, per capita"
Australia,1995,national,income,headcount_ratio_50_median,10.23130178007954,Share below 50% median,Disposable income,"Household, per capita"
Australia,2001,national,income,headcount_ratio_50_median,10.23891372789121,Share below 50% median,Disposable income,"Household, per capita"
Australia,2003,national,income,headcount_ratio_50_median,10.48542274581782,Share below 50% median,Disposable income,"Household, per capita"
Australia,2004,national,income,headcount_ratio_50_median,9.74283704004498,Share below 50% median,Disposable income,"Household, per capita"
Australia,2008,national,income,headcount_ratio_50_median,10.33726820025498,Share below 50% median,Disposable income,"Household, per capita"
Australia,2010,national,income,headcount_ratio_50_median,10.34047083774343,Share below 50% median,Disposable income,"Household, per capita"
Australia,2014,national,income,headcount_ratio_50_median,9.98967477110614,Share below 50% median,Disposable income,"Household, per capita"
Australia,2016,national,income,headcount_ratio_50_median,10.7351735295801,Share below 50% median,Disposable income,"Household, per capita"
Australia,2018,national,income,headcount_ratio_50_median,11.742361671440053,Share below 50% median,Disposable income,"Household, per capita"
Austria,1987,national,income,headcount_ratio_50_median,4.98850729057793,Share below 50% median,Disposable income,"Household, per capita"
Austria,1994,national,income,headcount_ratio_50_median,9.46720807058292,Share below 50% median,Disposable income,"Household, per capita"
Austria,1995,national,income,headcount_ratio_50_median,13.4973835073386,Share below 50% median,Disposable income,"Household, per capita"
Austria,1997,national,income,headcount_ratio_50_median,9.49896030045708,Share below 50% median,Disposable income,"Household, per capita"
Austria,2000,national,income,headcount_ratio_50_median,8.96672199010532,Share below 50% median,Disposable income,"Household, per capita"
Austria,2003,national,income,headcount_ratio_50_median,8.78667487770817,Share below 50% median,Disposable income,"Household, per capita"
Austria,2004,national,income,headcount_ratio_50_median,8.485132084041789,Share below 50% median,Disposable income,"Household, per capita"
Austria,2005,national,income,headcount_ratio_50_median,7.94600371765442,Share below 50% median,Disposable income,"Household, per capita"
Austria,2006,national,income,headcount_ratio_50_median,8.106210236992089,Share below 50% median,Disposable income,"Household, per capita"
Austria,2007,national,income,headcount_ratio_50_median,10.02735437240246,Share below 50% median,Disposable income,"Household, per capita"
Austria,2008,national,income,headcount_ratio_50_median,10.37750994170583,Share below 50% median,Disposable income,"Household, per capita"
Austria,2009,national,income,headcount_ratio_50_median,11.25670915387778,Share below 50% median,Disposable income,"Household, per capita"
Austria,2010,national,income,headcount_ratio_50_median,10.37170661916822,Share below 50% median,Disposable income,"Household, per capita"
Austria,2011,national,income,headcount_ratio_50_median,10.1172433899258,Share below 50% median,Disposable income,"Household, per capita"
Austria,2012,national,income,headcount_ratio_50_median,10.66854933844402,Share below 50% median,Disposable income,"Household, per capita"
Austria,2013,national,income,headcount_ratio_50_median,9.57348414543928,Share below 50% median,Disposable income,"Household, per capita"
Austria,2014,national,income,headcount_ratio_50_median,10.48704837651198,Share below 50% median,Disposable income,"Household, per capita"
Austria,2015,national,income,headcount_ratio_50_median,11.33570412354268,Share below 50% median,Disposable income,"Household, per capita"
Austria,2016,national,income,headcount_ratio_50_median,10.658500451146187,Share below 50% median,Disposable income,"Household, per capita"
Austria,2017,national,income,headcount_ratio_50_median,10.73653365991959,Share below 50% median,Disposable income,"Household, per capita"
Austria,2018,national,income,headcount_ratio_50_median,10.24160915917387,Share below 50% median,Disposable income,"Household, per capita"
Austria,2019,national,income,headcount_ratio_50_median,10.54046936175136,Share below 50% median,Disposable income,"Household, per capita"
Azerbaijan,1995,national,consumption,headcount_ratio_50_median,12.509773582974,Share below 50% median,Consumption,"Household, per capita"
Azerbaijan,2001,national,consumption,headcount_ratio_50_median,9.57664331881374,Share below 50% median,Consumption,"Household, per capita"
Azerbaijan,2002,national,consumption,headcount_ratio_50_median,1.8651206820784896,Share below 50% median,Consumption,"Household, per capita"
Azerbaijan,2003,national,consumption,headcount_ratio_50_median,3.08305524443995,Share below 50% median,Consumption,"Household, per capita"
Azerbaijan,2004,national,consumption,headcount_ratio_50_median,1.03226939770932,Share below 50% median,Consumption,"Household, per capita"
Azerbaijan,2005,national,consumption,headcount_ratio_50_median,0.8775635578713199,Share below 50% median,Consumption,"Household, per capita"
Bangladesh,1983,national,consumption,headcount_ratio_50_median,5.70954345703124,Share below 50% median,Consumption,"Household, per capita"
Bangladesh,1988,national,consumption,headcount_ratio_50_median,5.33120117187499,Share below 50% median,Consumption,"Household, per capita"
Bangladesh,1991,national,consumption,headcount_ratio_50_median,5.531544894018269,Share below 50% median,Consumption,"Household, per capita"
Bangladesh,1995,national,consumption,headcount_ratio_50_median,5.05623372249978,Share below 50% median,Consumption,"Household, per capita"
Bangladesh,2000,national,consumption,headcount_ratio_50_median,5.20977717359092,Share below 50% median,Consumption,"Household, per capita"
Bangladesh,2005,national,consumption,headcount_ratio_50_median,4.25289753662323,Share below 50% median,Consumption,"Household, per capita"
Bangladesh,2010,national,consumption,headcount_ratio_50_median,5.06347554350769,Share below 50% median,Consumption,"Household, per capita"
Bangladesh,2016,national,consumption,headcount_ratio_50_median,6.14571432471103,Share below 50% median,Consumption,"Household, per capita"
Belarus,1993,national,income,headcount_ratio_50_median,3.35405761718749,Share below 50% median,Disposable income,"Household, per capita"
Belarus,1995,national,income,headcount_ratio_50_median,9.57839843749999,Share below 50% median,Disposable income,"Household, per capita"
Belarus,1998,national,consumption,headcount_ratio_50_median,10.63330808909489,Share below 50% median,Consumption,"Household, per capita"
Belarus,1999,national,consumption,headcount_ratio_50_median,12.07247905024865,Share below 50% median,Consumption,"Household, per capita"
Belarus,2000,national,consumption,headcount_ratio_50_median,11.12501870748534,Share below 50% median,Consumption,"Household, per capita"
Belarus,2001,national,consumption,headcount_ratio_50_median,10.26838323980423,Share below 50% median,Consumption,"Household, per capita"
Belarus,2002,national,consumption,headcount_ratio_50_median,9.71640822650551,Share below 50% median,Consumption,"Household, per capita"
Belarus,2003,national,consumption,headcount_ratio_50_median,9.28194811293042,Share below 50% median,Consumption,"Household, per capita"
Belarus,2004,national,consumption,headcount_ratio_50_median,7.52952820743088,Share below 50% median,Consumption,"Household, per capita"
Belarus,2005,national,consumption,headcount_ratio_50_median,8.86257117147391,Share below 50% median,Consumption,"Household, per capita"
Belarus,2006,national,consumption,headcount_ratio_50_median,9.2884013800806,Share below 50% median,Consumption,"Household, per capita"
Belarus,2007,national,consumption,headcount_ratio_50_median,8.74433070143036,Share below 50% median,Consumption,"Household, per capita"
Belarus,2008,national,consumption,headcount_ratio_50_median,8.51371150960144,Share below 50% median,Consumption,"Household, per capita"
Belarus,2009,national,consumption,headcount_ratio_50_median,7.95590375856306,Share below 50% median,Consumption,"Household, per capita"
Belarus,2010,national,consumption,headcount_ratio_50_median,8.462791123361189,Share below 50% median,Consumption,"Household, per capita"
Belarus,2011,national,consumption,headcount_ratio_50_median,8.20057776811296,Share below 50% median,Consumption,"Household, per capita"
Belarus,2012,national,consumption,headcount_ratio_50_median,7.048697570332429,Share below 50% median,Consumption,"Household, per capita"
Belarus,2013,national,consumption,headcount_ratio_50_median,6.56508963848358,Share below 50% median,Consumption,"Household, per capita"
Belarus,2014,national,consumption,headcount_ratio_50_median,6.83591529707221,Share below 50% median,Consumption,"Household, per capita"
Belarus,2015,national,consumption,headcount_ratio_50_median,6.227987011156451,Share below 50% median,Consumption,"Household, per capita"
Belarus,2016,national,consumption,headcount_ratio_50_median,5.91464623130138,Share below 50% median,Consumption,"Household, per capita"
Belarus,2017,national,consumption,headcount_ratio_50_median,5.1600562710973295,Share below 50% median,Consumption,"Household, per capita"
Belarus,2018,national,consumption,headcount_ratio_50_median,5.20234496712084,Share below 50% median,Consumption,"Household, per capita"
Belarus,2019,national,consumption,headcount_ratio_50_median,5.5013177574405,Share below 50% median,Consumption,"Household, per capita"
Belarus,2020,national,consumption,headcount_ratio_50_median,3.87503987285037,Share below 50% median,Consumption,"Household, per capita"
Belgium,1985,national,income,headcount_ratio_50_median,5.97740051220571,Share below 50% median,Disposable income,"Household, per capita"
Belgium,1988,national,income,headcount_ratio_50_median,6.74143422683606,Share below 50% median,Disposable income,"Household, per capita"
Belgium,1992,national,income,headcount_ratio_50_median,6.986158696110841,Share below 50% median,Disposable income,"Household, per capita"
Belgium,1995,national,income,headcount_ratio_50_median,8.37078594930281,Share below 50% median,Disposable income,"Household, per capita"
Belgium,1997,national,income,headcount_ratio_50_median,7.956521932836271,Share below 50% median,Disposable income,"Household, per capita"
Belgium,2000,national,income,headcount_ratio_50_median,6.95501015507142,Share below 50% median,Disposable income,"Household, per capita"
Belgium,2003,national,income,headcount_ratio_50_median,9.31242085622381,Share below 50% median,Disposable income,"Household, per capita"
Belgium,2004,national,income,headcount_ratio_50_median,9.06676947965437,Share below 50% median,Disposable income,"Household, per capita"
Belgium,2005,national,income,headcount_ratio_50_median,8.53757944695333,Share below 50% median,Disposable income,"Household, per capita"
Belgium,2006,national,income,headcount_ratio_50_median,9.10282198146084,Share below 50% median,Disposable income,"Household, per capita"
Belgium,2007,national,income,headcount_ratio_50_median,9.06818378083625,Share below 50% median,Disposable income,"Household, per capita"
Belgium,2008,national,income,headcount_ratio_50_median,8.82817467322373,Share below 50% median,Disposable income,"Household, per capita"
Belgium,2009,national,income,headcount_ratio_50_median,9.439793509606249,Share below 50% median,Disposable income,"Household, per capita"
Belgium,2010,national,income,headcount_ratio_50_median,9.63671837621427,Share below 50% median,Disposable income,"Household, per capita"
Belgium,2011,national,income,headcount_ratio_50_median,10.153286506861493,Share below 50% median,Disposable income,"Household, per capita"
Belgium,2012,national,income,headcount_ratio_50_median,9.14050564652198,Share below 50% median,Disposable income,"Household, per capita"
Belgium,2013,national,income,headcount_ratio_50_median,10.05615399977067,Share below 50% median,Disposable income,"Household, per capita"
Belgium,2014,national,income,headcount_ratio_50_median,9.733760787057449,Share below 50% median,Disposable income,"Household, per capita"
Belgium,2015,national,income,headcount_ratio_50_median,10.51198013979734,Share below 50% median,Disposable income,"Household, per capita"
Belgium,2016,national,income,headcount_ratio_50_median,10.23493830105565,Share below 50% median,Disposable income,"Household, per capita"
Belgium,2017,national,income,headcount_ratio_50_median,9.93751987607654,Share below 50% median,Disposable income,"Household, per capita"
Belgium,2018,national,income,headcount_ratio_50_median,9.63824196270136,Share below 50% median,Disposable income,"Household, per capita"
Belgium,2019,national,income,headcount_ratio_50_median,8.55103216830503,Share below 50% median,Disposable income,"Household, per capita"
Belize,1993,national,income,headcount_ratio_50_median,19.94609369068407,Share below 50% median,Disposable income,"Household, per capita"
Belize,1994,national,income,headcount_ratio_50_median,18.13292354975028,Share below 50% median,Disposable income,"Household, per capita"
Belize,1995,national,consumption,headcount_ratio_50_median,27.25129829472211,Share below 50% median,Consumption,"Household, per capita"
Belize,1996,national,income,headcount_ratio_50_median,18.2710606561593,Share below 50% median,Disposable income,"Household, per capita"
Belize,1997,national,income,headcount_ratio_50_median,20.73187190313687,Share below 50% median,Disposable income,"Household, per capita"
Belize,1998,national,income,headcount_ratio_50_median,20.73299045204127,Share below 50% median,Disposable income,"Household, per capita"
Belize,1999,national,income,headcount_ratio_50_median,20.52520807423706,Share below 50% median,Disposable income,"Household, per capita"
Benin,2003,national,consumption,headcount_ratio_50_median,10.95927982994896,Share below 50% median,Consumption,"Household, per capita"
Benin,2011,national,consumption,headcount_ratio_50_median,11.8488573816483,Share below 50% median,Consumption,"Household, per capita"
Benin,2015,national,consumption,headcount_ratio_50_median,20.11228997602447,Share below 50% median,Consumption,"Household, per capita"
Benin,2018,national,consumption,headcount_ratio_50_median,10.85501820470637,Share below 50% median,Consumption,"Household, per capita"
Bhutan,2003,national,consumption,headcount_ratio_50_median,12.48249028128555,Share below 50% median,Consumption,"Household, per capita"
Bhutan,2007,national,consumption,headcount_ratio_50_median,13.67006141785759,Share below 50% median,Consumption,"Household, per capita"
Bhutan,2012,national,consumption,headcount_ratio_50_median,12.32887836815678,Share below 50% median,Consumption,"Household, per capita"
Bhutan,2017,national,consumption,headcount_ratio_50_median,13.79844261433465,Share below 50% median,Consumption,"Household, per capita"
Bolivia,1990,urban,income,headcount_ratio_50_median,18.60979492187499,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,1992,urban,income,headcount_ratio_50_median,16.806687909521482,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,1997,national,income,headcount_ratio_50_median,26.40278836531691,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,1999,national,income,headcount_ratio_50_median,30.29931116131795,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,2000,national,income,headcount_ratio_50_median,29.6454984343138,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,2001,national,income,headcount_ratio_50_median,27.018280452724618,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,2002,national,income,headcount_ratio_50_median,27.95072670476998,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,2004,national,income,headcount_ratio_50_median,21.91881699910345,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,2005,national,income,headcount_ratio_50_median,26.178382697480068,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,2006,national,income,headcount_ratio_50_median,25.492718258051266,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,2007,national,income,headcount_ratio_50_median,24.26019114613756,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,2008,national,income,headcount_ratio_50_median,22.92955257490753,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,2009,national,income,headcount_ratio_50_median,23.17943956280824,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,2011,national,income,headcount_ratio_50_median,21.84257460229024,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,2012,national,income,headcount_ratio_50_median,22.96479733752487,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,2013,national,income,headcount_ratio_50_median,22.73660674216676,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,2014,national,income,headcount_ratio_50_median,21.60529720007284,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,2015,national,income,headcount_ratio_50_median,21.31221014594056,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,2016,national,income,headcount_ratio_50_median,22.20537346891107,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,2017,national,income,headcount_ratio_50_median,21.738098323964262,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,2018,national,income,headcount_ratio_50_median,20.0530301258594,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,2019,national,income,headcount_ratio_50_median,17.8618594638664,Share below 50% median,Disposable income,"Household, per capita"
Bolivia,2020,national,income,headcount_ratio_50_median,17.77257899237101,Share below 50% median,Disposable income,"Household, per capita"
Bosnia and Herzegovina,2001,national,consumption,headcount_ratio_50_median,7.67572105547101,Share below 50% median,Consumption,"Household, per capita"
Bosnia and Herzegovina,2004,national,consumption,headcount_ratio_50_median,11.65245613039228,Share below 50% median,Consumption,"Household, per capita"
Bosnia and Herzegovina,2007,national,consumption,headcount_ratio_50_median,11.94245041346995,Share below 50% median,Consumption,"Household, per capita"
Bosnia and Herzegovina,2011,national,consumption,headcount_ratio_50_median,11.80926331158421,Share below 50% median,Consumption,"Household, per capita"
Botswana,1985,national,consumption,headcount_ratio_50_median,23.33637798603464,Share below 50% median,Consumption,"Household, per capita"
Botswana,1993,national,consumption,headcount_ratio_50_median,23.393994140625,Share below 50% median,Consumption,"Household, per capita"
Botswana,2002,national,consumption,headcount_ratio_50_median,23.8767759861862,Share below 50% median,Consumption,"Household, per capita"
Botswana,2009,national,consumption,headcount_ratio_50_median,22.72235198914128,Share below 50% median,Consumption,"Household, per capita"
Botswana,2015,national,consumption,headcount_ratio_50_median,19.66718056575972,Share below 50% median,Consumption,"Household, per capita"
Brazil,1981,national,income,headcount_ratio_50_median,24.57489388369933,Share below 50% median,Disposable income,"Household, per capita"
Brazil,1982,national,income,headcount_ratio_50_median,24.9989102977258,Share below 50% median,Disposable income,"Household, per capita"
Brazil,1983,national,income,headcount_ratio_50_median,25.06402270687364,Share below 50% median,Disposable income,"Household, per capita"
Brazil,1984,national,income,headcount_ratio_50_median,24.035694222932666,Share below 50% median,Disposable income,"Household, per capita"
Brazil,1985,national,income,headcount_ratio_50_median,24.53455727384955,Share below 50% median,Disposable income,"Household, per capita"
Brazil,1986,national,income,headcount_ratio_50_median,24.48988374592318,Share below 50% median,Disposable income,"Household, per capita"
Brazil,1987,national,income,headcount_ratio_50_median,25.72040291541724,Share below 50% median,Disposable income,"Household, per capita"
Brazil,1988,national,income,headcount_ratio_50_median,26.459245237484343,Share below 50% median,Disposable income,"Household, per capita"
Brazil,1989,national,income,headcount_ratio_50_median,26.47968236423398,Share below 50% median,Disposable income,"Household, per capita"
Brazil,1990,national,income,headcount_ratio_50_median,25.893448701234377,Share below 50% median,Disposable income,"Household, per capita"
Brazil,1992,national,income,headcount_ratio_50_median,25.33592581187452,Share below 50% median,Disposable income,"Household, per capita"
Brazil,1993,national,income,headcount_ratio_50_median,25.13319931587201,Share below 50% median,Disposable income,"Household, per capita"
Brazil,1995,national,income,headcount_ratio_50_median,25.64189187291259,Share below 50% median,Disposable income,"Household, per capita"
Brazil,1996,national,income,headcount_ratio_50_median,26.25924622617553,Share below 50% median,Disposable income,"Household, per capita"
Brazil,1997,national,income,headcount_ratio_50_median,26.509730068560327,Share below 50% median,Disposable income,"Household, per capita"
Brazil,1998,national,income,headcount_ratio_50_median,25.04382802432163,Share below 50% median,Disposable income,"Household, per capita"
Brazil,1999,national,income,headcount_ratio_50_median,25.23649885168001,Share below 50% median,Disposable income,"Household, per capita"
Brazil,2001,national,income,headcount_ratio_50_median,25.92369497754178,Share below 50% median,Disposable income,"Household, per capita"
Brazil,2002,national,income,headcount_ratio_50_median,25.347174752901868,Share below 50% median,Disposable income,"Household, per capita"
Brazil,2003,national,income,headcount_ratio_50_median,25.28666351579314,Share below 50% median,Disposable income,"Household, per capita"
Brazil,2004,national,income,headcount_ratio_50_median,24.51551140599563,Share below 50% median,Disposable income,"Household, per capita"
Brazil,2005,national,income,headcount_ratio_50_median,24.32102577908547,Share below 50% median,Disposable income,"Household, per capita"
Brazil,2006,national,income,headcount_ratio_50_median,23.61484330187288,Share below 50% median,Disposable income,"Household, per capita"
Brazil,2007,national,income,headcount_ratio_50_median,24.22937401640198,Share below 50% median,Disposable income,"Household, per capita"
Brazil,2008,national,income,headcount_ratio_50_median,23.49863083851848,Share below 50% median,Disposable income,"Household, per capita"
Brazil,2009,national,income,headcount_ratio_50_median,23.37721737736116,Share below 50% median,Disposable income,"Household, per capita"
Brazil,2011,national,income,headcount_ratio_50_median,23.10981238950364,Share below 50% median,Disposable income,"Household, per capita"
Brazil,2012,national,income,headcount_ratio_50_median,22.80137833397331,Share below 50% median,Disposable income,"Household, per capita"
Brazil,2013,national,income,headcount_ratio_50_median,22.52368299807479,Share below 50% median,Disposable income,"Household, per capita"
Brazil,2014,national,income,headcount_ratio_50_median,22.18864884724367,Share below 50% median,Disposable income,"Household, per capita"
Brazil,2015,national,income,headcount_ratio_50_median,22.4508717621684,Share below 50% median,Disposable income,"Household, per capita"
Brazil,2016,national,income,headcount_ratio_50_median,23.04474088255658,Share below 50% median,Disposable income,"Household, per capita"
