year,reporting_level,welfare_type,percentile,avg_welfare,pop_share,top1_share_wb,quantile,country
2000,urban,income,100,173.4035297,0.010003127,0.086276173,1371.155964,Argentina
2001,urban,income,100,166.0680935,0.010034414,0.09000927,679.5526608,Argentina
2002,urban,income,100,129.8844933,0.010050573,0.100378435,495.702658,Argentina
2003,urban,income,100,180.2945152,0.010003451,0.097996378,4650.120977,Argentina
2004,urban,income,100,159.5269236,0.010000117,0.080415142,1064.642138,Argentina
2005,urban,income,100,177.2669902,0.010005193,0.081280191,1016.449021,Argentina
2006,urban,income,100,188.1722069,0.010030958,0.07810461,5700.895637,Argentina
2007,urban,income,100,200.082457,0.010018465,0.080422727,1028.340315,Argentina
2008,urban,income,100,185.4491717,0.010010359,0.072762554,1913.46852,Argentina
2009,urban,income,100,168.100389,0.01000075,0.063678448,2094.447233,Argentina
2010,urban,income,100,179.4438561,0.010010201,0.066024386,1425.351699,Argentina
2011,urban,income,100,181.0148273,0.010026158,0.0627134,846.1785326,Argentina
2012,urban,income,100,169.4520005,0.010001362,0.059102909,837.9736626,Argentina
2013,urban,income,100,162.837185,0.010023114,0.05668951,932.7572364,Argentina
2014,urban,income,100,164.2551464,0.010000929,0.060958424,1247.874099,Argentina
2016,urban,income,100,173.2849898,0.010031941,0.061766521,1114.096384,Argentina
2017,urban,income,100,169.7210059,0.010016891,0.057516866,847.0925241,Argentina
2018,urban,income,100,158.3453459,0.010022661,0.05922633,573.2129455,Argentina
2019,urban,income,100,169.4374976,0.010010218,0.064995002,2138.107966,Argentina
2020,urban,income,100,132.0833598,0.010003134,0.057841346,995.8696894,Argentina
2021,urban,income,100,171.6547521,0.010013629,0.069398325,1287.940167,Argentina
1996,national,income,100,67.6199418,0.01,0.099906232,,Armenia
1999,national,consumption,100,38.16564176,0.010025749,0.075016457,126.1625103,Armenia
2001,national,consumption,100,30.28343378,0.010232695,0.063936823,133.1376948,Armenia
2002,national,consumption,100,34.9689323,0.010018785,0.068911514,146.7549057,Armenia
2003,national,consumption,100,39.23095157,0.010035358,0.07534493,200.8403823,Armenia
2004,national,consumption,100,58.26724116,0.010032272,0.090231043,652.5530977,Armenia
2005,national,consumption,100,60.81875728,0.010036491,0.085510592,415.9423953,Armenia
2006,national,consumption,100,35.5249699,0.010013866,0.051629572,92.26728348,Armenia
2007,national,consumption,100,37.30799357,0.0100724,0.048960911,89.44579322,Armenia
2008,national,consumption,100,37.04840721,0.010004335,0.047247209,175.401756,Armenia
2009,national,consumption,100,30.1854463,0.010053722,0.043525605,81.79107471,Armenia
2010,national,consumption,100,41.65606869,0.010025492,0.058668028,369.7333498,Armenia
2011,national,consumption,100,37.7016047,0.010012937,0.051949828,120.0571705,Armenia
2012,national,consumption,100,41.87454517,0.010077088,0.056055028,148.2063811,Armenia
2013,national,consumption,100,43.60029539,0.010023104,0.055948438,229.929465,Armenia
2014,national,consumption,100,47.64442813,0.010032144,0.05966318,112.8389542,Armenia
2015,national,consumption,100,54.37346565,0.010048784,0.063620721,110.9039147,Armenia
2016,national,consumption,100,61.11202308,0.010050489,0.067934304,267.722278,Armenia
2017,national,consumption,100,72.37429442,0.010027006,0.082499039,449.0218515,Armenia
2018,national,consumption,100,67.98260565,0.010034876,0.077573064,394.082271,Armenia
2019,national,consumption,100,47.92289932,0.010003606,0.060635314,221.4728013,Armenia
2020,national,consumption,100,30.94556505,0.010036278,0.041559473,67.06652124,Armenia
2021,national,consumption,100,39.69893727,0.010023908,0.051154483,172.8623481,Armenia
1981,national,income,100,138.3797811,0.010003886,0.036108551,178.3292678,Australia
1985,national,income,100,153.5654208,0.013310429,0.051597551,229.0140746,Australia
1989,national,income,100,187.3434006,0.010069405,0.046334985,284.3956622,Australia
1995,national,income,100,169.4973268,0.010108318,0.045702442,249.6124381,Australia
2001,national,income,100,202.3464309,0.010037169,0.047022342,298.3384423,Australia
2003,national,income,100,213.5279172,0.01006495,0.048249302,324.6105711,Australia
2004,national,income,100,239.592186,0.010055277,0.049694407,341.8680082,Australia
2008,national,income,100,340.6584879,0.013283254,0.073822332,560.0942726,Australia
2010,national,income,100,304.0700285,0.013269015,0.06606057,462.5525959,Australia
2014,national,income,100,419.3771126,0.010014813,0.064326418,771.9331633,Australia
2016,national,income,100,360.2167374,0.010018403,0.056578311,550.0438259,Australia
2018,national,income,100,409.3850316,0.010031836,0.063564557,749.6528728,Australia
1994,national,income,100,246.9542892,0.010058255,0.047045709,364.9068724,Austria
1995,national,income,100,231.1057561,0.010063212,0.045005488,330.8139886,Austria
1996,national,income,100,218.0731939,0.010246028,0.045066855,327.4343624,Austria
1997,national,income,100,199.046119,0.010003407,0.040200858,276.4838506,Austria
1998,national,income,100,303.0312865,0.010053266,0.058658201,544.1992666,Austria
1999,national,income,100,241.7060801,0.010327286,0.046674532,346.3958844,Austria
2000,national,income,100,204.621169,0.010480435,0.041259936,253.1285774,Austria
2003,national,income,100,260.4458573,0.010029428,0.047351674,1288.756367,Austria
2004,national,income,100,270.1324208,0.010053686,0.046651218,761.0244911,Austria
2005,national,income,100,225.0565068,0.010050829,0.040655133,409.1651202,Austria
2006,national,income,100,272.3172558,0.01000734,0.047843505,1098.733609,Austria
2007,national,income,100,269.601901,0.010048652,0.045666322,1096.378065,Austria
2008,national,income,100,293.8828796,0.010060944,0.04902021,973.4675097,Austria
2009,national,income,100,319.8729309,0.010023621,0.051332578,835.3303847,Austria
2010,national,income,100,279.2516153,0.010021368,0.044355243,821.7622726,Austria
2011,national,income,100,289.1604955,0.010053688,0.046957818,2039.61469,Austria
2012,national,income,100,267.3332346,0.010026987,0.04431088,654.0581551,Austria
2013,national,income,100,346.0698981,0.010015038,0.054617271,1605.962038,Austria
2014,national,income,100,322.1964709,0.010055616,0.05185497,2062.396104,Austria
2015,national,income,100,324.1141461,0.010046795,0.052313856,2001.792696,Austria
2016,national,income,100,310.0106541,0.01005344,0.047900788,918.8815645,Austria
2017,national,income,100,278.3061208,0.010021533,0.043446742,969.6435537,Austria
2018,national,income,100,324.5118898,0.010017517,0.050114667,1411.015156,Austria
2019,national,income,100,286.0664914,0.010050433,0.043451275,1783.124144,Austria
2020,national,income,100,285.1476752,0.0101692,0.043710079,1931.664429,Austria
1995,national,consumption,100,26.76967536,0.010402894,0.05263518,63.45495368,Azerbaijan
2001,national,consumption,100,42.39315315,0.01008757,0.066205368,226.9557318,Azerbaijan
2002,national,consumption,100,40.62463469,0.01003718,0.050017896,274.6594993,Azerbaijan
2003,national,consumption,100,42.74892418,0.010011417,0.05039106,177.920126,Azerbaijan
2004,national,consumption,100,50.11200186,0.010028819,0.057500559,154.586912,Azerbaijan
2005,national,consumption,100,53.27624008,0.010020433,0.054929907,175.203006,Azerbaijan
1992,national,consumption,100,9.073594566,0.01,0.050311399,,Burundi
1998,national,consumption,100,14.38523894,0.010002849,0.086994995,92.11985861,Burundi
2006,national,consumption,100,11.84261847,0.010001257,0.058934389,31.24901023,Burundi
2013,national,consumption,100,16.15843333,0.010013271,0.070645989,156.4261375,Burundi
1985,national,income,100,119.1778126,0.010044216,0.035021789,155.7474505,Belgium
1988,national,income,100,146.9603822,0.010250971,0.041914635,236.200165,Belgium
1992,national,income,100,123.3658369,0.010073806,0.032133373,163.8542218,Belgium
1995,national,income,100,219.288258,0.010056051,0.047579413,361.9596541,Belgium
1997,national,income,100,167.4540555,0.010079286,0.037035538,227.69356,Belgium
2000,national,income,100,618.7972069,0.010136862,0.11470581,1634.459033,Belgium
2003,national,income,100,206.4475366,0.0100022,0.042125623,725.9946278,Belgium
2004,national,income,100,424.2612527,0.010044391,0.08056673,20762.56253,Belgium
2005,national,income,100,334.5900586,0.010016756,0.06343606,9470.698585,Belgium
2006,national,income,100,225.9619223,0.01007966,0.04385246,682.5896757,Belgium
2007,national,income,100,302.7048944,0.010018082,0.056738253,1872.348721,Belgium
2008,national,income,100,269.1293307,0.010016675,0.049770221,1698.345555,Belgium
2009,national,income,100,269.712001,0.010039068,0.049476884,1417.374597,Belgium
2010,national,income,100,264.1822942,0.010128833,0.049259422,6174.717308,Belgium
2011,national,income,100,241.8634395,0.010019006,0.045722911,1168.683209,Belgium
2012,national,income,100,232.5035332,0.010006084,0.04268401,1254.123419,Belgium
2013,national,income,100,225.6235098,0.010032658,0.041617493,605.0343327,Belgium
2014,national,income,100,254.8437341,0.010066188,0.046605458,3420.726457,Belgium
2015,national,income,100,243.6053094,0.010007812,0.043773745,3667.051485,Belgium
2016,national,income,100,247.3707778,0.010041299,0.045086483,1706.948906,Belgium
2017,national,income,100,244.8515214,0.010079131,0.044305502,761.1252843,Belgium
2018,national,income,100,276.8634471,0.010020615,0.048665946,3142.846848,Belgium
2019,national,income,100,303.822407,0.010052099,0.051775452,1364.889144,Belgium
2020,national,income,100,267.891447,0.010020881,0.045695457,2520.509441,Belgium
2003,national,consumption,100,21.45187356,0.010302264,0.080124907,82.81881602,Benin
2011,national,consumption,100,22.71599773,0.010048082,0.076191697,87.61719364,Benin
2015,national,consumption,100,27.25131371,0.010000138,0.090722637,86.22683048,Benin
2018,national,consumption,100,31.9039047,0.010005047,0.068519758,187.5141888,Benin
1994,national,consumption,100,17.79657842,0.010027231,0.111840629,139.9685883,Burkina Faso
1998,national,consumption,100,27.87475838,0.010256434,0.148302096,341.8931782,Burkina Faso
2003,national,consumption,100,22.41388202,0.01149653,0.09179585,148.3369141,Burkina Faso
2009,national,consumption,100,23.74578859,0.010002456,0.083708936,99.76188583,Burkina Faso
2014,national,consumption,100,22.31398891,0.01003604,0.068317443,66.00200132,Burkina Faso
2018,national,consumption,100,35.70103118,0.010057407,0.083806694,173.7931728,Burkina Faso
1983,national,consumption,100,10.48826009,0.01,0.038130507,,Bangladesh
1985,national,consumption,100,14.4325423,0.01,0.047531587,,Bangladesh
1988,national,consumption,100,14.69355153,0.01,0.052700063,,Bangladesh
1991,national,consumption,100,12.23481019,0.010485353,0.047063507,47.37891971,Bangladesh
1995,national,consumption,100,21.65591107,0.010182307,0.066632289,48.82776781,Bangladesh
2000,national,consumption,100,21.4355666,0.010021039,0.062856424,197.9102611,Bangladesh
2005,national,consumption,100,23.88027112,0.010011462,0.062675405,96.38165505,Bangladesh
2010,national,consumption,100,24.7509572,0.010000129,0.060622506,117.6136812,Bangladesh
2016,national,consumption,100,28.6511747,0.010006072,0.064067994,191.0389064,Bangladesh
2022,national,consumption,100,25.78103847,0.010003032,0.052187352,73.93856854,Bangladesh
1989,national,consumption,100,72.51889814,0.01,0.028692605,,Bulgaria
1992,national,income,100,101.11645,0.01,0.047055979,,Bulgaria
1994,national,consumption,100,51.51168734,0.01,0.035305383,,Bulgaria
1995,national,consumption,100,84.6782801,0.010006901,0.062719628,284.4245658,Bulgaria
1997,national,consumption,100,31.31890925,0.01,0.041241458,,Bulgaria
2001,national,consumption,100,51.79915339,0.010054967,0.048571907,225.7278671,Bulgaria
2003,national,consumption,100,48.60222059,0.010039177,0.048582008,133.3319213,Bulgaria
2006,national,income,100,67.22639437,0.01000688,0.060123546,244.0957377,Bulgaria
2007,national,consumption,100,52.5847945,0.01007206,0.039593561,96.86915999,Bulgaria
2007,national,income,100,91.24083295,0.01008942,0.058127619,169.3733541,Bulgaria
2008,national,income,100,81.27987797,0.010195241,0.047588722,176.8618179,Bulgaria
2009,national,income,100,100.7216634,0.010022179,0.055553254,633.9601545,Bulgaria
2010,national,income,100,106.1061254,0.010013017,0.06105771,704.5778545,Bulgaria
2011,national,income,100,91.21226839,0.010007131,0.056613691,231.5160613,Bulgaria
2012,national,income,100,101.3511559,0.010041294,0.060043117,629.4598984,Bulgaria
2013,national,income,100,114.118493,0.010005561,0.060328512,321.6415576,Bulgaria
2014,national,income,100,130.9576059,0.010037938,0.06516313,417.8721707,Bulgaria
2015,national,income,100,130.9265985,0.010220566,0.069500276,394.2393175,Bulgaria
2016,national,income,100,207.2659338,0.010081288,0.090814914,439.9455286,Bulgaria
2017,national,income,100,231.5380859,0.010020541,0.101333592,1114.155479,Bulgaria
2018,national,income,100,263.903536,0.01010487,0.100442683,1205.804904,Bulgaria
2019,national,income,100,216.3353627,0.010081689,0.07951407,1010.999284,Bulgaria
2020,national,income,100,293.1047164,0.01004966,0.095389784,1279.000631,Bulgaria
2001,national,consumption,100,91.8304634,0.010109295,0.068898132,541.2358575,Bosnia and Herzegovina
2004,national,consumption,100,97.7496907,0.010032199,0.048103939,212.7658983,Bosnia and Herzegovina
2007,national,consumption,100,98.66210431,0.010031343,0.044552211,273.2849964,Bosnia and Herzegovina
2011,national,consumption,100,97.88068951,0.010040486,0.04639072,272.3677869,Bosnia and Herzegovina
1993,national,income,100,18.21561591,0.01,0.029567626,,Belarus
1995,national,income,100,31.4453093,0.01,0.034188023,,Belarus
1998,national,consumption,100,20.05414216,0.010037803,0.051028719,64.32757069,Belarus
1999,national,consumption,100,18.25740196,0.010048084,0.043831294,29.44502839,Belarus
2000,national,consumption,100,21.42792314,0.010095083,0.046559954,33.70455052,Belarus
2001,national,consumption,100,27.84413431,0.010021946,0.048384518,61.59278646,Belarus
2002,national,consumption,100,31.23797188,0.010044838,0.049528879,107.5407223,Belarus
2003,national,consumption,100,26.00962675,0.010007836,0.039821312,92.80450762,Belarus
2004,national,consumption,100,25.14954923,0.010067624,0.034490086,52.62770445,Belarus
2005,national,consumption,100,32.80913121,0.010028977,0.036444622,87.0528055,Belarus
2006,national,consumption,100,41.64999987,0.010001787,0.039904446,327.1343935,Belarus
2007,national,consumption,100,55.93991022,0.010051782,0.046869221,277.9216388,Belarus
2008,national,consumption,100,52.1302645,0.010083722,0.04216661,252.6141411,Belarus
2009,national,consumption,100,53.5854058,0.010093159,0.042956662,148.8784322,Belarus
2010,national,consumption,100,53.69475405,0.010000271,0.037803178,78.79401016,Belarus
2011,national,consumption,100,55.84630271,0.010129558,0.038878244,95.117545,Belarus
2012,national,consumption,100,66.57396265,0.010009683,0.040895902,149.9435507,Belarus
2013,national,consumption,100,80.60088733,0.01006135,0.044642152,633.5762241,Belarus
2014,national,consumption,100,83.62121438,0.010044269,0.044397023,194.732676,Belarus
2015,national,consumption,100,59.20623367,0.010033338,0.035053829,102.9267315,Belarus
2016,national,consumption,100,59.19938091,0.010095682,0.036710213,132.3849133,Belarus
2017,national,consumption,100,63.79656652,0.010028261,0.038266014,153.3012896,Belarus
2018,national,consumption,100,69.19984695,0.010318762,0.039337767,161.0155225,Belarus
2019,national,consumption,100,69.65370222,0.010014191,0.036457699,169.2186898,Belarus
2020,national,consumption,100,71.40170589,0.010009962,0.037099786,170.721218,Belarus
1993,national,income,100,288.1782571,0.01009035,0.276153953,2857.013481,Belize
1994,national,income,100,281.3212729,0.010060507,0.276486712,1337.013995,Belize
1995,national,consumption,100,182.1903213,0.01012854,0.141989406,209.5386448,Belize
1996,national,income,100,155.4386852,0.01012528,0.191247068,1192.250251,Belize
1997,national,income,100,220.1559084,0.010096336,0.261356858,3367.699096,Belize
1998,national,income,100,110.8676288,0.010051171,0.143829624,346.0159821,Belize
1999,national,income,100,89.33374106,0.010031297,0.115374641,321.1211754,Belize
1990,urban,income,100,65.88604561,0.01,0.059651841,,Bolivia
1992,urban,income,100,99.30832524,0.010046646,0.106695651,721.5863991,Bolivia
1997,national,income,100,195.0955874,0.010005588,0.144392985,1204.341256,Bolivia
1999,national,income,100,129.772369,0.01001464,0.109800128,953.8741315,Bolivia
2000,national,income,100,161.0584105,0.010039235,0.14629945,724.2382855,Bolivia
2001,national,income,100,152.7873409,0.010012378,0.133447751,367.6893351,Bolivia
2002,national,income,100,157.5974057,0.010059158,0.138365195,377.8627099,Bolivia
2004,national,income,100,172.9055051,0.010002164,0.131197136,813.0282296,Bolivia
2005,national,income,100,190.230928,0.010018031,0.135900352,1176.173996,Bolivia
2006,national,income,100,185.3604108,0.010030071,0.124458177,630.9426407,Bolivia
2007,national,income,100,164.7137868,0.010060213,0.111352376,380.4392399,Bolivia
2008,national,income,100,156.9121556,0.010118491,0.101743182,1597.370837,Bolivia
2009,national,income,100,170.7931861,0.010062686,0.104183664,712.3625592,Bolivia
2011,national,income,100,132.7043628,0.010026149,0.073418366,800.8427855,Bolivia
2012,national,income,100,136.8462174,0.010014021,0.073880479,461.9132205,Bolivia
2013,national,income,100,173.1381184,0.010024478,0.084881147,998.654726,Bolivia
2014,national,income,100,209.4838964,0.010004018,0.101928251,1743.496327,Bolivia
2015,national,income,100,191.5372092,0.010033675,0.09696007,1142.894301,Bolivia
2016,national,income,100,128.6644478,0.010017982,0.068254248,454.7753327,Bolivia
2017,national,income,100,127.8102893,0.010005604,0.067021309,739.983784,Bolivia
2018,national,income,100,117.5523532,0.010006976,0.062748421,502.524168,Bolivia
2019,national,income,100,130.1260853,0.010006523,0.066408175,402.869675,Bolivia
2020,national,income,100,147.5900072,0.01004157,0.075636001,646.9952797,Bolivia
2021,national,income,100,120.2089798,0.010001714,0.061499484,642.1844632,Bolivia
1981,national,income,100,105.3324877,0.010001808,0.124765387,781.7184937,Brazil
1982,national,income,100,109.1683492,0.010000279,0.126867044,1618.34558,Brazil
1983,national,income,100,95.62028478,0.010000499,0.13159654,1149.630832,Brazil
1984,national,income,100,91.20616166,0.010002423,0.126339452,801.4211222,Brazil
1985,national,income,100,74.55597419,0.010000611,0.097855677,344.1568986,Brazil
1986,national,income,100,184.8006405,0.010006058,0.135696883,3534.460462,Brazil
1987,national,income,100,148.8853761,0.010000486,0.139154744,1261.455254,Brazil
1988,national,income,100,150.3294317,0.010003058,0.142550962,1487.973377,Brazil
1989,national,income,100,200.5337452,0.010001515,0.163761586,10926.47517,Brazil
1990,national,income,100,133.5406256,0.010001416,0.139053241,1954.002291,Brazil
1992,national,income,100,72.20506637,0.010001281,0.094428229,1078.363161,Brazil
1993,national,income,100,145.2497068,0.010004037,0.151039864,1441.535771,Brazil
1995,national,income,100,176.0992302,0.010004362,0.136608197,1323.065531,Brazil
1996,national,income,100,174.2923417,0.010003398,0.134467081,1676.029013,Brazil
1997,national,income,100,174.9505281,0.010000393,0.136510474,2850.076503,Brazil
1998,national,income,100,181.6850332,0.010004216,0.137624943,2097.194001,Brazil
1999,national,income,100,163.843924,0.010002379,0.132316775,1949.40936,Brazil
2001,national,income,100,178.9413797,0.010005015,0.129038219,1544.671035,Brazil
2002,national,income,100,178.3903792,0.010000564,0.126635122,5563.881533,Brazil
2003,national,income,100,166.4672276,0.01000066,0.124238772,1427.809179,Brazil
2004,national,income,100,165.3457289,0.010000767,0.122784762,1783.668389,Brazil
2005,national,income,100,175.464359,0.010002747,0.124055097,2202.410237,Brazil
2006,national,income,100,184.2464921,0.010003916,0.121281781,2648.410254,Brazil
2007,national,income,100,186.7317188,0.010001542,0.118842855,1570.489751,Brazil
2008,national,income,100,192.2780498,0.010000884,0.116133468,3656.095325,Brazil
2009,national,income,100,195.0658464,0.010000517,0.114306071,2180.946438,Brazil
2011,national,income,100,210.3455899,0.010000993,0.114504039,2551.813953,Brazil
2012,national,income,100,228.629672,0.010000369,0.116018571,1284.859975,Brazil
2013,national,income,100,226.2718518,0.010003116,0.110173314,1108.099716,Brazil
2014,national,income,100,221.2573125,0.010002484,0.105513535,1683.457558,Brazil
2015,national,income,100,218.5654672,0.010002799,0.107448382,1362.706186,Brazil
2016,national,income,100,224.7700516,0.010001835,0.110492076,1950.676515,Brazil
2017,national,income,100,227.5413119,0.010001434,0.111940197,2669.930153,Brazil
2018,national,income,100,245.5033332,0.010004814,0.116831156,2811.874995,Brazil
2019,national,income,100,245.7724254,0.010000895,0.116406785,1643.691773,Brazil
2020,national,income,100,224.6462853,0.010002647,0.10681349,2685.424369,Brazil
2021,national,income,100,211.6391295,0.010002143,0.110378997,3675.293956,Brazil
2003,national,consumption,100,43.62431582,0.010003709,0.072897253,80.10989346,Bhutan
2007,national,consumption,100,42.94854137,0.010001485,0.059326333,233.6387553,Bhutan
2012,national,consumption,100,71.90703944,0.010011251,0.072677157,390.8211124,Bhutan
2017,national,consumption,100,59.90539725,0.010011177,0.055722544,617.6547268,Bhutan
2022,national,consumption,100,67.80142987,0.010000308,0.043023562,193.4023911,Bhutan
1985,national,consumption,100,62.21136091,0.01,0.133988077,,Botswana
1993,national,consumption,100,158.8774283,0.01,0.240511644,,Botswana
2002,national,consumption,100,159.2259216,0.010060013,0.167583781,852.2974052,Botswana
2009,national,consumption,100,189.6613487,0.010066693,0.173415968,1383.184638,Botswana
2015,national,consumption,100,108.3855719,0.010003488,0.122913847,1656.987739,Botswana
1992,national,consumption,100,18.42984453,0.01,0.125615561,,Central African Republic
2008,national,consumption,100,54.10885465,0.010034981,0.17869803,424.0535843,Central African Republic
2021,national,consumption,100,17.21609736,0.010009236,0.076905722,245.8945974,Central African Republic
1971,national,income,100,155.7062544,0.010030368,0.048500071,216.6012385,Canada
1973,national,income,100,163.9906581,0.01001737,0.045439384,226.7667339,Canada
1975,national,income,100,172.887084,0.010010436,0.042909853,231.3753191,Canada
1977,national,income,100,172.0265304,0.010000365,0.040334008,225.5180496,Canada
1979,national,income,100,181.7509962,0.010027861,0.041186502,247.9066422,Canada
1981,national,income,100,192.1658093,0.010023364,0.041449905,258.3078588,Canada
1982,national,income,100,188.3792718,0.010006812,0.04138715,251.2137722,Canada
1984,national,income,100,204.3002777,0.010000276,0.044782008,281.4951998,Canada
1985,national,income,100,223.5908037,0.010011274,0.047774566,345.7275191,Canada
1986,national,income,100,183.9857426,0.01009648,0.040092247,245.5935232,Canada
1987,national,income,100,195.7037292,0.010045465,0.041534097,277.2103404,Canada
1988,national,income,100,198.746256,0.010050418,0.04119006,275.9575735,Canada
1989,national,income,100,192.5557346,0.010021798,0.039206535,261.633657,Canada
1990,national,income,100,196.9078363,0.010017833,0.040284215,276.0827701,Canada
1991,national,income,100,190.5566822,0.010047191,0.040394524,252.1002233,Canada
1992,national,income,100,194.7576199,0.010043699,0.040826031,273.7580417,Canada
1993,national,income,100,180.3594334,0.010059107,0.039061644,243.4122581,Canada
1994,national,income,100,181.6159655,0.010030388,0.038403047,243.9659381,Canada
1995,national,income,100,184.1347644,0.010000112,0.038921656,244.3729617,Canada
1996,national,income,100,224.9192422,0.010028883,0.049583622,336.8835172,Canada
1997,national,income,100,224.98305,0.010009295,0.047715229,395.4357841,Canada
1998,national,income,100,273.0289383,0.010005778,0.057024558,460.1913848,Canada
1999,national,income,100,258.0416518,0.010064674,0.052872257,410.8937931,Canada
2000,national,income,100,282.4379656,0.010112048,0.056353379,472.8711978,Canada
2001,national,income,100,287.9992998,0.010078032,0.055172457,444.6309533,Canada
2002,national,income,100,282.8248673,0.010052512,0.053583187,450.5680821,Canada
2003,national,income,100,297.1825376,0.010029168,0.056090852,478.5522657,Canada
2004,national,income,100,294.0360828,0.01001601,0.054211077,473.4170178,Canada
2005,national,income,100,301.702019,0.010002923,0.054232206,481.3488254,Canada
2006,national,income,100,330.9742192,0.010006046,0.057867646,562.3607673,Canada
2007,national,income,100,345.867386,0.01003615,0.058346096,630.181825,Canada
2008,national,income,100,345.293572,0.010037296,0.057245956,572.5030562,Canada
2009,national,income,100,328.0601071,0.01001801,0.054031881,503.9557142,Canada
2010,national,income,100,343.1278647,0.010049222,0.056703636,557.7933208,Canada
2011,national,income,100,295.3826798,0.010036827,0.048485115,411.2548739,Canada
2012,national,income,100,296.1018378,0.010024981,0.048047015,427.2087832,Canada
2013,national,income,100,296.0899696,0.010002608,0.047032951,437.5061531,Canada
2014,national,income,100,308.5592276,0.01000644,0.048821136,463.6882449,Canada
2015,national,income,100,309.3577049,0.010013288,0.048598807,437.6539006,Canada
2016,national,income,100,300.916808,0.010073818,0.047969826,432.4234431,Canada
2017,national,income,100,327.9579562,0.010030107,0.050224471,473.9587739,Canada
2018,national,income,100,315.788699,0.010007187,0.048072112,465.1545018,Canada
2019,national,income,100,311.3821505,0.010012685,0.04743102,466.1594926,Canada
1982,national,income,100,588.2560774,0.010116358,0.081285471,1172.167432,Switzerland
1992,national,income,100,443.194299,0.010228255,0.065266729,820.9258566,Switzerland
2000,national,income,100,428.1386039,0.010146726,0.063258549,856.8180343,Switzerland
2002,national,income,100,330.9707927,0.010038408,0.046821433,466.1661827,Switzerland
2006,national,income,100,406.1399851,0.010046309,0.056773797,2122.182363,Switzerland
2007,national,income,100,475.3759822,0.010005376,0.064494139,2004.153352,Switzerland
2008,national,income,100,446.7797185,0.010104106,0.060784879,2089.816411,Switzerland
2009,national,income,100,426.8028407,0.010084228,0.058198593,3246.500111,Switzerland
2010,national,income,100,428.1916726,0.010036272,0.05789197,2105.223402,Switzerland
2011,national,income,100,385.4900643,0.010003489,0.051220901,1164.946962,Switzerland
2012,national,income,100,419.3128415,0.010034178,0.054537557,1777.711512,Switzerland
2013,national,income,100,427.037645,0.010108437,0.056215886,995.0260012,Switzerland
2014,national,income,100,435.4208242,0.010006115,0.056063009,1906.890246,Switzerland
2015,national,income,100,428.6716999,0.010009345,0.055466831,1176.345205,Switzerland
2016,national,income,100,487.6089712,0.010030965,0.062106658,1703.121993,Switzerland
2017,national,income,100,444.6675756,0.010029549,0.05681145,1837.839911,Switzerland
2018,national,income,100,478.23684,0.010014653,0.06211669,1562.495615,Switzerland
1987,national,income,100,122.7689363,0.010006174,0.125717743,464.6121211,Chile
