country,year,pipreportinglevel,pipwelfare,value
Armenia,2021,national,consumption,0.051154483
Armenia,2022,national,consumption,0.045641772
Australia,1981,national,income,0.03610855
Australia,1985,national,income,0.05159755
Australia,1989,national,income,0.046334986
Australia,1995,national,income,0.045702443
Australia,2001,national,income,0.047022343
Australia,2003,national,income,0.0482493
Australia,2004,national,income,0.049694408
Australia,2008,national,income,0.073822334
Australia,2010,national,income,0.06606057
Australia,2014,national,income,0.06432642
Australia,2016,national,income,0.056578312
Australia,2018,national,income,0.063564554
Austria,1994,national,income,0.047045708
Austria,1995,national,income,0.04500549
Austria,1996,national,income,0.045066856
Austria,1997,national,income,0.04020086
Austria,1998,national,income,0.0586582
Austria,1999,national,income,0.04667453
Austria,2000,national,income,0.041259937
Austria,2003,national,income,0.047351673
Austria,2004,national,income,0.046651218
Austria,2005,national,income,0.040655132
Austria,2006,national,income,0.047843505
Austria,2007,national,income,0.045666322
Austria,2008,national,income,0.04902021
Austria,2009,national,income,0.051332578
Austria,2010,national,income,0.044355243
Austria,2011,national,income,0.046957817
Austria,2012,national,income,0.04431088
Austria,2013,national,income,0.05461727
Austria,2014,national,income,0.05185497
Austria,2015,national,income,0.052313857
Austria,2016,national,income,0.04790079
Austria,2017,national,income,0.043446742
Austria,2018,national,income,0.050114665
Austria,2019,national,income,0.043451276
Austria,2020,national,income,0.04371008
Austria,2021,national,income,0.051236596
Azerbaijan,1995,national,consumption,0.052635178
Azerbaijan,2001,national,consumption,0.06620537
Azerbaijan,2002,national,consumption,0.050017897
Azerbaijan,2003,national,consumption,0.05039106
Azerbaijan,2004,national,consumption,0.05750056
Azerbaijan,2005,national,consumption,0.05492991
Bangladesh,1983,national,consumption,0.038130507
Bangladesh,1985,national,consumption,0.047531586
Bangladesh,1988,national,consumption,0.052700065
Bangladesh,1991,national,consumption,0.047063507
Bangladesh,1995,national,consumption,0.066632286
Bangladesh,2000,national,consumption,0.06285642
Bangladesh,2005,national,consumption,0.0626754
Bangladesh,2010,national,consumption,0.060622506
Bangladesh,2016,national,consumption,0.064068
Bangladesh,2022,national,consumption,0.057820544
Belarus,1993,national,income,0.029567625
Belarus,1995,national,income,0.034188025
Belarus,1998,national,consumption,0.05102872
Belarus,1999,national,consumption,0.043831293
Belarus,2000,national,consumption,0.046559952
Belarus,2001,national,consumption,0.048384517
Belarus,2002,national,consumption,0.04952888
Belarus,2003,national,consumption,0.03982131
Belarus,2004,national,consumption,0.034490086
Belarus,2005,national,consumption,0.036444623
Belarus,2006,national,consumption,0.039904445
Belarus,2007,national,consumption,0.046869222
Belarus,2008,national,consumption,0.04216661
Belarus,2009,national,consumption,0.04295666
Belarus,2010,national,consumption,0.037803177
Belarus,2011,national,consumption,0.038878243
Belarus,2012,national,consumption,0.0408959
Belarus,2013,national,consumption,0.04464215
Belarus,2014,national,consumption,0.044397023
Belarus,2015,national,consumption,0.03505383
Belarus,2016,national,consumption,0.036710214
Belarus,2017,national,consumption,0.038266014
Belarus,2018,national,consumption,0.039337765
Belarus,2019,national,consumption,0.0364577
Belarus,2020,national,consumption,0.037099786
Belgium,1985,national,income,0.03502179
Belgium,1988,national,income,0.041914634
Belgium,1992,national,income,0.032133374
Belgium,1995,national,income,0.04757941
Belgium,1997,national,income,0.037035536
Belgium,2000,national,income,0.11470581
Belgium,2003,national,income,0.042125624
Belgium,2004,national,income,0.08056673
Belgium,2005,national,income,0.06343606
Belgium,2006,national,income,0.04385246
Belgium,2007,national,income,0.056738254
Belgium,2008,national,income,0.04977022
Belgium,2009,national,income,0.049476884
Belgium,2010,national,income,0.04925942
Belgium,2011,national,income,0.04572291
Belgium,2012,national,income,0.04268401
Belgium,2013,national,income,0.041617494
Belgium,2014,national,income,0.046605457
Belgium,2015,national,income,0.043773744
Belgium,2016,national,income,0.045086484
Belgium,2017,national,income,0.044305503
Belgium,2018,national,income,0.048665944
Belgium,2019,national,income,0.05177545
Belgium,2020,national,income,0.045695458
Belgium,2021,national,income,0.046072394
Belize,1993,national,income,0.27615395
Belize,1994,national,income,0.27648672
Belize,1995,national,consumption,0.14198941
Belize,1996,national,income,0.19124708
Belize,1997,national,income,0.26135686
Belize,1998,national,income,0.14382963
Belize,1999,national,income,0.11537464
Benin,2003,national,consumption,0.08012491
Benin,2011,national,consumption,0.07619169
Benin,2015,national,consumption,0.090722635
Benin,2018,national,consumption,0.068519756
Benin,2021,national,consumption,0.058998607
Bhutan,2003,national,consumption,0.072897255
Bhutan,2007,national,consumption,0.059326332
Bhutan,2012,national,consumption,0.07267716
Bhutan,2017,national,consumption,0.055722546
Bhutan,2022,national,consumption,0.043023564
Bolivia,1990,urban,income,0.05965184
Bolivia,1992,urban,income,0.10669565
Bolivia,1997,national,income,0.14439298
Bolivia,1999,national,income,0.10980013
Bolivia,2000,national,income,0.14629945
Bolivia,2001,national,income,0.13344775
Bolivia,2002,national,income,0.1383652
Bolivia,2004,national,income,0.13119714
Bolivia,2005,national,income,0.13590035
Bolivia,2006,national,income,0.12445818
Bolivia,2007,national,income,0.11135238
Bolivia,2008,national,income,0.101743184
Bolivia,2009,national,income,0.10418367
Bolivia,2011,national,income,0.073418364
Bolivia,2012,national,income,0.07388048
Bolivia,2013,national,income,0.08488115
Bolivia,2014,national,income,0.10192825
Bolivia,2015,national,income,0.09696007
Bolivia,2016,national,income,0.06825425
Bolivia,2017,national,income,0.06702131
Bolivia,2018,national,income,0.062748425
Bolivia,2019,national,income,0.06640817
Bolivia,2020,national,income,0.075636
Bolivia,2021,national,income,0.061499484
Bosnia and Herzegovina,2001,national,consumption,0.068898134
Bosnia and Herzegovina,2004,national,consumption,0.04810394
Bosnia and Herzegovina,2007,national,consumption,0.04455221
Bosnia and Herzegovina,2011,national,consumption,0.04639072
Botswana,1985,national,consumption,0.13398808
Botswana,1993,national,consumption,0.24051164
Botswana,2002,national,consumption,0.16758378
Botswana,2009,national,consumption,0.17341597
Botswana,2015,national,consumption,0.122913845
Brazil,1981,national,income,0.12476539
Brazil,1982,national,income,0.12686704
Brazil,1983,national,income,0.13159654
Brazil,1984,national,income,0.12633945
Brazil,1985,national,income,0.09785568
Brazil,1986,national,income,0.13569689
Brazil,1987,national,income,0.13915475
Brazil,1988,national,income,0.14255096
Brazil,1989,national,income,0.16376159
Brazil,1990,national,income,0.13905324
Brazil,1992,national,income,0.09442823
Brazil,1993,national,income,0.15103987
Brazil,1995,national,income,0.1366082
Brazil,1996,national,income,0.13446708
Brazil,1997,national,income,0.13651048
Brazil,1998,national,income,0.13762495
Brazil,1999,national,income,0.13231677
Brazil,2001,national,income,0.12903821
Brazil,2002,national,income,0.12663512
Brazil,2003,national,income,0.124238774
Brazil,2004,national,income,0.12278476
Brazil,2005,national,income,0.124055095
Brazil,2006,national,income,0.12128178
Brazil,2007,national,income,0.118842855
Brazil,2008,national,income,0.11613347
Brazil,2009,national,income,0.11430607
Brazil,2011,national,income,0.11450404
Brazil,2012,national,income,0.11601857
Brazil,2013,national,income,0.110173315
Brazil,2014,national,income,0.105513535
Brazil,2015,national,income,0.107448384
Brazil,2016,national,income,0.11055366
Brazil,2017,national,income,0.11185348
Brazil,2018,national,income,0.116870835
Brazil,2019,national,income,0.11651082
Brazil,2020,national,income,0.10689158
Brazil,2021,national,income,0.110484764
Brazil,2022,national,income,0.11015841
Bulgaria,1989,national,consumption,0.028692605
Bulgaria,1992,national,income,0.04705598
Bulgaria,1994,national,consumption,0.035305385
Bulgaria,1995,national,consumption,0.06271963
Bulgaria,1997,national,consumption,0.04124146
Bulgaria,2001,national,consumption,0.048571907
Bulgaria,2003,national,consumption,0.048582006
Bulgaria,2006,national,income,0.060123544
Bulgaria,2007,national,consumption,0.039593562
Bulgaria,2007,national,income,0.05812762
Bulgaria,2008,national,income,0.04758872
Bulgaria,2009,national,income,0.055553254
Bulgaria,2010,national,income,0.06105771
Bulgaria,2011,national,income,0.05661369
Bulgaria,2012,national,income,0.060043115
Bulgaria,2013,national,income,0.060328513
Bulgaria,2014,national,income,0.06516313
Bulgaria,2015,national,income,0.069500275
Bulgaria,2016,national,income,0.09081491
Bulgaria,2017,national,income,0.101333596
Bulgaria,2018,national,income,0.100442685
Bulgaria,2019,national,income,0.07951407
Bulgaria,2020,national,income,0.09538978
Bulgaria,2021,national,income,0.06988135
Burkina Faso,1994,national,consumption,0.11184063
Burkina Faso,1998,national,consumption,0.1483021
Burkina Faso,2003,national,consumption,0.09179585
Burkina Faso,2009,national,consumption,0.083708934
Burkina Faso,2014,national,consumption,0.06831744
Burkina Faso,2018,national,consumption,0.08380669
Burkina Faso,2021,national,consumption,0.069835015
Burundi,1992,national,consumption,0.050311398
Burundi,1998,national,consumption,0.086995
Burundi,2006,national,consumption,0.05893439
Burundi,2013,national,consumption,0.07064599
Burundi,2020,national,consumption,0.06864989
Cameroon,1996,national,consumption,0.09487081
Cameroon,2001,national,consumption,0.09536885
Cameroon,2007,national,consumption,0.07696272
Cameroon,2014,national,consumption,0.079893105
Cameroon,2021,national,consumption,0.0641225
Canada,1971,national,income,0.048500072
Canada,1973,national,income,0.045439385
Canada,1975,national,income,0.042909853
Canada,1977,national,income,0.04033401
Canada,1979,national,income,0.0411865
Canada,1981,national,income,0.041449904
Canada,1982,national,income,0.041387152
Canada,1984,national,income,0.04478201
Canada,1985,national,income,0.047774564
Canada,1986,national,income,0.04009225
Canada,1987,national,income,0.041534096
Canada,1988,national,income,0.04119006
Canada,1989,national,income,0.039206535
Canada,1990,national,income,0.040284216
Canada,1991,national,income,0.040394522
Canada,1992,national,income,0.04082603
Canada,1993,national,income,0.039061643
Canada,1994,national,income,0.038403045
Canada,1995,national,income,0.038921654
Canada,1996,national,income,0.04958362
Canada,1997,national,income,0.053313825
Canada,1998,national,income,0.057024557
Canada,1999,national,income,0.052872255
Canada,2000,national,income,0.05635338
Canada,2001,national,income,0.05517246
Canada,2002,national,income,0.053583186
Canada,2003,national,income,0.05609085
Canada,2004,national,income,0.054211076
Canada,2005,national,income,0.054232206
Canada,2006,national,income,0.057867646
Canada,2007,national,income,0.058346096
Canada,2008,national,income,0.057245955
Canada,2009,national,income,0.054031882
Canada,2010,national,income,0.056703635
Canada,2011,national,income,0.048485115
Canada,2012,national,income,0.048047014
Canada,2013,national,income,0.047032952
Canada,2014,national,income,0.048821136
Canada,2015,national,income,0.048598807
Canada,2016,national,income,0.047969826
Canada,2017,national,income,0.05022447
Canada,2018,national,income,0.04807211
Canada,2019,national,income,0.047431022
Cape Verde,2001,national,consumption,0.12658687
Cape Verde,2007,national,consumption,0.10103273
Cape Verde,2015,national,consumption,0.06776488
Central African Republic,1992,national,consumption,0.12561557
Central African Republic,2008,national,consumption,0.17869803
Central African Republic,2021,national,consumption,0.07690572
Chad,2003,national,consumption,0.0698557
Chad,2011,national,consumption,0.077351116
Chad,2018,national,consumption,0.06317201
Chad,2022,national,consumption,0.060363464
Chile,1987,national,income,0.12571774
Chile,1990,national,income,0.14600804
Chile,1992,national,income,0.14138654
Chile,1994,national,income,0.15200177
Chile,1996,national,income,0.12791093
Chile,1998,national,income,0.13638034
Chile,2000,national,income,0.12017108
Chile,2003,national,income,0.12061897
Chile,2006,national,income,0.103365295
Chile,2009,national,income,0.101246305
Chile,2011,national,income,0.09599938
Chile,2013,national,income,0.09837438
Chile,2015,national,income,0.09461877
Chile,2017,national,income,0.09635118
Chile,2020,national,income,0.095777795
Chile,2022,national,income,0.08161155
China,1981,rural,income,0.029991627
China,1981,urban,income,0.022343528
China,1984,rural,income,0.036623243
China,1984,urban,income,0.021460142
China,1987,rural,income,0.04030762
China,1987,urban,income,0.024369417
China,1990,rural,consumption,0.06948647
China,1990,urban,consumption,0.031031638
China,1993,rural,consumption,0.09988471
China,1993,urban,consumption,0.03924401
China,1996,rural,consumption,0.061711334
China,1996,urban,consumption,0.03885254
China,1999,rural,consumption,0.06829014
China,1999,urban,consumption,0.042919423
China,2002,rural,consumption,0.07900173
China,2002,urban,consumption,0.052378964
China,2005,rural,consumption,0.06413683
China,2005,urban,consumption,0.057456266
China,2008,rural,consumption,0.079189144
China,2008,urban,consumption,0.061495762
China,2010,rural,consumption,0.09135009
China,2010,urban,consumption,0.06334369
China,2011,rural,consumption,0.07714285
China,2011,urban,consumption,0.06300163
China,2012,rural,consumption,0.07967545
China,2012,urban,consumption,0.059443593
China,2013,rural,consumption,0.05357121
China,2013,urban,consumption,0.05651175
China,2014,rural,consumption,0.052167434
China,2014,urban,consumption,0.0531022
China,2015,rural,consumption,0.050631415
China,2015,urban,consumption,0.053495284
China,2016,rural,consumption,0.05067248
China,2016,urban,consumption,0.05196859
China,2017,rural,consumption,0.05677085
China,2017,urban,consumption,0.05366698
China,2018,rural,consumption,0.05390005
China,2018,urban,consumption,0.05117997
China,2019,rural,consumption,0.052929085
China,2019,urban,consumption,0.05351554
China,2020,rural,consumption,0.05450015
China,2020,urban,consumption,0.062158354
Colombia,1980,urban,income,0.19363998
Colombia,1988,urban,income,0.12504408
Colombia,1989,urban,income,0.14258601
Colombia,1991,urban,income,0.11001469
Colombia,1992,national,income,0.0982709
Colombia,1996,national,income,0.14764772
Colombia,1999,national,income,0.1508096
Colombia,2000,national,income,0.15500756
Colombia,2001,national,income,0.14277713
Colombia,2002,national,income,0.14043781
Colombia,2003,national,income,0.11677919
Colombia,2004,national,income,0.13215229
Colombia,2005,national,income,0.12373588
Colombia,2008,national,income,0.12493146
Colombia,2009,national,income,0.123608425
Colombia,2010,national,income,0.12607062
Colombia,2011,national,income,0.1219471
Colombia,2012,national,income,0.11556466
Colombia,2013,national,income,0.117436685
Colombia,2014,national,income,0.1170205
Colombia,2015,national,income,0.11126032
Colombia,2016,national,income,0.1118726
Colombia,2017,national,income,0.10662603
Colombia,2018,national,income,0.11015091
Colombia,2019,national,income,0.10973161
Colombia,2020,national,income,0.11948959
Colombia,2021,national,income,0.121052586
Colombia,2022,national,income,0.11983859
Comoros,2004,national,consumption,0.16959305
Comoros,2014,national,consumption,0.070375904
Congo,2005,national,consumption,0.09544266
Congo,2011,national,consumption,0.10764127
Costa Rica,1981,national,income,0.06014497
Costa Rica,1986,national,income,0.02924345
Costa Rica,1989,national,income,0.07604252
Costa Rica,1990,national,income,0.072547436
Costa Rica,1991,national,income,0.08393077
Costa Rica,1992,national,income,0.08242407
Costa Rica,1993,national,income,0.074582845
Costa Rica,1994,national,income,0.08456463
Costa Rica,1995,national,income,0.07863582
Costa Rica,1996,national,income,0.07319827
Costa Rica,1997,national,income,0.07689807
Costa Rica,1998,national,income,0.07475423
Costa Rica,1999,national,income,0.078517035
Costa Rica,2000,national,income,0.08199434
Costa Rica,2001,national,income,0.0991456
Costa Rica,2002,national,income,0.10504631
Costa Rica,2003,national,income,0.08808921
Costa Rica,2004,national,income,0.08382958
Costa Rica,2005,national,income,0.08348396
Costa Rica,2006,national,income,0.09279562
Costa Rica,2007,national,income,0.104166366
Costa Rica,2008,national,income,0.094616495
Costa Rica,2009,national,income,0.094987035
Costa Rica,2010,national,income,0.09075321
Costa Rica,2011,national,income,0.09443136
Costa Rica,2012,national,income,0.09077453
Costa Rica,2013,national,income,0.089937665
Costa Rica,2014,national,income,0.08283789
Costa Rica,2015,national,income,0.080675125
Costa Rica,2016,national,income,0.08379402
Costa Rica,2017,national,income,0.08498627
Costa Rica,2018,national,income,0.08311192
Costa Rica,2019,national,income,0.08321649
Costa Rica,2020,national,income,0.07941605
Costa Rica,2021,national,income,0.088157274
Costa Rica,2022,national,income,0.0795762
Cote d'Ivoire,1985,national,consumption,0.0990954
Cote d'Ivoire,1986,national,consumption,0.06327931
Cote d'Ivoire,1987,national,consumption,0.070548
Cote d'Ivoire,1988,national,consumption,0.061764058
Cote d'Ivoire,1992,national,consumption,0.060048964
Cote d'Ivoire,1995,national,consumption,0.078045905
Cote d'Ivoire,2015,national,consumption,0.07237292
Cote d'Ivoire,2018,national,consumption,0.05877838
Cote d'Ivoire,2021,national,consumption,0.0559792
Croatia,1988,national,income,0.028413972
Croatia,1998,national,consumption,0.0387252
Croatia,1999,national,consumption,0.04138483
Croatia,2000,national,consumption,0.044748455
Croatia,2001,national,consumption,0.04080625
Croatia,2004,national,consumption,0.04412447
Croatia,2008,national,consumption,0.0662589
Croatia,2009,national,consumption,0.05157272
Croatia,2009,national,income,0.040770937
Croatia,2010,national,consumption,0.03925052
Croatia,2010,national,income,0.041597705
Croatia,2011,national,income,0.039284427
Croatia,2012,national,income,0.038683742
Croatia,2013,national,income,0.040572695
Croatia,2014,national,income,0.04395815
Croatia,2015,national,income,0.04066282
Croatia,2016,national,income,0.04094062
Croatia,2017,national,income,0.040005695
Croatia,2018,national,income,0.040335767
Croatia,2019,national,income,0.039478865
Croatia,2020,national,income,0.039041396
Croatia,2021,national,income,0.03912571
Cyprus,2004,national,income,0.05477555
Cyprus,2005,national,income,0.058905352
Cyprus,2006,national,income,0.07247259
Cyprus,2007,national,income,0.062040128
Cyprus,2008,national,income,0.06612109
Cyprus,2009,national,income,0.06553178
Cyprus,2010,national,income,0.05796831
Cyprus,2011,national,income,0.067991495
Cyprus,2012,national,income,0.0743258
Cyprus,2013,national,income,0.09212001
Cyprus,2014,national,income,0.07596813
Cyprus,2015,national,income,0.06875842
Cyprus,2016,national,income,0.064994894
Cyprus,2017,national,income,0.056766495
Cyprus,2018,national,income,0.0708177
Cyprus,2019,national,income,0.05701968
Cyprus,2020,national,income,0.06522204
Cyprus,2021,national,income,0.0616354
Czechia,1992,national,income,0.039170854
Czechia,1993,national,income,0.051110476
Czechia,1996,national,income,0.045278948
Czechia,2002,national,income,0.045590933
Czechia,2004,national,income,0.049712062
Czechia,2005,national,income,0.05005588
Czechia,2006,national,income,0.04640444
Czechia,2007,national,income,0.046377435
Czechia,2008,national,income,0.05393223
Czechia,2009,national,income,0.04770404
Czechia,2010,national,income,0.04439412
Czechia,2011,national,income,0.04434376
Czechia,2012,national,income,0.04150496
Czechia,2013,national,income,0.046262875
Czechia,2014,national,income,0.04264711
Czechia,2015,national,income,0.045214776
Czechia,2016,national,income,0.043744367
Czechia,2017,national,income,0.039867334
Czechia,2018,national,income,0.039180685
Czechia,2019,national,income,0.03738761
Czechia,2020,national,income,0.04565065
Czechia,2021,national,income,0.04253371
Democratic Republic of Congo,2004,national,consumption,0.070420824
Democratic Republic of Congo,2012,national,consumption,0.07123973
Democratic Republic of Congo,2020,national,consumption,0.09923653
Denmark,1987,national,income,0.040919606
Denmark,1992,national,income,0.04149301
Denmark,1995,national,income,0.038714018
Denmark,2000,national,income,0.038145002
Denmark,2003,national,income,0.046245422
Denmark,2004,national,income,0.04011376
Denmark,2005,national,income,0.042405847
Denmark,2006,national,income,0.05301065
Denmark,2007,national,income,0.053180408
Denmark,2008,national,income,0.043605383
Denmark,2009,national,income,0.04735539
Denmark,2010,national,income,0.049982075
Denmark,2011,national,income,0.050901502
Denmark,2012,national,income,0.05944478
Denmark,2013,national,income,0.058370568
Denmark,2014,national,income,0.05738891
Denmark,2015,national,income,0.06898267
Denmark,2016,national,income,0.06433315
Denmark,2017,national,income,0.0646714
Denmark,2018,national,income,0.05846728
Denmark,2019,national,income,0.06272319
Denmark,2020,national,income,0.05511336
Denmark,2021,national,income,0.06103374
Djibouti,2002,national,consumption,0.074353255
Djibouti,2012,national,consumption,0.08700509
Djibouti,2013,national,consumption,0.08416889
Djibouti,2017,national,consumption,0.07780156
Dominican Republic,1986,national,income,0.09267012
Dominican Republic,1989,national,income,0.12548323
Dominican Republic,1992,national,income,0.16475753
Dominican Republic,1996,national,income,0.08634947
Dominican Republic,1997,national,income,0.111279264
Dominican Republic,2000,national,income,0.11334282
Dominican Republic,2001,national,income,0.09839214
Dominican Republic,2002,national,income,0.09735136
Dominican Republic,2003,national,income,0.120556034
Dominican Republic,2004,national,income,0.12828065
Dominican Republic,2005,national,income,0.105121806
Dominican Republic,2006,national,income,0.1298807
Dominican Republic,2007,national,income,0.09907344
Dominican Republic,2008,national,income,0.100605614
Dominican Republic,2009,national,income,0.09836071
Dominican Republic,2010,national,income,0.078913234
Dominican Republic,2011,national,income,0.09307384
Dominican Republic,2012,national,income,0.08195678
Dominican Republic,2013,national,income,0.094355404
Dominican Republic,2014,national,income,0.064934105
Dominican Republic,2015,national,income,0.087990955
Dominican Republic,2016,national,income,0.079059556
Dominican Republic,2017,national,income,0.09179052
Dominican Republic,2018,national,income,0.11148589
Dominican Republic,2019,national,income,0.08416338
Dominican Republic,2020,national,income,0.06977819
Dominican Republic,2021,national,income,0.068417065
Dominican Republic,2022,national,income,0.059229612
East Timor,2001,national,consumption,0.06067981
East Timor,2007,national,consumption,0.044206686
East Timor,2014,national,consumption,0.049280472
Ecuador,1987,urban,income,0.117485836
Ecuador,1994,national,income,0.12865415
Ecuador,1995,urban,income,0.11073793
Ecuador,1998,urban,income,0.08307155
Ecuador,1999,national,income,0.19061479
Ecuador,2000,national,income,0.16045302
Ecuador,2003,national,income,0.11612138
Ecuador,2004,national,income,0.12620471
Ecuador,2005,national,income,0.11182217
Ecuador,2006,national,income,0.13187832
Ecuador,2007,national,income,0.12886551
Ecuador,2008,national,income,0.09660504
Ecuador,2009,national,income,0.09540034
Ecuador,2010,national,income,0.09995196
Ecuador,2011,national,income,0.077309586
Ecuador,2012,national,income,0.08411104
Ecuador,2013,national,income,0.09032435
Ecuador,2014,national,income,0.08439854
Ecuador,2015,national,income,0.08809231
Ecuador,2016,national,income,0.08302034
Ecuador,2017,national,income,0.07869769
Ecuador,2018,national,income,0.080319904
Ecuador,2019,national,income,0.08196038
Ecuador,2020,national,income,0.090393394
Ecuador,2021,national,income,0.079456106
Ecuador,2022,national,income,0.08380511
Egypt,1990,national,consumption,0.060481142
Egypt,1995,national,consumption,0.064625084
Egypt,1999,national,consumption,0.0897858
Egypt,2004,national,consumption,0.06334113
Egypt,2008,national,consumption,0.06606522
Egypt,2010,national,consumption,0.0591934
Egypt,2012,national,consumption,0.052254464
Egypt,2015,national,consumption,0.074489124
Egypt,2017,national,consumption,0.06334364
Egypt,2019,national,consumption,0.071812615
El Salvador,1989,national,income,0.078285396
El Salvador,1991,national,income,0.12622382
El Salvador,1995,national,income,0.11038813
El Salvador,1996,national,income,0.11307211
El Salvador,1998,national,income,0.11433844
El Salvador,1999,national,income,0.09506775
El Salvador,2000,national,income,0.10980397
El Salvador,2001,national,income,0.098212466
El Salvador,2002,national,income,0.11453788
El Salvador,2003,national,income,0.09272526
El Salvador,2004,national,income,0.08589084
El Salvador,2005,national,income,0.09692077
El Salvador,2006,national,income,0.0931355
El Salvador,2007,national,income,0.099169835
El Salvador,2008,national,income,0.09399453
El Salvador,2009,national,income,0.09069246
El Salvador,2010,national,income,0.072466016
El Salvador,2011,national,income,0.07770822
El Salvador,2012,national,income,0.0818008
El Salvador,2013,national,income,0.09805921
El Salvador,2014,national,income,0.07539616
El Salvador,2015,national,income,0.079857245
El Salvador,2016,national,income,0.073513664
El Salvador,2017,national,income,0.06584391
El Salvador,2018,national,income,0.06404671
El Salvador,2019,national,income,0.06640925
El Salvador,2021,national,income,0.05710922
El Salvador,2022,national,income,0.058047496
Estonia,1993,national,income,0.082783125
Estonia,1995,national,consumption,0.03089821
Estonia,1998,national,consumption,0.06369371
Estonia,2000,national,consumption,0.055585675
Estonia,2001,national,consumption,0.059722576
Estonia,2002,national,consumption,0.057818096
Estonia,2003,national,consumption,0.053706743
Estonia,2003,national,income,0.05905304
Estonia,2004,national,consumption,0.06556309
Estonia,2004,national,income,0.051344298
Estonia,2005,national,income,0.054355767
Estonia,2006,national,income,0.065704755
Estonia,2007,national,income,0.044356737
Estonia,2008,national,income,0.044850763
Estonia,2009,national,income,0.042442173
Estonia,2010,national,income,0.045312863
Estonia,2011,national,income,0.04681979
Estonia,2012,national,income,0.04869432
Estonia,2013,national,income,0.045673717
Estonia,2014,national,income,0.04516951
Estonia,2015,national,income,0.038634274
Estonia,2016,national,income,0.031859595
Estonia,2017,national,income,0.031611387
Estonia,2018,national,income,0.030668924
Estonia,2019,national,income,0.033661056
Estonia,2020,national,income,0.034735557
Estonia,2021,national,income,0.035699658
Eswatini,1994,national,consumption,0.2163464
Eswatini,2000,national,consumption,0.12067514
Eswatini,2009,national,consumption,0.09676494
Eswatini,2016,national,consumption,0.10474152
Ethiopia,1981,rural,consumption,0.082311414
Ethiopia,1995,national,consumption,0.1576974
Ethiopia,1999,national,consumption,0.06109917
Ethiopia,2004,national,consumption,0.068464555
Ethiopia,2010,national,consumption,0.068906106
Ethiopia,2015,national,consumption,0.06444953
Fiji,2002,national,consumption,0.062485516
Fiji,2008,national,consumption,0.09652893
Fiji,2013,national,consumption,0.071292296
Fiji,2019,national,consumption,0.043568544
Finland,1987,national,income,0.03172992
Finland,1991,national,income,0.031601656
Finland,1995,national,income,0.038792882
