country,year,pipreportinglevel,pipwelfare,value
Bolivia,1992,urban,income,0.39178023
Bolivia,1997,national,income,0.4537087
Bolivia,1999,national,income,0.42625743
Bolivia,2000,national,income,0.47946176
Bolivia,2001,national,income,0.441651
Bolivia,2002,national,income,0.4662649
Bolivia,2004,national,income,0.43920177
Bolivia,2005,national,income,0.45293486
Bolivia,2006,national,income,0.4356336
Bolivia,2007,national,income,0.41856593
Bolivia,2008,national,income,0.38546935
Bolivia,2009,national,income,0.36922503
Bolivia,2011,national,income,0.33688772
Bolivia,2012,national,income,0.3367524
Bolivia,2013,national,income,0.3521897
Bolivia,2014,national,income,0.3605531
Bolivia,2015,national,income,0.3479638
Bolivia,2016,national,income,0.32431608
Bolivia,2017,national,income,0.32010677
Bolivia,2018,national,income,0.30590934
Bolivia,2019,national,income,0.30858696
Bolivia,2020,national,income,0.3256197
Bolivia,2021,national,income,0.30275583
Bosnia and Herzegovina,2001,national,consumption,0.24990189
Bosnia and Herzegovina,2004,national,consumption,0.26363048
Bosnia and Herzegovina,2007,national,consumption,0.25116605
Bosnia and Herzegovina,2011,national,consumption,0.25145838
Botswana,1985,national,consumption,0.4293087
Botswana,1993,national,consumption,0.51200056
Botswana,2002,national,consumption,0.53083676
Botswana,2009,national,consumption,0.49617273
Botswana,2015,national,consumption,0.41486296
Brazil,1981,national,income,0.45880973
Brazil,1982,national,income,0.46233636
Brazil,1983,national,income,0.46793225
Brazil,1984,national,income,0.46530324
Brazil,1985,national,income,0.42549634
Brazil,1986,national,income,0.4656928
Brazil,1987,national,income,0.47384328
Brazil,1988,national,income,0.49190617
Brazil,1989,national,income,0.511503
Brazil,1990,national,income,0.48078847
Brazil,1992,national,income,0.39686978
Brazil,1993,national,income,0.48454878
Brazil,1995,national,income,0.47544754
Brazil,1996,national,income,0.47352034
Brazil,1997,national,income,0.47392166
Brazil,1998,national,income,0.47592157
Brazil,1999,national,income,0.4700125
Brazil,2001,national,income,0.46096793
Brazil,2002,national,income,0.46134442
Brazil,2003,national,income,0.45413846
Brazil,2004,national,income,0.44538307
Brazil,2005,national,income,0.4463516
Brazil,2006,national,income,0.4405693
Brazil,2007,national,income,0.4319445
Brazil,2008,national,income,0.42499566
Brazil,2009,national,income,0.4218433
Brazil,2011,national,income,0.4171094
Brazil,2012,national,income,0.42386645
Brazil,2013,national,income,0.41738454
Brazil,2014,national,income,0.41049424
Brazil,2015,national,income,0.4085726
Brazil,2016,national,income,0.42056164
Brazil,2017,national,income,0.4196747
Brazil,2018,national,income,0.42473704
Brazil,2019,national,income,0.4196121
Brazil,2020,national,income,0.39478412
Brazil,2021,national,income,0.41572374
Brazil,2022,national,income,0.4096705
Bulgaria,1989,national,consumption,0.20028248
Bulgaria,1992,national,income,0.24742362
Bulgaria,1994,national,consumption,0.2099202
Bulgaria,1995,national,consumption,0.26371533
Bulgaria,1997,national,consumption,0.22768971
Bulgaria,2001,national,consumption,0.24929065
Bulgaria,2003,national,consumption,0.23635283
Bulgaria,2006,national,income,0.26565334
Bulgaria,2007,national,consumption,0.22168028
Bulgaria,2007,national,income,0.27993035
Bulgaria,2008,national,income,0.2567953
Bulgaria,2009,national,income,0.2569225
Bulgaria,2010,national,income,0.26921827
Bulgaria,2011,national,income,0.2603487
Bulgaria,2012,national,income,0.27397177
Bulgaria,2013,national,income,0.2758311
Bulgaria,2014,national,income,0.28810602
Bulgaria,2015,national,income,0.28740954
Bulgaria,2016,national,income,0.3147236
Bulgaria,2017,national,income,0.3189785
Bulgaria,2018,national,income,0.3262726
Bulgaria,2019,national,income,0.31420106
Bulgaria,2020,national,income,0.32601437
Bulgaria,2021,national,income,0.2993441
Burkina Faso,1994,national,consumption,0.3950407
Burkina Faso,1998,national,consumption,0.42746258
Burkina Faso,2003,national,consumption,0.3378353
Burkina Faso,2009,national,consumption,0.32051232
Burkina Faso,2014,national,consumption,0.29608908
Burkina Faso,2018,national,consumption,0.35339475
Burkina Faso,2021,national,consumption,0.30183265
Burundi,1992,national,consumption,0.2658476
Burundi,1998,national,consumption,0.32756928
Burundi,2006,national,consumption,0.27991647
Burundi,2013,national,consumption,0.3103618
Burundi,2020,national,consumption,0.29865143
Cameroon,1996,national,consumption,0.3618387
Cameroon,2001,national,consumption,0.33648795
Cameroon,2007,national,consumption,0.33038533
Cameroon,2014,national,consumption,0.3505308
Cameroon,2021,national,consumption,0.31151
Canada,1971,national,income,0.27036878
Canada,1973,national,income,0.255501
Canada,1975,national,income,0.25000417
Canada,1977,national,income,0.24587357
Canada,1979,national,income,0.24462208
Canada,1981,national,income,0.24358271
Canada,1982,national,income,0.24532701
Canada,1984,national,income,0.25014824
Canada,1985,national,income,0.24972019
Canada,1986,national,income,0.23772956
Canada,1987,national,income,0.23879322
Canada,1988,national,income,0.23533042
Canada,1989,national,income,0.23242974
Canada,1990,national,income,0.23500124
Canada,1991,national,income,0.23777315
Canada,1992,national,income,0.23675781
Canada,1993,national,income,0.23600951
Canada,1994,national,income,0.23389158
Canada,1995,national,income,0.2359309
Canada,1996,national,income,0.2497212
Canada,1997,national,income,0.25422493
Canada,1998,national,income,0.25546047
Canada,1999,national,income,0.25174075
Canada,2000,national,income,0.25622198
Canada,2001,national,income,0.2567836
Canada,2002,national,income,0.25524306
Canada,2003,national,income,0.25784233
Canada,2004,national,income,0.25647238
Canada,2005,national,income,0.25640374
Canada,2006,national,income,0.26100516
Canada,2007,national,income,0.26054785
Canada,2008,national,income,0.25980103
Canada,2009,national,income,0.258895
Canada,2010,national,income,0.25763
Canada,2011,national,income,0.25032863
Canada,2012,national,income,0.25200182
Canada,2013,national,income,0.25154114
Canada,2014,national,income,0.25184906
Canada,2015,national,income,0.25504464
Canada,2016,national,income,0.24997532
Canada,2017,national,income,0.25349447
Canada,2018,national,income,0.2482178
Canada,2019,national,income,0.24382323
Cape Verde,2001,national,consumption,0.42652714
Cape Verde,2007,national,consumption,0.37173593
Cape Verde,2015,national,consumption,0.32303804
Central African Republic,1992,national,consumption,0.47733274
Central African Republic,2008,national,consumption,0.46220312
Central African Republic,2021,national,consumption,0.33149114
Chad,2003,national,consumption,0.30710906
Chad,2011,national,consumption,0.32439813
Chad,2018,national,consumption,0.29702467
Chad,2022,national,consumption,0.29577354
Chile,1987,national,income,0.45392382
Chile,1990,national,income,0.47051987
Chile,1992,national,income,0.45197248
Chile,1994,national,income,0.4590907
Chile,1996,national,income,0.44428313
Chile,1998,national,income,0.44973275
Chile,2000,national,income,0.42584437
Chile,2003,national,income,0.4135434
Chile,2006,national,income,0.38209122
Chile,2009,national,income,0.3839481
Chile,2011,national,income,0.38044396
Chile,2013,national,income,0.3820758
Chile,2015,national,income,0.3683062
Chile,2017,national,income,0.36945048
Chile,2020,national,income,0.37260145
Chile,2022,national,income,0.34522694
China,1981,rural,income,0.20519109
China,1981,urban,income,0.17232566
China,1984,rural,income,0.22132334
China,1984,urban,income,0.16962713
China,1987,rural,income,0.2354281
China,1987,urban,income,0.18103626
China,1990,rural,consumption,0.26049647
China,1990,urban,consumption,0.21068971
China,1993,rural,consumption,0.27843297
China,1993,urban,consumption,0.23177446
China,1996,rural,consumption,0.27572465
China,1996,urban,consumption,0.23491445
China,1999,rural,consumption,0.28869957
China,1999,urban,consumption,0.24883513
China,2002,rural,consumption,0.30849916
China,2002,urban,consumption,0.26476204
China,2005,rural,consumption,0.2871255
China,2005,urban,consumption,0.27440125
China,2008,rural,consumption,0.3148128
China,2008,urban,consumption,0.27920726
China,2010,rural,consumption,0.32788432
China,2010,urban,consumption,0.28405827
China,2011,rural,consumption,0.30763605
China,2011,urban,consumption,0.28334278
China,2012,rural,consumption,0.31459904
China,2012,urban,consumption,0.28016672
China,2013,rural,consumption,0.27003044
China,2013,urban,consumption,0.2838832
China,2014,rural,consumption,0.26727512
China,2014,urban,consumption,0.2790193
China,2015,rural,consumption,0.26435292
China,2015,urban,consumption,0.2785798
China,2016,rural,consumption,0.2638984
China,2016,urban,consumption,0.27802104
China,2017,rural,consumption,0.27367333
China,2017,urban,consumption,0.28339273
China,2018,rural,consumption,0.26775897
China,2018,urban,consumption,0.28126988
China,2019,rural,consumption,0.26441744
China,2019,urban,consumption,0.28466964
China,2020,rural,consumption,0.2628057
China,2020,urban,consumption,0.28885546
Colombia,1980,urban,income,0.47446883
Colombia,1988,urban,income,0.4120634
Colombia,1989,urban,income,0.42312396
Colombia,1991,urban,income,0.3949405
Colombia,1992,national,income,0.40461153
Colombia,1996,national,income,0.45639336
Colombia,1999,national,income,0.46903569
Colombia,2000,national,income,0.4701206
Colombia,2001,national,income,0.46322942
Colombia,2002,national,income,0.4519253
Colombia,2003,national,income,0.4278229
Colombia,2004,national,income,0.44528434
Colombia,2005,national,income,0.43191752
Colombia,2008,national,income,0.43696916
Colombia,2009,national,income,0.42914343
Colombia,2010,national,income,0.43413836
Colombia,2011,national,income,0.4235885
Colombia,2012,national,income,0.41283268
Colombia,2013,national,income,0.41368803
Colombia,2014,national,income,0.41369116
Colombia,2015,national,income,0.39943108
Colombia,2016,national,income,0.39786226
Colombia,2017,national,income,0.38983685
Colombia,2018,national,income,0.39663467
Colombia,2019,national,income,0.40313196
Colombia,2020,national,income,0.4182368
Colombia,2021,national,income,0.4372706
Colombia,2022,national,income,0.43519554
Comoros,2004,national,consumption,0.4810353
Comoros,2014,national,consumption,0.3369121
Congo,2005,national,consumption,0.3687813
Congo,2011,national,consumption,0.37933344
Costa Rica,1981,national,income,0.33732378
Costa Rica,1986,national,income,0.23053586
Costa Rica,1989,national,income,0.3325866
Costa Rica,1990,national,income,0.33012894
Costa Rica,1991,national,income,0.34298202
Costa Rica,1992,national,income,0.3373561
Costa Rica,1993,national,income,0.33708146
Costa Rica,1994,national,income,0.3525591
Costa Rica,1995,national,income,0.3376678
Costa Rica,1996,national,income,0.34304294
Costa Rica,1997,national,income,0.33853647
Costa Rica,1998,national,income,0.34024256
Costa Rica,1999,national,income,0.3587923
Costa Rica,2000,national,income,0.35681903
Costa Rica,2001,national,income,0.39700133
Costa Rica,2002,national,income,0.40433872
Costa Rica,2003,national,income,0.3700226
Costa Rica,2004,national,income,0.36581674
Costa Rica,2005,national,income,0.35888115
Costa Rica,2006,national,income,0.38286445
Costa Rica,2007,national,income,0.38906446
Costa Rica,2008,national,income,0.37673306
Costa Rica,2009,national,income,0.3943181
Costa Rica,2010,national,income,0.36785668
Costa Rica,2011,national,income,0.3692505
Costa Rica,2012,national,income,0.36622378
Costa Rica,2013,national,income,0.36968055
Costa Rica,2014,national,income,0.36926812
Costa Rica,2015,national,income,0.36805025
Costa Rica,2016,national,income,0.37279972
Costa Rica,2017,national,income,0.36964324
Costa Rica,2018,national,income,0.36360213
Costa Rica,2019,national,income,0.3666551
Costa Rica,2020,national,income,0.369999
Costa Rica,2021,national,income,0.3718471
Costa Rica,2022,national,income,0.35677668
Cote d'Ivoire,1985,national,consumption,0.3573521
Cote d'Ivoire,1986,national,consumption,0.2956356
Cote d'Ivoire,1987,national,consumption,0.32092208
Cote d'Ivoire,1988,national,consumption,0.2848821
Cote d'Ivoire,1992,national,consumption,0.2952025
Cote d'Ivoire,1995,national,consumption,0.32824183
Cote d'Ivoire,2015,national,consumption,0.31932583
Cote d'Ivoire,2018,national,consumption,0.28988144
Cote d'Ivoire,2021,national,consumption,0.27844682
Croatia,1988,national,income,0.19493325
Croatia,1998,national,consumption,0.2248722
Croatia,1999,national,consumption,0.22946842
Croatia,2000,national,consumption,0.25058183
Croatia,2001,national,consumption,0.24586052
Croatia,2004,national,consumption,0.23612909
Croatia,2008,national,consumption,0.27882817
Croatia,2009,national,consumption,0.26746264
Croatia,2009,national,income,0.24257778
Croatia,2010,national,consumption,0.22497326
Croatia,2010,national,income,0.2392614
Croatia,2011,national,income,0.23754233
Croatia,2012,national,income,0.23869099
Croatia,2013,national,income,0.23703003
Croatia,2014,national,income,0.23975009
Croatia,2015,national,income,0.2323319
Croatia,2016,national,income,0.23210704
Croatia,2017,national,income,0.22857988
Croatia,2018,national,income,0.227287
Croatia,2019,national,income,0.22236112
Croatia,2020,national,income,0.22341917
Croatia,2021,national,income,0.22278921
Cyprus,2004,national,income,0.24307378
Cyprus,2005,national,income,0.24882281
Cyprus,2006,national,income,0.2603101
Cyprus,2007,national,income,0.25479892
Cyprus,2008,national,income,0.26209712
Cyprus,2009,national,income,0.26206857
Cyprus,2010,national,income,0.2570353
Cyprus,2011,national,income,0.26704454
Cyprus,2012,national,income,0.28055245
Cyprus,2013,national,income,0.3087529
Cyprus,2014,national,income,0.2884858
Cyprus,2015,national,income,0.2746875
Cyprus,2016,national,income,0.26832592
Cyprus,2017,national,income,0.25503054
Cyprus,2018,national,income,0.27197126
Cyprus,2019,national,income,0.25489533
Cyprus,2020,national,income,0.26304376
Cyprus,2021,national,income,0.25676087
Czechia,1992,national,income,0.19598413
Czechia,1993,national,income,0.23704702
Czechia,1996,national,income,0.22161655
Czechia,2002,national,income,0.22581962
Czechia,2004,national,income,0.2311434
Czechia,2005,national,income,0.22945268
Czechia,2006,national,income,0.22621408
Czechia,2007,national,income,0.2232275
Czechia,2008,national,income,0.22889513
Czechia,2009,national,income,0.22370079
Czechia,2010,national,income,0.22450398
Czechia,2011,national,income,0.22241606
Czechia,2012,national,income,0.22174966
Czechia,2013,national,income,0.2260346
Czechia,2014,national,income,0.22151573
Czechia,2015,national,income,0.22133058
Czechia,2016,national,income,0.21943147
Czechia,2017,national,income,0.21461934
Czechia,2018,national,income,0.21512374
Czechia,2019,national,income,0.214974
Czechia,2020,national,income,0.22491242
Czechia,2021,national,income,0.22193278
Democratic Republic of Congo,2004,national,consumption,0.3239784
Democratic Republic of Congo,2012,national,consumption,0.3199471
Democratic Republic of Congo,2020,national,consumption,0.35805982
Denmark,1987,national,income,0.21636574
Denmark,1992,national,income,0.20549075
Denmark,1995,national,income,0.19822997
Denmark,2000,national,income,0.20165007
Denmark,2003,national,income,0.21389948
Denmark,2004,national,income,0.20658009
Denmark,2005,national,income,0.20972301
Denmark,2006,national,income,0.21771768
Denmark,2007,national,income,0.22108056
Denmark,2008,national,income,0.21045993
Denmark,2009,national,income,0.21790767
Denmark,2010,national,income,0.22542304
Denmark,2011,national,income,0.22717366
Denmark,2012,national,income,0.23138985
Denmark,2013,national,income,0.23703656
Denmark,2014,national,income,0.23574933
Denmark,2015,national,income,0.23834634
Denmark,2016,national,income,0.2367661
Denmark,2017,national,income,0.24046968
Denmark,2018,national,income,0.23509803
Denmark,2019,national,income,0.23523982
Denmark,2020,national,income,0.22946028
Denmark,2021,national,income,0.23851728
Djibouti,2002,national,consumption,0.30775878
Djibouti,2012,national,consumption,0.34387362
Djibouti,2013,national,consumption,0.3417604
Djibouti,2017,national,consumption,0.32325315
Dominican Republic,1986,national,income,0.36105153
Dominican Republic,1989,national,income,0.39810562
Dominican Republic,1992,national,income,0.41947663
Dominican Republic,1996,national,income,0.36506408
Dominican Republic,1997,national,income,0.37882566
Dominican Republic,2000,national,income,0.40233308
Dominican Republic,2001,national,income,0.39211866
Dominican Republic,2002,national,income,0.3833291
Dominican Republic,2003,national,income,0.41752535
Dominican Republic,2004,national,income,0.41706526
Dominican Republic,2005,national,income,0.38957947
Dominican Republic,2006,national,income,0.41195613
Dominican Republic,2007,national,income,0.3860721
Dominican Republic,2008,national,income,0.3779308
Dominican Republic,2009,national,income,0.38721022
Dominican Republic,2010,national,income,0.36555606
Dominican Republic,2011,national,income,0.3751051
Dominican Republic,2012,national,income,0.36062974
Dominican Republic,2013,national,income,0.37923914
Dominican Republic,2014,national,income,0.33380166
Dominican Republic,2015,national,income,0.3487066
Dominican Republic,2016,national,income,0.35366517
Dominican Republic,2017,national,income,0.33504233
Dominican Republic,2018,national,income,0.3515435
Dominican Republic,2019,national,income,0.3311023
Dominican Republic,2020,national,income,0.3044808
Dominican Republic,2021,national,income,0.30250198
Dominican Republic,2022,national,income,0.28299737
East Timor,2001,national,consumption,0.28213972
East Timor,2007,national,consumption,0.22888294
East Timor,2014,national,consumption,0.23989141
Ecuador,1987,urban,income,0.38442445
Ecuador,1994,national,income,0.42488068
Ecuador,1995,urban,income,0.40035227
Ecuador,1998,urban,income,0.3786663
Ecuador,1999,national,income,0.4785385
Ecuador,2000,national,income,0.45915973
Ecuador,2003,national,income,0.42020237
Ecuador,2004,national,income,0.42433727
Ecuador,2005,national,income,0.41143942
Ecuador,2006,national,income,0.41125068
Ecuador,2007,national,income,0.42028278
Ecuador,2008,national,income,0.3811467
Ecuador,2009,national,income,0.37119925
Ecuador,2010,national,income,0.37542087
Ecuador,2011,national,income,0.34118357
Ecuador,2012,national,income,0.34614748
Ecuador,2013,national,income,0.35681713
Ecuador,2014,national,income,0.34399077
Ecuador,2015,national,income,0.34903657
Ecuador,2016,national,income,0.3426814
Ecuador,2017,national,income,0.338042
Ecuador,2018,national,income,0.34420815
Ecuador,2019,national,income,0.34488076
Ecuador,2020,national,income,0.36051902
Ecuador,2021,national,income,0.34745753
Ecuador,2022,national,income,0.34351966
Egypt,1990,national,consumption,0.26732102
Egypt,1995,national,consumption,0.26111835
Egypt,1999,national,consumption,0.2845962
Egypt,2004,national,consumption,0.27439925
Egypt,2008,national,consumption,0.26996762
Egypt,2010,national,consumption,0.2607738
Egypt,2012,national,consumption,0.2474869
Egypt,2015,national,consumption,0.27785525
Egypt,2017,national,consumption,0.2692097
Egypt,2019,national,consumption,0.27477676
El Salvador,1989,national,income,0.34979713
El Salvador,1991,national,income,0.4138587
El Salvador,1995,national,income,0.3881406
El Salvador,1996,national,income,0.3935542
El Salvador,1998,national,income,0.40530944
El Salvador,1999,national,income,0.38648632
El Salvador,2000,national,income,0.38977206
El Salvador,2001,national,income,0.38621718
El Salvador,2002,national,income,0.3883764
El Salvador,2003,national,income,0.37271118
El Salvador,2004,national,income,0.3564373
El Salvador,2005,national,income,0.36783612
El Salvador,2006,national,income,0.3556523
El Salvador,2007,national,income,0.35716474
El Salvador,2008,national,income,0.36124998
El Salvador,2009,national,income,0.3597817
El Salvador,2010,national,income,0.3323174
El Salvador,2011,national,income,0.3275532
El Salvador,2012,national,income,0.32590806
El Salvador,2013,national,income,0.34238064
El Salvador,2014,national,income,0.32151854
El Salvador,2015,national,income,0.31827164
El Salvador,2016,national,income,0.30653122
El Salvador,2017,national,income,0.29142636
El Salvador,2018,national,income,0.29394102
El Salvador,2019,national,income,0.2979902
El Salvador,2021,national,income,0.2898714
El Salvador,2022,national,income,0.28717926
Estonia,1993,national,income,0.31336123
Estonia,1995,national,consumption,0.2271059
Estonia,1998,national,consumption,0.29763874
Estonia,2000,national,consumption,0.27654043
Estonia,2001,national,consumption,0.27906752
Estonia,2002,national,consumption,0.2732533
Estonia,2003,national,consumption,0.2687117
Estonia,2003,national,income,0.2839655
Estonia,2004,national,consumption,0.27436864
Estonia,2004,national,income,0.2590027
Estonia,2005,national,income,0.26175964
Estonia,2006,national,income,0.26871625
Estonia,2007,national,income,0.24049246
Estonia,2008,national,income,0.24933979
Estonia,2009,national,income,0.2444436
Estonia,2010,national,income,0.24283662
Estonia,2011,national,income,0.24789688
Estonia,2012,national,income,0.25199372
Estonia,2013,national,income,0.2662999
Estonia,2014,national,income,0.26289642
Estonia,2015,national,income,0.24421221
Estonia,2016,national,income,0.23131983
Estonia,2017,national,income,0.22487022
Estonia,2018,national,income,0.2244659
Estonia,2019,national,income,0.23311181
Estonia,2020,national,income,0.23485926
Estonia,2021,national,income,0.24300039
Eswatini,1994,national,consumption,0.4953159
Eswatini,2000,national,consumption,0.441643
Eswatini,2009,national,consumption,0.40006977
Eswatini,2016,national,consumption,0.4274472
Ethiopia,1981,rural,consumption,0.2751651
Ethiopia,1995,national,consumption,0.38074988
Ethiopia,1999,national,consumption,0.2549094
Ethiopia,2004,national,consumption,0.25637585
Ethiopia,2010,national,consumption,0.2739951
Ethiopia,2015,national,consumption,0.28465453
Fiji,2002,national,consumption,0.29629093
Fiji,2008,national,consumption,0.32912397
Fiji,2013,national,consumption,0.29703185
Fiji,2019,national,consumption,0.24239475
Finland,1987,national,income,0.1921821
Finland,1991,national,income,0.19650467
Finland,1995,national,income,0.2057693
Finland,2000,national,income,0.22784343
