"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","HEALTHEXP","TOT","PC_GDP","A","1975",6.507,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1976",6.74,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1977",6.681,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1978",6.949,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1979",6.924,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1980",7.022,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1981",6.024,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1982",5.999,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1983",5.832,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1984",5.879,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1985",6.008,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1986",6.115,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1987",6.405,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1988",6.397,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1989",6.54,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1990",7.718,"B"
"AUT","HEALTHEXP","TOT","PC_GDP","A","1991",7.782,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1992",8.077,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1993",8.601,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1994",8.99,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1995",8.924,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1996",8.884,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1997",8.984,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1998",9.15,
"AUT","HEALTHEXP","TOT","PC_GDP","A","1999",9.302,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2000",9.204,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2001",9.269,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2002",9.395,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2003",9.547,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2004",9.709,"B"
"AUT","HEALTHEXP","TOT","PC_GDP","A","2005",9.627,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2006",9.531,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2007",9.532,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2008",9.726,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2009",10.226,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2010",10.221,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2011",10.026,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2012",10.199,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2013",10.286,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2014",10.368,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2015",10.368,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2016",10.352,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2017",10.385,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2018",10.318,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2019",10.434,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2020",11.498,"P"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1970",3.856,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1971",3.943,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1972",4.098,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1973",4.378,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1974",4.443,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1975",5.547,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1976",5.755,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1977",6.226,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1978",6.416,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1979",6.398,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1980",6.181,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1981",6.596,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1982",6.824,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1983",6.991,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1984",6.833,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1985",6.883,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1986",7.054,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1987",7.162,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1988",7.161,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1989",7.104,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1990",7.147,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1991",7.459,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1992",7.639,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1993",7.763,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1994",7.56,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1995",7.519,"B"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1996",7.814,
"BEL","HEALTHEXP","TOT","PC_GDP","A","1997",7.675,
"BEL","HEALTHEXP","TOT","PC_GDP","A","1998",7.797,
"BEL","HEALTHEXP","TOT","PC_GDP","A","1999",7.963,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2000",7.999,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2001",8.15,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2002",8.318,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2003",9.208,"B"
"BEL","HEALTHEXP","TOT","PC_GDP","A","2004",9.367,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2005",9.261,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2006",9.161,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2007",9.166,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2008",9.63,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2009",10.355,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2010",10.233,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2011",10.392,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2012",10.507,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2013",10.561,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2014",10.594,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2015",10.431,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2016",10.773,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2017",10.785,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2018",10.764,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2019",10.659,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2003",615.829,"B"
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2004",628.197,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2005",634.089,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2006",656.653,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2007",691.138,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2008",717.899,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2009",743.304,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2010",782.517,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2011",800.27,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2012",821.628,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2013",869.704,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2014",886.693,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2015",899.977,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2016",900.88,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2017",914.34,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2018",977.156,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2019",991.835,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1970",6.353,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1971",6.611,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1972",6.528,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1973",6.207,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1974",6.091,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1975",6.538,"B"
"CAN","HEALTHEXP","TOT","PC_GDP","A","1976",6.574,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1977",6.553,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1978",6.526,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1979",6.414,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1980",6.588,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1981",6.789,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1982",7.522,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1983",7.694,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1984",7.58,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1985",7.588,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1986",7.83,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1987",7.771,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1988",7.769,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1989",7.976,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1990",8.394,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1991",9.081,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1992",9.332,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1993",9.216,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1994",8.862,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1995",8.559,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1996",8.363,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1997",8.318,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1998",8.547,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1999",8.329,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2000",8.248,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2001",8.625,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2002",8.857,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2003",9.011,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2004",9.066,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2005",9.035,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2006",9.342,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2007",9.445,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2008",9.607,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2009",10.717,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2010",10.696,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2011",10.401,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2012",10.506,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2013",10.405,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2014",10.249,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2015",10.733,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2016",11.023,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2017",10.835,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2018",10.806,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2019",10.844,"P"
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1988",223.963,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1989",238.059,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1990",254.274,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1991",265.285,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1992",278.596,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1993",296.462,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1994",314.318,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1995",327.39,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1996",334.853,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1997",363.29,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1998",368.411,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1999",388.847,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2000",406.991,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2001",417.696,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2002",438.762,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2003",444.193,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2004",477.11,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2005",505.911,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2006",553.116,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2007",578.076,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2008",596.074,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2009",598.566,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2010",643.596,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2011",636.69,"B"
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2012",644.328,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2013",641.399,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2014",661.636,"B"
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2015",676.593,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2016",779.657,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2017",785.129,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2018",799.049,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2019",800.984,"P"
"CZE","HEALTHEXP","TOT","PC_GDP","A","1990",3.713,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1991",3.848,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1992",3.971,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1993",5.318,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1994",5.479,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1995",5.701,"B"
"CZE","HEALTHEXP","TOT","PC_GDP","A","1996",5.586,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1997",5.596,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1998",5.593,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1999",5.769,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2000",5.701,"B"
"CZE","HEALTHEXP","TOT","PC_GDP","A","2001",5.863,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2002",6.177,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2003",6.524,"B"
"CZE","HEALTHEXP","TOT","PC_GDP","A","2004",6.351,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2005",6.341,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2006",6.164,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2007",5.986,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2008",6.33,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2009",7.249,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2010",6.875,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2011",6.928,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2012",6.979,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2013",7.722,"B"
"CZE","HEALTHEXP","TOT","PC_GDP","A","2014",7.597,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2015",7.196,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2016",7.107,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2017",7.142,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2018",7.525,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2019",7.835,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2020",9.068,"E"
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1990",14.47,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1991",16.592,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1992",24.381,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1993",39.282,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1994",50.984,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1995",83.045,"B"
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1996",88.556,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1997",92.358,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1998",93.286,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1999",95.105,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2000",104.581,"B"
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2001",123.439,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2002",126.79,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2003",144.469,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2004",156.706,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2005",168.988,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2006",181.557,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2007",226.214,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2008",294.094,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2009",308.904,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2010",305.464,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2011",306.723,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2012",319.666,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2013",332.654,"B"
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2014",361.148,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2015",377.363,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2016",401.281,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2017",425.511,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2018",450.464,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2019",483.575,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1971",7.677,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1972",7.768,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1973",7.585,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1974",8.291,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1975",8.536,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1976",8.441,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1977",8.259,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1978",8.377,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1979",8.474,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1980",8.416,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1981",8.575,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1982",8.624,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1983",8.418,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1984",7.97,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1985",7.947,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1986",7.734,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1987",8.054,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1988",8.191,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1989",8.061,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1990",8.038,
