"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","HEALTHEXP","TOT","PC_GDP","A","1999",9.302,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2000",9.204,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2001",9.269,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2002",9.395,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2003",9.547,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2004",9.709,"B"
"AUT","HEALTHEXP","TOT","PC_GDP","A","2005",9.627,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2006",9.531,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2007",9.532,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2008",9.726,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2009",10.226,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2010",10.221,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2011",10.026,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2012",10.199,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2013",10.286,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2014",10.368,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2015",10.368,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2016",10.352,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2017",10.384,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2018",10.345,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2019",10.475,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2020",11.474,
"AUT","HEALTHEXP","TOT","PC_GDP","A","2021",12.154,"P"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1970",3.856,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1971",3.943,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1972",4.098,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1973",4.378,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1974",4.443,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1975",5.547,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1976",5.755,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1977",6.226,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1978",6.416,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1979",6.398,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1980",6.181,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1981",6.596,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1982",6.824,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1983",6.991,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1984",6.833,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1985",6.883,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1986",7.054,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1987",7.162,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1988",7.161,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1989",7.104,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1990",7.147,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1991",7.459,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1992",7.639,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1993",7.763,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1994",7.56,"D"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1995",7.519,"B"
"BEL","HEALTHEXP","TOT","PC_GDP","A","1996",7.814,
"BEL","HEALTHEXP","TOT","PC_GDP","A","1997",7.675,
"BEL","HEALTHEXP","TOT","PC_GDP","A","1998",7.797,
"BEL","HEALTHEXP","TOT","PC_GDP","A","1999",7.963,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2000",7.999,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2001",8.15,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2002",8.318,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2003",9.164,"B"
"BEL","HEALTHEXP","TOT","PC_GDP","A","2004",9.328,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2005",9.224,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2006",9.13,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2007",9.136,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2008",9.595,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2009",10.321,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2010",10.202,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2011",10.363,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2012",10.48,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2013",10.549,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2014",10.575,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2015",10.774,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2016",10.763,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2017",10.752,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2018",10.788,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2019",10.664,
"BEL","HEALTHEXP","TOT","PC_GDP","A","2020",10.793,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2003",602.152,"B"
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2004",615.343,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2005",620.972,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2006",645.571,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2007",680.074,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2008",705.543,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2009",729.973,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2010",770.778,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2011",794.455,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2012",816.243,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2013",865.32,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2014",882.963,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2015",899.418,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2016",904.442,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2017",916.955,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2018",946.897,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2019",1015.72,
"BEL","HEALTHEXP","OOPEXP","USD_CAP","A","2020",867.304,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1970",6.353,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1971",6.611,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1972",6.528,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1973",6.207,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1974",6.091,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1975",6.538,"B"
"CAN","HEALTHEXP","TOT","PC_GDP","A","1976",6.574,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1977",6.553,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1978",6.526,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1979",6.414,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1980",6.588,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1981",6.789,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1982",7.522,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1983",7.694,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1984",7.58,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1985",7.588,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1986",7.83,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1987",7.771,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1988",7.769,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1989",7.976,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1990",8.394,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1991",9.081,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1992",9.332,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1993",9.216,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1994",8.862,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1995",8.559,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1996",8.363,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1997",8.318,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1998",8.547,
"CAN","HEALTHEXP","TOT","PC_GDP","A","1999",8.329,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2000",8.248,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2001",8.625,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2002",8.857,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2003",9.011,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2004",9.066,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2005",9.035,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2006",9.342,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2007",9.445,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2008",9.608,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2009",10.719,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2010",10.702,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2011",10.408,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2012",10.515,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2013",10.415,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2014",10.258,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2015",10.744,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2016",11.033,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2017",10.862,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2018",10.846,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2019",10.95,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2020",12.94,
"CAN","HEALTHEXP","TOT","PC_GDP","A","2021",11.665,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1988",224.032,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1989",238.132,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1990",254.352,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1991",265.366,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1992",278.681,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1993",296.553,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1994",314.415,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1995",327.491,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1996",334.956,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1997",363.402,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1998",368.524,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","1999",388.847,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2000",406.926,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2001",417.945,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2002",438.762,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2003",444.46,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2004",477.348,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2005",505.911,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2006",553.382,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2007",578.495,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2008",596.074,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2009",597.857,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2010",643.284,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2011",636.69,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2012",644.328,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2013",641.399,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2014",661.631,"B"
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2015",676.586,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2016",779.647,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2017",791.44,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2018",807.08,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2019",780.277,
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2020",724.5,"P"
"CAN","HEALTHEXP","OOPEXP","USD_CAP","A","2021",744.146,"P"
"CZE","HEALTHEXP","TOT","PC_GDP","A","1990",3.713,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1991",3.848,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1992",3.971,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1993",5.318,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1994",5.479,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1995",5.701,"B"
"CZE","HEALTHEXP","TOT","PC_GDP","A","1996",5.586,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1997",5.596,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1998",5.593,
"CZE","HEALTHEXP","TOT","PC_GDP","A","1999",5.769,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2000",5.701,"B"
"CZE","HEALTHEXP","TOT","PC_GDP","A","2001",5.863,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2002",6.177,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2003",6.524,"B"
"CZE","HEALTHEXP","TOT","PC_GDP","A","2004",6.351,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2005",6.341,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2006",6.164,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2007",5.986,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2008",6.33,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2009",7.249,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2010",6.875,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2011",6.928,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2012",6.979,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2013",7.722,"B"
"CZE","HEALTHEXP","TOT","PC_GDP","A","2014",7.597,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2015",7.196,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2016",7.107,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2017",7.381,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2018",7.472,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2019",7.605,
"CZE","HEALTHEXP","TOT","PC_GDP","A","2020",9.24,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1990",14.43,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1991",16.546,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1992",24.314,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1993",39.174,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1994",50.844,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1995",83.07,"B"
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1996",88.583,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1997",92.387,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1998",93.314,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","1999",95.105,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2000",104.629,"B"
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2001",123.488,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2002",126.79,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2003",144.501,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2004",156.728,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2005",168.988,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2006",181.7,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2007",226.342,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2008",294.094,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2009",308.352,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2010",305.316,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2011",306.723,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2012",319.666,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2013",332.654,"B"
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2014",361.148,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2015",377.363,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2016",401.281,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2017",431.958,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2018",443.834,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2019",461.137,
"CZE","HEALTHEXP","OOPEXP","USD_CAP","A","2020",438.546,
"DNK","HEALTHEXP","TOT","PC_GDP","A","1971",7.677,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1972",7.768,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1973",7.585,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1974",8.291,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1975",8.536,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1976",8.441,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1977",8.259,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1978",8.377,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1979",8.474,"D"
"DNK","HEALTHEXP","TOT","PC_GDP","A","1980",8.416,
