Entity,Year,comparable_spell_1,comparable_spell_2,comparable_spell_3,comparable_spell_4,comparable_spell_5,comparable_spell_6,comparable_spell_7
Austria,1987,0.0,,,,,,
Austria,1994,,0.24839921379949,,,,,
Austria,1995,0.99403153139868,,,,,,
Austria,1997,,0.20907756491374,,,,,
Austria,2000,,0.24160877106211,,,,,
Austria,2003,,,0.33220325787539,,,,
Austria,2004,,,0.0816528878425917,,,,
Austria,2005,,,0.15369010495473,,,,
Austria,2006,,,0.0901100072885743,,,,
Austria,2007,,,0.37229172908327,,,,
Austria,2008,,,0.47116701963636,,,,
Austria,2009,,,0.6562347202890401,,,,
Austria,2010,,,0.49070253233266,,,,
Austria,2011,,,0.41540422967133,,,,
Austria,2012,,,0.6169173685047901,,,,
Austria,2013,,,0.33799785519643,,,,
Austria,2014,,,0.2242602161789,,,,
Austria,2015,,,0.67719302046479,,,,
Austria,2016,,,0.6640635484559,,,,
Austria,2017,,,0.31808962045207,,,,
Austria,2018,,,0.56835836958835,,,,
Austria,2019,,,0.6406388870167501,,,,
Azerbaijan,1995,7.080844424589331,,,,,,
Azerbaijan,2001,,2.58273489621592,,,,,
Azerbaijan,2002,,0.0428380974544201,,,,,
Azerbaijan,2003,,0.0,,,,,
Azerbaijan,2004,,0.0,,,,,
Azerbaijan,2005,,0.0,,,,,
Bangladesh,1983,38.804917988237655,,,,,,
Bangladesh,1985,34.1828515625,,,,,,
Bangladesh,1988,43.22452977150053,,,,,,
Bangladesh,1991,,43.47000143121849,,,,,
Bangladesh,1995,,35.03813270447318,,,,,
Bangladesh,2000,,,34.22189766703072,,,,
Bangladesh,2005,,,25.117842400683287,,,,
Bangladesh,2010,,,19.17757703683664,,,,
Bangladesh,2016,,,14.32454635829136,,,,
Belarus,1993,0.089329833984375,,,,,,
Belarus,1995,0.72396850585937,,,,,,
Belarus,1998,,11.796402597689749,,,,,
Belarus,1999,,10.60276819914817,,,,,
Belarus,2000,,7.331884927074631,,,,,
Belarus,2001,,3.2232385094893,,,,,
Belarus,2002,,2.12436898215989,,,,,
Belarus,2003,,1.44416947080175,,,,,
Belarus,2004,,0.32086036753566,,,,,
Belarus,2005,,0.37204953577381,,,,,
Belarus,2006,,0.10773553515042,,,,,
Belarus,2007,,0.0837541511041353,,,,,
Belarus,2008,,0.0,,,,,
Belarus,2009,,0.0288665284945271,,,,,
Belarus,2010,,0.0,,,,,
Belarus,2011,,0.0,,,,,
Belarus,2012,,0.0,,,,,
Belarus,2013,,0.0,,,,,
Belarus,2014,,0.0,,,,,
Belarus,2015,,0.0,,,,,
Belarus,2016,,0.0,,,,,
Belarus,2017,,0.0,,,,,
Belarus,2018,,0.0,,,,,
Belarus,2019,,0.0,,,,,
Belarus,2020,,0.0,,,,,
Belgium,1985,0.24018778111196,,,,,,
Belgium,1988,0.47780891416932,,,,,,
Belgium,1992,0.9832838279244,,,,,,
Belgium,1995,,0.41241007019715,,,,,
Belgium,1997,0.49247940301453,,,,,,
Belgium,2000,,0.30550600944605,,,,,
Belgium,2003,,,0.29441930302802,,,,
Belgium,2004,,,0.0520219589009067,,,,
Belgium,2005,,,0.19307023228475,,,,
Belgium,2006,,,0.16894152104215,,,,
Belgium,2007,,,0.15145147295103,,,,
Belgium,2008,,,0.1184166602568699,,,,
Belgium,2009,,,0.1075809090210399,,,,
Belgium,2010,,,0.13711528345956,,,,
Belgium,2011,,,0.16826817885325,,,,
Belgium,2012,,,0.1565714538261099,,,,
Belgium,2013,,,0.1445080560687099,,,,
Belgium,2014,,,0.0764959588167831,,,,
Belgium,2015,,,0.0707585482592044,,,,
Belgium,2016,,,0.0598161542063983,,,,
Belgium,2017,,,0.1478685824015499,,,,
Belgium,2018,,,0.0811135955451708,,,,
Belgium,2019,,,0.0785524649988983,,,,
Belize,1993,10.06149874724774,,,,,,
Belize,1994,9.7483672685363,,,,,,
Belize,1995,,12.28684026371036,,,,,
Belize,1996,,,13.26205959072706,,,,
Belize,1997,16.00053984228893,,,,,,
Belize,1998,14.16313220099727,,,,,,
Belize,1999,13.91808230036489,,,,,,
Benin,2003,51.427110150551925,,,,,,
Benin,2011,,53.1927181215912,,,,,
Benin,2015,,49.60588585720552,,,,,
Benin,2018,,,19.16538004356062,,,,
Bhutan,2003,17.76282503064574,,,,,,
Bhutan,2007,,8.17876288243473,,,,,
Bhutan,2012,,2.18433753935205,,,,,
Bhutan,2017,,1.54260800166799,,,,,
Bolivia,1997,,19.25502198234783,,,,,
Bolivia,1999,,,25.181917481011613,,,,
Bolivia,2000,,,28.56730051046144,,,,
Bolivia,2001,,,,22.782549808822512,,,
Bolivia,2002,,,,,24.56301140729149,,
Bolivia,2004,,,,,13.56689739293798,,
Bolivia,2005,,,,,19.1992536656904,,
Bolivia,2006,,,,,16.0725982196123,,
Bolivia,2007,,,,,12.44287637557436,,
Bolivia,2008,,,,,11.00038371994532,,
Bolivia,2009,,,,,10.34468752388396,,
Bolivia,2011,,,,,7.20750608960306,,
Bolivia,2012,,,,,8.1609500935094,,
Bolivia,2013,,,,,6.88408592905644,,
Bolivia,2014,,,,,5.71468267304518,,
Bolivia,2015,,,,,6.298490917368151,,
Bolivia,2016,,,,,7.4656560707000095,,
Bolivia,2017,,,,,6.54630561248671,,
Bolivia,2018,,,,,4.90388786100794,,
Bolivia,2019,,,,,3.2410891033820297,,
Bolivia,2020,,,,,4.40718469227936,,
Bolivia - urban,1990,6.991025390625,,,,,,
Bolivia - urban,1992,15.0050150874948,,,,,,
Bosnia and Herzegovina,2001,0.3112389865508,,,,,,
Bosnia and Herzegovina,2004,0.16045823024735,,,,,,
Bosnia and Herzegovina,2007,,0.0582642432385068,,,,,
Bosnia and Herzegovina,2011,,0.0589865051758165,,,,,
Botswana,1985,40.91812897190391,,,,,,
Botswana,1993,33.279711914062496,,,,,,
Botswana,2002,,28.17265219191354,,,,,
Botswana,2009,,17.24403363141316,,,,,
Botswana,2015,,14.49206030832794,,,,,
Brazil,1981,21.29102970805704,,,,,,
Brazil,1982,21.69853372055056,,,,,,
Brazil,1983,27.41321671971448,,,,,,
Brazil,1984,26.72385322688503,,,,,,
Brazil,1985,23.06653266461005,,,,,,
Brazil,1986,10.45891667958064,,,,,,
Brazil,1987,17.68625570290207,,,,,,
Brazil,1988,20.03822486157759,,,,,,
Brazil,1989,18.23772225676565,,,,,,
Brazil,1990,21.50986003204041,,,,,,
Brazil,1992,20.74994107369188,,,,,,
Brazil,1993,19.832362820032408,,,,,,
Brazil,1995,12.94311842305745,,,,,,
Brazil,1996,14.11620739042373,,,,,,
Brazil,1997,13.953597091459349,,,,,,
Brazil,1998,12.68999633897144,,,,,,
Brazil,1999,13.327694077065692,,,,,,
Brazil,2001,11.534274926218073,,,,,,
Brazil,2002,10.24321168345838,,,,,,
Brazil,2003,11.01432759873432,,,,,,
Brazil,2004,9.6797781477051,,,,,,
Brazil,2005,8.578301529694,,,,,,
Brazil,2006,7.1686180405918,,,,,,
Brazil,2007,6.749157814490229,,,,,,
Brazil,2008,5.53588835984764,,,,,,
Brazil,2009,5.37764821980631,,,,,,
Brazil,2011,4.696337492643201,,,,,,
Brazil,2012,,3.8916091873963103,,,,,
Brazil,2013,,3.21625717353407,,,,,
Brazil,2014,,2.87986053789921,,,,,
Brazil,2015,,3.36944124776834,,,,,
Brazil,2016,,4.11385117132621,,,,,
Brazil,2017,,4.66248428187928,,,,,
Brazil,2018,,4.66483081694517,,,,,
Brazil,2019,,4.85944892500696,,,,,
Brazil,2020,,1.72670979927661,,,,,
Bulgaria,1989,0.0527160644531249,,,,,,
Bulgaria,1992,,0.0,,,,,
Bulgaria,1994,0.25409179687499,,,,,,
Bulgaria,1995,,,,1.10420979986197,,,
Bulgaria,1997,,,0.51649047851562,,,,
Bulgaria,2001,,,,2.50703847700764,,,
Bulgaria,2003,,,,,0.8814887375827499,,
Bulgaria,2006,,,,,,5.61955301173968,
Bulgaria,2007,,,,,0.4421880156293999,,
Bulgaria,2008,,,,,,1.21544348853369,
Bulgaria,2009,,,,,,1.2948964298232,
Bulgaria,2010,,,,,,1.97813777177459,
Bulgaria,2011,,,,,,2.44642964815323,
Bulgaria,2012,,,,,,2.20016544077118,
Bulgaria,2013,,,,,,1.78377654928589,
Bulgaria,2014,,,,,,1.6311548320844902,
Bulgaria,2015,,,,,,,3.39483258528916
Bulgaria,2016,,,,,,,1.94843468989502
Bulgaria,2017,,,,,,,1.37176634944214
Bulgaria,2018,,,,,,,0.87046056184783
Bulgaria,2019,,,,,,,0.91211023587436
Burkina Faso,1994,83.23714950234059,,,,,,
Burkina Faso,1998,,81.6388461570057,,,,,
Burkina Faso,2003,,57.399575717108384,,,,,
Burkina Faso,2009,,,55.41478506922429,,,,
Burkina Faso,2014,,,,43.843841204468816,,,
Burkina Faso,2018,,,,,33.661068989929674,,
Burundi,1992,81.89334674586948,,,,,,
Burundi,1998,,84.70673252872166,,,,,
Burundi,2006,,78.60281281932279,,,,,
Burundi,2013,,72.79985018363787,,,,,
Cameroon,1996,51.16825715470264,,,,,,
Cameroon,2001,,26.01385947750779,,,,,
Cameroon,2007,,31.77693204092014,,,,,
Cameroon,2014,,25.97455470626673,,,,,
Canada,1971,2.24959101151341,,,,,,
Canada,1975,0.99801498766941,,,,,,
Canada,1981,0.4947208877940099,,,,,,
Canada,1987,0.22109677742125,,,,,,
Canada,1991,0.21757377323914,,,,,,
Canada,1994,0.24814096765243,,,,,,
Canada,1997,0.4992698673055,,,,,,
Canada,1998,,0.4993151205028,,,,,
Canada,2000,,0.24981048124975,,,,,
Canada,2004,,0.24355848530468,,,,,
Canada,2007,,0.24825242107119,,,,,
Canada,2010,,0.24883100418888,,,,,
Canada,2012,,0.24652140970677,,,,,
Canada,2013,,0.4964854448572799,,,,,
Canada,2014,,0.24215805027421,,,,,
Canada,2015,,0.24590448973404,,,,,
Canada,2016,,0.24871367060629,,,,,
Canada,2017,,0.2470106469802399,,,,,
Cape Verde,2001,16.57704589249331,,,,,,
Cape Verde,2007,,8.35877189961776,,,,,
Cape Verde,2015,,,3.35082289697001,,,,
Central African Republic,1992,84.1303994130619,,,,,,
Central African Republic,2008,,65.92623586046983,,,,,
Chad,2003,59.98948425615044,,,,,,
Chad,2011,38.07760059240063,,,,,,
Chad,2018,,33.19263969528094,,,,,
Chile,1987,11.40916020756109,,,,,,
Chile,1990,7.924109512473181,,,,,,
Chile,1992,4.56645421380072,,,,,,
Chile,1994,4.86471995092814,,,,,,
Chile,1996,3.35437473179634,,,,,,
Chile,1998,3.48250982024276,,,,,,
Chile,2000,4.28205255045809,,,,,,
Chile,2003,4.01188838975429,,,,,,
Chile,2006,,1.45034681024992,,,,,
Chile,2009,,1.2897891080152,,,,,
Chile,2011,,0.6096734122626,,,,,
Chile,2013,,0.35767444908076,,,,,
Chile,2015,,0.30280762301689,,,,,
Chile,2017,,0.28759121651198,,,,,
Chile,2020,,0.674660061384,,,,,
China,1981,88.0911142157918,,,,,,
China,1984,75.23345054226306,,,,,,
China,1987,60.47261609263721,,,,,,
China,1990,,66.26837381306731,,,,,
China,1993,,56.69396514698729,,,,,
China,1996,,41.721792949716544,,,,,
China,1999,,40.25520228296007,,,,,
China,2002,,31.697004767475462,,,,,
China,2005,,18.53583206474644,,,,,
China,2008,,14.852945254411631,,,,,
China,2010,,11.2054075699264,,,,,
China,2011,,7.93679328982506,,,,,
China,2012,,6.49706139335757,,,,,
China,2013,,,1.8605118430626104,,,,
China,2014,,,1.3624317306124,,,,
China,2015,,,0.72720272216796,,,,
China,2016,,,0.52507274633119,,,,
China,2017,,,0.4254735292968699,,,,
China,2018,,,0.28152380944634,,,,
China,2019,,,0.088953932582509,,,,
China - rural,1981,95.37281744012763,,,,,,
China - rural,1984,84.60499332770448,,,,,,
China - rural,1987,72.12176470531911,,,,,,
China - rural,1990,,78.58312449535501,,,,,
China - rural,1993,,71.45566894531251,,,,,
China - rural,1996,,54.8331283803454,,,,,
China - rural,1999,,55.9766557765855,,,,,
China - rural,2002,,48.41677173340421,,,,,
China - rural,2005,,30.2773828125,,,,,
China - rural,2008,,26.616005859375,,,,,
China - rural,2010,,21.343623046874992,,,,,
China - rural,2011,,15.485419921875,,,,,
China - rural,2012,,13.0200927734375,,,,,
China - rural,2013,,,3.3906713867187404,,,,
China - rural,2014,,,2.40209960937499,,,,
China - rural,2015,,,1.24876586914062,,,,
China - rural,2016,,,0.99246948242187,,,,
China - rural,2017,,,0.82160522460937,,,,
China - rural,2018,,,0.5775134277343701,,,,
China - rural,2019,,,0.16255737304687,,,,
China - urban,1981,59.1778515625,,,,,,
China - urban,1984,42.39654052734374,,,,,,
China - urban,1987,24.10186035156249,,,,,,
China - urban,1990,,32.010434570312505,,,,,
China - urban,1993,,20.73339355468749,,,,,
China - urban,1996,,13.7523681640625,,,,,
China - urban,1999,,10.88428955078124,,,,,
China - urban,2002,,4.904040527343749,,,,,
China - urban,2005,,2.66449829101562,,,,,
China - urban,2008,,1.34030029296874,,,,,
China - urban,2010,,0.74837768554687,,,,,
China - urban,2011,,0.54089965820312,,,,,
China - urban,2012,,0.4188537597656199,,,,,
China - urban,2013,,,0.50428588867187,,,,
China - urban,2014,,,0.48597900390624,,,,
China - urban,2015,,,0.30901245117187,,,,
China - urban,2016,,,0.16865966796874,,,,
China - urban,2017,,,0.1381481933593699,,,,
China - urban,2018,,,0.077125244140625,,,,
China - urban,2019,,,0.040511474609375,,,,
Colombia,1992,,8.95466725480636,,,,,
Colombia,1996,,16.65871824513189,,,,,
Colombia,1999,,20.36367603863754,,,,,
Colombia,2000,,16.7530099322158,,,,,
Colombia,2001,,,20.14607379175794,,,,
Colombia,2002,,,13.161284950374649,,,,
Colombia,2003,,,12.13306585753074,,,,
Colombia,2004,,,11.18968627274382,,,,
Colombia,2005,,,9.8042711974978,,,,
Colombia,2008,,,,10.39598355785219,,,
Colombia,2009,,,,8.97378256549678,,,
Colombia,2010,,,,7.75183052115153,,,
Colombia,2011,,,,6.34344478549454,,,
Colombia,2012,,,,6.2479371140926405,,,
Colombia,2013,,,,5.64679768240432,,,
Colombia,2014,,,,5.03445406684395,,,
Colombia,2015,,,,4.5999955252607,,,
Colombia,2016,,,,4.52807489148909,,,
Colombia,2017,,,,4.02763746495219,,,
Colombia,2018,,,,4.18755789876481,,,
Colombia,2019,,,,4.94073263263237,,,
Colombia,2020,,,,10.31591638082436,,,
Colombia - urban,1980,19.781435546874988,,,,,,
Colombia - urban,1988,,14.411416015625,,,,,
Colombia - urban,1989,,13.28859375,,,,,
Colombia - urban,1991,,12.605136718749993,,,,,
Comoros,2004,14.98353302053128,,,,,,
Comoros,2014,,19.07085980848188,,,,,
Congo,2005,55.09105487989038,,,,,,
Congo,2011,39.56788294937268,,,,,,
Costa Rica,1981,25.15005469605408,,,,,,
Costa Rica,1986,13.47002027104152,,,,,,
Costa Rica,1989,,10.43455442569501,,,,,
Costa Rica,1990,,10.21536538112387,,,,,
Costa Rica,1991,,11.83511193291827,,,,,
Costa Rica,1992,,9.70613913779486,,,,,
Costa Rica,1993,,8.11030902583187,,,,,
Costa Rica,1994,,6.7763569641523205,,,,,
Costa Rica,1995,,6.971051418896749,,,,,
Costa Rica,1996,,8.07544474178506,,,,,
Costa Rica,1997,,6.605802635398129,,,,,
Costa Rica,1998,,5.091960127966,,,,,
Costa Rica,1999,,6.57352971300981,,,,,
Costa Rica,2000,,6.720133616387269,,,,,
Costa Rica,2001,,4.859498645812979,,,,,
Costa Rica,2002,,4.56847820129087,,,,,
Costa Rica,2003,,4.57286976452094,,,,,
Costa Rica,2004,,4.38611217875357,,,,,
Costa Rica,2005,,3.1982918668649005,,,,,
Costa Rica,2006,,3.18339846774891,,,,,
Costa Rica,2007,,1.7570469423314,,,,,
Costa Rica,2008,,2.34398127898902,,,,,
Costa Rica,2009,,2.43566974730797,,,,,
Costa Rica,2010,,,1.46590129904337,,,,
Costa Rica,2011,,,1.64716466733414,,,,
Costa Rica,2012,,,1.6334211630277502,,,,
Costa Rica,2013,,,1.58692520959419,,,,
Costa Rica,2014,,,1.49316275257654,,,,
Costa Rica,2015,,,1.5414727752856598,,,,
Costa Rica,2016,,,1.26572489754676,,,,
Costa Rica,2017,,,1.05794122719885,,,,
Costa Rica,2018,,,1.45559955493458,,,,
Costa Rica,2019,,,1.01281721462492,,,,
Costa Rica,2020,,,2.06350854440484,,,,
Cote d'Ivoire,1985,7.5808130561935,,,,,,
Cote d'Ivoire,1986,3.5307533011859302,,,,,,
Cote d'Ivoire,1987,7.40753553669615,,,,,,
Cote d'Ivoire,1988,11.86590629429562,,,,,,
Cote d'Ivoire,1992,,23.70635249497196,,,,,
Cote d'Ivoire,1995,,21.60188358834782,,,,,
Cote d'Ivoire,1998,,27.043628944112207,,,,,
Cote d'Ivoire,2002,,,24.37730626326196,,,,
Cote d'Ivoire,2008,,,30.43707477799116,,,,
Cote d'Ivoire,2015,,,29.834082685234048,,,,
Cote d'Ivoire,2018,,,,9.1845918580895,,,
Croatia,1998,,0.0,,,,,
Croatia,1999,,,0.23578491210937,,,,
Croatia,2000,,,0.089329833984375,,,,
Croatia,2001,,,0.077125244140625,,,,
Croatia,2004,,0.0,,,,,
Croatia,2008,,0.0,,,,,
Croatia,2009,,0.0344211981166935,,,,,
Croatia,2010,,0.0,,,,,
Croatia,2011,,,,0.66493605901261,,,
Croatia,2012,,,,0.83557054685614,,,
Croatia,2013,,,,0.7288681084522699,,,
Croatia,2014,,,,0.98181407158397,,,
Croatia,2015,,,,0.61029671337949,,,
Croatia,2016,,,,0.62061119669923,,,
Croatia,2017,,,,0.52976351249965,,,
Croatia,2018,,,,0.43755046520018,,,
Croatia,2019,,,,0.25992585079527,,,
Cyprus,2004,0.0940679469432631,,,,,,
Cyprus,2005,0.006351349441962,,,,,,
Cyprus,2006,0.0,,,,,,
Cyprus,2007,0.0251591872834248,,,,,,
Cyprus,2008,0.0084702227145877,,,,,,
Cyprus,2009,0.1119649508533,,,,,,
Cyprus,2010,0.0221480051924611,,,,,,
Cyprus,2011,0.0080451353773333,,,,,,
Cyprus,2012,0.0042377993994373,,,,,,
Cyprus,2013,0.0970185685971027,,,,,,
Cyprus,2014,0.0783297968108276,,,,,,
Cyprus,2015,0.0,,,,,,
Cyprus,2016,0.041149011466248,,,,,,
Cyprus,2017,0.0328288643292692,,,,,,
Cyprus,2018,0.0165065805249856,,,,,,
Cyprus,2019,0.15383178586554,,,,,,
Czechia,1992,0.0,,,,,,
Czechia,1993,0.016102294921875,,,,,,
Czechia,1996,0.0,,,,,,
Czechia,2002,0.0,,,,,,
Czechia,2004,,0.0,,,,,
Czechia,2005,,0.0049329859948645,,,,,
Czechia,2006,,0.0658106801678951,,,,,
Czechia,2007,,0.11590256431843,,,,,
Czechia,2008,,0.0327798357536448,,,,,
Czechia,2009,,0.0120356214369058,,,,,
Czechia,2010,,0.0361783335240369,,,,,
Czechia,2011,,0.0460608440987897,,,,,
Czechia,2012,,0.0322071555414746,,,,,
Czechia,2013,,0.0456909288456494,,,,,
Czechia,2014,,0.0,,,,,
Czechia,2015,,0.0087645114380472,,,,,
Czechia,2016,,0.0,,,,,
Czechia,2017,,0.0,,,,,
Czechia,2018,,0.0088618155105719,,,,,
Czechia,2019,,0.0,,,,,
Democratic Republic of Congo,2004,94.27898258786624,,,,,,
Democratic Republic of Congo,2012,77.15222367980189,,,,,,
Denmark,1987,0.4973955251934099,,,,,,
Denmark,1992,0.49395200675261,,,,,,
Denmark,1995,0.0,,,,,,
Denmark,2000,0.0,,,,,,
Denmark,2003,,0.34327459966827,,,,,
Denmark,2004,,0.31498065776517,,,,,
Denmark,2005,,0.25484756547901,,,,,
Denmark,2006,,0.13750920644077,,,,,
Denmark,2007,,0.0139144795317465,,,,,
Denmark,2008,,0.1132105663617499,,,,,
Denmark,2009,,0.49477512027123,,,,,
Denmark,2010,,0.0572940086076084,,,,,
Denmark,2011,,0.0,,,,,
Denmark,2012,,0.0,,,,,
Denmark,2013,,0.31091564605586,,,,,
Denmark,2014,,0.20261091696024,,,,,
Denmark,2015,,0.17542585875317,,,,,
Denmark,2016,,0.27838695892652,,,,,
Denmark,2017,,0.14090515401063,,,,,
Denmark,2018,,0.17011175800918,,,,,
Denmark,2019,,0.25140717907057,,,,,
Djibouti,2002,20.19600124812031,,,,,,
Djibouti,2012,,18.18139301594021,,,,,
Djibouti,2013,,,22.31681002761941,,,,
Djibouti,2017,,,,17.00699172773848,,,
Dominican Republic,1986,5.47765624999999,,,,,,
Dominican Republic,1989,,14.0940966796875,,,,,
Dominican Republic,1992,,,5.64852050781249,,,,
Dominican Republic,1996,,,,5.33310943082235,,,
Dominican Republic,1997,,,,5.6308642342198105,,,
Dominican Republic,2000,,,,5.5473841510566,,,
Dominican Republic,2001,,,,,4.10695653477049,,
Dominican Republic,2002,,,,,5.91126773790987,,
Dominican Republic,2003,,,,,6.9104694832897895,,
Dominican Republic,2004,,,,,8.973915940733699,,
Dominican Republic,2005,,,,,,5.8781073027688,
Dominican Republic,2006,,,,,,4.67445234547641,
Dominican Republic,2007,,,,,,4.48335164105361,
Dominican Republic,2008,,,,,,3.94598246867675,
Dominican Republic,2009,,,,,,3.54963800361305,
Dominican Republic,2010,,,,,,2.6947321817668,
Dominican Republic,2011,,,,,,2.91194291698607,
Dominican Republic,2012,,,,,,2.59881807748021,
Dominican Republic,2013,,,,,,2.16548269098234,
Dominican Republic,2014,,,,,,2.07912397590106,
Dominican Republic,2015,,,,,,1.78083617204837,
Dominican Republic,2016,,,,,,1.63652686041773,
Dominican Republic,2017,,,,,,,0.69195538353612
Dominican Republic,2018,,,,,,,0.4349851856257
Dominican Republic,2019,,,,,,,0.56546415110063
Dominican Republic,2020,,,,,,,0.76821580610328
Ecuador,1994,,17.319041201292602,,,,,
Ecuador,1999,,,,21.8834155043798,,,
Ecuador,2000,,,,,28.43041763781863,,
Ecuador,2003,,,,,14.86874563138444,,
Ecuador,2004,,,,,15.058805405342552,,
Ecuador,2005,,,,,11.80350743160614,,
Ecuador,2006,,,,,8.16371219205369,,
Ecuador,2007,,,,,,8.52781416597315,
Ecuador,2008,,,,,,7.513952554115109,
Ecuador,2009,,,,,,7.321059238916081,
Ecuador,2010,,,,,,5.6960009149964,
Ecuador,2011,,,,,,4.68712024093236,
Ecuador,2012,,,,,,4.49392395673227,
Ecuador,2013,,,,,,3.24449931757299,
Ecuador,2014,,,,,,2.63624439627185,
Ecuador,2015,,,,,,3.45347450745994,
Ecuador,2016,,,,,,3.5774677987542303,
Ecuador,2017,,,,,,3.22341500304267,
Ecuador,2018,,,,,,3.32632324012066,
Ecuador,2019,,,,,,3.5835841686055603,
Ecuador,2020,,,,,,6.51924512161938,
Ecuador - urban,1987,17.67398538283937,,,,,,
Ecuador - urban,1995,,,13.808840015387991,,,,
Ecuador - urban,1998,,,,15.98993932135949,,,
Egypt,1990,8.650849609375,,,,,,
Egypt,1995,5.61190673828124,,,,,,
Egypt,1999,,2.3776904296875,,,,,
Egypt,2004,,,5.16572976841136,,,,
Egypt,2008,,,4.683732781595721,,,,
Egypt,2010,,,,2.1513467037927803,,,
Egypt,2012,,,,1.48434732811412,,,
Egypt,2015,,,,1.60967681326897,,,
Egypt,2017,,,,3.80596479514805,,,
El Salvador,1989,18.20704345703125,,,,,,
El Salvador,1991,,20.912385942350788,,,,,
El Salvador,1995,,12.67043222368001,,,,,
El Salvador,1996,,14.50996966452284,,,,,
El Salvador,1998,,20.31091199347734,,,,,
El Salvador,1999,,16.45208759230113,,,,,
El Salvador,2000,,12.39665628291898,,,,,
El Salvador,2001,,13.62054352137588,,,,,
El Salvador,2002,,14.1401584523667,,,,,
El Salvador,2003,,15.08336616099976,,,,,
El Salvador,2004,,11.03137279305869,,,,,
El Salvador,2005,,10.56160004760657,,,,,
El Salvador,2006,,7.07303931562758,,,,,
