country,series_code,indicator_name,year_1993,value_1993,year_2018,value_2018,pipwelfare_1993,pipwelfare_2018,pipreportinglevel_1993,pipreportinglevel_2018,region,population_1993,population_1993_total,weight_1993,weightedvalue_1993,population_2018,population_2018_total,weight_2018,weightedvalue_2018
Ethiopia,gini_pip_disposable_perCapita,gini,1995,0.445645123720169,2015,0.3499312400817871,consumption,consumption,national,national,SS Africa,53791672,4392550112,0.012246114586842532,0.005457421250144806,111129440,5951116624,0.018673712350356385,0.006534515319690793
Finland,gini_pip_disposable_perCapita,gini,1991,0.2287976145744323,2018,0.2732977271080017,income,income,national,national,W. Eur and Offshoots,5066609,4392550112,0.0011534550251705814,0.0002639077582779208,5515465,5951116624,0.0009267949778965717,0.00025329096095424373
France,gini_pip_disposable_perCapita,gini,1990,0.3211906254291534,2018,0.323806881904602,income,income,national,national,W. Eur and Offshoots,57053728,4392550112,0.012988748345553308,0.004171864204650148,64277812,5951116624,0.010800966618731147,0.0034974273223670246
Gambia,gini_pip_disposable_perCapita,gini,1998,0.4851946532726288,2020,0.3875720500946045,consumption,consumption,national,national,SS Africa,1168317,4392550112,0.00026597693144314436,0.00012905058503007418,2444916,5951116624,0.00041083315190631694,0.00015922744693115933
Georgia,gini_pip_disposable_perCapita,gini,1996,0.3713270723819732,2018,0.3641136288642883,consumption,consumption,national,national,EE & CA,5127512,4392550112,0.0011673200918054774,0.0004334575522227841,3772323,5951116624,0.0006338849056976572,0.00023080613329587113
Germany,gini_pip_disposable_perCapita,gini,1993,0.2854154109954834,2018,0.3179068863391876,income,income,national,national,W. Eur and Offshoots,80573496,4392550112,0.018343216114912703,0.005235436566416784,82896696,5951116624,0.01392960367566811,0.004428316932470552
Ghana,gini_pip_disposable_perCapita,gini,1991,0.3843722939491272,2016,0.435208797454834,consumption,consumption,national,national,SS Africa,16643639,4392550112,0.003789060699508304,0.0014564099529824914,30870648,5951116624,0.005187370698719481,0.002257589363742147
Greece,gini_pip_disposable_perCapita,gini,1995,0.3697557151317596,2018,0.3289120495319366,income,income,national,national,W. Eur and Offshoots,10563442,4392550112,0.0024048540666939122,0.0008892085352179278,10633275,5951116624,0.001786769722696666,0.0005876900915337705
Hungary,gini_pip_disposable_perCapita,gini,1993,0.2794097363948822,2018,0.2961204349994659,income,income,national,national,EE & CA,10357423,4392550112,0.0023579521544226834,0.0006588347898989866,9776361,5951116624,0.0016427775857346398,0.0004864600132951139
India,gini_pip_disposable_perCapita,gini,1993,0.3155753910541534,2018,0.3454484343528747,consumption,consumption,national,national,S & SE Asia,926351296,4392550112,0.2108914576681328,0.06655215422360145,1369003264,5951116624,0.23004141079659002,0.07946744519600851
Indonesia,gini_pip_disposable_perCapita,gini,1993,0.3316279947757721,2018,0.384103775024414,consumption,consumption,national,national,S & SE Asia,191737280,4392550112,0.043650561771894934,0.01447574827124949,267066848,5951116624,0.04487676261005501,0.017237333929396602
Iran,gini_pip_disposable_perCapita,gini,1994,0.4299837052822113,2018,0.3741990625858307,consumption,consumption,national,national,MENA,59755432,4392550112,0.013603813383199485,0.005849418084475849,85617560,5951116624,0.01438680594070643,0.005383529296616606
Ireland,gini_pip_disposable_perCapita,gini,1994,0.3691420555114746,2018,0.3060292601585388,income,income,national,national,W. Eur and Offshoots,3545700,4392550112,0.0008072076378396933,0.00029797428665670635,4834506,5951116624,0.0008123695611178465,0.00024860885576421144
Israel,gini_pip_disposable_perCapita,gini,1992,0.355072557926178,2018,0.3857717514038086,income,income,national,national,MENA,5213005,4392550112,0.001186783273287788,0.00042139417255029725,8456487,5951116624,0.001420991644811026,0.0005481784355489282
Italy,gini_pip_disposable_perCapita,gini,1993,0.3509064614772796,2018,0.3522257208824157,income,income,national,national,W. Eur and Offshoots,56869456,4392550112,0.012946797315900491,0.004543114833586183,59877432,5951116624,0.010061545720432179,0.003543935194570609
Kazakhstan,gini_pip_disposable_perCapita,gini,1996,0.3537830710411072,2018,0.277928739786148,consumption,consumption,national,national,EE & CA,16979700,4392550112,0.0038655677378871983,0.0013675724256271586,18538100,5951116624,0.0031150624615956107,0.0008657653843064042
Kenya,gini_pip_disposable_perCapita,gini,1992,0.574609637260437,2020,0.36246457695961,consumption,consumption,national,national,SS Africa,25391832,4392550112,0.005780658467761608,0.0033216220652869713,49953300,5951116624,0.008393937332457156,0.00304250494423456
Laos,gini_pip_disposable_perCapita,gini,1992,0.3430977463722229,2018,0.3880243301391601,consumption,consumption,national,national,S & SE Asia,4685293,4392550112,0.0010666453154854754,0.0003659636039215553,7105008,5951116624,0.0011938949358422117,0.0004632602827367097
Latvia,gini_pip_disposable_perCapita,gini,1993,0.2699313163757324,2018,0.3509615063667297,income,income,national,national,EE & CA,2638889,4392550112,0.0006007646885554757,0.00016216520321383647,1935632,5951116624,0.00032525526254919516,0.00011415207689797169
Lesotho,gini_pip_disposable_perCapita,gini,1994,0.6324036717414856,2017,0.4487970173358917,consumption,consumption,national,national,SS Africa,1885486,4392550112,0.00042924632660400257,0.00027145695302591616,2198030,5951116624,0.00036934749205479525,0.0001657620527946841
Lithuania,gini_pip_disposable_perCapita,gini,1993,0.3364113569259643,2018,0.3570780754089355,income,income,national,national,EE & CA,3788532,4392550112,0.0008624903309924947,0.00029015154258470925,2876128,5951116624,0.0004832921587187501,0.00017257303389552105
Luxembourg,gini_pip_disposable_perCapita,gini,1993,0.2704790532588959,2018,0.3536809384822845,income,income,national,national,W. Eur and Offshoots,396705,4392550112,9.031314154305088e-05,2.4427813021401062e-05,607920,5951116624,0.00010215225787179936,3.612930643218233e-05
Malawi,gini_pip_disposable_perCapita,gini,1997,0.6575556993484497,2019,0.3854317367076874,consumption,consumption,national,national,SS Africa,10257232,4392550112,0.0023351428528904624,0.001535486491710922,18367886,5951116624,0.003086460434319998,0.00118961980547952
Malaysia,gini_pip_disposable_perCapita,gini,1992,0.4765372574329376,2018,0.4117677509784698,income,income,national,national,S & SE Asia,19050074,4392550112,0.00433690533158794,0.0020666969724612017,32399270,5951116624,0.005444233754273675,0.0022417598887983425
Mauritania,gini_pip_disposable_perCapita,gini,1993,0.5005155801773071,2019,0.3199683725833893,consumption,consumption,national,national,SS Africa,2237070,4392550112,0.0005092873030380581,0.00025490622995702966,4270717,5951116624,0.0007176328863690573,0.0002296198267638276
Moldova,gini_pip_disposable_perCapita,gini,1997,0.3694214522838592,2018,0.256616473197937,consumption,consumption,national,national,EE & CA,4493699,4392550112,0.0010230273725787833,0.0003779282577041948,3141839,5951116624,0.000527941090471898,0.00013547838069317145
Mongolia,gini_pip_disposable_perCapita,gini,1995,0.3319534063339233,2018,0.3274098932743072,consumption,consumption,national,national,East Asia,2270313,4392550112,0.0005168553441878183,0.00017157189208503863,3163994,5951116624,0.0005316639212278358,0.0001740720277070054
Mozambique,gini_pip_disposable_perCapita,gini,1996,0.535598635673523,2019,0.5045397877693176,consumption,consumption,national,national,SS Africa,14206253,4392550112,0.0032341698188462237,0.0017322169425105223,29423882,5951116624,0.0049442623727684485,0.0024945770882324157
Netherlands,gini_pip_disposable_perCapita,gini,1993,0.304349809885025,2018,0.2812108099460602,income,income,national,national,W. Eur and Offshoots,15251088,4392550112,0.003472035061896182,0.001056713211002244,17286042,5951116624,0.0029046720291596826,0.0008168251739476605
Niger,gini_pip_disposable_perCapita,gini,1992,0.360975444316864,2018,0.3725942373275757,consumption,consumption,national,national,SS Africa,9193081,4392550112,0.0020928801642775656,0.0007554783472020456,22577060,5951116624,0.0037937519000971944,0.0014135300958267552
Nigeria,gini_pip_disposable_perCapita,gini,1992,0.4498405456542969,2018,0.3512774407863617,consumption,consumption,national,national,SS Africa,102775472,4392550112,0.023397677745150332,0.010525224123921824,198387616,5951116624,0.03333620033590523,0.01171025513953824
Norway,gini_pip_disposable_perCapita,gini,1991,0.2522758543491363,2018,0.275608628988266,income,income,national,national,W. Eur and Offshoots,4312138,4392550112,0.000981693524274129,0.00024765757254527045,5312321,5951116624,0.0008926595352838778,0.00024602467067289224
Pakistan,gini_pip_disposable_perCapita,gini,1990,0.3324865996837616,2018,0.2958926558494568,consumption,consumption,national,national,S & SE Asia,125546624,4392550112,0.028581716952305086,0.009503037882595643,219731488,5951116624,0.03692273263707426,0.010925165421203321
Philippines,gini_pip_disposable_perCapita,gini,1994,0.4288838803768158,2018,0.3781170547008514,consumption,consumption,national,national,S & SE Asia,66083324,4392550112,0.015044409810935811,0.006452304857693189,108568832,5951116624,0.018243438813172887,0.006898155351652128
Poland,gini_pip_disposable_perCapita,gini,1992,0.2929856181144714,2018,0.302154392004013,income,income,national,national,EE & CA,38319300,4392550112,0.008723702410432512,0.0025559193429672738,38521464,5951116624,0.006472980859532892,0.0019558395960657744
Romania,gini_pip_disposable_perCapita,gini,1992,0.2546172738075256,2018,0.3576150238513946,income,income,national,national,EE & CA,22721662,4392550112,0.005172772403421587,0.0013170772073860064,19606778,5951116624,0.0032946385088352455,0.0011782122289188395
Russia,gini_pip_disposable_perCapita,gini,1993,0.4837573766708374,2018,0.3747300505638122,consumption,consumption,national,national,EE & CA,148897280,4392550112,0.03389768499014451,0.01639825516604673,145652288,5951116624,0.024474783003345154,0.009171436672381862
Slovakia,gini_pip_disposable_perCapita,gini,1992,0.2018657773733139,2018,0.2497014701366424,income,income,national,national,EE & CA,5321863,4392550112,0.0012115656883369894,0.00024457364951498053,5446746,5951116624,0.000915247733179023,0.00022853870451403148
Slovenia,gini_pip_disposable_perCapita,gini,1993,0.2918499112129211,2018,0.2463336437940597,income,income,national,national,EE & CA,1991685,4392550112,0.0004534233985308259,0.00013233157860308248,2105931,5951116624,0.0003538715728586266,8.717047397740056e-05
South Africa,gini_pip_disposable_perCapita,gini,1993,0.5933393836021423,2014,0.630260705947876,consumption,consumption,national,national,SS Africa,42525444,4392550112,0.009681265532708394,0.005744276123665865,57339632,5951116624,0.009635104741311485,0.006072627916140703
Spain,gini_pip_disposable_perCapita,gini,1993,0.3566090762615204,2018,0.3471894860267639,income,income,national,national,W. Eur and Offshoots,39420540,4392550112,0.00897440871358692,0.003200355601345571,46792044,5951116624,0.007862733492953976,0.002729858400184113
Sri Lanka,gini_pip_disposable_perCapita,gini,1995,0.3539953827857971,2019,0.3766377568244934,consumption,consumption,national,national,S & SE Asia,17825610,4392550112,0.004058146075852896,0.0014365649735222266,21580712,5951116624,0.0036263298744588675,0.0013658127494218346
Sweden,gini_pip_disposable_perCapita,gini,1992,0.2490873336791992,2018,0.2997418940067291,income,income,national,national,W. Eur and Offshoots,8683403,4392550112,0.0019768477942409416,0.0004924077461570823,10162300,5951116624,0.0017076291126638153,0.0005118479844908822
Switzerland,gini_pip_disposable_perCapita,gini,1992,0.3385640680789947,2018,0.3314104974269867,income,income,national,national,W. Eur and Offshoots,6936123,4392550112,0.0015790651951929286,0.0005346147362464697,8514431,5951116624,0.0014307283049474313,0.0004741583792254977
Tanzania,gini_pip_disposable_perCapita,gini,1991,0.3529222309589386,2018,0.4049122929573059,consumption,consumption,national,national,SS Africa,28469018,4392550112,0.006481205057223033,0.002287361348097508,58090444,5951116624,0.00976126795528247,0.003952457389944098
Thailand,gini_pip_disposable_perCapita,gini,1992,0.478579580783844,2018,0.3641217350959778,consumption,consumption,national,national,S & SE Asia,57776080,4392550112,0.013153197693103517,0.006294851837932505,71127808,5951116624,0.011952010436688764,0.004351986778092348
Tunisia,gini_pip_disposable_perCapita,gini,1995,0.4165729582309723,2021,0.3371642529964447,consumption,consumption,national,national,MENA,8977175,4392550112,0.002043727395499774,0.0008513615669610211,11933040,5951116624,0.0020051766338901444,0.000676073881891496
Turkey,gini_pip_disposable_perCapita,gini,1994,0.4131520092487335,2016,0.4187370538711548,consumption,consumption,national,national,MENA,57296008,4392550112,0.013043905371386234,0.00538911571263857,82809304,5951116624,0.013914918700474118,0.00582669206149317
Uganda,gini_pip_disposable_perCapita,gini,1992,0.4142936170101166,2019,0.4270545244216919,consumption,consumption,national,national,SS Africa,19462960,4392550112,0.004430902210273976,0.0018356945033125255,41515400,5951116624,0.0069760689670530646,0.00297916181505777
Ukraine,gini_pip_disposable_perCapita,gini,1993,0.2892698347568512,2018,0.2607148587703705,consumption,consumption,national,national,EE & CA,51778420,4392550112,0.011787781284167168,0.00340984954422094,44446952,5951116624,0.007468674335964417,0.0019471943747028533
United Kingdom,gini_pip_disposable_perCapita,gini,1993,0.3507595956325531,2018,0.3369105756282806,income,income,national,national,W. Eur and Offshoots,57647464,4392550112,0.013123917207572201,0.004603339892843131,66432996,5951116624,0.011163114453527134,0.0037609713163422056
United States,gini_pip_disposable_perCapita,gini,1993,0.4036454260349273,2018,0.4140784442424774,income,income,national,national,W. Eur and Offshoots,258779760,4392550112,0.05891333129997539,0.023780096711715385,332140032,5951116624,0.05581138011319201,0.02311028944829609
Vietnam,gini_pip_disposable_perCapita,gini,1992,0.3565455973148346,2018,0.3571554720401764,consumption,consumption,national,national,S & SE Asia,71176408,4392550112,0.016203892086638534,0.005777426382855657,94914328,5951116624,0.01594899478481469,0.005696270760936802
Yemen,gini_pip_disposable_perCapita,gini,1998,0.3499778509140014,2014,0.3670709431171417,consumption,consumption,national,national,MENA,14988045,4392550112,0.003412151169102018,0.0011941773331560217,30790514,5951116624,0.005173905326577919,0.0018991903078257597
Zambia,gini_pip_disposable_perCapita,gini,1993,0.5260860919952393,2015,0.5593663454055786,consumption,consumption,national,national,SS Africa,8270921,4392550112,0.0018829428894629307,0.000990590066167777,17835898,5951116624,0.0029970674626120385,0.0016764586734952665
Albania,gini_wid_pretaxNational_perAdult,gini,1996,0.4676297903060913,2018,0.4912658035755157,,,,,EE & CA,3300715,4392550112,0.0007514347966077341,0.0003513932963663751,2877019,5951116624,0.0004834418785203091,0.0002374984629333365
Australia,gini_wid_pretaxNational_perAdult,gini,1993,0.4519824087619781,2018,0.4797245562076568,,,,,W. Eur and Offshoots,17631514,4392550112,0.004013958532159371,0.0018142386460360865,24979228,5951116624,0.004197401862242517,0.0020135967455894837
Bangladesh,gini_wid_pretaxNational_perAdult,gini,1991,0.492511510848999,2016,0.5298373699188232,,,,,S & SE Asia,113418760,4392550112,0.025820709407537886,0.012716996601499447,163683952,5951116624,0.02750474614123442,0.014573042355756547
Belarus,gini_wid_pretaxNational_perAdult,gini,1993,0.3885889053344726,2018,0.4288583397865295,,,,,EE & CA,10480485,4392550112,0.002385968226376833,0.0009271607812506066,9695573,5951116624,0.0016292023182505186,0.0006986970013812824
Belgium,gini_wid_pretaxNational_perAdult,gini,1993,0.4423706531524658,2017,0.4362828731536865,,,,,W. Eur and Offshoots,10043738,4392550112,0.0022865391956625675,0.0010114978374439639,11448598,5951116624,0.0019237730871933254,0.0008393092497764415
Botswana,gini_wid_pretaxNational_perAdult,gini,1993,0.7703258991241455,2015,0.7003383636474609,,,,,SS Africa,1462267,4392550112,0.00033289705585947337,0.0002564392238707297,2451411,5951116624,0.0004119245437257625,0.00028848656089912745
Bulgaria,gini_wid_pretaxNational_perAdult,gini,1993,0.4519773423671722,2018,0.5472166538238525,,,,,EE & CA,8611541,4392550112,0.0019604878215217503,0.0008860960753146077,7117424,5951116624,0.0011959812669939032,0.0006544608669604153
Burkina Faso,gini_wid_pretaxNational_perAdult,gini,1994,0.6732966303825378,2014,0.5714213252067566,,,,,SS Africa,9840080,4392550112,0.0022401747843736382,0.001508302133786699,20392730,5951116624,0.0034267064970225996,0.0019580931676232566
Burundi,gini_wid_pretaxNational_perAdult,gini,1992,0.5397094488143921,2013,0.5873685479164124,,,,,SS Africa,5555227,4392550112,0.0012646929137640763,0.0006825667154070771,11493476,5951116624,0.0019313141929782488,0.0011343932130999917
Cameroon,gini_wid_pretaxNational_perAdult,gini,1996,0.6413590908050537,2014,0.6376999020576477,,,,,SS Africa,12486776,4392550112,0.0028427168004042567,0.0018232022625235254,25076752,5951116624,0.004213789375067707,0.002687133071772233
Canada,gini_wid_pretaxNational_perAdult,gini,1993,0.49408620595932,2018,0.5248655676841736,,,,,W. Eur and Offshoots,28668168,4392550112,0.006526543185399634,0.00322467496050376,37035260,5951116624,0.0062232455419613366,0.0032663673042195394
China,gini_wid_pretaxNational_perAdult,gini,1993,0.4775985479354858,2016,0.5537135601043701,,,,,East Asia,1195855616,4392550112,0.27224632286676576,0.13002444848194275,1417069440,5951116624,0.23811824394184483,0.13184930057883976
Cote d'Ivoire,gini_wid_pretaxNational_perAdult,gini,1993,0.5639062523841858,2015,0.6012070178985596,,,,,SS Africa,13316449,4392550112,0.003031598652368431,0.0017095374347900298,25493990,5951116624,0.004283900251120335,0.002575510894950947
Czechia,gini_wid_pretaxNational_perAdult,gini,1992,0.3468413352966308,2018,0.3802840709686279,,,,,EE & CA,10318915,4392550112,0.002349185492912141,0.0008147946332211208,10534598,5951116624,0.0017701884647186171,0.0006731744757449011
Denmark,gini_wid_pretaxNational_perAdult,gini,1993,0.3786754608154297,2017,0.4404613077640533,,,,,W. Eur and Offshoots,5193776,4392550112,0.0011824056339872213,0.0004477479983208713,5766689,5951116624,0.0009690095765799262,0.00042681122533628585
Egypt,gini_wid_pretaxNational_perAdult,gini,1993,0.5436928868293762,2017,0.5807857513427734,,,,,MENA,61382204,4392550112,0.013974161349305968,0.007597652125023653,103740768,5951116624,0.01743215173798281,0.01012434534466558
Estonia,gini_wid_pretaxNational_perAdult,gini,1988,0.363940417766571,2018,0.484555184841156,,,,,EE & CA,1504446,4392550112,0.00034249945057883495,0.00012464939312848222,1322146,5951116624,0.00022216771801580475,0.0001076525196688861
Eswatini,gini_wid_pretaxNational_perAdult,gini,1994,0.757526695728302,2016,0.7046754360198975,,,,,SS Africa,953454,4392550112,0.00021706161015562706,0.000164429964310657,1160430,5951116624,0.0001949936580506845,0.0001374072410079809
Ethiopia,gini_wid_pretaxNational_perAdult,gini,1995,0.6650482416152954,2015,0.5543134808540344,,,,,SS Africa,53791672,4392550112,0.012246114586842532,0.008144256972599045,111129440,5951116624,0.018673712350356385,0.01035109049339302
Finland,gini_wid_pretaxNational_perAdult,gini,1993,0.3644583225250244,2017,0.4448096752166748,,,,,W. Eur and Offshoots,5066609,4392550112,0.0011534550251705814,0.0004203862835817299,5515465,5951116624,0.0009267949778965717,0.00041224737311061936
France,gini_wid_pretaxNational_perAdult,gini,1993,0.4452670812606811,2018,0.4246239066123962,,,,,W. Eur and Offshoots,57053728,4392550112,0.012988748345553308,0.005783462065054022,64277812,5951116624,0.010800966618731147,0.004586348640835703
Gambia,gini_wid_pretaxNational_perAdult,gini,1992,0.6584714651107788,2015,0.5642502307891846,,,,,SS Africa,1168317,4392550112,0.00026597693144314436,0.00017513821973303643,2444916,5951116624,0.00041083315190631694,0.00023181270077898746
Georgia,gini_wid_pretaxNational_perAdult,gini,1997,0.588024377822876,2018,0.5922427773475647,,,,,EE & CA,5127512,4392550112,0.0011673200918054774,0.0006864126707040583,3772323,5951116624,0.0006338849056976572,0.00037541375706907963
Germany,gini_wid_pretaxNational_perAdult,gini,1993,0.4148876070976257,2017,0.4926205277442932,,,,,W. Eur and Offshoots,80573496,4392550112,0.018343216114912703,0.007610373040390738,82896696,5951116624,0.01392960367566811,0.006862008713976471
Ghana,gini_wid_pretaxNational_perAdult,gini,1991,0.5793704986572266,2016,0.6078388094902039,,,,,SS Africa,16643639,4392550112,0.003789060699508304,0.002195269986916626,30870648,5951116624,0.005187370698719481,0.003153085229894016
Greece,gini_wid_pretaxNational_perAdult,gini,1993,0.4820536971092224,2017,0.4617314040660858,,,,,W. Eur and Offshoots,10563442,4392550112,0.0024048540666939122,0.001159268793857949,10633275,5951116624,0.001786769722696666,0.0008250076928035024
Hungary,gini_wid_pretaxNational_perAdult,gini,1993,0.3501553833484649,2018,0.4267737865447998,,,,,EE & CA,10357423,4392550112,0.0023579521544226834,0.0008256496405492134,9776361,5951116624,0.0016427775857346398,0.0007010944107148968
India,gini_wid_pretaxNational_perAdult,gini,1993,0.4852572083473205,2013,0.6278591156005859,,,,,S & SE Asia,926351296,4392550112,0.2108914576681328,0.10233660001233524,1369003264,5951116624,0.23004141079659002,0.1444335967342581
Indonesia,gini_wid_pretaxNational_perAdult,gini,1993,0.5807081460952759,2017,0.5446759462356567,,,,,S & SE Asia,191737280,4392550112,0.043650561771894934,0.025348236802574427,267066848,5951116624,0.04487676261005501,0.02444329313862465
Iran,gini_wid_pretaxNational_perAdult,gini,1994,0.6240194439888,2017,0.6006991863250732,,,,,MENA,59755432,4392550112,0.013603813383199485,0.00848904406351154,85617560,5951116624,0.01438680594070643,0.008642142622399082
Ireland,gini_wid_pretaxNational_perAdult,gini,1993,0.4341701865196228,2018,0.4715125858783722,,,,,W. Eur and Offshoots,3545700,4392550112,0.0008072076378396933,0.0003504654906809238,4834506,5951116624,0.0008123695611178465,0.0003830424724515541
Israel,gini_wid_pretaxNational_perAdult,gini,1992,0.595893919467926,2016,0.5936489701271057,,,,,MENA,5213005,4392550112,0.001186783273287788,0.0007071969362784349,8456487,5951116624,0.001420991644811026,0.0008435702265012875
Italy,gini_wid_pretaxNational_perAdult,gini,1993,0.4718528091907501,2014,0.5038950443267822,,,,,W. Eur and Offshoots,56869456,4392550112,0.012946797315900491,0.0061089826835309105,59877432,5951116624,0.010061545720432179,0.005069963026793119
Kazakhstan,gini_wid_pretaxNational_perAdult,gini,1993,0.4716032445430755,2017,0.5280768871307373,,,,,EE & CA,16979700,4392550112,0.0038655677378871983,0.0018230142871886396,18538100,5951116624,0.0031150624615956107,0.001644992487937222
Kenya,gini_wid_pretaxNational_perAdult,gini,1992,0.7440922260284424,2015,0.5990399718284607,,,,,SS Africa,25391832,4392550112,0.005780658467761608,0.0043013430271869,49953300,5951116624,0.008393937332457156,0.0050283039831649995
Laos,gini_wid_pretaxNational_perAdult,gini,1992,0.5739885568618774,2018,0.6012710928916931,,,,,S & SE Asia,4685293,4392550112,0.0010666453154854754,0.00061224220531899,7105008,5951116624,0.0011938949358422117,0.0007178545128717045
Latvia,gini_wid_pretaxNational_perAdult,gini,1994,0.4541557729244232,2018,0.4936446249485016,,,,,EE & CA,2638889,4392550112,0.0006007646885554757,0.0002728407514766125,1935632,5951116624,0.00032525526254919516,0.00016056051209362385
Lesotho,gini_wid_pretaxNational_perAdult,gini,1993,0.7490344643592834,2017,0.6188754439353943,,,,,SS Africa,1885486,4392550112,0.00042924632660400257,0.00032152029232601913,2198030,5951116624,0.00036934749205479525,0.00022858009311183593
Lithuania,gini_wid_pretaxNational_perAdult,gini,1994,0.4928840398788452,2017,0.5122392773628235,,,,,EE & CA,3788532,4392550112,0.0008624903309924947,0.0004251077186960232,2876128,5951116624,0.0004832921587187501,0.00024756122613721153
Luxembourg,gini_wid_pretaxNational_perAdult,gini,1994,0.4557977318763733,2017,0.4896592795848846,,,,,W. Eur and Offshoots,396705,4392550112,9.031314154305088e-05,4.116452507395246e-05,607920,5951116624,0.00010215225787179936,5.001980099747463e-05
Malawi,gini_wid_pretaxNational_perAdult,gini,1997,0.6100647449493408,2016,0.6679621934890747,,,,,SS Africa,10257232,4392550112,0.0023351428528904624,0.001424588328968896,18367886,5951116624,0.003086460434319998,0.002061638881825628
