country,year,issue,id,value,value_formatted,description
Algeria,1969,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1970,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1970,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1970,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1970,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1970,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1970,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1971,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1971,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1971,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1971,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1971,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1971,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1972,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1972,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1972,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1972,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1972,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1972,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1973,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1973,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1973,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1973,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1973,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1973,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1974,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1974,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1974,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1974,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1974,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1974,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1975,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1975,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1975,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1975,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1975,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1975,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1976,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1976,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1976,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1976,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1976,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1976,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1977,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1977,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1977,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1977,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1977,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1977,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1978,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1978,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1978,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1978,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1978,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1978,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1979,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1979,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1979,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1979,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1979,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1979,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1980,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1980,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1980,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1980,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1980,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1980,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1981,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1981,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1981,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1981,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1981,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1981,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1982,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1982,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1982,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1982,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1982,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1982,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1983,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1983,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1983,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1983,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1983,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1983,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1984,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1984,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1984,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1984,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1984,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1984,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1985,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1985,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1985,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1985,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1985,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1985,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1986,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1986,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1986,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1986,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1986,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1986,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1987,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1987,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1987,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1987,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1987,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1987,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1988,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1988,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1988,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1988,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1988,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1988,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1989,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1989,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1989,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1989,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1989,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1989,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1990,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1990,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1990,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1990,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1990,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1990,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1991,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1991,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1991,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1991,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1991,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1991,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1992,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1992,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1992,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1992,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1992,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1992,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1993,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1993,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1993,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1993,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1993,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1993,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1994,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1994,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1994,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1994,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1994,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1994,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
Algeria,1995,homosexuality,31.0,"Male illegal, female legal","Male illegal, female legal",Two months to two years in prison and fine. Not enforced. 
Algeria,1995,homosexuality,37.0,Illegal (imprisonment as punishment),Illegal (imprisonment as punishment),"Article 333 of Algerian law punishes same sex activity with between 2 months and 2 years imprisonment, and a fine of 500 to 2000 Dinars. Article 338 refers to ""outrage to public decency"" consisting of ""an act against nature with an individual of the same sex"", with a steeper penalty of between 6 months and 3 years imprisonment and a fine of between 1,000 and 10,000 Dinars."
Algeria,1995,marriage,13.0,Unrecognized,Unrecognized,Homosexuality is currently illegal.
Algeria,1995,marriage,15.0,Not legal,Not legal,All Homosexual Activity is outlawed.
Algeria,1995,military,16.0,Legal,Legal,No laws criminalizing or restricting service.
Algeria,1995,military,18.0,Illegal,Illegal,All Homosexual Activity is outlawed.
