country,series_code,indicator_name,year_1980,value_1980,year_2018,value_2018,pipwelfare_1980,pipwelfare_2018,pipreportinglevel_1980,pipreportinglevel_2018
Denmark,gini_wid_pretaxNational_perAdult,gini,1980,0.3401857614517212,2017,0.43844568729400635,,,,
Ethiopia,gini_wid_pretaxNational_perAdult,gini,1981,0.5469196438789368,2015,0.5543134212493896,,,,
Finland,gini_wid_pretaxNational_perAdult,gini,1980,0.39799660444259644,2017,0.43583032488822937,,,,
France,gini_wid_pretaxNational_perAdult,gini,1980,0.4292876124382019,2018,0.4575912654399872,,,,
Germany,gini_wid_pretaxNational_perAdult,gini,1981,0.4147546589374542,2017,0.4918748736381531,,,,
Greece,gini_wid_pretaxNational_perAdult,gini,1980,0.47756195068359375,2017,0.4654751718044281,,,,
Hong Kong,gini_wid_pretaxNational_perAdult,gini,1981,0.5256961584091187,2016,0.5931978225708008,,,,
Hungary,gini_wid_pretaxNational_perAdult,gini,1980,0.26294517517089844,2018,0.4267737865447998,,,,
Iceland,gini_wid_pretaxNational_perAdult,gini,1980,0.41445279121398926,2016,0.3930715024471283,,,,
India,gini_wid_pretaxNational_perAdult,gini,1980,0.4404766857624054,2022,0.633618175983429,,,,
Indonesia,gini_wid_pretaxNational_perAdult,gini,1985,0.5414184927940369,2017,0.544675886631012,,,,
Ireland,gini_wid_pretaxNational_perAdult,gini,1980,0.42007726430892944,2018,0.4752153158187866,,,,
Israel,gini_wid_pretaxNational_perAdult,gini,1979,0.5934280753135681,2016,0.5936489701271057,,,,
Italy,gini_wid_pretaxNational_perAdult,gini,1981,0.4194568991661072,2022,0.5310180187225342,,,,
Japan,gini_wid_pretaxNational_perAdult,gini,1981,0.46995970606803894,2018,0.5364195108413696,,,,
Luxembourg,gini_wid_pretaxNational_perAdult,gini,1985,0.44182702898979187,2017,0.4859314560890198,,,,
Madagascar,gini_wid_pretaxNational_perAdult,gini,1980,0.6479734778404236,2022,0.6137856841087341,,,,
Malaysia,gini_wid_pretaxNational_perAdult,gini,1984,0.5886042714118958,2015,0.5178910493850708,,,,
Malta,gini_wid_pretaxNational_perAdult,gini,1980,0.4110410213470459,2017,0.46095141768455505,,,,
Montenegro,gini_wid_pretaxNational_perAdult,gini,1980,0.4046503007411957,2017,0.4603269398212433,,,,
Morocco,gini_wid_pretaxNational_perAdult,gini,1984,0.5917370915412903,2022,0.5959965586662292,,,,
Nepal,gini_wid_pretaxNational_perAdult,gini,1984,0.43515247106552124,2022,0.43515247106552124,,,,
Netherlands,gini_wid_pretaxNational_perAdult,gini,1980,0.3876717984676361,2017,0.4329148530960083,,,,
New Zealand,gini_wid_pretaxNational_perAdult,gini,1980,0.47572755813598633,2018,0.46179690957069397,,,,
Nigeria,gini_wid_pretaxNational_perAdult,gini,1985,0.5699765086174011,2018,0.5451492071151733,,,,
North Macedonia,gini_wid_pretaxNational_perAdult,gini,1980,0.38399064540863037,2017,0.44061410427093506,,,,
Norway,gini_wid_pretaxNational_perAdult,gini,1980,0.3771423399448395,2017,0.4060421586036682,,,,
Philippines,gini_wid_pretaxNational_perAdult,gini,1985,0.6039862632751465,2018,0.5717208981513977,,,,
Poland,gini_wid_pretaxNational_perAdult,gini,1980,0.31129980087280273,2018,0.4802539348602295,,,,
Portugal,gini_wid_pretaxNational_perAdult,gini,1980,0.39060330390930176,2017,0.4872308373451233,,,,
Romania,gini_wid_pretaxNational_perAdult,gini,1980,0.3455871343612671,2018,0.4980320632457733,,,,
Russia,gini_wid_pretaxNational_perAdult,gini,1980,0.31198176741600037,2017,0.539675772190094,,,,
Rwanda,gini_wid_pretaxNational_perAdult,gini,1984,0.5076093077659607,2016,0.6360808610916138,,,,
Serbia,gini_wid_pretaxNational_perAdult,gini,1984,0.44090530276298523,2018,0.4968971610069275,,,,
Singapore,gini_wid_pretaxNational_perAdult,gini,1980,0.45385998487472534,2022,0.42840316891670227,,,,
Slovakia,gini_wid_pretaxNational_perAdult,gini,1980,0.34144508838653564,2018,0.3814890682697296,,,,
South Africa,gini_wid_pretaxNational_perAdult,gini,1981,0.5893378853797913,2022,0.7464854121208191,,,,
South Korea,gini_wid_pretaxNational_perAdult,gini,1980,0.4258277714252472,2016,0.4785057306289673,,,,
Spain,gini_wid_pretaxNational_perAdult,gini,1981,0.4403211176395416,2017,0.4511774778366089,,,,
Sri Lanka,gini_wid_pretaxNational_perAdult,gini,1985,0.5339537262916565,2016,0.5911437273025513,,,,
Sweden,gini_wid_pretaxNational_perAdult,gini,1980,0.31532901525497437,2017,0.39830100536346436,,,,
Switzerland,gini_wid_pretaxNational_perAdult,gini,1980,0.40737712383270264,2017,0.419507771730423,,,,
Taiwan,gini_wid_pretaxNational_perAdult,gini,1980,0.47224071621894836,2017,0.6085888743400574,,,,
Thailand,gini_wid_pretaxNational_perAdult,gini,1981,0.6687994003295898,2018,0.6233319044113159,,,,
Tunisia,gini_wid_pretaxNational_perAdult,gini,1985,0.6240671873092651,2015,0.5275900363922119,,,,
United Kingdom,gini_wid_pretaxNational_perAdult,gini,1981,0.4080052375793457,2017,0.4681171476840973,,,,
United States,gini_wid_pretaxNational_perAdult,gini,1980,0.45395714044570923,2018,0.5836438536643982,,,,
Argentina,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1980,19.342071533203125,2018,20.074556350708008,income,income,urban,urban
Australia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1981,10.478995323181152,2018,11.742362022399902,income,income,national,national
Bangladesh,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1983,5.721747875213623,2016,6.145714282989502,consumption,consumption,national,national
Belgium,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1985,5.977400302886963,2018,9.6382417678833,income,income,national,national
Botswana,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1985,23.263761520385742,2015,19.667179107666016,consumption,consumption,national,national
Brazil,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1981,24.619773864746094,2018,23.561569213867188,income,income,national,national
Canada,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1979,13.497154235839844,2018,12.249933242797852,income,income,national,national
China,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1981,8.276514053344727,2018,14.673508644104004,income,consumption,national,national
Colombia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1980,25.639638900756836,2018,20.434356689453125,income,income,urban,national
Costa Rica,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1981,25.056161880493164,2018,19.297147750854492,income,income,national,national
Cote d'Ivoire,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1985,17.382354736328125,2018,11.879744529724121,consumption,consumption,national,national
Ethiopia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1981,6.234340667724609,2015,12.365949630737305,consumption,consumption,rural,national
France,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1979,11.246700286865234,2018,10.034907341003418,income,income,national,national
India,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1977,7.143517017364502,2018,6.75021505355835,consumption,consumption,national,national
Indonesia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1984,8.429513931274414,2018,12.357150077819824,consumption,consumption,national,national
Israel,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1979,15.195395469665527,2018,20.49445152282715,income,income,national,national
Italy,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1980,10.489429473876953,2018,15.232851028442383,income,income,national,national
Luxembourg,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1985,6.742944717407227,2018,14.313420295715332,income,income,national,national
Malaysia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1984,19.92789077758789,2018,17.02021598815918,income,income,national,national
Mexico,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1984,18.36092758178711,2018,16.032737731933594,income,income,national,national
Morocco,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1984,14.076640129089355,2013,11.682022094726562,consumption,consumption,national,national
Netherlands,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1983,6.230123996734619,2018,8.0935697555542,income,income,national,national
Nigeria,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1985,17.93971061706543,2018,13.318072319030762,consumption,consumption,national,national
Norway,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1979,5.737981796264648,2018,8.042963981628418,income,income,national,national
Panama,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1979,23.70343017578125,2018,22.315235137939453,income,income,national,national
Philippines,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1985,14.850781440734863,2018,11.214404106140137,consumption,consumption,national,national
Poland,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1985,5.807180404663086,2018,9.528853416442871,income,income,national,national
Rwanda,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1984,3.4272854328155518,2016,12.571409225463867,consumption,consumption,rural,national
Spain,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1980,13.24915885925293,2018,15.714095115661621,income,income,national,national
Sri Lanka,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1985,8.748486518859863,2019,9.497572898864746,consumption,consumption,national,national
Sweden,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1981,6.499270915985107,2018,10.766722679138184,income,income,national,national
Switzerland,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1982,9.234430313110352,2018,11.249615669250488,income,income,national,national
Thailand,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1981,18.26806640625,2018,11.317448616027832,consumption,consumption,national,national
Tunisia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1985,17.120834350585938,2021,10.819109916687012,consumption,consumption,national,national
United Kingdom,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1980,6.982577800750732,2018,12.24964427947998,income,income,national,national
United States,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1980,15.996977806091309,2018,18.248611450195312,income,income,national,national
Uruguay,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1981,19.62744140625,2018,16.908246994018555,income,income,urban,national
Australia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,29.0,2018,28.0,,,,
Bangladesh,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1983,18.0,2016,18.0,,,,
Belgium,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1985,18.0,2017,18.0,,,,
Bosnia and Herzegovina,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2015,24.0,,,,
Botswana,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1985,33.0,2015,27.000001907348633,,,,
Bulgaria,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,19.0,,,,
Canada,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,21.0,2018,26.0,,,,
China,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,15.000000953674316,2016,30.000001907348633,,,,
Cote d'Ivoire,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1985,20.0,2015,24.0,,,,
Croatia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1984,17.0,2018,22.0,,,,
Czechia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2018,16.0,,,,
Denmark,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2017,18.0,,,,
Ethiopia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1981,18.0,2015,20.0,,,,
Finland,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2017,17.0,,,,
France,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,19.0,2018,20.0,,,,
Germany,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1981,19.0,2017,20.0,,,,
Greece,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2017,21.0,,,,
Hong Kong,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1981,15.000000953674316,2016,22.0,,,,
Hungary,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,14.0,2018,19.0,,,,
Iceland,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,19.0,2016,17.0,,,,
India,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,11.0,2022,9.0,,,,
Indonesia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1985,20.0,2017,21.0,,,,
Ireland,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,18.0,,,,
Israel,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1979,21.0,2016,24.0,,,,
Italy,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1981,24.0,2022,26.0,,,,
Japan,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1981,19.0,2018,18.0,,,,
Luxembourg,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1985,17.0,2017,20.0,,,,
Madagascar,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,20.0,2022,22.0,,,,
Malaysia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1984,22.0,2015,19.0,,,,
Malta,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2017,19.0,,,,
Montenegro,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2017,25.0,,,,
Morocco,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1984,20.0,2022,20.0,,,,
Nepal,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1984,16.0,2022,16.0,,,,
Netherlands,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,21.0,2017,19.0,,,,
New Zealand,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,27.000001907348633,2018,21.0,,,,
Nigeria,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1985,25.0,2018,22.0,,,,
North Macedonia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2017,25.0,,,,
Norway,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2017,17.0,,,,
Philippines,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1985,21.0,2018,20.0,,,,
Poland,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2018,19.0,,,,
Portugal,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,15.000000953674316,2017,19.0,,,,
Romania,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,23.0,,,,
Russia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2017,18.0,,,,
Rwanda,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1984,18.0,2016,21.0,,,,
Serbia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1984,19.0,2018,26.0,,,,
Singapore,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2022,17.0,,,,
Slovakia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,18.0,,,,
South Africa,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1981,17.0,2022,27.000001907348633,,,,
South Korea,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2016,19.0,,,,
Spain,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1981,14.0,2017,18.0,,,,
Sri Lanka,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1985,19.0,2016,19.0,,,,
Sweden,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2017,18.0,,,,
Switzerland,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2017,18.0,,,,
Taiwan,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,28.0,2017,31.0,,,,
Thailand,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1981,27.000001907348633,2018,30.000001907348633,,,,
Tunisia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1985,25.0,2015,20.0,,,,
United Kingdom,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1981,19.0,2017,18.0,,,,
United States,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,24.0,2018,28.0,,,,
Argentina,p90p100Share_pip_disposable_perCapita,p90p100Share,1980,30.175369262695312,2018,30.148590087890625,income,income,urban,urban
Australia,p90p100Share_pip_disposable_perCapita,p90p100Share,1981,23.3016357421875,2018,26.61338996887207,income,income,national,national
Bangladesh,p90p100Share_pip_disposable_perCapita,p90p100Share,1983,21.865631103515625,2016,26.835071563720703,consumption,consumption,national,national
Belgium,p90p100Share_pip_disposable_perCapita,p90p100Share,1985,20.6418399810791,2018,22.24361801147461,income,income,national,national
Botswana,p90p100Share_pip_disposable_perCapita,p90p100Share,1985,42.930870056152344,2015,41.47603225708008,consumption,consumption,national,national
Brazil,p90p100Share_pip_disposable_perCapita,p90p100Share,1981,45.88058090209961,2018,42.47370529174805,income,income,national,national
Canada,p90p100Share_pip_disposable_perCapita,p90p100Share,1979,24.428329467773438,2018,24.787044525146484,income,income,national,national
China,p90p100Share_pip_disposable_perCapita,p90p100Share,1981,21.734970092773438,2018,29.43410873413086,income,consumption,national,national
Colombia,p90p100Share_pip_disposable_perCapita,p90p100Share,1980,47.44688415527344,2018,39.66259765625,income,income,urban,national
Costa Rica,p90p100Share_pip_disposable_perCapita,p90p100Share,1981,33.73237991333008,2018,36.353450775146484,income,income,national,national
Cote d'Ivoire,p90p100Share_pip_disposable_perCapita,p90p100Share,1985,35.607826232910156,2018,28.983417510986328,consumption,consumption,national,national
Ethiopia,p90p100Share_pip_disposable_perCapita,p90p100Share,1981,27.516511917114258,2015,28.464752197265625,consumption,consumption,rural,national
France,p90p100Share_pip_disposable_perCapita,p90p100Share,1979,26.597400665283203,2018,26.69635772705078,income,income,national,national
India,p90p100Share_pip_disposable_perCapita,p90p100Share,1977,27.417200088500977,2018,28.37216567993164,consumption,consumption,national,national
Indonesia,p90p100Share_pip_disposable_perCapita,p90p100Share,1984,26.970247268676758,2018,29.91118049621582,consumption,consumption,national,national
Israel,p90p100Share_pip_disposable_perCapita,p90p100Share,1979,26.907211303710938,2018,27.624862670898438,income,income,national,national
Italy,p90p100Share_pip_disposable_perCapita,p90p100Share,1980,25.367021560668945,2018,25.92391014099121,income,income,national,national
Luxembourg,p90p100Share_pip_disposable_perCapita,p90p100Share,1985,21.539119720458984,2018,26.627275466918945,income,income,national,national
Malaysia,p90p100Share_pip_disposable_perCapita,p90p100Share,1984,38.45030212402344,2018,31.192773818969727,income,income,national,national
Mexico,p90p100Share_pip_disposable_perCapita,p90p100Share,1984,37.87241744995117,2018,36.630882263183594,income,income,national,national
Morocco,p90p100Share_pip_disposable_perCapita,p90p100Share,1984,31.84375762939453,2013,31.885164260864258,consumption,consumption,national,national
Netherlands,p90p100Share_pip_disposable_perCapita,p90p100Share,1983,22.61043930053711,2018,22.972570419311523,income,income,national,national
Nigeria,p90p100Share_pip_disposable_perCapita,p90p100Share,1985,28.206932067871094,2018,26.743194580078125,consumption,consumption,national,national
Norway,p90p100Share_pip_disposable_perCapita,p90p100Share,1979,21.84733772277832,2018,22.2056827545166,income,income,national,national
Panama,p90p100Share_pip_disposable_perCapita,p90p100Share,1979,35.996524810791016,2018,37.10797882080078,income,income,national,national
Philippines,p90p100Share_pip_disposable_perCapita,p90p100Share,1985,32.7348518371582,2018,29.81129264831543,consumption,consumption,national,national
Poland,p90p100Share_pip_disposable_perCapita,p90p100Share,1985,20.864858627319336,2018,24.01507568359375,income,income,national,national
Rwanda,p90p100Share_pip_disposable_perCapita,p90p100Share,1984,24.584617614746094,2016,35.63444519042969,consumption,consumption,rural,national
Spain,p90p100Share_pip_disposable_perCapita,p90p100Share,1980,26.279216766357422,2018,25.3392276763916,income,income,national,national
Sri Lanka,p90p100Share_pip_disposable_perCapita,p90p100Share,1985,26.416419982910156,2019,30.841503143310547,consumption,consumption,national,national
Sweden,p90p100Share_pip_disposable_perCapita,p90p100Share,1981,18.28803062438965,2018,22.909320831298828,income,income,national,national
Switzerland,p90p100Share_pip_disposable_perCapita,p90p100Share,1982,28.561063766479492,2018,25.78742218017578,income,income,national,national
Taiwan,p90p100Share_pip_disposable_perCapita,p90p100Share,1981,24.286678314208984,2018,25.342676162719727,income,income,national,national
Thailand,p90p100Share_pip_disposable_perCapita,p90p100Share,1981,35.507808685302734,2018,28.148820877075195,consumption,consumption,national,national
Tunisia,p90p100Share_pip_disposable_perCapita,p90p100Share,1985,34.08427047729492,2021,26.984542846679688,consumption,consumption,national,national
United Kingdom,p90p100Share_pip_disposable_perCapita,p90p100Share,1980,22.878076553344727,2018,25.824665069580078,income,income,national,national
United States,p90p100Share_pip_disposable_perCapita,p90p100Share,1980,25.249523162841797,2018,30.7496280670166,income,income,national,national
Uruguay,p90p100Share_pip_disposable_perCapita,p90p100Share,1981,33.31595230102539,2018,29.67904281616211,income,income,urban,national
Australia,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1980,24.850000381469727,2018,33.7599983215332,,,,
Bangladesh,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1983,36.52000045776367,2016,42.38999938964844,,,,
Belgium,p90p100Share_wid_pretaxNational_perAdult,p90p100Share,1985,31.200000762939453,2017,31.770000457763672,,,,
