Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2011 [YR2011]
Cabo Verde,CPV,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,48.59167893
Cambodia,KHM,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1527.557938
Cambodia,KHM,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1347.114681
Cameroon,CMR,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,230.3752697
Cameroon,CMR,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,227.2116556
Canada,CAN,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.284584151
Canada,CAN,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.242597231
Cayman Islands,CYM,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.135736683
Cayman Islands,CYM,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.958799448
Central African Republic,CAF,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,267.8691005
Central African Republic,CAF,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,255.8617534
Chad,TCD,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,251.2961585
Chad,TCD,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,250.4430106
Chile,CHL,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,391.6442351
Chile,CHL,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,348.0168471
China,CHN,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,3.696111834
China,CHN,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,3.505536007
Colombia,COL,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1196.95463
Colombia,COL,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1161.909895
Comoros,COM,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,220.572489
Comoros,COM,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,207.5844764
"Congo, Dem. Rep.",COD,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,537.7323459
"Congo, Dem. Rep.",COD,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,521.8696964
"Congo, Rep.",COG,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,296.5002862
"Congo, Rep.",COG,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,289.2989942
Cook Islands,COK,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.56361536
Cook Islands,COK,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
Costa Rica,CRI,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,343.7856684
Costa Rica,CRI,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,346.7382979
Côte d'Ivoire,CIV,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,235.6879083
Côte d'Ivoire,CIV,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,228.22848
Croatia,HRV,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,4.358502824
Croatia,HRV,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,3.802134669
Cuba,CUB,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.29162523
Cuba,CUB,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.321938711
Curaçao,CUW,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.429157892
Curaçao,CUW,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.292181626
Cyprus,CYP,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.711552766
Cyprus,CYP,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.672801035
Czech Republic,CZE,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,14.90096924
Czech Republic,CZE,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,13.46799521
Denmark,DNK,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,8.523886415
Denmark,DNK,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,7.689278589
Djibouti,DJI,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,101.4805839
Djibouti,DJI,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,94.0030669
Dominica,DMA,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,2.069117708
Dominica,DMA,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.861057333
Dominican Republic,DOM,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,20.74102992
Dominican Republic,DOM,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,19.44882326
East Asia & Pacific (ICP),EAB,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,..
East Asia & Pacific (ICP),EAB,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
Ecuador,ECU,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.547234451
Ecuador,ECU,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.526181381
"Egypt, Arab Rep.",EGY,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.802979281
"Egypt, Arab Rep.",EGY,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.624829355
El Salvador,SLV,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.530773513
El Salvador,SLV,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.503038767
Equatorial Guinea,GNQ,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,321.3543143
Equatorial Guinea,GNQ,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,294.5718599
Eritrea,ERI,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,..
Eritrea,ERI,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,5.932087
Estonia,EST,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.608563436
Estonia,EST,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.52407076
Eswatini,SWZ,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,4.049068841
Eswatini,SWZ,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,3.900486277
Ethiopia,ETH,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,5.438613626
Ethiopia,ETH,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,4.919337203
Europe & Central Asia (ICP),ECB,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,..
Europe & Central Asia (ICP),ECB,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
Fiji,FJI,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.216540939
Fiji,FJI,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.042354804
Finland,FIN,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.980246278
Finland,FIN,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.907057173
France,FRA,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.879754085
France,FRA,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.844618179
French Polynesia,PYF,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,119.5929918
French Polynesia,PYF,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
Gabon,GAB,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,359.2185311
Gabon,GAB,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,318.1557145
"Gambia, The",GMB,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,10.82647365
"Gambia, The",GMB,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,9.938787097
Georgia,GEO,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.841907089
Georgia,GEO,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.858816276
Germany,DEU,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.818029202
Germany,DEU,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.778586776
Ghana,GHA,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.788021722
Ghana,GHA,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.699392277
Greece,GRC,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.758253883
Greece,GRC,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.693179276
Grenada,GRD,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,2.091760806
Grenada,GRD,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,1.783121721
Guam,GUM,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.084815247
Guam,GUM,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,..
Guatemala,GTM,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,3.87323918
Guatemala,GTM,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,3.62607445
Guinea,GIN,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,2572.34312
Guinea,GIN,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,2518.386366
Guinea-Bissau,GNB,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,248.2358073
Guinea-Bissau,GNB,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,220.0846712
Guyana,GUY,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,..
Guyana,GUY,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,114.4347
Haiti,HTI,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,20.70574367
Haiti,HTI,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,19.10822696
Honduras,HND,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,10.08031428
Honduras,HND,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,9.914643358
"Hong Kong SAR, China",HKG,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,5.753488305
"Hong Kong SAR, China",HKG,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,5.461593024
Hungary,HUN,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,137.8828724
Hungary,HUN,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,123.650109
Iceland,ISL,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,138.8949544
Iceland,ISL,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,133.5632966
India,IND,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,14.97516165
India,IND,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,15.10943462
Indonesia,IDN,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,4091.939086
Indonesia,IDN,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,3606.566084
"Iran, Islamic Rep.",IRN,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,5001.36341
"Iran, Islamic Rep.",IRN,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,4657.463172
Iraq,IRQ,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,573.4181658
Iraq,IRQ,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,516.5212502
Ireland,IRL,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.951714249
Ireland,IRL,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.827249787
Israel,ISR,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,4.270233236
Israel,ISR,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,3.944763313
Italy,ITA,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.825394544
Italy,ITA,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.768424522
Jamaica,JAM,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,63.3544472
Jamaica,JAM,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,54.12169326
Japan,JPN,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,116.1032356
Japan,JPN,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,107.4542813
Jordan,JOR,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,0.319331584
Jordan,JOR,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,0.293373076
Kazakhstan,KAZ,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,83.61161598
Kazakhstan,KAZ,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,80.17069868
Kenya,KEN,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,35.42959486
Kenya,KEN,PPPs (US$ = 1),PPPGlob,100000:GROSS DOMESTIC PRODUCT,100000,34.2981005
Kiribati,KIR,PPPs (US$ = 1),PPPGlob,110000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS,110000,1.065703989
