indicator_name,country,year_1993_pip,value_1993_pip,pipwelfare_1993_pip,year_2018_pip,value_2018_pip,pipwelfare_2018_pip,year_1993_wid,value_1993_wid,year_2018_wid,value_2018_wid,wid_is_extrapolated,region,population_1993,population_2018,pipreportinglevel_1993_pip,pipreportinglevel_2018_pip
gini,Ethiopia,1995.0,44.56451416015625,consumption,2015.0,34.993125915527344,consumption,1995.0,66.50482177734375,2015.0,55.43134307861328,0.0,SS Africa,53791672,111129440,national,national
gini,Finland,1991.0,22.8797607421875,income,2018.0,27.32977294921875,income,1993.0,33.85969924926758,2017.0,43.5830307006836,0.0,W. Eur and Offshoots,5066609,5515465,national,national
gini,France,1990.0,32.11906433105469,income,2018.0,32.38068771362305,income,1993.0,44.81520080566406,2018.0,45.759124755859375,0.0,W. Eur and Offshoots,57053728,64277812,national,national
gini,Gambia,1998.0,48.51946640014648,consumption,2020.0,38.757205963134766,consumption,1992.0,65.84716796875,2015.0,56.42502212524414,0.0,SS Africa,1168317,2444916,national,national
gini,Georgia,1996.0,37.13270568847656,consumption,2018.0,36.41136169433594,consumption,1997.0,58.80243682861328,2018.0,59.22427368164063,0.0,EE & CA,5127512,3772323,national,national
gini,Germany,1993.0,28.541542053222656,income,2018.0,31.79068946838379,income,1993.0,44.08910751342773,2017.0,49.1874885559082,0.0,W. Eur and Offshoots,80573496,82896696,national,national
gini,Ghana,1991.0,38.43722915649414,consumption,2016.0,43.52088165283203,consumption,1991.0,57.937042236328125,2016.0,60.78388214111328,0.0,SS Africa,16643639,30870648,national,national
gini,Greece,1995.0,36.97557067871094,income,2018.0,32.891204833984375,income,1993.0,47.82297897338867,2017.0,46.54751586914063,0.0,W. Eur and Offshoots,10563442,10633275,national,national
gini,Guatemala,1989.0,59.59877395629883,income,2014.0,48.278587341308594,income,1993.0,67.57266998291016,2018.0,65.0727767944336,1.0,LAC,9831871,16850176,national,national
gini,Guinea,1994.0,46.08160781860352,consumption,2018.0,29.59195327758789,consumption,1991.0,61.9251594543457,2022.0,49.45793151855469,0.0,SS Africa,7046101,12554871,national,national
gini,Guinea-Bissau,1993.0,43.61022567749024,consumption,2018.0,34.76523208618164,consumption,1993.0,62.95131301879883,2022.0,55.19309616088867,0.0,SS Africa,1056767,1924954,national,national
gini,Honduras,1993.0,53.46744537353516,income,2018.0,48.93778610229492,income,1993.0,67.57266998291016,2018.0,65.07276916503906,1.0,LAC,5496843,9792854,national,national
gini,Hong Kong,,,,,,,1991.0,55.15170669555664,2016.0,59.31978225708008,0.0,East Asia,6089809,7481563,,
gini,Hungary,1993.0,27.94097328186035,income,2018.0,29.612043380737305,income,1993.0,34.033138275146484,2018.0,42.6773796081543,0.0,EE & CA,10357423,9776361,national,national
gini,Iceland,,,,,,,1993.0,41.39686584472656,2016.0,39.307151794433594,0.0,W. Eur and Offshoots,263942,352951,,
gini,India,1993.0,31.55753898620605,consumption,2018.0,34.54484176635742,consumption,1993.0,48.52571105957031,2022.0,63.36181640625,0.0,S & SE Asia,926351296,1369003264,national,national
gini,Indonesia,1993.0,33.16279983520508,consumption,2018.0,38.410377502441406,consumption,1993.0,58.07080841064453,2017.0,54.46759033203125,0.0,S & SE Asia,191737280,267066848,national,national
gini,Iran,1994.0,42.99837112426758,consumption,2018.0,37.41990661621094,consumption,1994.0,62.40193939208984,2017.0,60.06991958618164,0.0,MENA,59755432,85617560,national,national
gini,Ireland,1994.0,36.914207458496094,income,2018.0,30.60292625427246,income,1993.0,43.60567092895508,2018.0,47.52153015136719,0.0,W. Eur and Offshoots,3545700,4834506,national,national
gini,Israel,1992.0,35.50725555419922,income,2018.0,38.57717514038086,income,1992.0,59.58939743041992,2016.0,59.36489868164063,0.0,MENA,5213005,8456487,national,national
gini,Italy,1993.0,35.09064483642578,income,2018.0,35.22257232666016,income,1993.0,44.7859001159668,2022.0,53.10180282592773,0.0,W. Eur and Offshoots,56869456,59877432,national,national
gini,Jamaica,1993.0,35.67341995239258,consumption,2018.0,35.63867950439453,consumption,1993.0,67.57267761230469,2018.0,65.0727767944336,1.0,LAC,2459064,2811842,national,national
gini,Japan,,,,,,,1993.0,47.877986907958984,2018.0,53.64195251464844,0.0,East Asia,124779576,126255872,,
gini,Jordan,,,,,,,1992.0,63.37610626220703,2022.0,58.53565216064453,0.0,MENA,4075763,10459864,,
gini,Kazakhstan,1996.0,35.3783073425293,consumption,2018.0,27.79287338256836,consumption,1993.0,47.16032409667969,2017.0,52.80768203735352,0.0,EE & CA,16979700,18538100,national,national
gini,Kenya,1992.0,57.46096420288086,consumption,2020.0,36.24645614624024,consumption,1992.0,74.40921783447266,2015.0,59.90400314331055,0.0,SS Africa,25391832,49953300,national,national
gini,Kyrgyzstan,1998.0,46.37198257446289,income,2018.0,27.690326690673828,consumption,1998.0,54.2579231262207,2018.0,50.89825820922852,0.0,EE & CA,4507638,6223503,national,national
gini,Laos,1992.0,34.309776306152344,consumption,2018.0,38.802433013916016,consumption,1992.0,57.39884948730469,2018.0,60.12710952758789,0.0,S & SE Asia,4685293,7105008,national,national
gini,Latvia,1993.0,26.99313163757324,income,2018.0,35.09614944458008,income,1994.0,45.41557312011719,2018.0,48.17802047729492,0.0,EE & CA,2638889,1935632,national,national
gini,Lesotho,1994.0,63.2403678894043,consumption,2017.0,44.87970352172852,consumption,1993.0,74.9034423828125,2017.0,61.88753890991211,0.0,SS Africa,1885486,2198030,national,national
gini,Lithuania,1993.0,33.641136169433594,income,2018.0,35.70780944824219,income,1994.0,49.28840255737305,2017.0,51.223934173583984,0.0,EE & CA,3788532,2876128,national,national
gini,Luxembourg,1993.0,27.04790496826172,income,2018.0,35.36809539794922,income,1994.0,48.3349609375,2017.0,48.59314727783203,0.0,W. Eur and Offshoots,396705,607920,national,national
gini,Madagascar,,,,,,,1997.0,58.417720794677734,2022.0,61.37856674194336,0.0,SS Africa,13020110,26846544,,
gini,Malawi,1997.0,65.75556945800781,consumption,2019.0,38.54317474365234,consumption,1997.0,61.0064697265625,2016.0,66.79621887207031,0.0,SS Africa,10257232,18367886,national,national
gini,Malaysia,1992.0,47.65372467041016,income,2018.0,41.17677688598633,income,1992.0,58.24147033691406,2015.0,51.78910446166992,0.0,S & SE Asia,19050074,32399270,national,national
gini,Mali,1994.0,50.44123458862305,consumption,2018.0,35.96335983276367,consumption,1994.0,68.32321166992188,2022.0,56.134883880615234,0.0,SS Africa,9506515,19934304,national,national
gini,Malta,,,,,,,1993.0,41.104103088378906,2017.0,46.09514236450195,0.0,W. Eur and Offshoots,375257,491590,,
gini,Mauritania,1993.0,50.05155944824219,consumption,2019.0,31.9968376159668,consumption,1993.0,70.33834838867188,2022.0,52.13520050048828,0.0,SS Africa,2237070,4270717,national,national
gini,Mexico,1992.0,52.311222076416016,income,2018.0,45.95524215698242,income,1993.0,69.78123474121094,2018.0,75.6332015991211,1.0,LAC,86648440,124013864,national,national
gini,Moldova,1997.0,36.94214630126953,consumption,2018.0,25.66164779663086,consumption,1993.0,48.27233123779297,2018.0,46.48162841796875,0.0,EE & CA,4493699,3141839,national,national
gini,Mongolia,1995.0,33.19533920288086,consumption,2018.0,32.740989685058594,consumption,1995.0,56.47898483276367,2017.0,55.74364471435547,0.0,East Asia,2270313,3163994,national,national
gini,Montenegro,,,,,,,1989.0,40.75018310546875,2017.0,46.03269577026367,0.0,EE & CA,629560,631459,,
gini,Morocco,1990.0,39.20690536499024,consumption,2013.0,39.54850769042969,consumption,1993.0,59.54183197021485,2018.0,59.59964370727539,1.0,MENA,25806782,35927516,national,national
gini,Mozambique,1996.0,53.55986404418945,consumption,2019.0,50.4539794921875,consumption,1996.0,70.90849304199219,2022.0,72.47565460205078,0.0,SS Africa,14206253,29423882,national,national
gini,Nepal,,,,,,,1995.0,56.406551361083984,2022.0,43.5152473449707,0.0,S & SE Asia,21267356,28506718,,
gini,Netherlands,1993.0,30.43498039245605,income,2018.0,28.12108039855957,income,1993.0,39.4160270690918,2017.0,43.29148483276367,0.0,W. Eur and Offshoots,15251088,17286042,national,national
gini,New Zealand,,,,,,,1993.0,51.25581741333008,2018.0,46.179691314697266,0.0,W. Eur and Offshoots,3573739,4838528,,
gini,Nicaragua,1993.0,49.06174850463867,consumption,2014.0,46.15629196166992,income,1993.0,67.57267761230469,2018.0,65.0727767944336,1.0,LAC,4526690,6572234,national,national
gini,Niger,1992.0,36.0975456237793,consumption,2018.0,37.259422302246094,consumption,1992.0,57.08466720581055,2022.0,58.74175262451172,0.0,SS Africa,9193081,22577060,national,national
gini,Nigeria,1992.0,44.98405456542969,consumption,2018.0,35.127742767333984,consumption,1992.0,60.42429733276367,2018.0,54.51491928100586,0.0,SS Africa,102775472,198387616,national,national
gini,North Macedonia,1998.0,28.12858009338379,consumption,2018.0,32.96070098876953,income,1996.0,52.06471252441406,2017.0,44.06140899658203,0.0,EE & CA,1996896,2113497,national,national
gini,Norway,1991.0,25.227584838867188,income,2018.0,27.560863494873047,income,1993.0,34.928443908691406,2017.0,40.60421752929688,0.0,W. Eur and Offshoots,4312138,5312321,national,national
gini,Pakistan,1990.0,33.248661041259766,consumption,2018.0,29.589265823364254,consumption,1990.0,53.98648452758789,2018.0,52.97809219360352,0.0,S & SE Asia,125546624,219731488,national,national
gini,Palestine,,,,,,,1997.0,61.69699478149414,2016.0,61.410133361816406,0.0,MENA,2410651,4805549,,
gini,Panama,1991.0,58.2196159362793,income,2018.0,49.21247482299805,income,1993.0,67.57266998291016,2018.0,65.07276916503906,1.0,LAC,2607502,4165258,national,national
gini,Papua New Guinea,,,,,,,1996.0,62.90407180786133,2022.0,62.90407180786133,0.0,S & SE Asia,4291592,9329233,,
gini,Paraguay,1995.0,58.15904235839844,income,2018.0,45.9551010131836,income,1993.0,67.57266998291016,2018.0,65.0727767944336,1.0,LAC,4386206,6443337,national,national
gini,Peru,1997.0,53.25936508178711,income,2018.0,42.36569213867188,income,1993.0,68.1778335571289,2018.0,69.44293212890625,1.0,LAC,23513888,32203946,national,national
gini,Philippines,1994.0,42.88838958740234,consumption,2018.0,37.81170654296875,consumption,1994.0,61.56739044189453,2018.0,57.17208862304688,0.0,S & SE Asia,66083324,108568832,national,national
gini,Poland,1992.0,29.298561096191406,income,2020.0,28.462860107421875,income,1993.0,37.40431594848633,2018.0,48.02539443969727,0.0,EE & CA,38319300,38521464,national,national
gini,Portugal,,,,,,,1993.0,47.251548767089844,2017.0,48.72308349609375,0.0,W. Eur and Offshoots,9992104,10289833,,
gini,Romania,1992.0,25.461727142333984,income,2017.0,36.01682662963867,income,1993.0,40.12729644775391,2018.0,49.80320739746094,0.0,EE & CA,22721662,19606778,national,national
gini,Russia,1993.0,48.375736236572266,consumption,2018.0,37.47300338745117,consumption,1993.0,45.943634033203125,2017.0,53.96757888793945,0.0,EE & CA,148897280,145652288,national,national
gini,Saint Lucia,1995.0,42.584381103515625,income,2015.0,43.69342041015625,consumption,,,,,,LAC,148610,177894,national,national
gini,Senegal,1994.0,41.440711975097656,consumption,2018.0,38.31478500366211,consumption,1994.0,61.99274063110352,2022.0,58.417816162109375,0.0,SS Africa,8196551,15574910,national,national
gini,Serbia,,,,,,,1989.0,43.141517639160156,2018.0,49.68971633911133,0.0,EE & CA,7957074,7433825,,
gini,Sierra Leone,,,,,,,1989.0,74.20238494873047,2018.0,57.10726547241211,0.0,SS Africa,4295693,7861287,,
gini,Singapore,,,,,,,1993.0,45.3659782409668,2022.0,42.84031677246094,0.0,S & SE Asia,3334134,5814543,,
gini,Slovakia,1992.0,20.18657684326172,income,2018.0,24.97014617919922,income,1997.0,36.59453582763672,2018.0,38.14890670776367,0.0,EE & CA,5321863,5446746,national,national
gini,Slovenia,1993.0,29.18499183654785,income,2018.0,24.633363723754883,income,1993.0,36.98144912719727,2018.0,40.73312759399414,0.0,EE & CA,1991685,2105931,national,national
gini,South Africa,1993.0,59.33393859863281,consumption,2014.0,63.02606964111328,consumption,1993.0,58.25761032104492,2022.0,74.64854431152344,0.0,SS Africa,42525444,57339632,national,national
gini,South Korea,,,,,,,1993.0,35.19591522216797,2016.0,47.8505744934082,0.0,East Asia,44932856,51676900,,
gini,Spain,1993.0,35.66090774536133,income,2018.0,34.71894836425781,income,1993.0,46.03832244873047,2017.0,45.11774826049805,0.0,W. Eur and Offshoots,39420540,46792044,national,national
gini,Sri Lanka,1995.0,35.399539947509766,consumption,2019.0,37.66377639770508,consumption,1995.0,56.204551696777344,2016.0,59.11437225341797,0.0,S & SE Asia,17825610,21580712,national,national
gini,Sweden,1992.0,24.90873336791992,income,2018.0,29.97418975830078,income,1993.0,33.19089889526367,2017.0,39.8301010131836,0.0,W. Eur and Offshoots,8683403,10162300,national,national
gini,Switzerland,1992.0,33.856407165527344,income,2018.0,33.141048431396484,income,1993.0,38.76261520385742,2017.0,41.95077896118164,0.0,W. Eur and Offshoots,6936123,8514431,national,national
gini,Syria,1996.0,35.16938018798828,consumption,2022.0,26.62809562683105,consumption,1996.0,63.587379455566406,2022.0,65.14218139648438,0.0,MENA,13537067,19333464,national,national
gini,Taiwan,1991.0,29.967802047729492,income,2018.0,31.63367462158203,income,1993.0,51.15321731567383,2017.0,60.85888671875,0.0,East Asia,21125720,23726186,national,national
gini,Tanzania,1991.0,35.2922248840332,consumption,2018.0,40.49123001098633,consumption,1991.0,54.57052612304688,2017.0,61.25267791748047,0.0,SS Africa,28469018,58090444,national,national
gini,Thailand,1992.0,47.85795974731445,consumption,2018.0,36.41217422485352,consumption,1993.0,67.67961883544922,2018.0,62.33319091796875,0.0,S & SE Asia,57776080,71127808,national,national
gini,Tunisia,1995.0,41.65729522705078,consumption,2021.0,33.716426849365234,consumption,1995.0,60.68695831298828,2015.0,52.75900268554688,0.0,MENA,8977175,11933040,national,national
gini,Turkey,1994.0,41.31520080566406,consumption,2018.0,41.87752151489258,consumption,1993.0,64.25543975830078,2018.0,61.36750411987305,0.0,MENA,57296008,82809304,national,national
gini,Turkmenistan,,,,,,,1998.0,59.7139778137207,2022.0,59.7139778137207,0.0,EE & CA,4031701,6065072,,
gini,Uganda,1992.0,41.42936325073242,consumption,2019.0,42.70545196533203,consumption,1996.0,59.2455940246582,2016.0,62.38785934448242,0.0,SS Africa,19462960,41515400,national,national
gini,Ukraine,1993.0,28.926982879638672,consumption,2018.0,26.07148551940918,consumption,1993.0,50.91400909423828,2018.0,42.63803482055664,0.0,EE & CA,51778420,44446952,national,national
gini,United Arab Emirates,,,,,,,1998.0,65.6801986694336,2018.0,59.44057846069336,0.0,MENA,2223289,9140172,,
gini,United Kingdom,1993.0,35.075958251953125,income,2018.0,33.69105911254883,income,1993.0,47.26604080200195,2017.0,46.81171417236328,0.0,W. Eur and Offshoots,57647464,66432996,national,national
gini,United States,1993.0,40.36454391479492,income,2018.0,41.40784454345703,income,1993.0,52.10872268676758,2018.0,58.364383697509766,0.0,W. Eur and Offshoots,258779760,332140032,national,national
gini,Uruguay,1992.0,41.46813583374024,income,2018.0,39.68724060058594,income,1993.0,60.37610626220703,2018.0,54.998416900634766,1.0,LAC,3171749,3427044,urban,national
gini,Uzbekistan,1998.0,44.67317581176758,consumption,2022.0,31.18482780456543,consumption,1998.0,61.06439208984375,2022.0,61.06439208984375,0.0,EE & CA,22085922,32449578,national,national
gini,Vietnam,1992.0,35.65456008911133,consumption,2018.0,35.715545654296875,consumption,1992.0,57.889347076416016,2018.0,56.1584358215332,0.0,S & SE Asia,71176408,94914328,national,national
gini,Yemen,1998.0,34.99778366088867,consumption,2014.0,36.70709609985352,consumption,1998.0,66.24229431152344,2022.0,68.25709533691406,0.0,MENA,14988045,30790514,national,national
gini,Zambia,1993.0,52.60860824584961,consumption,2015.0,55.9366340637207,consumption,1993.0,68.00393676757812,2015.0,72.22171020507812,0.0,SS Africa,8270921,17835898,national,national
gini,Zimbabwe,,,,,,,1991.0,62.44432830810547,2019.0,68.515380859375,0.0,SS Africa,10794921,15052191,,
headcountRatio50Median,Albania,1996.0,7.548122882843018,consumption,2018.0,11.773785591125488,consumption,1996.0,24.0,2018.0,27.000001907348636,0.0,EE & CA,3300715,2877019,national,national
headcountRatio50Median,Algeria,,,,,,,1993.0,23.0,2022.0,19.0,0.0,MENA,27354326,41927008,,
headcountRatio50Median,Andorra,,,,,,,1993.0,20.0,2018.0,22.0,0.0,W. Eur and Offshoots,59177,75034,,
headcountRatio50Median,Angola,,,,,,,1995.0,28.0,2018.0,28.0,0.0,SS Africa,13038277,31273538,,
headcountRatio50Median,Anguilla,,,,,,,1993.0,32.0,2018.0,29.0,0.0,LAC,9144,15201,,
headcountRatio50Median,Antigua and Barbuda,,,,,,,1993.0,32.0,2018.0,29.0,0.0,LAC,65849,91644,,
headcountRatio50Median,Argentina,1993.0,20.099565505981445,income,2018.0,20.074556350708008,income,1993.0,31.0,2018.0,23.0,1.0,LAC,34027240,44413592,urban,urban
headcountRatio50Median,Armenia,1996.0,16.68147087097168,income,2018.0,7.83556318283081,consumption,1996.0,22.0,2018.0,18.0,0.0,EE & CA,3457344,2836563,national,national
headcountRatio50Median,Aruba,,,,,,,1993.0,32.0,2018.0,29.0,0.0,LAC,72374,105980,,
headcountRatio50Median,Australia,1995.0,10.23130226135254,income,2018.0,11.742362022399902,income,1993.0,28.0,2018.0,28.0,0.0,W. Eur and Offshoots,17631514,24979228,national,national
headcountRatio50Median,Austria,1994.0,9.240191459655762,income,2018.0,10.24160861968994,income,1993.0,18.0,2018.0,17.0,1.0,W. Eur and Offshoots,7905280,8840518,national,national
headcountRatio50Median,Azerbaijan,,,,,,,1995.0,22.0,2022.0,22.0,0.0,EE & CA,7740112,10152524,,
headcountRatio50Median,Bahrain,,,,,,,1995.0,23.0,2015.0,23.0,0.0,MENA,573762,1487346,,
headcountRatio50Median,Bangladesh,1991.0,5.531545162200928,consumption,2016.0,6.145714282989502,consumption,1991.0,18.0,2016.0,18.0,0.0,S & SE Asia,113418760,163683952,national,national
headcountRatio50Median,Barbados,,,,,,,1993.0,32.0,2018.0,29.0,0.0,LAC,261001,279702,,
headcountRatio50Median,Belarus,1998.0,10.72049331665039,consumption,2018.0,5.20234489440918,consumption,1993.0,15.000000953674316,2018.0,16.0,0.0,EE & CA,10480485,9695573,national,national
headcountRatio50Median,Belgium,1992.0,6.98615837097168,income,2018.0,9.6382417678833,income,1993.0,18.0,2017.0,18.0,0.0,W. Eur and Offshoots,10043738,11448598,national,national
headcountRatio50Median,Bermuda,,,,,,,1993.0,27.000001907348633,2018.0,27.000001907348633,0.0,Other N. America,58763,63591,,
headcountRatio50Median,Bolivia,1997.0,26.40279006958008,income,2018.0,20.05303001403809,income,1993.0,30.000001907348636,2018.0,29.0,1.0,LAC,7544494,11606906,national,national
headcountRatio50Median,Bonaire Sint Eustatius and Saba,,,,,,,1993.0,32.0,2018.0,29.0,0.0,,12979,24995,,
headcountRatio50Median,Bosnia and Herzegovina,,,,,,,1990.0,16.0,2015.0,24.0,0.0,EE & CA,3942985,3400132,,
headcountRatio50Median,Botswana,1993.0,23.46722221374512,consumption,2015.0,19.667179107666016,consumption,1993.0,28.0,2015.0,27.000001907348636,0.0,SS Africa,1462267,2451411,national,national
headcountRatio50Median,Brazil,1993.0,25.130828857421875,income,2018.0,23.561569213867188,income,1993.0,25.0,2018.0,28.0,1.0,LAC,158440864,210166592,national,national
headcountRatio50Median,British Virgin Islands,,,,,,,1993.0,32.0,2018.0,29.0,0.0,LAC,16875,30359,,
headcountRatio50Median,Bulgaria,1992.0,10.29104995727539,income,2018.0,14.126480102539062,income,1993.0,18.0,2018.0,19.0,0.0,EE & CA,8611541,7117424,national,national
headcountRatio50Median,Burkina Faso,1994.0,11.325153350830078,consumption,2018.0,11.266308784484863,consumption,1994.0,21.0,2022.0,22.0,0.0,SS Africa,9840080,20392730,national,national
headcountRatio50Median,Burundi,1992.0,9.798081398010254,consumption,2020.0,11.709084510803224,consumption,1992.0,20.0,2022.0,20.0,0.0,SS Africa,5555227,11493476,national,national
headcountRatio50Median,Cameroon,1996.0,11.10488224029541,consumption,2021.0,18.732696533203125,consumption,1996.0,19.0,2022.0,27.000001907348636,0.0,SS Africa,12486776,25076752,national,national
headcountRatio50Median,Canada,1993.0,12.7476167678833,income,2018.0,12.249933242797852,income,1993.0,27.000001907348636,2018.0,26.0,0.0,W. Eur and Offshoots,28668168,37035260,national,national
headcountRatio50Median,Cayman Islands,,,,,,,1993.0,32.0,2018.0,29.0,0.0,LAC,30061,64904,,
headcountRatio50Median,Central African Republic,1992.0,29.46358108520508,consumption,2021.0,15.137664794921877,consumption,1992.0,31.0,2022.0,27.000001907348636,0.0,SS Africa,3089148,5094795,national,national
headcountRatio50Median,Chile,1992.0,18.775901794433597,income,2017.0,13.945563316345217,income,1993.0,28.0,2018.0,30.000001907348636,1.0,LAC,13998387,18701452,national,national
headcountRatio50Median,China,1993.0,9.823172569274902,consumption,2018.0,14.673508644104004,consumption,1993.0,18.0,2016.0,30.000001907348636,0.0,East Asia,1195855616,1417069440,national,national
headcountRatio50Median,Colombia,1992.0,19.71613311767578,income,2018.0,20.434356689453125,income,1993.0,31.0,2018.0,29.0,1.0,LAC,34614732,49276968,national,national
