country,series_code,indicator_name,year_1993,value_1993,year_2018,value_2018,pipwelfare_1993,pipwelfare_2018,pipreportinglevel_1993,pipreportinglevel_2018,region,population_1993,population_2018
Poland,gini_pip_disposable_perCapita,gini,1992,0.2929856181144714,2018,0.302154392004013,income,income,national,national,EE & CA,38319300,38521464
Romania,gini_pip_disposable_perCapita,gini,1992,0.2546172738075256,2018,0.3576150238513946,income,income,national,national,EE & CA,22721662,19606778
Russia,gini_pip_disposable_perCapita,gini,1993,0.4837573766708374,2018,0.3747300505638122,consumption,consumption,national,national,EE & CA,148897280,145652288
Slovakia,gini_pip_disposable_perCapita,gini,1992,0.2018657773733139,2018,0.2497014701366424,income,income,national,national,EE & CA,5321863,5446746
Slovenia,gini_pip_disposable_perCapita,gini,1993,0.2918499112129211,2018,0.2463336437940597,income,income,national,national,EE & CA,1991685,2105931
South Africa,gini_pip_disposable_perCapita,gini,1993,0.5933393836021423,2014,0.630260705947876,consumption,consumption,national,national,SS Africa,42525444,57339632
Spain,gini_pip_disposable_perCapita,gini,1993,0.3566090762615204,2018,0.3471894860267639,income,income,national,national,W. Eur and Offshoots,39420540,46792044
Sri Lanka,gini_pip_disposable_perCapita,gini,1995,0.3539953827857971,2019,0.3766377568244934,consumption,consumption,national,national,S & SE Asia,17825610,21580712
Sweden,gini_pip_disposable_perCapita,gini,1992,0.2490873336791992,2018,0.2997418940067291,income,income,national,national,W. Eur and Offshoots,8683403,10162300
Switzerland,gini_pip_disposable_perCapita,gini,1992,0.3385640680789947,2018,0.3314104974269867,income,income,national,national,W. Eur and Offshoots,6936123,8514431
Tanzania,gini_pip_disposable_perCapita,gini,1991,0.3529222309589386,2018,0.4049122929573059,consumption,consumption,national,national,SS Africa,28469018,58090444
Thailand,gini_pip_disposable_perCapita,gini,1992,0.478579580783844,2018,0.3641217350959778,consumption,consumption,national,national,S & SE Asia,57776080,71127808
Tunisia,gini_pip_disposable_perCapita,gini,1995,0.4165729582309723,2021,0.3371642529964447,consumption,consumption,national,national,MENA,8977175,11933040
Turkey,gini_pip_disposable_perCapita,gini,1994,0.4131520092487335,2016,0.4187370538711548,consumption,consumption,national,national,MENA,57296008,82809304
Uganda,gini_pip_disposable_perCapita,gini,1992,0.4142936170101166,2019,0.4270545244216919,consumption,consumption,national,national,SS Africa,19462960,41515400
Ukraine,gini_pip_disposable_perCapita,gini,1993,0.2892698347568512,2018,0.2607148587703705,consumption,consumption,national,national,EE & CA,51778420,44446952
United Kingdom,gini_pip_disposable_perCapita,gini,1993,0.3507595956325531,2018,0.3369105756282806,income,income,national,national,W. Eur and Offshoots,57647464,66432996
United States,gini_pip_disposable_perCapita,gini,1993,0.4036454260349273,2018,0.4140784442424774,income,income,national,national,W. Eur and Offshoots,258779760,332140032
Vietnam,gini_pip_disposable_perCapita,gini,1992,0.3565455973148346,2018,0.3571554720401764,consumption,consumption,national,national,S & SE Asia,71176408,94914328
Yemen,gini_pip_disposable_perCapita,gini,1998,0.3499778509140014,2014,0.3670709431171417,consumption,consumption,national,national,MENA,14988045,30790514
Zambia,gini_pip_disposable_perCapita,gini,1993,0.5260860919952393,2015,0.5593663454055786,consumption,consumption,national,national,SS Africa,8270921,17835898
Albania,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1996,0.4676297903060913,2018,0.4912658035755157,,,,,EE & CA,3300715,2877019
Australia,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.4519824087619781,2018,0.4797245562076568,,,,,W. Eur and Offshoots,17631514,24979228
Bangladesh,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1991,0.492511510848999,2016,0.5298373699188232,,,,,S & SE Asia,113418760,163683952
Belarus,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.3885889053344726,2018,0.4288583397865295,,,,,EE & CA,10480485,9695573
Belgium,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.4423706531524658,2017,0.4362828731536865,,,,,W. Eur and Offshoots,10043738,11448598
Botswana,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.7703258991241455,2015,0.7003383636474609,,,,,SS Africa,1462267,2451411
Bulgaria,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.4519773423671722,2018,0.5472166538238525,,,,,EE & CA,8611541,7117424
Burkina Faso,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1994,0.6732966303825378,2014,0.5714213252067566,,,,,SS Africa,9840080,20392730
Burundi,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1992,0.5397094488143921,2013,0.5873685479164124,,,,,SS Africa,5555227,11493476
Cameroon,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1996,0.6413590908050537,2014,0.6376999020576477,,,,,SS Africa,12486776,25076752
Canada,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.49408620595932,2018,0.5248655676841736,,,,,W. Eur and Offshoots,28668168,37035260
China,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.4775985479354858,2016,0.5537135601043701,,,,,East Asia,1195855616,1417069440
Cote d'Ivoire,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.5639062523841858,2015,0.6012070178985596,,,,,SS Africa,13316449,25493990
Czechia,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1992,0.3468413352966308,2018,0.3802840709686279,,,,,EE & CA,10318915,10534598
Denmark,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.3786754608154297,2017,0.4404613077640533,,,,,W. Eur and Offshoots,5193776,5766689
Egypt,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.5436928868293762,2017,0.5807857513427734,,,,,MENA,61382204,103740768
Estonia,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1988,0.363940417766571,2018,0.484555184841156,,,,,EE & CA,1504446,1322146
Eswatini,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1994,0.757526695728302,2016,0.7046754360198975,,,,,SS Africa,953454,1160430
Ethiopia,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1995,0.6650482416152954,2015,0.5543134808540344,,,,,SS Africa,53791672,111129440
Finland,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.3644583225250244,2017,0.4448096752166748,,,,,W. Eur and Offshoots,5066609,5515465
France,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.4452670812606811,2018,0.4246239066123962,,,,,W. Eur and Offshoots,57053728,64277812
Gambia,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1992,0.6584714651107788,2015,0.5642502307891846,,,,,SS Africa,1168317,2444916
Georgia,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1997,0.588024377822876,2018,0.5922427773475647,,,,,EE & CA,5127512,3772323
Germany,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.4148876070976257,2017,0.4926205277442932,,,,,W. Eur and Offshoots,80573496,82896696
Ghana,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1991,0.5793704986572266,2016,0.6078388094902039,,,,,SS Africa,16643639,30870648
Greece,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.4820536971092224,2017,0.4617314040660858,,,,,W. Eur and Offshoots,10563442,10633275
Hungary,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.3501553833484649,2018,0.4267737865447998,,,,,EE & CA,10357423,9776361
India,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.4852572083473205,2013,0.6278591156005859,,,,,S & SE Asia,926351296,1369003264
Indonesia,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.5807081460952759,2017,0.5446759462356567,,,,,S & SE Asia,191737280,267066848
Iran,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1994,0.6240194439888,2017,0.6006991863250732,,,,,MENA,59755432,85617560
Ireland,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.4341701865196228,2018,0.4715125858783722,,,,,W. Eur and Offshoots,3545700,4834506
Israel,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1992,0.595893919467926,2016,0.5936489701271057,,,,,MENA,5213005,8456487
Italy,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.4718528091907501,2014,0.5038950443267822,,,,,W. Eur and Offshoots,56869456,59877432
Kazakhstan,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.4716032445430755,2017,0.5280768871307373,,,,,EE & CA,16979700,18538100
Kenya,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1992,0.7440922260284424,2015,0.5990399718284607,,,,,SS Africa,25391832,49953300
Laos,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1992,0.5739885568618774,2018,0.6012710928916931,,,,,S & SE Asia,4685293,7105008
Latvia,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1994,0.4541557729244232,2018,0.4936446249485016,,,,,EE & CA,2638889,1935632
Lesotho,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.7490344643592834,2017,0.6188754439353943,,,,,SS Africa,1885486,2198030
Lithuania,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1994,0.4928840398788452,2017,0.5122392773628235,,,,,EE & CA,3788532,2876128
Luxembourg,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1994,0.4557977318763733,2017,0.4896592795848846,,,,,W. Eur and Offshoots,396705,607920
Malawi,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1997,0.6100647449493408,2016,0.6679621934890747,,,,,SS Africa,10257232,18367886
Malaysia,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1992,0.5824146270751953,2015,0.517890989780426,,,,,S & SE Asia,19050074,32399270
Mauritania,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.7033835649490356,2014,0.5213519930839539,,,,,SS Africa,2237070,4270717
Moldova,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.4827233254909515,2018,0.4832301139831543,,,,,EE & CA,4493699,3141839
Mongolia,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1995,0.5647899508476257,2017,0.5574364066123962,,,,,East Asia,2270313,3163994
Mozambique,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1996,0.7090848088264465,2014,0.7247565388679504,,,,,SS Africa,14206253,29423882
Netherlands,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.3816676735877991,2017,0.4189393818378448,,,,,W. Eur and Offshoots,15251088,17286042
Niger,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1992,0.5708467960357666,2014,0.5452635884284973,,,,,SS Africa,9193081,22577060
Nigeria,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1992,0.6042429208755493,2018,0.5451492071151733,,,,,SS Africa,102775472,198387616
Norway,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.3492844402790069,2017,0.4030464589595794,,,,,W. Eur and Offshoots,4312138,5312321
Pakistan,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1990,0.5398648381233215,2018,0.5297809839248657,,,,,S & SE Asia,125546624,219731488
Philippines,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1994,0.6156737804412842,2018,0.5717208385467529,,,,,S & SE Asia,66083324,108568832
Poland,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.3740814626216888,2018,0.4818611145019531,,,,,EE & CA,38319300,38521464
Romania,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.4012728929519653,2018,0.5415336489677429,,,,,EE & CA,22721662,19606778
Russia,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.4594363570213318,2017,0.5396757125854492,,,,,EE & CA,148897280,145652288
Slovakia,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1997,0.3659453392028808,2018,0.3854459226131439,,,,,EE & CA,5321863,5446746
Slovenia,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.3865527808666229,2018,0.4076690375804901,,,,,EE & CA,1991685,2105931
South Africa,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.5825760960578918,2014,0.7464855313301086,,,,,SS Africa,42525444,57339632
Spain,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.4641707241535187,2017,0.4587477445602417,,,,,W. Eur and Offshoots,39420540,46792044
Sri Lanka,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1995,0.5620455145835876,2016,0.5911437273025513,,,,,S & SE Asia,17825610,21580712
Sweden,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.3691007196903229,2017,0.400715708732605,,,,,W. Eur and Offshoots,8683403,10162300
Switzerland,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.4028259813785553,2017,0.4266314506530761,,,,,W. Eur and Offshoots,6936123,8514431
Tanzania,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1991,0.545705258846283,2017,0.6125268340110779,,,,,SS Africa,28469018,58090444
Thailand,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.6767962574958801,2018,0.6003707647323608,,,,,S & SE Asia,57776080,71127808
Tunisia,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1995,0.6068694591522217,2015,0.5275900363922119,,,,,MENA,8977175,11933040
Turkey,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.6425544023513794,2018,0.613675057888031,,,,,MENA,57296008,82809304
Uganda,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1996,0.5924559235572815,2016,0.6238785982131958,,,,,SS Africa,19462960,41515400
Ukraine,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.5091399550437927,2018,0.426380306482315,,,,,EE & CA,51778420,44446952
United Kingdom,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.4726604223251343,2017,0.4679954946041107,,,,,W. Eur and Offshoots,57647464,66432996
United States,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.5210259556770325,2018,0.5840612053871155,,,,,W. Eur and Offshoots,258779760,332140032
Vietnam,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1992,0.5788934230804443,2018,0.5615844130516052,,,,,S & SE Asia,71176408,94914328
Yemen,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1998,0.6624228954315186,2014,0.6825708746910095,,,,,MENA,14988045,30790514
Zambia,gini_widWithAddedExtrapolated_pretaxNational_perAdult,gini,1993,0.6800393462181091,2015,0.7222169637680054,,,,,SS Africa,8270921,17835898
Albania,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1996,7.548122882843018,2018,11.773785591125488,consumption,consumption,national,national,EE & CA,3300715,2877019
Australia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1995,10.23130226135254,2018,11.742362022399902,income,income,national,national,W. Eur and Offshoots,17631514,24979228
Bangladesh,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1991,5.531545162200928,2016,6.145714282989502,consumption,consumption,national,national,S & SE Asia,113418760,163683952
Belarus,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1998,10.72049331665039,2018,5.20234489440918,consumption,consumption,national,national,EE & CA,10480485,9695573
Belgium,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,6.98615837097168,2018,9.6382417678833,income,income,national,national,W. Eur and Offshoots,10043738,11448598
Botswana,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,23.46722221374512,2015,19.667179107666016,consumption,consumption,national,national,SS Africa,1462267,2451411
Bulgaria,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,10.29104995727539,2018,14.126480102539062,income,income,national,national,EE & CA,8611541,7117424
Burkina Faso,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1994,11.325153350830078,2018,11.266308784484863,consumption,consumption,national,national,SS Africa,9840080,20392730
Burundi,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,9.798081398010254,2020,11.709084510803224,consumption,consumption,national,national,SS Africa,5555227,11493476
Cameroon,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1996,11.10488224029541,2021,18.732696533203125,consumption,consumption,national,national,SS Africa,12486776,25076752
Canada,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,12.7476167678833,2018,12.249933242797852,income,income,national,national,W. Eur and Offshoots,28668168,37035260
China,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,9.823172569274902,2018,14.673508644104004,consumption,consumption,national,national,East Asia,1195855616,1417069440
Cote d'Ivoire,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,15.944889068603516,2018,11.87974452972412,consumption,consumption,national,national,SS Africa,13316449,25493990
Czechia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,2.109189510345459,2018,4.926529884338379,income,income,national,national,EE & CA,10318915,10534598
Denmark,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,6.246353626251221,2018,6.590801239013672,income,income,national,national,W. Eur and Offshoots,5193776,5766689
Egypt,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1995,3.4394898414611816,2019,5.065284729003906,consumption,consumption,national,national,MENA,61382204,103740768
Estonia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,13.605913162231444,2018,9.886338233947754,income,income,national,national,EE & CA,1504446,1322146
Eswatini,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1994,25.297910690307617,2016,19.75422096252441,consumption,consumption,national,national,SS Africa,953454,1160430
Ethiopia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1995,10.20883560180664,2015,12.365949630737305,consumption,consumption,national,national,SS Africa,53791672,111129440
Finland,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1991,3.971853494644165,2018,6.78688383102417,income,income,national,national,W. Eur and Offshoots,5066609,5515465
France,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1990,10.99598503112793,2018,10.034907341003418,income,income,national,national,W. Eur and Offshoots,57053728,64277812
Gambia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1998,19.366634368896484,2020,12.744741439819336,consumption,consumption,national,national,SS Africa,1168317,2444916
Georgia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1996,16.817665100097656,2018,14.609697341918944,consumption,consumption,national,national,EE & CA,5127512,3772323
Germany,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,6.733357906341553,2018,10.246275901794434,income,income,national,national,W. Eur and Offshoots,80573496,82896696
Ghana,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1991,13.203298568725586,2016,20.63926887512207,consumption,consumption,national,national,SS Africa,16643639,30870648
Greece,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1995,16.241979598999023,2018,13.798931121826172,income,income,national,national,W. Eur and Offshoots,10563442,10633275
Hungary,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,4.476880073547363,2018,10.9314603805542,income,income,national,national,EE & CA,10357423,9776361
India,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,5.227270126342773,2018,6.75021505355835,consumption,consumption,national,national,S & SE Asia,926351296,1369003264
Indonesia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,5.145744800567627,2018,12.357150077819824,consumption,consumption,national,national,S & SE Asia,191737280,267066848
Iran,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1994,17.731063842773438,2018,12.37378978729248,consumption,consumption,national,national,MENA,59755432,85617560
Ireland,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1994,12.464524269104004,2018,7.108510971069336,income,income,national,national,W. Eur and Offshoots,3545700,4834506
