country,series_code,indicator_name,year_1993,value_1993,year_2018,value_2018,pipwelfare_1993,pipwelfare_2018,pipreportinglevel_1993,pipreportinglevel_2018,region,population_1993,population_2018
Ireland,gini_pip_disposable_perCapita,gini,1994,36.914207458496094,2018,30.60292625427246,income,income,national,national,W. Eur and Offshoots,3545700,4834506
Israel,gini_pip_disposable_perCapita,gini,1992,35.50725555419922,2018,38.57717514038086,income,income,national,national,MENA,5213005,8456487
Italy,gini_pip_disposable_perCapita,gini,1993,35.09064483642578,2018,35.222572326660156,income,income,national,national,W. Eur and Offshoots,56869456,59877432
Jamaica,gini_pip_disposable_perCapita,gini,1993,35.67341995239258,2018,35.63867950439453,consumption,consumption,national,national,LAC,2459064,2811842
Kazakhstan,gini_pip_disposable_perCapita,gini,1996,35.3783073425293,2018,27.79287338256836,consumption,consumption,national,national,EE & CA,16979700,18538100
Kenya,gini_pip_disposable_perCapita,gini,1992,57.46096420288086,2020,36.246456146240234,consumption,consumption,national,national,SS Africa,25391832,49953300
Kyrgyzstan,gini_pip_disposable_perCapita,gini,1998,46.37198257446289,2018,27.690326690673828,income,consumption,national,national,EE & CA,4507638,6223503
Laos,gini_pip_disposable_perCapita,gini,1992,34.309776306152344,2018,38.802433013916016,consumption,consumption,national,national,S & SE Asia,4685293,7105008
Latvia,gini_pip_disposable_perCapita,gini,1993,26.993131637573242,2018,35.09614944458008,income,income,national,national,EE & CA,2638889,1935632
Lesotho,gini_pip_disposable_perCapita,gini,1994,63.2403678894043,2017,44.879703521728516,consumption,consumption,national,national,SS Africa,1885486,2198030
Lithuania,gini_pip_disposable_perCapita,gini,1993,33.641136169433594,2018,35.70780944824219,income,income,national,national,EE & CA,3788532,2876128
Luxembourg,gini_pip_disposable_perCapita,gini,1993,27.04790496826172,2018,35.36809539794922,income,income,national,national,W. Eur and Offshoots,396705,607920
Malawi,gini_pip_disposable_perCapita,gini,1997,65.75556945800781,2019,38.543174743652344,consumption,consumption,national,national,SS Africa,10257232,18367886
Malaysia,gini_pip_disposable_perCapita,gini,1992,47.653724670410156,2018,41.17677688598633,income,income,national,national,S & SE Asia,19050074,32399270
Mali,gini_pip_disposable_perCapita,gini,1994,50.44123458862305,2018,35.96335983276367,consumption,consumption,national,national,SS Africa,9506515,19934304
Mauritania,gini_pip_disposable_perCapita,gini,1993,50.05155944824219,2019,31.996837615966797,consumption,consumption,national,national,SS Africa,2237070,4270717
Mexico,gini_pip_disposable_perCapita,gini,1992,52.311222076416016,2018,45.95524215698242,income,income,national,national,LAC,86648440,124013864
Moldova,gini_pip_disposable_perCapita,gini,1997,36.94214630126953,2018,25.66164779663086,consumption,consumption,national,national,EE & CA,4493699,3141839
Mongolia,gini_pip_disposable_perCapita,gini,1995,33.19533920288086,2018,32.740989685058594,consumption,consumption,national,national,East Asia,2270313,3163994
Morocco,gini_pip_disposable_perCapita,gini,1990,39.206905364990234,2013,39.54850769042969,consumption,consumption,national,national,MENA,25806782,35927516
Mozambique,gini_pip_disposable_perCapita,gini,1996,53.55986404418945,2019,50.4539794921875,consumption,consumption,national,national,SS Africa,14206253,29423882
Netherlands,gini_pip_disposable_perCapita,gini,1993,30.434980392456055,2018,28.12108039855957,income,income,national,national,W. Eur and Offshoots,15251088,17286042
Nicaragua,gini_pip_disposable_perCapita,gini,1993,49.06174850463867,2014,46.15629196166992,consumption,income,national,national,LAC,4526690,6572234
Niger,gini_pip_disposable_perCapita,gini,1992,36.0975456237793,2018,37.259422302246094,consumption,consumption,national,national,SS Africa,9193081,22577060
Nigeria,gini_pip_disposable_perCapita,gini,1992,44.98405456542969,2018,35.127742767333984,consumption,consumption,national,national,SS Africa,102775472,198387616
North Macedonia,gini_pip_disposable_perCapita,gini,1998,28.12858009338379,2018,32.96070098876953,consumption,income,national,national,EE & CA,1996896,2113497
Norway,gini_pip_disposable_perCapita,gini,1991,25.227584838867188,2018,27.560863494873047,income,income,national,national,W. Eur and Offshoots,4312138,5312321
Pakistan,gini_pip_disposable_perCapita,gini,1990,33.248661041259766,2018,29.589265823364258,consumption,consumption,national,national,S & SE Asia,125546624,219731488
Panama,gini_pip_disposable_perCapita,gini,1991,58.2196159362793,2018,49.21247482299805,income,income,national,national,LAC,2607502,4165258
Paraguay,gini_pip_disposable_perCapita,gini,1995,58.15904235839844,2018,45.955101013183594,income,income,national,national,LAC,4386206,6443337
Peru,gini_pip_disposable_perCapita,gini,1997,53.25936508178711,2018,42.365692138671875,income,income,national,national,LAC,23513888,32203946
Philippines,gini_pip_disposable_perCapita,gini,1994,42.888389587402344,2018,37.81170654296875,consumption,consumption,national,national,S & SE Asia,66083324,108568832
Poland,gini_pip_disposable_perCapita,gini,1992,29.298561096191406,2020,28.462860107421875,income,income,national,national,EE & CA,38319300,38521464
Romania,gini_pip_disposable_perCapita,gini,1992,25.461727142333984,2017,36.01682662963867,income,income,national,national,EE & CA,22721662,19606778
Russia,gini_pip_disposable_perCapita,gini,1993,48.375736236572266,2018,37.47300338745117,consumption,consumption,national,national,EE & CA,148897280,145652288
Saint Lucia,gini_pip_disposable_perCapita,gini,1995,42.584381103515625,2015,43.69342041015625,income,consumption,national,national,LAC,148610,177894
Senegal,gini_pip_disposable_perCapita,gini,1994,41.440711975097656,2018,38.31478500366211,consumption,consumption,national,national,SS Africa,8196551,15574910
Slovakia,gini_pip_disposable_perCapita,gini,1992,20.18657684326172,2018,24.97014617919922,income,income,national,national,EE & CA,5321863,5446746
Slovenia,gini_pip_disposable_perCapita,gini,1993,29.18499183654785,2018,24.633363723754883,income,income,national,national,EE & CA,1991685,2105931
South Africa,gini_pip_disposable_perCapita,gini,1993,59.33393859863281,2014,63.02606964111328,consumption,consumption,national,national,SS Africa,42525444,57339632
Spain,gini_pip_disposable_perCapita,gini,1993,35.66090774536133,2018,34.71894836425781,income,income,national,national,W. Eur and Offshoots,39420540,46792044
Sri Lanka,gini_pip_disposable_perCapita,gini,1995,35.399539947509766,2019,37.66377639770508,consumption,consumption,national,national,S & SE Asia,17825610,21580712
Sweden,gini_pip_disposable_perCapita,gini,1992,24.908733367919922,2018,29.97418975830078,income,income,national,national,W. Eur and Offshoots,8683403,10162300
Switzerland,gini_pip_disposable_perCapita,gini,1992,33.856407165527344,2018,33.141048431396484,income,income,national,national,W. Eur and Offshoots,6936123,8514431
Syria,gini_pip_disposable_perCapita,gini,1996,35.16938018798828,2022,26.628095626831055,consumption,consumption,national,national,MENA,13537067,19333464
Taiwan,gini_pip_disposable_perCapita,gini,1991,29.967802047729492,2018,31.63367462158203,income,income,national,national,East Asia,21125720,23726186
Tanzania,gini_pip_disposable_perCapita,gini,1991,35.2922248840332,2018,40.49123001098633,consumption,consumption,national,national,SS Africa,28469018,58090444
Thailand,gini_pip_disposable_perCapita,gini,1992,47.85795974731445,2018,36.412174224853516,consumption,consumption,national,national,S & SE Asia,57776080,71127808
Tunisia,gini_pip_disposable_perCapita,gini,1995,41.65729522705078,2021,33.716426849365234,consumption,consumption,national,national,MENA,8977175,11933040
Turkey,gini_pip_disposable_perCapita,gini,1994,41.31520080566406,2018,41.87752151489258,consumption,consumption,national,national,MENA,57296008,82809304
Uganda,gini_pip_disposable_perCapita,gini,1992,41.42936325073242,2019,42.70545196533203,consumption,consumption,national,national,SS Africa,19462960,41515400
Ukraine,gini_pip_disposable_perCapita,gini,1993,28.926982879638672,2018,26.07148551940918,consumption,consumption,national,national,EE & CA,51778420,44446952
United Kingdom,gini_pip_disposable_perCapita,gini,1993,35.075958251953125,2018,33.69105911254883,income,income,national,national,W. Eur and Offshoots,57647464,66432996
United States,gini_pip_disposable_perCapita,gini,1993,40.36454391479492,2018,41.40784454345703,income,income,national,national,W. Eur and Offshoots,258779760,332140032
Uruguay,gini_pip_disposable_perCapita,gini,1992,41.468135833740234,2018,39.68724060058594,income,income,urban,national,LAC,3171749,3427044
Uzbekistan,gini_pip_disposable_perCapita,gini,1998,44.67317581176758,2022,31.18482780456543,consumption,consumption,national,national,EE & CA,22085922,32449578
Vietnam,gini_pip_disposable_perCapita,gini,1992,35.65456008911133,2018,35.715545654296875,consumption,consumption,national,national,S & SE Asia,71176408,94914328
Yemen,gini_pip_disposable_perCapita,gini,1998,34.99778366088867,2014,36.707096099853516,consumption,consumption,national,national,MENA,14988045,30790514
Zambia,gini_pip_disposable_perCapita,gini,1993,52.60860824584961,2015,55.9366340637207,consumption,consumption,national,national,SS Africa,8270921,17835898
Afghanistan,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,52.45238494873047,2018,51.53931427001953,,,,,S & SE Asia,14003764,36686788
Albania,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,46.76299285888672,2018,47.71903610229492,,,,,EE & CA,3300715,2877019
Algeria,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,56.52923583984375,2018,48.798553466796875,,,,,MENA,27354326,41927008
Angola,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,68.24658203125,2018,68.55968475341797,,,,,SS Africa,13038277,31273538
Argentina,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,64.20611572265625,2018,55.964111328125,,,,,LAC,34027240,44413592
Armenia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,58.84222412109375,2018,53.98642349243164,,,,,EE & CA,3457344,2836563
Australia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,45.11117172241211,2018,47.978050231933594,,,,,W. Eur and Offshoots,17631514,24979228
Austria,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,44.20001983642578,2018,43.28750228881836,,,,,W. Eur and Offshoots,7905280,8840518
Azerbaijan,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,55.56126403808594,2018,47.777645111083984,,,,,EE & CA,7740112,10152524
Bahamas,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,67.57267761230469,2018,65.0727767944336,,,,,LAC,288172,401911
Bahrain,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,65.0637435913086,2018,66.28177642822266,,,,,MENA,573762,1487346
Bangladesh,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,52.360660552978516,2018,53.0008544921875,,,,,S & SE Asia,113418760,163683952
Belarus,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,38.858882904052734,2018,42.885826110839844,,,,,EE & CA,10480485,9695573
Belgium,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,44.237060546875,2018,44.7232666015625,,,,,W. Eur and Offshoots,10043738,11448598
Belize,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,67.57267761230469,2018,65.07276916503906,,,,,LAC,194192,382076
Benin,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,59.087093353271484,2018,57.8345832824707,,,,,SS Africa,5706188,11940688
Bhutan,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,61.04916763305664,2018,54.89068603515625,,,,,S & SE Asia,520840,762104
Bolivia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,67.57267761230469,2018,65.0727767944336,,,,,LAC,7544494,11606906
Bosnia and Herzegovina,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,41.57621765136719,2018,48.307247161865234,,,,,EE & CA,3942985,3400132
Botswana,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,77.0325927734375,2018,70.0338363647461,,,,,SS Africa,1462267,2451411
Brazil,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,68.20763397216797,2018,68.0779800415039,,,,,LAC,158440864,210166592
Brunei,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,48.30914306640625,2018,47.566890716552734,,,,,S & SE Asia,284723,434283
Bulgaria,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,45.19773483276367,2018,55.304229736328125,,,,,EE & CA,8611541,7117424
Burkina Faso,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,67.32967376708984,2018,65.4575424194336,,,,,SS Africa,9840080,20392730
Burundi,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,55.13457107543945,2018,58.736846923828125,,,,,SS Africa,5555227,11493476
Cambodia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,67.94927978515625,2018,57.945980072021484,,,,,S & SE Asia,10243554,16025242
Cameroon,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,64.13590240478516,2018,63.769996643066406,,,,,SS Africa,12486776,25076752
Canada,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,46.964412689208984,2018,48.4473991394043,,,,,W. Eur and Offshoots,28668168,37035260
Cape Verde,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,70.03400421142578,2018,60.65522384643555,,,,,SS Africa,391764,571209
Central African Republic,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,75.31039428710938,2018,73.3204345703125,,,,,SS Africa,3089148,5094795
Chad,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,59.03390121459961,2018,57.6141471862793,,,,,SS Africa,6448279,15604213
Chile,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,72.21924591064453,2018,72.10216522216797,,,,,LAC,13998387,18701452
China,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,47.75985336303711,2018,55.918182373046875,,,,,East Asia,1195855616,1417069440
Colombia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,71.7738037109375,2018,69.56590270996094,,,,,LAC,34614732,49276968
Comoros,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,73.9120101928711,2018,62.14411163330078,,,,,SS Africa,463325,776322
Congo,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,65.35668182373047,2018,66.47917175292969,,,,,SS Africa,2594181,5441061
Costa Rica,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,66.0208969116211,2018,67.89044189453125,,,,,LAC,3405376,5040738
Cote d'Ivoire,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,56.39061737060547,2018,60.12070083618164,,,,,SS Africa,13316449,25493990
Croatia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,43.948429107666016,2018,46.60787582397461,,,,,EE & CA,4792409,4160488
Cuba,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,63.668365478515625,2018,56.03781509399414,,,,,LAC,10840934,11328243
Cyprus,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,48.56205749511719,2018,48.2486457824707,,,,,EE & CA,825993,1218834
Czechia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,36.6201171875,2018,37.063201904296875,,,,,EE & CA,10318915,10534598
Democratic Republic of Congo,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,60.604278564453125,2018,60.34703063964844,,,,,SS Africa,39580848,87087352
Denmark,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,34.05763626098633,2018,43.96405029296875,,,,,W. Eur and Offshoots,5193776,5766689
Djibouti,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,59.06692123413086,2018,60.09698486328125,,,,,SS Africa,611239,1057204
Dominican Republic,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,67.70709228515625,2018,67.19037628173828,,,,,LAC,7576083,10765532
East Timor,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,58.85335159301758,2018,52.806068420410156,,,,,S & SE Asia,795184,1261850
Ecuador,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,66.53160095214844,2018,57.19853210449219,,,,,LAC,11132833,17015672
Egypt,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,54.36928939819336,2018,57.752925872802734,,,,,MENA,61382204,103740768
El Salvador,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,66.9001235961914,2018,61.12361145019531,,,,,LAC,5630994,6276340
Equatorial Guinea,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,63.050479888916016,2018,62.61404800415039,,,,,SS Africa,520247,1502102
Eritrea,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,64.82526397705078,2018,55.43134307861328,,,,,SS Africa,1981424,3445380
Estonia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,53.417659759521484,2018,48.16743087768555,,,,,EE & CA,1504446,1322146
Eswatini,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,75.7526626586914,2018,70.46754455566406,,,,,SS Africa,953454,1160430
Ethiopia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,64.82526397705078,2018,55.43133544921875,,,,,SS Africa,53791672,111129440
Finland,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,33.85969924926758,2018,43.37935256958008,,,,,W. Eur and Offshoots,5066609,5515465
France,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,44.81520080566406,2018,45.759124755859375,,,,,W. Eur and Offshoots,57053728,64277812
Gabon,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,61.375694274902344,2018,55.936248779296875,,,,,SS Africa,1065396,2192013
Gambia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,65.84716033935547,2018,56.425018310546875,,,,,SS Africa,1168317,2444916
Georgia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,56.909828186035156,2018,59.224273681640625,,,,,EE & CA,5127512,3772323
Germany,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,44.089107513427734,2018,48.6959114074707,,,,,W. Eur and Offshoots,80573496,82896696
Ghana,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,57.968849182128906,2018,60.78388214111328,,,,,SS Africa,16643639,30870648
Greece,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,47.82297897338867,2018,45.143463134765625,,,,,W. Eur and Offshoots,10563442,10633275
Guatemala,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,67.57266998291016,2018,65.0727767944336,,,,,LAC,9831871,16850176
Guinea,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,63.7196044921875,2018,49.45793151855469,,,,,SS Africa,7046101,12554871
Guinea-Bissau,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,62.95131301879883,2018,55.193092346191406,,,,,SS Africa,1056767,1924954
Guyana,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,67.57266998291016,2018,65.0727767944336,,,,,LAC,747196,785518
Haiti,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,67.57267761230469,2018,65.07276916503906,,,,,LAC,7345942,11012427
Honduras,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,67.57266998291016,2018,65.07276916503906,,,,,LAC,5496843,9792854
Hong Kong,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,54.11646270751953,2018,59.31978225708008,,,,,East Asia,6089809,7481563
Hungary,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,34.033138275146484,2018,42.6773796081543,,,,,EE & CA,10357423,9776361
Iceland,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,41.39686584472656,2018,37.419700622558594,,,,,W. Eur and Offshoots,263942,352951
India,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,48.52571105957031,2018,63.361812591552734,,,,,S & SE Asia,926351296,1369003264
Indonesia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,58.07080841064453,2018,59.83763885498047,,,,,S & SE Asia,191737280,267066848
Iran,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,62.44779968261719,2018,61.327552795410156,,,,,MENA,59755432,85617560
Iraq,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,63.74687576293945,2018,61.23084259033203,,,,,MENA,19295822,40590700
Ireland,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,43.60567092895508,2018,47.52153015136719,,,,,W. Eur and Offshoots,3545700,4834506
Israel,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,59.77463150024414,2018,59.364898681640625,,,,,MENA,5213005,8456487
Italy,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,44.7859001159668,2018,51.75324630737305,,,,,W. Eur and Offshoots,56869456,59877432
Jamaica,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,67.57267761230469,2018,65.0727767944336,,,,,LAC,2459064,2811842
Japan,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,47.877986907958984,2018,53.64195251464844,,,,,East Asia,124779576,126255872
Jordan,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,62.00593185424805,2018,58.535648345947266,,,,,MENA,4075763,10459864
Kazakhstan,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,47.16032409667969,2018,53.14434051513672,,,,,EE & CA,16979700,18538100
Kenya,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,68.1246337890625,2018,59.903995513916016,,,,,SS Africa,25391832,49953300
Kosovo,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,48.47979736328125,2018,45.169979095458984,,,,,EE & CA,2073994,1709966
Kuwait,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,64.49079895019531,2018,64.09410095214844,,,,,MENA,1653651,4317190
Kyrgyzstan,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,54.2579231262207,2018,50.898258209228516,,,,,EE & CA,4507638,6223503
Laos,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,57.65129852294922,2018,60.12710952758789,,,,,S & SE Asia,4685293,7105008
