p,q,top1_share_gpinter,country,year,reporting_level,welfare_type
0.99,94.8947352187063,0.0755178846659789,Bolivia,2012,national,income
0.99,110.603362475492,0.0863588598923688,Bolivia,2013,national,income
0.99,109.418657235994,0.102033776673638,Bolivia,2014,national,income
0.99,103.622626418501,0.0963761938740873,Bolivia,2015,national,income
0.99,92.8869379724943,0.0710605116780971,Bolivia,2016,national,income
0.99,88.4915637143199,0.068011912440482,Bolivia,2017,national,income
0.99,83.3390321717993,0.0636139195787208,Bolivia,2018,national,income
0.99,90.4950271471244,0.0694551741842602,Bolivia,2019,national,income
0.99,96.2423554909523,0.0766861105087334,Bolivia,2020,national,income
0.99,41.1487029409659,0.0691333627477907,Bosnia and Herzegovina,2001,national,consumption
0.99,76.2600990693678,0.0492720346119295,Bosnia and Herzegovina,2004,national,consumption
0.99,76.3316329918242,0.0455139370335698,Bosnia and Herzegovina,2007,national,consumption
0.99,73.0321218208202,0.0465319745312601,Bosnia and Herzegovina,2011,national,consumption
0.99,33.333542540146,0.13926894555479,Botswana,1985,national,consumption
0.99,35.7960598691272,0.263591551586451,Botswana,1993,national,consumption
0.99,87.262586606618,0.175926128831821,Botswana,2002,national,consumption
0.99,99.9497780162924,0.188591481210502,Botswana,2009,national,consumption
0.99,55.7083810257058,0.1237268074155,Botswana,2015,national,consumption
0.99,66.5335306844265,0.130421136016224,Brazil,1981,national,income
0.99,68.166912760416,0.134964396000753,Brazil,1982,national,income
0.99,57.4421128743995,0.137732465186542,Brazil,1983,national,income
0.99,57.4434022580905,0.13259444349273,Brazil,1984,national,income
0.99,52.8796772010213,0.103764625157703,Brazil,1985,national,income
0.99,104.608944915104,0.136678416827353,Brazil,1986,national,income
0.99,86.5585678287791,0.144205791273175,Brazil,1987,national,income
0.99,91.1454511108318,0.150133316773373,Brazil,1988,national,income
0.99,104.490505909316,0.164493986159031,Brazil,1989,national,income
0.99,79.2231858463388,0.144218681167518,Brazil,1990,national,income
0.99,48.3590918510394,0.0993092049951793,Brazil,1992,national,income
0.99,80.377201612817,0.157755228305786,Brazil,1993,national,income
0.99,105.167375679954,0.142117373127154,Brazil,1995,national,income
0.99,107.555685931825,0.143768986496264,Brazil,1996,national,income
0.99,106.283633677027,0.145641682496669,Brazil,1997,national,income
0.99,111.570512354945,0.151018673074867,Brazil,1998,national,income
0.99,99.9103112586844,0.13977074090695,Brazil,1999,national,income
0.99,111.582281805353,0.141039659225553,Brazil,2001,national,income
0.99,112.965934404966,0.136113271143226,Brazil,2002,national,income
0.99,105.106721502707,0.132512301565101,Brazil,2003,national,income
0.99,101.824228333504,0.128903951709333,Brazil,2004,national,income
0.99,108.544285526285,0.131560240600445,Brazil,2005,national,income
0.99,115.171431992546,0.129020100312909,Brazil,2006,national,income
0.99,116.525869418585,0.1271763434118,Brazil,2007,national,income
0.99,119.4046235752,0.122210504298824,Brazil,2008,national,income
0.99,122.58536309723,0.120859812572086,Brazil,2009,national,income
0.99,132.277292531235,0.122038557954308,Brazil,2011,national,income
0.99,144.937771058689,0.123063811864447,Brazil,2012,national,income
0.99,150.294467828258,0.122146308916459,Brazil,2013,national,income
0.99,150.098394369192,0.114532515944128,Brazil,2014,national,income
0.99,140.897495599077,0.114566787772975,Brazil,2015,national,income
0.99,147.878473079683,0.119651660844285,Brazil,2016,national,income
0.99,145.27410364509,0.117733800070027,Brazil,2017,national,income
0.99,153.855568569897,0.124696924680032,Brazil,2018,national,income
0.99,154.024482579146,0.126416210859829,Brazil,2019,national,income
0.99,139.302956923378,0.112050090996054,Brazil,2020,national,income
0.99,66.3141213285012,0.0311313833572309,Bulgaria,1989,national,consumption
0.99,79.5054759056173,0.0516600482341823,Bulgaria,1992,national,income
0.99,43.0794776094496,0.038362508296093,Bulgaria,1994,national,consumption
0.99,49.5253266061744,0.0637409150607465,Bulgaria,1995,national,consumption
0.99,25.3055165563803,0.0447285847865276,Bulgaria,1997,national,consumption
0.99,38.0708365076538,0.0488248438791801,Bulgaria,2001,national,consumption
0.99,32.7413768724435,0.0487531645691004,Bulgaria,2003,national,consumption
0.99,41.6428847351453,0.0608267104111724,Bulgaria,2006,national,income
0.99,39.2135990692754,0.0402127419035943,Bulgaria,2007,national,consumption
0.99,61.993240966907,0.0476170696152734,Bulgaria,2008,national,income
0.99,67.8614967784036,0.0596266721580187,Bulgaria,2009,national,income
0.99,68.4339649165092,0.0627339321640139,Bulgaria,2010,national,income
0.99,61.1900565259933,0.0581631147611847,Bulgaria,2011,national,income
0.99,65.7495184161185,0.0596808349554195,Bulgaria,2012,national,income
0.99,74.5923746582283,0.0610972090264528,Bulgaria,2013,national,income
0.99,88.3160114781642,0.0662813412829511,Bulgaria,2014,national,income
0.99,88.6227069449426,0.0754228268877754,Bulgaria,2015,national,income
0.99,121.139007180213,0.101138194067451,Bulgaria,2016,national,income
0.99,110.044892456369,0.104747018470465,Bulgaria,2017,national,income
0.99,132.864463883097,0.100067805291692,Bulgaria,2018,national,income
0.99,144.072726518483,0.085943583407532,Bulgaria,2019,national,income
0.99,10.2665537472942,0.115454218856781,Burkina Faso,1994,national,consumption
0.99,13.7726200000882,0.14787906536755,Burkina Faso,1998,national,consumption
0.99,14.5287427373155,0.087854936957165,Burkina Faso,2003,national,consumption
0.99,15.1334192016431,0.0932059342452869,Burkina Faso,2009,national,consumption
0.99,15.2078189499012,0.0730865360239182,Burkina Faso,2014,national,consumption
0.99,28.6604006150267,0.0851675958846784,Burkina Faso,2018,national,consumption
0.99,7.29348473522593,0.0557618269954463,Burundi,1992,national,consumption
0.99,9.65114217755088,0.0938651216969506,Burundi,1998,national,consumption
0.99,8.60447990985731,0.0633449295605182,Burundi,2006,national,consumption
0.99,11.0053669559432,0.0754732334332057,Burundi,2013,national,consumption
0.99,20.2586831244813,0.10718813990584,Cameroon,1996,national,consumption
0.99,23.1268542106541,0.0953172138052042,Cameroon,2001,national,consumption
0.99,22.3025816912783,0.08036149296033,Cameroon,2007,national,consumption
0.99,30.6157441297177,0.0799888167925682,Cameroon,2014,national,consumption
0.99,122.098224986505,0.0504767099358021,Canada,1971,national,income
0.99,135.412348196528,0.0429439317014556,Canada,1975,national,income
0.99,151.715448824697,0.0437468445063265,Canada,1981,national,income
0.99,148.024927262346,0.0415703992885553,Canada,1987,national,income
0.99,148.747959574103,0.0421323874981658,Canada,1991,national,income
0.99,148.610742780471,0.0406494925030441,Canada,1994,national,income
0.99,150.909505819084,0.041548293887075,Canada,1997,national,income
0.99,168.516483792876,0.0556245426733089,Canada,1998,national,income
0.99,174.239439029957,0.054913951632846,Canada,2000,national,income
0.99,180.963124959856,0.0542891104965845,Canada,2004,national,income
0.99,178.446483060615,0.0601656114058344,Canada,2007,national,income
0.99,12.641025959072,0.14045907227531,Central African Republic,1992,national,consumption
0.99,24.6767061514284,0.191448886525383,Central African Republic,2008,national,consumption
0.99,11.6920329761694,0.0718433879627219,Chad,2003,national,consumption
0.99,17.8253065649443,0.0776186811083156,Chad,2011,national,consumption
0.99,17.3607938078239,0.0671703564051938,Chad,2018,national,consumption
0.99,74.854355106561,0.130983477113025,Chile,1987,national,income
0.99,90.0558948492149,0.146697713044844,Chile,1990,national,income
0.99,104.578507296707,0.157637425424343,Chile,1992,national,income
0.99,107.085422149427,0.156658514362071,Chile,1994,national,income
0.99,124.443595774407,0.139921317582996,Chile,1996,national,income
0.99,124.081197062718,0.141992081578345,Chile,1998,national,income
0.99,105.4806321464,0.133016499698066,Chile,2000,national,income
0.99,95.4402230580298,0.124215351155464,Chile,2003,national,income
0.99,98.5654011970181,0.110466784229403,Chile,2006,national,income
0.99,107.148253584697,0.110808079519089,Chile,2009,national,income
0.99,111.407259494948,0.0966187654792093,Chile,2011,national,income
0.99,131.024628002869,0.0954435708352062,Chile,2013,national,income
0.99,133.053629313104,0.0953995330784813,Chile,2015,national,income
0.99,147.583303213563,0.0979724278420067,Chile,2017,national,income
0.99,142.307416277352,0.0896098076151896,Chile,2020,national,income
0.99,3.14293492808368,0.0324298933332646,China,1981,national,income
0.99,4.39112396562972,0.0356700355385526,China,1984,national,income
0.99,5.80726081995846,0.0392041403426833,China,1987,national,income
0.99,6.87216884713413,0.0567697078936872,China,1990,national,consumption
0.99,11.4796467715401,0.0581690291312705,China,1996,national,consumption
0.99,13.7996870941755,0.0646180923303333,China,1999,national,consumption
0.99,17.9255493704107,0.0745873896804271,China,2002,national,consumption
0.99,22.7911109614584,0.0718619909896073,China,2005,national,consumption
0.99,31.2836104691373,0.0775469781886705,China,2008,national,consumption
0.99,37.6529784847039,0.0822073200921216,China,2010,national,consumption
0.99,39.4128115385012,0.0784044807059274,China,2011,national,consumption
0.99,42.7526379217452,0.0760408141069042,China,2012,national,consumption
0.99,45.1509519395803,0.0678111110400961,China,2013,national,consumption
0.99,47.3139606150063,0.0641026681080039,China,2014,national,consumption
0.99,50.0069484929428,0.0635682250135809,China,2015,national,consumption
0.99,53.2190237860587,0.0626050912717936,China,2016,national,consumption
0.99,58.2631755405047,0.0653624672741883,China,2017,national,consumption
0.99,60.4937492995202,0.0623165403463338,China,2018,national,consumption
0.99,64.5249700255469,0.0640401528491591,China,2019,national,consumption
0.99,69.2492005900031,0.106391971647232,Colombia,1992,national,income
0.99,73.5293258048446,0.15462603378266,Colombia,1996,national,income
0.99,67.0790736220628,0.147461991811832,Colombia,2001,national,income
0.99,81.6276463855409,0.145715495314893,Colombia,2002,national,income
0.99,73.8662178520082,0.12308041717804,Colombia,2003,national,income
0.99,85.8819797003352,0.142554667662263,Colombia,2004,national,income
0.99,85.2552900086311,0.133217249469442,Colombia,2005,national,income
0.99,94.4099753260194,0.130662008846833,Colombia,2008,national,income
0.99,96.7695806523164,0.133292685902214,Colombia,2009,national,income
0.99,105.892009215773,0.136354673970201,Colombia,2010,national,income
0.99,104.644240848025,0.129760934817947,Colombia,2011,national,income
0.99,102.266410843444,0.123020869847776,Colombia,2012,national,income
0.99,106.996300879113,0.124564013814624,Colombia,2013,national,income
0.99,115.579062147633,0.127459375581484,Colombia,2014,national,income
0.99,104.208610716911,0.116010170467055,Colombia,2015,national,income
0.99,105.744390207836,0.119932992888796,Colombia,2016,national,income
0.99,101.314313865874,0.114011552953348,Colombia,2017,national,income
0.99,105.082970219828,0.117909754084719,Colombia,2018,national,income
0.99,108.157334933358,0.117293900736946,Colombia,2019,national,income
0.99,96.1813747324165,0.128356516386764,Colombia,2020,national,income
0.99,77.711127470417,0.178094126286763,Comoros,2004,national,consumption
0.99,36.3850884608041,0.085132979061193,Comoros,2014,national,consumption
0.99,30.6659665512811,0.0673555618060285,Costa Rica,1981,national,income
0.99,17.2718207171317,0.0308649562496828,Costa Rica,1986,national,income
0.99,53.7549330996788,0.0886160149756367,Costa Rica,1992,national,income
0.99,57.0314278913874,0.0753227478048872,Costa Rica,1993,national,income
0.99,71.0067253912388,0.0870097311048495,Costa Rica,1994,national,income
0.99,68.8466819210029,0.0856598256720358,Costa Rica,1995,national,income
0.99,64.6286695552271,0.0778631226332203,Costa Rica,1997,national,income
0.99,74.6953545342274,0.0792906969373012,Costa Rica,1998,national,income
0.99,77.373849575216,0.08371986847515,Costa Rica,1999,national,income
0.99,76.4734060204709,0.0869474622956488,Costa Rica,2000,national,income
0.99,120.962872517032,0.106183869732327,Costa Rica,2001,national,income
0.99,118.973619947008,0.105469857558578,Costa Rica,2002,national,income
0.99,103.426352367374,0.0876925285857832,Costa Rica,2003,national,income
0.99,101.607644531049,0.0901658603721007,Costa Rica,2004,national,income
0.99,103.224290323863,0.0940843110482764,Costa Rica,2005,national,income
0.99,107.879411694865,0.0921331670758095,Costa Rica,2006,national,income
0.99,117.335928211149,0.104815601157713,Costa Rica,2007,national,income
0.99,119.490270251606,0.0963761189478487,Costa Rica,2008,national,income
0.99,135.427499558406,0.0943120181515736,Costa Rica,2009,national,income
0.99,129.515744438402,0.0904723560652538,Costa Rica,2010,national,income
0.99,132.791888311044,0.09419668427326,Costa Rica,2011,national,income
0.99,145.352139562933,0.0941051683105533,Costa Rica,2012,national,income
0.99,143.356502045369,0.089337262606803,Costa Rica,2013,national,income
0.99,143.344595431691,0.0884424136506514,Costa Rica,2014,national,income
0.99,144.613819914934,0.0868403201250079,Costa Rica,2015,national,income
0.99,154.64389155329,0.089738890860927,Costa Rica,2016,national,income
0.99,146.475202012226,0.084405989543343,Costa Rica,2017,national,income
0.99,138.892043077534,0.0837070673667201,Costa Rica,2018,national,income
0.99,145.51569599602,0.0885017324679705,Costa Rica,2019,national,income
0.99,126.638977371819,0.0810855327894699,Costa Rica,2020,national,income
0.99,51.2107340576786,0.102969985143594,Cote d'Ivoire,1985,national,consumption
0.99,36.6456131002127,0.0724907531249292,Cote d'Ivoire,1986,national,consumption
0.99,36.0557648728332,0.0817165590537841,Cote d'Ivoire,1987,national,consumption
0.99,24.4669088371056,0.0693827827958834,Cote d'Ivoire,1988,national,consumption
0.99,18.5068695070459,0.0610683641357924,Cote d'Ivoire,1992,national,consumption
0.99,20.7464596318782,0.0716054617188033,Cote d'Ivoire,1995,national,consumption
0.99,15.836288420723,0.0642307867520478,Cote d'Ivoire,1998,national,consumption
0.99,21.8562626209116,0.0817833735214026,Cote d'Ivoire,2002,national,consumption
0.99,20.4200107031207,0.076930110603305,Cote d'Ivoire,2008,national,consumption
0.99,19.5940192647311,0.0744891852126871,Cote d'Ivoire,2015,national,consumption
0.99,24.518619422247,0.0624623760298386,Cote d'Ivoire,2018,national,consumption
0.99,115.254873147023,0.0392293968998129,Croatia,1998,national,consumption
0.99,61.2901896430202,0.048920355224464,Croatia,1999,national,consumption
0.99,81.8701084599958,0.0492834318369775,Croatia,2000,national,consumption
0.99,73.6217429685091,0.0449033719085325,Croatia,2001,national,consumption
0.99,108.526738619028,0.0465147764967329,Croatia,2004,national,consumption
0.99,147.482668733251,0.0735463953603263,Croatia,2008,national,consumption
0.99,133.160707142277,0.0609363025868557,Croatia,2009,national,consumption
0.99,82.0677788544277,0.0404551040809778,Croatia,2010,national,consumption
0.99,68.9531896442858,0.0401059072619813,Croatia,2011,national,income
0.99,64.1357747271641,0.0385135523947431,Croatia,2012,national,income
0.99,65.5021165743692,0.0422076905723492,Croatia,2013,national,income
0.99,70.4487867579366,0.0432761488964221,Croatia,2014,national,income
0.99,69.7545875431468,0.0408954003358754,Croatia,2015,national,income
0.99,76.3767515260701,0.0415590864232479,Croatia,2016,national,income
0.99,76.9933846559465,0.0399357357212024,Croatia,2017,national,income
0.99,84.6615794135919,0.0406634027725953,Croatia,2018,national,income
0.99,92.1463157101792,0.0435155539574651,Croatia,2019,national,income
0.99,148.325145693937,0.0547350155669492,Cyprus,2004,national,income
0.99,172.462105660991,0.0627766650368617,Cyprus,2005,national,income
0.99,189.080981275846,0.0736034256278895,Cyprus,2006,national,income
0.99,176.092492371487,0.0627538415242357,Cyprus,2007,national,income
0.99,182.352933370344,0.0669447404695613,Cyprus,2008,national,income
0.99,203.574590250505,0.0702145305170243,Cyprus,2009,national,income
0.99,195.013937371057,0.0576991583783866,Cyprus,2010,national,income
0.99,198.695401885891,0.0679678720663603,Cyprus,2011,national,income
0.99,193.43114602667,0.0746340694670074,Cyprus,2012,national,income
0.99,226.515505511607,0.0939433778992163,Cyprus,2013,national,income
0.99,178.409178535567,0.0771316523311626,Cyprus,2014,national,income
0.99,173.415613556478,0.0693869656834157,Cyprus,2015,national,income
0.99,180.202459991262,0.0665086148569893,Cyprus,2016,national,income
0.99,154.114498659082,0.0573619882532317,Cyprus,2017,national,income
0.99,206.310866218243,0.0718866154860464,Cyprus,2018,national,income
0.99,183.275733438516,0.0574354805527252,Cyprus,2019,national,income
0.99,149.01416706426,0.0422806648227441,Denmark,1987,national,income
0.99,121.307890401355,0.0414433078499109,Denmark,1992,national,income
0.99,118.729880570882,0.0390620935772738,Denmark,1995,national,income
0.99,132.312250800493,0.0384573464963252,Denmark,2000,national,income
0.99,138.836022521911,0.0462319221931329,Denmark,2003,national,income
0.99,138.922755565501,0.0400532293726727,Denmark,2004,national,income
0.99,143.490348212882,0.0423248963498529,Denmark,2005,national,income
0.99,146.08476418304,0.0531757435410528,Denmark,2006,national,income
0.99,151.905117139616,0.0533855033086501,Denmark,2007,national,income
0.99,148.850228462925,0.0434801286457451,Denmark,2008,national,income
0.99,150.687051491419,0.047621566898503,Denmark,2009,national,income
0.99,181.948927855827,0.050175929679961,Denmark,2010,national,income
0.99,178.665583973292,0.0512246440880027,Denmark,2011,national,income
0.99,159.157208134392,0.0600718246285767,Denmark,2012,national,income
0.99,180.005149711001,0.0585918615906773,Denmark,2013,national,income
0.99,194.924515526887,0.0574001665346664,Denmark,2014,national,income
0.99,174.197645773651,0.068717256961632,Denmark,2015,national,income
0.99,178.067328183711,0.0641122777336702,Denmark,2016,national,income
0.99,194.851794202868,0.0649621638704262,Denmark,2017,national,income
0.99,194.656859262082,0.0586026894675582,Denmark,2018,national,income
0.99,198.938266017873,0.0624386410383211,Denmark,2019,national,income
0.99,22.1764028821765,0.0751314685718411,Djibouti,2002,national,consumption
0.99,31.6622005255321,0.0878281197805882,Djibouti,2012,national,consumption
0.99,30.1587057487291,0.0961407564918118,Djibouti,2013,national,consumption
0.99,28.1135134362776,0.0852154173710723,Djibouti,2017,national,consumption
0.99,78.4924404410967,0.0992226839469132,Dominican Republic,1986,national,income
0.99,50.0580910254204,0.126971817434107,Dominican Republic,1989,national,income
0.99,51.3101493781981,0.189953553908976,Dominican Republic,1992,national,income
0.99,70.2152557883629,0.0922145125246671,Dominican Republic,1996,national,income
0.99,76.2372557994295,0.111511829946046,Dominican Republic,1997,national,income
0.99,93.6839985828659,0.119326784219873,Dominican Republic,2000,national,income
0.99,88.5643922901953,0.102587929612201,Dominican Republic,2001,national,income
