"slug","table","extroplateCheckbox","surveyTypeRadio","metricDropdown","povlineDropdown","name","title","subtitle","notes","sourceName","unit","shortUnit"
"headcount_ratio_1_90","inc_extrap","TRUE","Incomes only","Share in poverty","$1.90 a day","$1.90 a day - share of population below poverty line","Poverty: Share of population living on less than $1.90 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_3_20","inc_extrap","TRUE","Incomes only","Share in poverty","$3.20 a day","$3.20 a day - share of population below poverty line","Poverty: Share of population living on less than $3.20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_5_50","inc_extrap","TRUE","Incomes only","Share in poverty","$5.50 a day","$5.50 a day - share of population below poverty line","Poverty: Share of population living on less than $5.50 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_10_00","inc_extrap","TRUE","Incomes only","Share in poverty","$10 a day","$10 a day - share of population below poverty line","Poverty: Share of population living on less than $10 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_15_00","inc_extrap","TRUE","Incomes only","Share in poverty","$15 a day","$15 a day - share of population below poverty line","Poverty: Share of population living on less than $15 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_20_00","inc_extrap","TRUE","Incomes only","Share in poverty","$20 a day","$20 a day - share of population below poverty line","Poverty: Share of population living on less than $20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_30_00","inc_extrap","TRUE","Incomes only","Share in poverty","$30 a day","$30 a day - share of population below poverty line","Poverty: Share of population living on less than $30 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_40_00","inc_extrap","TRUE","Incomes only","Share in poverty","$40 a day","$40 a day - share of population below poverty line","Poverty: Share of population living on less than $40 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_1_00","cons_extrap","TRUE","Consumption only","Share in poverty","$1 a day","$1 a day - share of population below poverty line","Poverty: Share of population living on less than $1 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_1_90","cons_extrap","TRUE","Consumption only","Share in poverty","$1.90 a day","$1.90 a day - share of population below poverty line","Poverty: Share of population living on less than $1.90 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_3_20","cons_extrap","TRUE","Consumption only","Share in poverty","$3.20 a day","$3.20 a day - share of population below poverty line","Poverty: Share of population living on less than $3.20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_5_50","cons_extrap","TRUE","Consumption only","Share in poverty","$5.50 a day","$5.50 a day - share of population below poverty line","Poverty: Share of population living on less than $5.50 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_10_00","cons_extrap","TRUE","Consumption only","Share in poverty","$10 a day","$10 a day - share of population below poverty line","Poverty: Share of population living on less than $10 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_15_00","cons_extrap","TRUE","Consumption only","Share in poverty","$15 a day","$15 a day - share of population below poverty line","Poverty: Share of population living on less than $15 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_20_00","cons_extrap","TRUE","Consumption only","Share in poverty","$20 a day","$20 a day - share of population below poverty line","Poverty: Share of population living on less than $20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_30_00","cons_extrap","TRUE","Consumption only","Share in poverty","$30 a day","$30 a day - share of population below poverty line","Poverty: Share of population living on less than $30 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_40_00","cons_extrap","TRUE","Consumption only","Share in poverty","$40 a day","$40 a day - share of population below poverty line","Poverty: Share of population living on less than $40 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_1_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Share in poverty","$1 a day","$1 a day - share of population below poverty line","Poverty: Share of population living on less than $1 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_1_90","inc_or_cons_no_extrap","FALSE","Either income or consumption","Share in poverty","$1.90 a day","$1.90 a day - share of population below poverty line","Poverty: Share of population living on less than $1.90 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_3_20","inc_or_cons_no_extrap","FALSE","Either income or consumption","Share in poverty","$3.20 a day","$3.20 a day - share of population below poverty line","Poverty: Share of population living on less than $3.20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_5_50","inc_or_cons_no_extrap","FALSE","Either income or consumption","Share in poverty","$5.50 a day","$5.50 a day - share of population below poverty line","Poverty: Share of population living on less than $5.50 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_10_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Share in poverty","$10 a day","$10 a day - share of population below poverty line","Poverty: Share of population living on less than $10 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_15_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Share in poverty","$15 a day","$15 a day - share of population below poverty line","Poverty: Share of population living on less than $15 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_20_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Share in poverty","$20 a day","$20 a day - share of population below poverty line","Poverty: Share of population living on less than $20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_30_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Share in poverty","$30 a day","$30 a day - share of population below poverty line","Poverty: Share of population living on less than $30 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_40_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Share in poverty","$40 a day","$40 a day - share of population below poverty line","Poverty: Share of population living on less than $40 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_1_00","inc_no_extrap","FALSE","Incomes only","Share in poverty","$1 a day","$1 a day - share of population below poverty line","Poverty: Share of population living on less than $1 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_1_90","inc_no_extrap","FALSE","Incomes only","Share in poverty","$1.90 a day","$1.90 a day - share of population below poverty line","Poverty: Share of population living on less than $1.90 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_3_20","inc_no_extrap","FALSE","Incomes only","Share in poverty","$3.20 a day","$3.20 a day - share of population below poverty line","Poverty: Share of population living on less than $3.20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_5_50","inc_no_extrap","FALSE","Incomes only","Share in poverty","$5.50 a day","$5.50 a day - share of population below poverty line","Poverty: Share of population living on less than $5.50 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_10_00","inc_no_extrap","FALSE","Incomes only","Share in poverty","$10 a day","$10 a day - share of population below poverty line","Poverty: Share of population living on less than $10 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_15_00","inc_no_extrap","FALSE","Incomes only","Share in poverty","$15 a day","$15 a day - share of population below poverty line","Poverty: Share of population living on less than $15 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_20_00","inc_no_extrap","FALSE","Incomes only","Share in poverty","$20 a day","$20 a day - share of population below poverty line","Poverty: Share of population living on less than $20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_30_00","inc_no_extrap","FALSE","Incomes only","Share in poverty","$30 a day","$30 a day - share of population below poverty line","Poverty: Share of population living on less than $30 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_40_00","inc_no_extrap","FALSE","Incomes only","Share in poverty","$40 a day","$40 a day - share of population below poverty line","Poverty: Share of population living on less than $40 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_1_00","cons_no_extrap","FALSE","Consumption only","Share in poverty","$1 a day","$1 a day - share of population below poverty line","Poverty: Share of population living on less than $1 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_1_90","cons_no_extrap","FALSE","Consumption only","Share in poverty","$1.90 a day","$1.90 a day - share of population below poverty line","Poverty: Share of population living on less than $1.90 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_3_20","cons_no_extrap","FALSE","Consumption only","Share in poverty","$3.20 a day","$3.20 a day - share of population below poverty line","Poverty: Share of population living on less than $3.20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_5_50","cons_no_extrap","FALSE","Consumption only","Share in poverty","$5.50 a day","$5.50 a day - share of population below poverty line","Poverty: Share of population living on less than $5.50 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_10_00","cons_no_extrap","FALSE","Consumption only","Share in poverty","$10 a day","$10 a day - share of population below poverty line","Poverty: Share of population living on less than $10 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_15_00","cons_no_extrap","FALSE","Consumption only","Share in poverty","$15 a day","$15 a day - share of population below poverty line","Poverty: Share of population living on less than $15 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_20_00","cons_no_extrap","FALSE","Consumption only","Share in poverty","$20 a day","$20 a day - share of population below poverty line","Poverty: Share of population living on less than $20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_30_00","cons_no_extrap","FALSE","Consumption only","Share in poverty","$30 a day","$30 a day - share of population below poverty line","Poverty: Share of population living on less than $30 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_ratio_40_00","cons_no_extrap","FALSE","Consumption only","Share in poverty","$40 a day","$40 a day - share of population below poverty line","Poverty: Share of population living on less than $40 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform","%","%"
"headcount_1_00","inc_or_cons_extrap","TRUE","Either income or consumption","Number of people in poverty","$1 a day","$1 a day - total number of people below poverty line","Poverty: Number of people living on less than $1 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_1_90","inc_or_cons_extrap","TRUE","Either income or consumption","Number of people in poverty","$1.90 a day","$1.90 a day - total number of people below poverty line","Poverty: Number of people living on less than $1.90 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_3_20","inc_or_cons_extrap","TRUE","Either income or consumption","Number of people in poverty","$3.20 a day","$3.20 a day - total number of people below poverty line","Poverty: Number of people living on less than $3.20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_5_50","inc_or_cons_extrap","TRUE","Either income or consumption","Number of people in poverty","$5.50 a day","$5.50 a day - total number of people below poverty line","Poverty: Number of people living on less than $5.50 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_10_00","inc_or_cons_extrap","TRUE","Either income or consumption","Number of people in poverty","$10 a day","$10 a day - total number of people below poverty line","Poverty: Number of people living on less than $10 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_15_00","inc_or_cons_extrap","TRUE","Either income or consumption","Number of people in poverty","$15 a day","$15 a day - total number of people below poverty line","Poverty: Number of people living on less than $15 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_20_00","inc_or_cons_extrap","TRUE","Either income or consumption","Number of people in poverty","$20 a day","$20 a day - total number of people below poverty line","Poverty: Number of people living on less than $20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_30_00","inc_or_cons_extrap","TRUE","Either income or consumption","Number of people in poverty","$30 a day","$30 a day - total number of people below poverty line","Poverty: Number of people living on less than $30 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_40_00","inc_or_cons_extrap","TRUE","Either income or consumption","Number of people in poverty","$40 a day","$40 a day - total number of people below poverty line","Poverty: Number of people living on less than $40 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_1_00","inc_extrap","TRUE","Incomes only","Number of people in poverty","$1 a day","$1 a day - total number of people below poverty line","Poverty: Number of people living on less than $1 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_1_90","inc_extrap","TRUE","Incomes only","Number of people in poverty","$1.90 a day","$1.90 a day - total number of people below poverty line","Poverty: Number of people living on less than $1.90 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_3_20","inc_extrap","TRUE","Incomes only","Number of people in poverty","$3.20 a day","$3.20 a day - total number of people below poverty line","Poverty: Number of people living on less than $3.20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_5_50","inc_extrap","TRUE","Incomes only","Number of people in poverty","$5.50 a day","$5.50 a day - total number of people below poverty line","Poverty: Number of people living on less than $5.50 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_10_00","inc_extrap","TRUE","Incomes only","Number of people in poverty","$10 a day","$10 a day - total number of people below poverty line","Poverty: Number of people living on less than $10 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_15_00","inc_extrap","TRUE","Incomes only","Number of people in poverty","$15 a day","$15 a day - total number of people below poverty line","Poverty: Number of people living on less than $15 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_20_00","inc_extrap","TRUE","Incomes only","Number of people in poverty","$20 a day","$20 a day - total number of people below poverty line","Poverty: Number of people living on less than $20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_30_00","inc_extrap","TRUE","Incomes only","Number of people in poverty","$30 a day","$30 a day - total number of people below poverty line","Poverty: Number of people living on less than $30 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_40_00","inc_extrap","TRUE","Incomes only","Number of people in poverty","$40 a day","$40 a day - total number of people below poverty line","Poverty: Number of people living on less than $40 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_1_00","cons_extrap","TRUE","Consumption only","Number of people in poverty","$1 a day","$1 a day - total number of people below poverty line","Poverty: Number of people living on less than $1 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_1_90","cons_extrap","TRUE","Consumption only","Number of people in poverty","$1.90 a day","$1.90 a day - total number of people below poverty line","Poverty: Number of people living on less than $1.90 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_3_20","cons_extrap","TRUE","Consumption only","Number of people in poverty","$3.20 a day","$3.20 a day - total number of people below poverty line","Poverty: Number of people living on less than $3.20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_5_50","cons_extrap","TRUE","Consumption only","Number of people in poverty","$5.50 a day","$5.50 a day - total number of people below poverty line","Poverty: Number of people living on less than $5.50 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_10_00","cons_extrap","TRUE","Consumption only","Number of people in poverty","$10 a day","$10 a day - total number of people below poverty line","Poverty: Number of people living on less than $10 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_15_00","cons_extrap","TRUE","Consumption only","Number of people in poverty","$15 a day","$15 a day - total number of people below poverty line","Poverty: Number of people living on less than $15 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_20_00","cons_extrap","TRUE","Consumption only","Number of people in poverty","$20 a day","$20 a day - total number of people below poverty line","Poverty: Number of people living on less than $20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_30_00","cons_extrap","TRUE","Consumption only","Number of people in poverty","$30 a day","$30 a day - total number of people below poverty line","Poverty: Number of people living on less than $30 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_40_00","cons_extrap","TRUE","Consumption only","Number of people in poverty","$40 a day","$40 a day - total number of people below poverty line","Poverty: Number of people living on less than $40 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_1_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Number of people in poverty","$1 a day","$1 a day - total number of people below poverty line","Poverty: Number of people living on less than $1 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_1_90","inc_or_cons_no_extrap","FALSE","Either income or consumption","Number of people in poverty","$1.90 a day","$1.90 a day - total number of people below poverty line","Poverty: Number of people living on less than $1.90 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_3_20","inc_or_cons_no_extrap","FALSE","Either income or consumption","Number of people in poverty","$3.20 a day","$3.20 a day - total number of people below poverty line","Poverty: Number of people living on less than $3.20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_5_50","inc_or_cons_no_extrap","FALSE","Either income or consumption","Number of people in poverty","$5.50 a day","$5.50 a day - total number of people below poverty line","Poverty: Number of people living on less than $5.50 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_10_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Number of people in poverty","$10 a day","$10 a day - total number of people below poverty line","Poverty: Number of people living on less than $10 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_15_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Number of people in poverty","$15 a day","$15 a day - total number of people below poverty line","Poverty: Number of people living on less than $15 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_20_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Number of people in poverty","$20 a day","$20 a day - total number of people below poverty line","Poverty: Number of people living on less than $20 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_30_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Number of people in poverty","$30 a day","$30 a day - total number of people below poverty line","Poverty: Number of people living on less than $30 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_40_00","inc_or_cons_no_extrap","FALSE","Either income or consumption","Number of people in poverty","$40 a day","$40 a day - total number of people below poverty line","Poverty: Number of people living on less than $40 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
"headcount_1_00","inc_no_extrap","FALSE","Incomes only","Number of people in poverty","$1 a day","$1 a day - total number of people below poverty line","Poverty: Number of people living on less than $1 a day","This data is adjusted for differences in the cost of living between countries and for inflation.","This data is expressed in international-$ at 2011 prices.","World Bank Poverty and Inequality Platform",NA,NA
