Entity,Year,reporting_level,welfare_type,median_40,median_50,median_60,headcount_40_median,headcount_50_median,headcount_60_median,headcount_ratio_40_median,headcount_ratio_50_median,headcount_ratio_60_median,poverty_gap_index_40_median,poverty_gap_index_50_median,poverty_gap_index_60_median,total_shortfall_40_median,total_shortfall_50_median,total_shortfall_60_median,avg_shortfall_40_median,avg_shortfall_50_median,avg_shortfall_60_median,income_gap_ratio_40_median,income_gap_ratio_50_median,income_gap_ratio_60_median,poverty_severity_40_median,poverty_severity_50_median,poverty_severity_60_median,watts_40_median,watts_50_median,watts_60_median,headcount_stacked_below_40_median,headcount_stacked_below_50_median,headcount_stacked_below_60_median,headcount_stacked_above_60_median,headcount_ratio_stacked_below_40_median,headcount_ratio_stacked_below_50_median,headcount_ratio_stacked_below_60_median,headcount_ratio_stacked_above_60_median
Argentina,1996,urban,income,5.541854904313477,6.927318630391847,8.312782356470215,5024748.0,7024647.0,8885014.0,16.13297976070728,22.554066267795992,28.527153064400153,6.8216531311093895,9.33556387836928,12.00342032643082,11774553.715342488,20142129.817401342,31077859.285350803,2.343312284584717,2.8673511732904644,3.4977839410664746,42.28389817208695,41.39193425737184,42.07717453764431,0.0442342551050369,0.0575041726993998,0.0725897150689118,0.0767283261072936,0.1155536016134865,0.1581371202997363,5024748.0,1999899.0,1860367.0,22260799.0,16.132980699524524,6.421084593296697,5.973088581762178,71.4728461254166
Argentina,1997,urban,income,5.934271806433243,7.417839758041554,8.901407709649865,5259974.0,7020019.0,9153881.0,16.65621228072938,22.22956284061027,28.98664354349251,6.92638028035541,9.53905898313147,12.37164988773457,12980192.104863822,22345513.29282486,34777124.34856485,2.4677293281038692,3.18311293642152,3.7991671891479526,41.584366348515516,42.9115893609155,42.68052102623431,0.0424396528637753,0.0569258366432994,0.0731609589432203,0.0816209568002112,0.1226742297429183,0.168209696063611,5259974.0,1760045.0,2133862.0,22425772.0,16.656212150272836,5.573351296798607,6.757078679743568,71.01335787318499
Argentina,1998,urban,income,5.429146768036853,6.786433460046066,8.143720152055279,5295507.0,7368719.0,9264588.0,16.543516876152882,23.020370813119868,28.94319402600804,6.65476867596472,9.28840705725229,12.08412241846173,11564962.34996782,20177274.96228969,31500513.603123672,2.1839197549862215,2.7382337367308605,3.4000986987358393,40.225837471251744,40.348641931755914,41.75117311561518,0.0398253828851529,0.054339660920315,0.0704708570542698,0.0821918980199691,0.1235674599166459,0.168756896353629,5295507.0,2073212.0,1895869.0,22744970.0,16.54351803295753,6.476852944985994,5.9228215522376155,71.05680746981886
Argentina,1999,urban,income,5.391841737368403,6.7398021717105046,8.087762606052603,5416625.0,7290011.0,9538472.0,16.69822936353277,22.4734556445175,29.404949409012648,6.90653067271831,9.5091407272511,12.333000244505769,12079680.144946054,20789630.8366902,32356049.348261703,2.2301119506973537,2.8517969090431,3.392162743494105,41.36085700070649,42.312768778483864,41.94191779263559,0.0422719305067172,0.0567137705448175,0.0728346266791852,0.0837415654051401,0.124785268692191,0.1702534893363937,5416625.0,1873386.0,2248461.0,22899848.0,16.698229131471667,5.775225104136096,6.9314964523440175,70.59504931204822
Argentina,2000,urban,income,5.1281233046034025,6.410154130754254,7.6921849569051055,5847038.0,8045025.0,10255472.0,17.789799814554748,24.47724366539762,31.202600143288922,7.57672038087435,10.34322133289797,13.199083971525068,12770403.12246142,21791602.990155987,33370168.362503853,2.1840807469459613,2.708705440959598,3.2538890811172663,42.59025411860438,42.256479106546486,42.30123299617649,0.0468379887313913,0.0623508035000352,0.0793910751400415,0.0975360187112655,0.1420292534126732,0.1895068580656277,5847038.0,2197987.0,2210447.0,22611893.0,17.789798482476463,6.687445129842322,6.72535507485921,68.797401312822
Argentina,2001,urban,income,4.576579144320644,5.720723930400806,6.8648687164809665,6421667.0,8346693.0,10348095.0,19.28546567700708,25.0666809139068,31.077264434869463,9.55450028053971,12.16501662080717,14.9293436819083,14560174.567896765,23172949.97377831,34126408.050160095,2.2673512295011196,2.7763031387135375,3.2978444873341513,49.54248922614643,48.53062606219881,48.03943998836842,0.0642302718653631,0.0803515034608058,0.0973190189370336,0.1155268047053269,0.1604524596541509,0.2083954614776362,6421667.0,1925026.0,2001402.0,22949865.0,19.285466737301622,5.781213023260284,6.01058443219945,68.92273580723864
Argentina,2002,urban,income,3.1394501675536266,3.924312709442033,4.709175251330439,6849544.0,8748267.0,10547204.0,20.30762520046489,25.93698632826069,31.270497553236137,8.57514698318707,11.51702472464159,14.40582591656398,9080247.893602181,15244263.407602755,22881555.970577028,1.325671883208894,1.742546656109462,2.1694428182651087,42.2262438470844,44.403868527521624,46.06842392735748,0.0497055430068416,0.0681738017056272,0.0870988266650024,0.1116234022879902,0.1608539085084802,0.2112747754131185,6849544.0,1898723.0,1798937.0,23181724.0,20.30762436327653,5.629360648521056,5.33351371262081,68.72950127558161
Argentina,2003,urban,income,4.636659574005637,5.795824467507045,6.9549893610084546,6075694.0,8363492.0,10254406.0,17.78625685338621,24.48366124129906,30.01920555656266,6.977061295407521,9.79381073891056,12.72010290574622,11050681.223838136,19390018.924146086,30220273.922133088,1.818834395517308,2.318411845691499,2.9470526056929174,39.2272576083477,40.0014158242566,42.37321515133997,0.0385591900576492,0.0549885581349638,0.0727361569842395,0.1016170135548675,0.147516383082154,0.1965604175633216,6075694.0,2287798.0,1890914.0,23905078.0,17.786258129660272,6.697402103614915,5.535546145837566,69.98079362088725
Argentina,2004,urban,income,5.378939217139211,6.723674021424014,8.068408825708817,6218132.0,8330102.0,10500670.0,17.97725659527875,24.08317660042518,30.35851158577481,6.79689534498081,9.63294418436948,12.58437822867682,12645726.057101564,22402796.99334366,35120137.56317063,2.0336856884192174,2.6893784725977734,3.3445615911337683,37.808303948465756,39.99864455100676,41.452554814485936,0.0361986357815922,0.052892270514888,0.0707919682306609,0.0982517408747025,0.1442508291991342,0.193474751403652,6218132.0,2111970.0,2170568.0,24088214.0,17.977255351748266,6.105921197110609,6.275334006150647,69.64148944499048
Argentina,2005,urban,income,5.972905202741116,7.466131503426394,8.959357804111674,5945149.0,8270765.0,10347566.0,16.978531032780992,23.620168823728648,29.55122974143668,6.3999476336939,9.18037877593265,12.09686880370567,13385195.1203841,24000423.172987606,37950064.25462701,2.2514482177627677,2.901838363559792,3.6675353657688206,37.694357123389835,38.86669237245643,40.9352483286882,0.0337372948358067,0.0497560695996695,0.0671959851730752,0.0913370834545776,0.1358525874044414,0.1839121783524488,5945149.0,2325616.0,2076801.0,24668122.0,16.978529737870637,6.641640169971814,5.93105867290113,70.44877141925642
Argentina,2006,urban,income,6.827270353747619,8.534087942184524,10.240905530621427,5933028.0,8143129.0,10309673.0,16.7413013838603,22.97757229862514,29.090937261699402,6.30116110756081,9.01995841779909,11.8679079422524,15245963.597242132,27280281.232889332,43072464.59209534,2.569676663794968,3.350098129710254,4.1778691324249895,37.638419612084405,39.2554910660167,40.795895635719944,0.0339170752978834,0.0494104546351085,0.0663308323065139,0.0939627449914128,0.1377647162410547,0.1849195590797899,5933028.0,2210101.0,2166544.0,25129795.0,16.74130096986783,6.236270251009411,6.113364907170729,70.90906387195203
Argentina,2007,urban,income,7.052654326907597,8.815817908634497,10.578981490361395,5931045.0,8325988.0,10501658.0,16.538931012848572,23.21731266972603,29.28424756009421,5.77889118074025,8.60647882807267,11.59106440428211,14615744.000310026,27208959.158642013,43973495.448929474,2.4642780488615457,3.267955605826241,4.187290754367498,34.94114321553693,37.069227605364894,39.58122772199362,0.0300726666022214,0.0452577147943354,0.0624176549665698,0.0820681082617852,0.125711889239668,0.1734575767124589,5931045.0,2394943.0,2175670.0,25359459.0,16.53892989445923,6.6783837212878785,6.066933163292153,70.71575322096074
Argentina,2008,urban,income,7.370777257089468,9.213471571361834,11.056165885634202,5734709.0,7941281.0,10270692.0,15.80481612239463,21.88611218676291,28.305951507225156,5.8194018661853,8.42063826715829,11.21577451382641,15563726.590603525,28150769.34065013,44994121.05804942,2.7139522843449466,3.544865033821386,4.380826633497472,36.82043548032296,38.47480297046624,39.623380101321445,0.0305873256968968,0.0453192755687341,0.0615615733695222,0.0841414334486342,0.1254813283762698,0.1708937873690333,5734709.0,2206572.0,2329411.0,26013876.0,15.80481542456286,6.081296048501942,6.419839420439014,71.69404910649618
Argentina,2009,urban,income,7.870010538850846,9.837513173563558,11.805015808276268,5857280.0,8128656.0,10358166.0,15.953700626659181,22.14033503983347,28.212936604947558,5.83888892899193,8.47000353896452,11.2419140023492,16870972.048211176,30591691.90661223,48723828.9360914,2.880342419725739,3.7634378803349815,4.7039050094477535,36.598965217476284,38.25598821507557,39.84666421327396,0.0307100295020186,0.0455231227239967,0.0618246999470196,0.084408918158206,0.1261356127405571,0.1714004562395034,5857280.0,2271376.0,2229510.0,26356077.0,15.953699494771007,6.186634435033836,6.072602395751425,71.78706367444373
Argentina,2010,urban,income,8.093651588985274,10.117064486231593,12.140477383477911,5528020.0,7998669.0,10505825.0,14.91805625278797,21.585410475262982,28.351286972727607,5.15471592164461,7.75321893124203,10.62746731616365,15459898.222467415,29066581.310087703,47810461.01316556,2.796642961217111,3.6339272584085807,4.550852599692605,34.553537800207366,35.91879110145068,37.484955953098705,0.0253832933822137,0.0395618411880901,0.0556366048083775,0.0721159150996002,0.1120508022824051,0.1572037432262479,5528020.0,2470649.0,2507156.0,26550077.0,14.918055428795121,6.667356255421876,6.76587497451823,71.64871334126477
Argentina,2011,urban,income,8.616516519155685,10.770645648944605,12.924774778733527,5318866.0,7760521.0,10267293.0,14.16708505348101,20.67056278925361,27.347484151085983,4.587116438362971,7.12899464863454,9.94422658997421,14839185.504386393,28827607.570121754,48253916.71950051,2.789915275998003,3.7146484843120398,4.699770106833467,32.37869120073806,34.488633322330415,36.36249131835154,0.0219971940687657,0.0352351041057308,0.050631776996699,0.063934796170665,0.101997971799275,0.1453937038976194,5318866.0,2441655.0,2506772.0,27276537.0,14.167084178678627,6.503478734055636,6.676921347662186,72.65251573960356
Argentina,2012,urban,income,8.74728423294915,10.934105291186437,13.120926349423726,5114059.0,7688508.0,10154575.0,13.44822055547362,20.21813792024069,26.70304792381184,4.5152311670361005,6.93617428934437,9.686439658670599,15019453.572230734,28840590.839586172,48331422.69516976,2.9368948563617927,3.751129717181301,4.759571197728095,33.57493340960772,34.306691012066096,36.27465828993954,0.0224740564641969,0.035029771957449,0.0498250424510023,0.0647626549114521,0.1013539667628498,0.1437434577262752,5114059.0,2574449.0,2466067.0,27873199.0,13.448220766222077,6.769917692263555,6.484910213256237,73.29695132825813
Argentina,2013,urban,income,8.895024947917864,11.118781184897331,13.342537421876798,5299770.0,7770853.0,10447028.0,13.762148577345421,20.17892109669326,27.1282622801513,4.5083749207154,6.98160019575909,9.785091777598259,15443223.708414715,29893923.96426701,50277549.22327099,2.913942248138073,3.8469295409740747,4.812617447112326,32.75923637313872,34.598482306670164,36.06973167803467,0.0217994755008381,0.0347093535685894,0.0497873077392092,0.0622797165955151,0.0993511915650618,0.142292191745209,5299770.0,2471083.0,2676175.0,28062728.0,13.762148999334089,6.416771376063769,6.949342914559105,72.87173671004304
Argentina,2014,urban,income,8.121856830898372,10.152321038622965,12.182785246347557,5063500.0,7880053.0,10409867.0,12.986627817734888,20.21038870924439,26.698738235856972,4.0991147754823505,6.59103071873072,9.40130125476956,12980752.148963682,26089942.845032267,44656944.78567439,2.563592801217277,3.310884183777986,4.2898669873183195,31.564122030130807,32.612091079293386,35.212530637067886,0.0193886642438684,0.0316555378599502,0.0465007087053827,0.0558037048491176,0.0921505571772299,0.1344857021003336,5063500.0,2816553.0,2529814.0,28580242.0,12.986626941720015,7.223762826618413,6.488348109003747,73.30126212265783
