Entity,Year,palm_production,palm_kernel_production,palm_area,sunflower_production,sunflower_area,rapeseed_production,rapeseed_area,soybean_production,soybean_area,olive_production,olive_area,coconut_production,coconut_area,groundnut_production,groundnut_area,cottonseed_production,cottonseed_area,sesame_production,sesame_area
Afghanistan,2001,,,,,10633,,,,,73,1300,,,,,6345,50000,,35000
Afghanistan,2002,,,,,9766,,,,,90,1300,,,,,6471,50000,,35000
Afghanistan,2003,,,,,10254,,,,,196,2400,,,,,3700,30000,,44000
Afghanistan,2004,,,,,10625,,,,,208,1000,,,,,3087,25500,,45000
Afghanistan,2005,,,,,13824,,,,,221,1105,,,,,3660,30000,,47000
Afghanistan,2006,,,,,6630,,,,,130,2300,,,,,3518,31950,,47000
Afghanistan,2007,,,,,3000,,,,,130,2300,,,,,3880,35000,,47000
Afghanistan,2008,,,,,1000,,,,,473,2300,,,,,3887,35000,,47000
Afghanistan,2009,,,,,170,,,,,734,2000,,,,,4808,33000,,47000
Afghanistan,2020,,,,,362,,,,,,2134,,,,,,56740,,64862
Africa,1961,1131882,17000,3444970,,248899,,50000,,191071,77143,697800,35921,429850,435815,5721255,152846,3448222,,537104
Africa,1962,1111006,19000,3237470,,209943,,50000,,214994,87970,814000,37780,425300,498519,5787307,135605,3347902,,546703
Africa,1963,1145004,19000,3325700,,241547,,50000,,220995,143734,1532700,44071,437100,540798,6447911,188456,3393807,,536545
Africa,1964,1160831,17000,3333700,,221335,,50000,,207945,143327,1503500,42436,462350,507872,6415122,157851,3520600,,578108
Africa,1965,1138860,52000,3394650,,210032,,50000,,209964,112610,953500,42181,453190,618120,6759618,209329,3853119,,585121
Africa,1966,1151649,61000,3286350,,241465,,50000,,206050,79728,542300,39653,448761,507137,6776007,200798,3909326,,619935
Africa,1967,1100007,90000,2827170,,208700,,50000,,193100,103880,853700,49098,461873,487510,6952792,152283,3855683,,614319
Africa,1968,1154021,92000,2886250,,231975,,50000,,217295,157790,1252500,48061,469300,549627,6941562,159086,3799994,,673950
Africa,1969,1195096,82000,2989650,,251638,,50000,,193741,90234,769760,47143,489675,619255,6522624,201275,4118281,,697739
Africa,1970,1077079,96000,2931900,,285492,,51000,,222630,128704,1340340,50209,494475,710381,6890589,224825,4276665,,607138
Africa,1971,1076657,86000,2933050,,274280,,51000,,236701,252400,1806590,55995,501675,620084,6940154,200500,4286903,,629744
Africa,1972,1038590,79000,2776410,,311490,,51000,,240943,125820,1616200,57729,511875,750750,7177251,236870,4311405,,588404
Africa,1973,1011109,96000,2786658,,473881,,52000,,243127,198772,1715780,56374,515975,475989,6988261,229421,4360939,,637285
Africa,1974,1122520,115000,2964202,,396893,,52000,,250784,184540,1749180,59259,520483,665203,7029489,257319,3778141,,635521
Africa,1975,1176662,126000,2918437,,422740,,52000,,272200,271041,1786940,69877,524000,593121,6736723,250907,3649037,,640771
Africa,1976,1168855,82000,2903133,,489855,,50000,,296536,181258,1845380,70578,511875,652621,5925764,254283,3593904,,604621
Africa,1977,1141017,122000,2948657,,657821,,50000,,323289,163885,1693000,69227,515485,660497,5672631,273926,3647755,,658325
Africa,1978,1174500,137000,2812362,,811365,,45000,,362684,142097,1720520,75354,518075,485625,5684841,287806,3951335,,664550
Africa,1979,1278750,167000,3150373,,606248,,50000,,396837,157010,1944379,92115,537285,530767,5230673,284412,3300004,,606112
Africa,1980,1357485,170000,3145234,,509635,,35000,,423149,178121,1805492,101090,548125,427774,5409075,314644,3199032,,618883
Africa,1981,1176404,182000,2841171,,568540,,54400,,451426,138429,1770696,106524,594095,404671,5573882,324142,2860425,,632403
Africa,1982,1162085,187000,2856176,,509342,,62500,,525291,142591,1724980,114553,596055,471642,5344046,312765,2875764,,655531
Africa,1983,1147074,180000,2746172,,537167,,77500,,380399,212394,1768660,121884,600185,530268,5187522,249806,3014558,,632410
Africa,1984,1182465,207000,3043621,,616934,,68600,,383178,147842,1760380,123462,588775,369736,4977197,252299,3193741,,615096
Africa,1985,1333142,230000,3015208,,600051,,78600,,370824,185258,1835460,126497,593584,390236,4595233,236791,3105957,,648646
Africa,1986,1406384,207000,3046353,,627659,,89600,,390659,196337,1861110,135899,602148,573449,5227551,254566,3222979,,633825
Africa,1987,1487413,196000,3129142,,726451,,112800,,522550,156479,1830540,130907,612738,624754,5165035,255382,3253465,,643507
Africa,1988,1468895,208000,3110078,,876346,,148440,,668070,120810,1917590,127545,624705,811020,5309226,267280,3424829,,638530
Africa,1989,1534097,225000,3159323,,863066,,176800,,976569,212876,1941860,134349,635391,669968,5143299,258037,3295589,,656697
Africa,1990,1643970,250000,3222002,,1090568,,179700,,1034300,271486,1998467,141608,599479,775627,5252408,254446,3457962,,688775
Africa,1991,1662840,260000,3394830,,1146254,,182600,,820412,337703,1995220,131214,666004,755754,5669633,265033,3855500,,721515
Africa,1992,1714994,273000,3528345,,1024718,,207616,,840278,210057,2051973,127670,669353,784038,5880596,257259,3580462,,704714
Africa,1993,1749635,322000,3683773,,1062568,,31170,,817586,283406,2135035,136251,673468,783478,5685565,247996,3163646,,743925
Africa,1994,1760798,329000,3741006,,836477,,36230,,878434,145128,2059381,124992,685404,847726,6563159,265348,3287708,,742538
Africa,1995,1801442,348000,3941291,,940308,,47510,,924287,115608,2148056,124362,672769,736980,6593807,243464,3462723,,773236
Africa,1996,1765675,347000,3977150,,1061352,,52220,,803726,443222,2331285,122062,696726,832841,7194292,265930,4133037,,784781
Africa,1997,1721979,354000,3967387,,893740,,45947,,840813,194989,1918440,124029,709655,899649,7062171,335458,4587270,,858009
Africa,1998,1787243,356000,3977305,,963198,,44220,,922855,260562,2152260,123890,672221,901699,7236543,297278,4365794,,849104
Africa,1999,1846036,367000,4030819,,1300478,,56440,,880933,349888,2389269,125469,688097,965075,7028702,293979,4391999,,898107
Africa,2000,1851278,312000,4115624,,858490,,60725,,898457,191488,2270833,126397,720712,1024640,7315671,276480,3849582,,993433
Africa,2001,1815191,517000,4217847,,1032295,,71390,,953984,107500,2252439,125567,743258,1076456,7324759,327258,4801862,,925706
Africa,2002,1922560,545000,4224024,,1236183,,65807,,989185,173600,2195082,110590,726354,1158945,7760810,346840,4727191,,946454
Africa,2003,1967385,581000,4397062,,1270665,,81755,,1030869,373700,2528405,114958,755993,1064345,7831270,335809,4449687,,1098721
Africa,2004,2137888,618000,4533183,,1188509,,89819,,1143328,311400,2729723,112986,785299,1047499,8059431,356231,5086727,,1225061
Africa,2005,2186830,698000,4585128,,1127228,,101788,,1208843,308794,2756399,128393,852653,1126164,8488048,362339,4991745,,1380088
Africa,2006,2381318,699000,4354390,,1204690,,77258,,1334976,302717,2718752,106665,919895,1183211,8396214,335565,4461440,,1477257
Africa,2007,2437198,689000,4389610,,1054632,,84042,,1357812,317995,2760393,105902,957292,1150474,8821974,310300,4156689,,1542571
Africa,2008,2486803,699000,4503903,,1318184,,88985,,1235573,291800,2796060,108096,981472,1221334,9662169,293239,4061241,,1532944
Africa,2009,2460151,696000,4578500,,1480553,,74839,,1403595,330900,2943716,125017,1032671,978821,10308008,253450,3465464,,1853271
Africa,2010,2364413,270000,4615674,,1281542,,66606,,1190843,379500,3165894,112914,1048381,1015353,11519265,219239,3219860,,2087727
Africa,2011,2355895,262000,4622571,,1831236,,107081,,1620558,324500,3263068,109665,1068132,1114272,10488121,257537,3577064,,2236033
Africa,2012,2365113,275000,4770118,,1809667,,107716,,1806490,384100,3406214,102318,1078033,1152281,12848902,343811,4686432,,4181585
Africa,2013,2366018,293000,4522475,,1867996,,134344,,1901956,392100,3406520,95541,1078370,1174995,13935724,334690,4644370,,5774074
Africa,2014,2428077,303000,4678159,,1936445,,142884,,1872398,405700,3233185,91734,968772,1247597,14718966,304352,4589203,,6790064
Africa,2015,2576532,306000,4816047,,1980274,,127033,,2117906,543400,3332262,105978,995801,1331952,14188716,348794,4421428,,5426255
Africa,2016,2703169,314000,4975151,,2286846,,111277,,2487751,381000,3400255,103260,1012627,1287553,15302981,298248,4336863,,6498488
Africa,2017,2812091,336000,5265453,,2290260,,123663,,2744321,428700,2730300,102851,1058352,1333656,15954716,317527,4692655,,7014734
Africa,2018,2968109,355000,5421906,,2294522,,116788,,2612845,591200,4784058,104631,1100362,1409139,16945804,300095,4766273,,7756308
Africa,2019,3091219,372000,5674886,,2192854,,114959,,2588520,585200,4006867,104316,1084520,1545171,17010234,391060,5061826,,8828377
Africa,2020,,,5454578,,2250013,,100813,,2550972,,5489877,,1047459,,17430165,,4511606,,9692169
Africa (FAO),1961,1131882,18000,3444970,,248899,,50000,,191071,77143,697800,35923,429850,448152,5919455,166846,3828747,,949104
Africa (FAO),1962,1111006,19000,3237470,,209943,,50000,,214994,87970,814000,37781,425300,517235,6079007,163605,3823693,,872703
Africa (FAO),1963,1145004,19000,3325700,,241547,,50000,,220995,143734,1532700,44069,437100,577561,6803811,211456,3841584,,1033545
Africa (FAO),1964,1160831,20000,3333700,,221335,,50000,,207945,143327,1503500,42435,462350,552984,6742322,180852,3961449,,1047108
Africa (FAO),1965,1138860,52000,3394650,,210032,,50000,,209964,112610,953500,42180,453190,646906,7152318,242830,4301585,,983147
Africa (FAO),1966,1151649,61000,3286350,,241465,,50000,,206050,79728,542300,39653,448761,540186,7177507,234335,4350323,,1008509
Africa (FAO),1967,1100007,91000,2827170,,208700,,50000,,193100,103880,853700,49100,461873,519849,7308792,196840,4342287,,1132652
Africa (FAO),1968,1154021,93000,2886250,,231975,,50000,,217295,157790,1252500,48061,469300,584382,7243810,202143,4282656,,1228876
Africa (FAO),1969,1195096,82000,2989650,,251638,,50000,,193741,90234,769760,47143,489675,660969,6973286,251929,4587927,,1269468
Africa (FAO),1970,1077079,98000,2931900,,285492,,51000,,222630,128704,1340340,50210,494475,760489,7274542,276853,4804394,,1387227
Africa (FAO),1971,1076657,87000,2933050,,274280,,51000,,236701,252400,1806590,55996,501675,664634,7574895,258419,4795025,,1437138
Africa (FAO),1972,1038590,80000,2776410,,311490,,51000,,240943,125820,1616200,57728,511875,794695,7867022,293563,4823661,,1784372
Africa (FAO),1973,1011109,96000,2786658,,473881,,52000,,243127,198772,1715780,56375,515975,572177,7722561,276957,4840200,,1573223
Africa (FAO),1974,1122520,117000,2964202,,396893,,52000,,250784,184540,1749180,59261,520483,778478,7782272,319441,4289378,,1550455
Africa (FAO),1975,1176662,128000,2918437,,422740,,52000,,272200,271041,1786940,69879,524000,666113,7708368,311400,4139690,,1595613
Africa (FAO),1976,1168855,82000,2903133,,489855,,50000,,296536,181258,1845380,70577,511875,755474,6725176,283281,4005904,,1548121
Africa (FAO),1977,1141017,123000,2948657,,657821,,50000,,323289,163885,1693000,69226,515485,829050,6799286,316928,4070255,,1652234
Africa (FAO),1978,1174500,138000,2812362,,811365,,45000,,362684,142097,1720520,75352,518075,669574,6668248,338806,4421735,,1521933
Africa (FAO),1979,1278750,169000,3150373,,606248,,50000,,396837,157010,1944379,92116,537285,704051,6219121,321408,3724704,,1437450
Africa (FAO),1980,1357485,170000,3145234,,509635,,35000,,423149,178121,1805492,101090,548125,599043,6303255,344643,3610232,,1464924
Africa (FAO),1981,1176404,183000,2841171,,568540,,54400,,451426,138429,1770696,106524,594095,528951,6571992,350142,3251925,,1491046
Africa (FAO),1982,1162085,188000,2856176,,509342,,62500,,525291,142591,1724980,114554,596055,544389,5999791,354761,3284082,,1168029
Africa (FAO),1983,1147074,181000,2746172,,537167,,77500,,380399,212394,1768660,121885,600185,598203,5952907,303803,3437578,,1546750
Africa (FAO),1984,1182465,207000,3043621,,616934,,68600,,383178,147842,1760380,123461,588775,430782,5694694,310300,3621382,,1383002
Africa (FAO),1985,1333142,230000,3015208,,600051,,78600,,370824,185258,1835460,126496,593584,461401,5022874,293790,3524357,,1706407
Africa (FAO),1986,1406384,206000,3046353,,688659,,89600,,390659,196337,1861110,135897,602148,647437,5769451,292566,3558202,,1571825
Africa (FAO),1987,1487413,196000,3129142,,835651,,112800,,522550,156479,1830540,130906,612738,707256,5849335,307382,3601291,,1603507
Africa (FAO),1988,1468895,206000,3110078,,1030066,,148440,,668070,120810,1917590,127545,624705,896975,5991856,316893,3755012,,1812655
Africa (FAO),1989,1534097,224000,3159323,,923978,,176800,,976569,212876,1941860,134349,635391,726976,5687303,297038,3627872,,1758147
Africa (FAO),1990,1643970,249000,3222002,,1178858,,179700,,1034300,271486,1998467,141608,599479,830481,5475468,276148,3752858,,1152515
Africa (FAO),1991,1662840,259000,3394830,,1178594,,182600,,820412,337703,1995220,131214,666004,787546,5898996,289234,4039495,,1259115
Africa (FAO),1992,1714994,272000,3528345,,1117553,,207616,,840278,210057,2051973,127670,669353,833960,6425856,273259,3771598,,2051909
Africa (FAO),1993,1749635,322000,3683773,,1123048,,31170,,817586,283406,2135035,136251,673468,847762,6465925,261897,3313195,,1975175
Africa (FAO),1994,1760798,330000,3741006,,909977,,36230,,878434,145128,2059381,124992,685404,940643,7450619,291872,3410371,,2089058
Africa (FAO),1995,1801442,345000,3941291,,986508,,47510,,924287,115608,2148056,124361,672769,841399,7677407,274902,3646718,,2266756
Africa (FAO),1996,1765675,346000,3977150,,1092012,,52220,,803726,443222,2331285,122063,696726,944262,8139712,291450,4380464,,2645381
Africa (FAO),1997,1721979,353000,3967387,,919360,,45947,,840813,194989,1918440,124028,709655,1045067,8593911,360060,4877125,,2439709
Africa (FAO),1998,1787243,356000,3977305,,982938,,44220,,922855,260562,2152260,123889,672221,1068797,8623383,314176,4542648,,2253164
Africa (FAO),1999,1846036,366000,4030819,,1321058,,56440,,880933,349888,2389269,125470,688097,1095570,8543642,307431,4526004,,3072447
Africa (FAO),2000,1851278,312000,4115624,,863951,,60725,,898457,191488,2270833,126397,720712,1159432,8778390,290781,4020975,,2999773
Africa (FAO),2001,1815191,518000,4217847,,1042795,,71390,,953984,107500,2252439,125568,743258,1205821,8856079,349828,4971574,,2513306
Africa (FAO),2002,1922560,546000,4224024,,1248783,,65807,,989185,173600,2195082,110590,726354,1309746,9111010,363670,4871671,,2120774
Africa (FAO),2003,1967385,581000,4397062,,1294665,,81755,,1030869,373700,2528405,114958,755993,1140282,8886310,360309,4607687,,2598721
Africa (FAO),2004,2137888,618000,4533183,,1194149,,89819,,1143328,311400,2729723,112986,785299,1124928,9127071,381633,5250947,,2813921
Africa (FAO),2005,2186830,696000,4585128,,1137728,,101788,,1208843,308794,2756399,128392,852653,1148656,9449428,392337,5191665,,2903428
Africa (FAO),2006,2381318,699000,4354390,,1234690,,77258,,1334976,302717,2718752,106664,919895,1215938,8990797,359864,4635607,,3285174
Africa (FAO),2007,2437198,688000,4389610,,1115882,,84042,,1357812,317995,2760393,105901,957292,1184249,9419891,331599,4337939,,2655904
Africa (FAO),2008,2486803,700000,4503903,,1442554,,88985,,1235573,291800,2796060,108096,981472,1264326,10615950,303841,4158720,,3022024
Africa (FAO),2009,2460151,696000,4578500,,1784720,,74839,,1403595,330900,2943716,125016,1032671,1047465,11253425,268446,3594631,,3087438
Africa (FAO),2010,2364413,267000,4615674,567666,1331102,25651,66606,506487,1190843,379500,3165894,112914,1048381,1060925,12670905,223439,3258500,140889,3360747
Africa (FAO),2011,2355895,261000,4622571,652897,1917756,59745,107081,510242,1620558,324500,3263068,109665,1068132,1214066,12186601,263537,3619064,161800,3718213
Africa (FAO),2012,2365113,277000,4770118,678750,1809667,63696,107716,590589,1806490,384100,3406214,102318,1078033,1152281,12848902,343811,4686432,335970,4181585
Africa (FAO),2013,2366018,294000,4522475,608693,1867996,68478,134344,619465,1901956,392100,3406520,95541,1078370,1174995,13935724,334690,4644370,187725,5774074
Africa (FAO),2014,2428077,302000,4678159,677588,1936445,72091,142884,638031,1872398,405700,3233185,91734,968772,1247597,14718966,304352,4589203,182569,6790064
Africa (FAO),2015,2576532,304000,4816047,668694,1980274,71882,127033,738571,2117906,543400,3332262,105978,995801,1331952,14188716,348794,4421428,175068,5426255
Africa (FAO),2016,2703169,314000,4975151,671012,2286846,78787,111277,623935,2487751,381000,3400255,103260,1012627,1287553,15302981,298248,4336863,206339,6498488
Africa (FAO),2017,2812091,335000,5265453,746542,2290260,67226,123663,756896,2744321,428700,2730300,102851,1058352,1333656,15954716,317527,4692655,202326,7014734
Africa (FAO),2018,2968109,354000,5421906,764134,2294522,62225,116788,1024892,2612845,591200,4784058,104631,1100362,1409139,16945804,300095,4766273,186133,7756308
Africa (FAO),2019,3091219,372000,5674886,673862,2192854,61978,114959,1125325,2588520,585200,4006867,104316,1084520,1545171,17010234,391060,5061826,150814,8828377
Africa (FAO),2020,,,5454578,,2250013,,100813,,2550972,,5489877,,1047459,,17430165,,4511606,,9692169
Albania,2014,,0,,800,686,,,51,207,10500,39964,,,0,,72,740,,
Albania,2015,,0,,700,700,,,72,200,11000,41504,,,8,,72,740,,
Albania,2010,,,,800,1300,,,75,300,8000,34242,,,19,,77,740,,
Albania,2011,,,,995,1460,,,86,324,7000,29355,,,18,,73,740,,
Albania,2012,,,,637,1400,,,58,300,12000,36259,,,9,,72,740,,
Albania,2013,,,,484,1000,,,43,300,10500,37941,,,21,,76,740,,
Albania,2016,,,,700,680,,,86,264,10000,38889,,,15,,72,740,,
Albania,2017,,,,500,502,,,72,227,11500,45426,,,5,,72,740,,
Albania,2018,,,,400,371,,,88,253,11000,46378,,,6,,72,740,,
Albania,2019,,,,300,439,,,83,219,11000,47136,,,305,,60,752,,
Albania,1961,,,,,4000,,,,,2056,18600,,,,,1506,22916,,
Albania,1962,,,,,5000,,,,,3582,19400,,,,,1503,21913,,
Albania,1963,,,,,5159,,,,,3411,21000,,,,,2004,22956,,
Albania,1964,,,,,5774,,,,,8010,22900,,,,,2013,23073,,
Albania,1965,,,,,6873,,,,,3750,25100,,,,,2176,22765,,
Albania,1966,,,,,6982,,,,,4050,26400,,,,,2186,22728,,
Albania,1967,,,,,11160,,,,,4150,29800,,,,,1890,22662,,
Albania,1968,,,,,14009,,,,,4000,31400,,,,,856,22115,,
Albania,1969,,,,,18084,,,,,3500,32800,,,,,1136,21886,,
Albania,1970,,,,,17136,,,,,1571,36400,,,,,1161,21994,,
Albania,1971,,,,,20173,,,,,4500,36900,,,,,954,21779,,
Albania,1972,,,,,22000,,,,,4800,37000,,,,,1265,22000,,
Albania,1973,,,,,23900,,,,,7000,39800,,,,,1627,23000,,
Albania,1974,,,,,25000,,,,,6100,40000,,,,,1644,23300,,
Albania,1975,,,,,26000,,,,,6700,40000,,,,,1673,23300,,
Albania,1976,,,,,26000,,,,,6200,42000,,,,,1762,23500,,
Albania,1977,,,,,26000,,,,,7700,44000,,,,,1909,22000,,
Albania,1978,,,,,26000,,,,,5000,43000,,,,,1989,21500,,
Albania,1979,,,,,25000,,,,,5400,42800,,,,,1994,21000,,
Albania,1980,,,,,26200,,,,6000,4825,43400,,,,,1217,20800,,
Albania,1981,,,,,28200,,,,6000,3500,43400,,,,,1781,20900,,
Albania,1982,,,,,30200,,,,6000,2400,43600,,,,,1874,19900,,
Albania,1983,,,,,34000,,,,5000,6800,43700,,,,,1376,17600,,
Albania,1984,,,,,30000,,,,5000,3000,30000,,,,,1856,16000,,
Albania,1985,,,,,33500,,,,5000,4200,44000,,,,,2462,15000,,
Albania,1986,,,,,28000,,,,6000,2164,44000,,,,,2386,15000,,
Albania,1987,,,,,26000,,,,5000,4700,44300,,,,,2142,14000,,
Albania,1988,,,,,24600,,,,11000,3594,44500,,,,,1226,15000,,
Albania,1989,,,,,21700,,,,14000,4000,44600,,,,,1545,12000,,
Albania,1990,,,,,21000,,,,10000,1246,45000,,,,,1262,12000,,
Albania,1991,,,,,8650,,,,4143,4000,45000,,,,,76,2000,,
Albania,1992,,,,,8457,,,,3233,1900,45000,,,,,106,1300,,
Albania,1993,,,,,2069,,,,839,3100,45000,,,,,17,200,,
Albania,1994,,,,,1233,,,,164,3200,45000,,,,,13,200,,
Albania,1995,,,,,1227,,,,134,4500,45000,,,,,19,300,,
Albania,1996,,,,,1119,,,,177,3000,44000,,,,,32,500,,
Albania,1997,,,,,1465,,,,177,2960,44000,,,,,63,800,,
Albania,1998,,,,,1656,,,,104,1000,44011,,,,,70,880,,
Albania,1999,,,,,1600,,,,700,597,43679,,,,,66,880,,
Albania,2000,,,,,1900,,,,400,1175,32600,,,,,81,990,,
Albania,2001,,,,,1800,,,,400,1345,26396,,,,,64,840,,
Albania,2002,,,,,1700,,,,200,1400,28000,,,,,47,840,,
Albania,2003,,,,,1434,,,,413,1261,33600,,,0,,77,1000,,
Albania,2004,,,,,2800,,,,300,900,33500,,,0,,72,1060,,
Albania,2005,,,,,1100,,,,400,800,28500,,,0,,72,1080,,
Albania,2006,,,,,1300,,,,200,800,35000,,,12,,79,1080,,
Albania,2007,,,,,2100,,,,200,800,25000,,,24,,82,950,,
Albania,2008,,,,,1400,,,,300,800,45000,,,24,,60,740,,
Albania,2009,,,,,1200,,,,300,800,40000,,,20,,89,740,,
Albania,2020,,,,,542,,,,171,,48102,,,,,,733,,
Algeria,2010,,,,799,170,8084,12995,,,39900,294200,,,13587,2524,,200,,
Algeria,2011,,,,421,175,7969,12714,,,57900,311930,,,19648,2558,,211,,
Algeria,2012,,,,1075,180,7836,12435,,,48200,328884,,,14989,2293,,250,,
Algeria,2013,,,,200,180,7708,12157,,,58700,348196,,,19417,2249,,260,,
Algeria,2014,,,,1000,180,7591,12079,,,52400,383443,,,22454,2255,,260,,
Algeria,2015,,,,1900,185,7682,12196,,,73600,406571,,,19739,2115,,260,,
Algeria,2016,,,,3000,189,7787,12212,,,75700,423683,,,29256,3391,,260,,
Algeria,2017,,,,3500,185,7726,11894,,,68600,432959,,,28026,3666,,260,,
Algeria,2018,,,,4200,186,7725,11893,,,87300,431009,,,29263,4753,,260,,
Algeria,2019,,,,2600,187,7578,11740,,,92200,431506,,,24629,4886,,280,,
Algeria,1961,,,,,50,,,,,19124,,,,7233,,,5510,,
Algeria,1962,,,,,70,,,,,17000,,,,5617,,,5000,,
Algeria,1963,,,,,95,,,,,17000,,,,3142,,,4600,,
Algeria,1964,,,,,120,,,,,17000,,,,312,,,3950,,
Algeria,1965,,,,,200,,,,,17220,,,,1873,,,3830,,
Algeria,1966,,,,,400,,,,,14000,,,,180,,,4640,,
Algeria,1967,,,,,500,,,,,19290,,,,666,,,4310,,
Algeria,1968,,,,,1000,,,,,15390,,,,1552,,,4290,,
Algeria,1969,,,,,670,,,,,21517,97260,,,2396,,,4170,,
Algeria,1970,,,,,3780,,,,,13000,98840,,,3291,,,1960,,
Algeria,1971,,,,,6560,,,,,22500,125090,,,805,,,2410,,
Algeria,1972,,,,,4610,,,,,20976,146300,,,,,,2350,,
Algeria,1973,,,,,5070,,,,,15572,151130,,,156,,,1790,,
Algeria,1974,,,,,6780,,,,,25040,166220,,,2022,,,1110,,
Algeria,1975,,,,,2960,,,,,25041,175910,,,1391,,,1080,,
Algeria,1976,,,,,1820,,,,,32629,184080,,,1424,,,470,,
Algeria,1977,,,,,990,,,,,10900,167020,,,4149,,,130,,
Algeria,1978,,,,,1160,,,,,9851,171220,,,5305,,,150,,
Algeria,1979,,,,,250,,12000,,,21010,182180,,,,,,100,,
Algeria,1980,,,,,70,,15000,,,11121,179540,,,430,,,100,,
Algeria,1981,,,,,520,,24000,,,24429,176370,,,947,,,100,,
Algeria,1982,,,,,110,,22000,,,19591,176880,,,1188,,,100,,
Algeria,1983,,,,,130,,24000,,,19394,184260,,,1080,,,100,,
Algeria,1984,,,,,100,,28000,,,11242,161260,,,1039,,,100,,
Algeria,1985,,,,,100,,33000,,,18258,162740,,,909,,,100,,
