country_name,year,regime_fh,polrights_fh,civlibs_fh,electdem_fh,electprocess_fh,polrights_score_fh,civlibs_score_fh,country_fh
Afghanistan,2020,0,5,6,0,3,13,14,1
Afghanistan,2021,0,7,6,0,0,1,9,1
Afghanistan,2022,0,7,7,0,0,1,7,1
Albania,1972,0,7,7,,,,,1
Albania,1973,0,7,7,,,,,1
Albania,1974,0,7,7,,,,,1
Albania,1975,0,7,7,,,,,1
Albania,1976,0,7,7,,,,,1
Albania,1977,0,7,7,,,,,1
Albania,1978,0,7,7,,,,,1
Albania,1979,0,7,7,,,,,1
Albania,1980,0,7,7,,,,,1
Albania,1982,0,7,7,,,,,1
Albania,1983,0,7,7,,,,,1
Albania,1984,0,7,7,,,,,1
Albania,1985,0,7,7,,,,,1
Albania,1986,0,7,7,,,,,1
Albania,1987,0,7,7,,,,,1
Albania,1988,0,7,7,,,,,1
Albania,1989,0,7,7,,,,,1
Albania,1990,0,7,6,,,,,1
Albania,1991,1,4,4,,,,,1
Albania,1992,1,4,3,,,,,1
Albania,1993,1,2,4,,,,,1
Albania,1994,1,3,4,,,,,1
Albania,1995,1,3,4,,,,,1
Albania,1996,1,4,4,,,,,1
Albania,1997,1,4,4,,,,,1
Albania,1998,1,4,5,,,,,1
Albania,1999,1,4,5,,,,,1
Albania,2000,1,4,5,,,,,1
Albania,2001,1,3,4,,,,,1
Albania,2002,1,3,3,,,,,1
Albania,2003,1,3,3,,,,,1
Albania,2004,1,3,3,,,,,1
Albania,2005,1,3,3,1,8,25,38,1
Albania,2006,1,3,3,1,8,26,38,1
Albania,2007,1,3,3,1,8,26,39,1
Albania,2008,1,3,3,1,8,26,40,1
Albania,2009,1,3,3,1,8,26,39,1
Albania,2010,1,3,3,1,8,26,40,1
Albania,2011,1,3,3,1,8,24,39,1
Albania,2012,1,3,3,1,8,24,39,1
Albania,2013,1,3,3,1,8,27,40,1
Albania,2014,1,3,3,1,8,27,40,1
Albania,2015,1,3,3,1,8,27,40,1
Albania,2016,1,3,3,1,8,28,40,1
Albania,2017,1,3,3,1,8,28,40,1
Albania,2018,1,3,3,1,8,28,40,1
Albania,2019,1,3,3,1,8,27,40,1
Albania,2020,1,3,3,1,8,27,39,1
Albania,2021,1,3,3,1,9,28,39,1
Albania,2022,1,3,3,1,9,28,39,1
Algeria,1972,0,6,6,,,,,1
Algeria,1973,0,6,6,,,,,1
Algeria,1974,0,6,6,,,,,1
Algeria,1975,0,7,6,,,,,1
Algeria,1976,0,6,6,,,,,1
Algeria,1977,0,6,6,,,,,1
Algeria,1978,0,6,6,,,,,1
Algeria,1979,0,6,6,,,,,1
Algeria,1980,0,6,6,,,,,1
Algeria,1982,0,6,6,,,,,1
Algeria,1983,0,6,6,,,,,1
Algeria,1984,0,6,6,,,,,1
Algeria,1985,0,6,6,,,,,1
Algeria,1986,0,6,6,,,,,1
Algeria,1987,0,6,6,,,,,1
Algeria,1988,0,5,6,,,,,1
Algeria,1989,1,6,4,,,,,1
Algeria,1990,1,4,4,,,,,1
Algeria,1991,1,4,4,,,,,1
Algeria,1992,0,7,6,,,,,1
Algeria,1993,0,7,6,,,,,1
Algeria,1994,0,7,7,,,,,1
Algeria,1995,0,6,6,,,,,1
Algeria,1996,0,6,6,,,,,1
Algeria,1997,0,6,6,,,,,1
Algeria,1998,0,6,5,,,,,1
Algeria,1999,0,6,5,,,,,1
Algeria,2000,0,6,5,,,,,1
Algeria,2001,0,6,5,,,,,1
Algeria,2002,0,6,5,,,,,1
Algeria,2003,0,6,5,,,,,1
Algeria,2004,0,6,5,,,,,1
Algeria,2005,0,6,5,0,5,11,25,1
Algeria,2006,0,6,5,0,4,11,25,1
Algeria,2007,0,6,5,0,4,11,25,1
Algeria,2008,0,6,5,0,4,11,25,1
Algeria,2009,0,6,5,0,4,11,25,1
Algeria,2010,0,6,5,0,4,11,25,1
Algeria,2011,0,6,5,0,4,11,24,1
Algeria,2012,0,6,5,0,4,11,24,1
Algeria,2013,0,6,5,0,4,11,23,1
Algeria,2014,0,6,5,0,4,11,23,1
Algeria,2015,0,6,5,0,4,11,24,1
Algeria,2016,0,6,5,0,4,11,24,1
Algeria,2017,0,6,5,0,3,10,25,1
Algeria,2018,0,6,5,0,3,10,24,1
Algeria,2019,0,6,5,0,3,10,24,1
Algeria,2020,0,6,5,0,3,10,22,1
Algeria,2021,0,6,5,0,3,10,22,1
Algeria,2022,0,6,5,0,3,10,22,1
Andorra,1972,1,4,3,,,,,1
Andorra,1973,1,4,4,,,,,1
Andorra,1974,1,4,4,,,,,1
Andorra,1975,1,4,4,,,,,1
Andorra,1976,1,4,4,,,,,1
Andorra,1977,,,,,,,,1
Andorra,1978,,,,,,,,1
Andorra,1979,,,,,,,,1
Andorra,1980,,,,,,,,1
Andorra,1982,,,,,,,,1
Andorra,1983,,,,,,,,1
Andorra,1984,,,,,,,,1
Andorra,1985,,,,,,,,1
Andorra,1986,,,,,,,,1
Andorra,1987,,,,,,,,1
Andorra,1988,,,,,,,,1
Andorra,1989,,,,,,,,1
Andorra,1990,,,,,,,,1
Andorra,1991,,,,,,,,1
Andorra,1992,,,,,,,,1
Andorra,1993,2,2,1,,,,,1
Andorra,1994,2,1,1,,,,,1
Andorra,1995,2,1,1,,,,,1
Andorra,1996,2,1,1,,,,,1
Andorra,1997,2,1,1,,,,,1
Andorra,1998,2,1,1,,,,,1
Andorra,1999,2,1,1,,,,,1
Andorra,2000,2,1,1,,,,,1
Andorra,2001,2,1,1,,,,,1
Andorra,2002,2,1,1,,,,,1
Andorra,2003,2,1,1,,,,,1
Andorra,2004,2,1,1,,,,,1
Andorra,2005,2,1,1,1,12,39,57,1
Andorra,2006,2,1,1,1,12,39,57,1
Andorra,2007,2,1,1,1,12,39,57,1
Andorra,2008,2,1,1,1,12,39,57,1
Andorra,2009,2,1,1,1,12,39,57,1
Andorra,2010,2,1,1,1,12,39,57,1
Andorra,2011,2,1,1,1,12,39,57,1
Andorra,2012,2,1,1,1,12,39,57,1
Andorra,2013,2,1,1,1,12,39,57,1
Andorra,2014,2,1,1,1,12,39,57,1
Andorra,2015,2,1,1,1,12,39,57,1
Andorra,2016,2,1,1,1,12,39,56,1
Andorra,2017,2,1,1,1,12,39,57,1
Andorra,2018,2,1,1,1,12,39,55,1
Andorra,2019,2,1,1,1,12,39,55,1
Andorra,2020,2,1,1,1,12,38,55,1
Andorra,2021,2,1,1,1,12,38,55,1
Andorra,2022,2,1,1,1,12,38,55,1
Angola,1972,,,,,,,,1
Angola,1973,,,,,,,,1
Angola,1974,,,,,,,,1
Angola,1975,0,6,6,,,,,1
Angola,1976,0,6,6,,,,,1
Angola,1977,0,7,7,,,,,1
Angola,1978,0,7,7,,,,,1
Angola,1979,0,7,7,,,,,1
Angola,1980,0,7,7,,,,,1
Angola,1982,0,7,7,,,,,1
Angola,1983,0,7,7,,,,,1
Angola,1984,0,7,7,,,,,1
Angola,1985,0,7,7,,,,,1
Angola,1986,0,7,7,,,,,1
Angola,1987,0,7,7,,,,,1
Angola,1988,0,7,7,,,,,1
Angola,1989,0,7,7,,,,,1
Angola,1990,0,7,7,,,,,1
Angola,1991,1,6,4,,,,,1
Angola,1992,0,6,6,,,,,1
Angola,1993,0,7,7,,,,,1
Angola,1994,0,7,7,,,,,1
Angola,1995,0,6,6,,,,,1
Angola,1996,0,6,6,,,,,1
Angola,1997,0,6,6,,,,,1
Angola,1998,0,6,6,,,,,1
Angola,1999,0,6,6,,,,,1
Angola,2000,0,6,6,,,,,1
Angola,2001,0,6,6,,,,,1
Angola,2002,0,6,5,,,,,1
Angola,2003,0,6,5,,,,,1
Angola,2004,0,6,5,,,,,1
Angola,2005,0,6,5,0,2,8,21,1
Angola,2006,0,6,5,0,2,8,21,1
Angola,2007,0,6,5,0,2,8,21,1
Angola,2008,0,6,5,0,4,11,21,1
Angola,2009,0,6,5,0,3,10,21,1
Angola,2010,0,6,5,0,3,10,21,1
Angola,2011,0,6,5,0,3,10,19,1
Angola,2012,0,6,5,0,4,11,19,1
Angola,2013,0,6,5,0,4,11,18,1
Angola,2014,0,6,5,0,3,10,18,1
Angola,2015,0,6,6,0,3,10,14,1
Angola,2016,0,6,6,0,3,10,14,1
Angola,2017,0,6,6,0,3,10,16,1
Angola,2018,0,6,5,0,3,11,20,1
Angola,2019,0,6,5,0,3,11,21,1
Angola,2020,0,6,5,0,3,10,21,1
Angola,2021,0,6,5,0,3,10,20,1
Angola,2022,0,6,5,0,3,10,18,1
Antigua and Barbuda,1972,,,,,,,,1
Antigua and Barbuda,1973,,,,,,,,1
Antigua and Barbuda,1974,,,,,,,,1
Antigua and Barbuda,1975,,,,,,,,1
Antigua and Barbuda,1976,,,,,,,,1
Antigua and Barbuda,1977,,,,,,,,1
Antigua and Barbuda,1978,,,,,,,,1
Antigua and Barbuda,1979,,,,,,,,1
Antigua and Barbuda,1980,,,,,,,,1
Antigua and Barbuda,1982,2,2,2,,,,,1
Antigua and Barbuda,1983,2,2,3,,,,,1
Antigua and Barbuda,1984,2,2,3,,,,,1
Antigua and Barbuda,1985,2,2,3,,,,,1
Antigua and Barbuda,1986,2,2,3,,,,,1
Antigua and Barbuda,1987,2,2,3,,,,,1
Antigua and Barbuda,1988,2,2,3,,,,,1
Antigua and Barbuda,1989,2,2,3,,,,,1
Antigua and Barbuda,1990,2,3,2,,,,,1
Antigua and Barbuda,1991,1,3,3,,,,,1
Antigua and Barbuda,1992,1,3,3,,,,,1
Antigua and Barbuda,1993,1,4,3,,,,,1
Antigua and Barbuda,1994,1,4,3,,,,,1
Antigua and Barbuda,1995,1,4,3,,,,,1
Antigua and Barbuda,1996,1,4,3,,,,,1
Antigua and Barbuda,1997,1,4,3,,,,,1
Antigua and Barbuda,1998,1,4,3,,,,,1
Antigua and Barbuda,1999,1,4,3,,,,,1
Antigua and Barbuda,2000,1,4,2,,,,,1
Antigua and Barbuda,2001,1,4,2,,,,,1
Antigua and Barbuda,2002,1,4,2,,,,,1
Antigua and Barbuda,2003,1,4,2,,,,,1
Antigua and Barbuda,2004,2,2,2,,,,,1
Antigua and Barbuda,2005,2,2,2,1,11,30,47,1
Antigua and Barbuda,2006,2,2,2,1,11,30,47,1
Antigua and Barbuda,2007,2,2,2,1,11,30,47,1
Antigua and Barbuda,2008,2,2,2,1,11,30,47,1
Antigua and Barbuda,2009,2,3,2,1,11,29,47,1
Antigua and Barbuda,2010,2,3,2,1,11,29,48,1
Antigua and Barbuda,2011,2,3,2,1,11,29,48,1
Antigua and Barbuda,2012,2,2,2,1,11,31,49,1
Antigua and Barbuda,2013,2,2,2,1,11,31,49,1
Antigua and Barbuda,2014,2,2,2,1,11,31,49,1
Antigua and Barbuda,2015,2,2,2,1,12,33,49,1
Antigua and Barbuda,2016,2,2,2,1,12,33,50,1
Antigua and Barbuda,2017,2,2,2,1,12,33,50,1
Antigua and Barbuda,2018,2,2,2,1,12,33,51,1
Antigua and Barbuda,2019,2,2,2,1,12,33,52,1
Antigua and Barbuda,2020,2,2,2,1,12,33,52,1
Antigua and Barbuda,2021,2,2,2,1,12,33,52,1
Antigua and Barbuda,2022,2,2,2,1,12,33,52,1
Argentina,1972,1,6,3,,,,,1
Argentina,1973,2,2,2,,,,,1
Argentina,1974,1,2,4,,,,,1
Argentina,1975,1,2,4,,,,,1
Argentina,1976,0,6,5,,,,,1
Argentina,1977,0,6,6,,,,,1
Argentina,1978,0,6,5,,,,,1
Argentina,1979,0,6,5,,,,,1
Argentina,1980,0,6,5,,,,,1
Argentina,1982,0,6,5,,,,,1
Argentina,1983,1,3,3,,,,,1
Argentina,1984,2,2,2,,,,,1
Argentina,1985,2,2,2,,,,,1
Argentina,1986,2,2,1,,,,,1
Argentina,1987,2,2,1,,,,,1
Argentina,1988,2,2,1,,,,,1
Argentina,1989,2,1,2,,,,,1
Argentina,1990,2,1,3,,,,,1
Argentina,1991,2,1,3,,,,,1
Argentina,1992,2,2,3,,,,,1
Argentina,1993,2,2,3,,,,,1
Argentina,1994,2,2,3,,,,,1
Argentina,1995,2,2,3,,,,,1
Argentina,1996,2,2,3,,,,,1
Argentina,1997,2,2,3,,,,,1
Argentina,1998,2,3,3,,,,,1
Argentina,1999,2,2,3,,,,,1
Argentina,2000,2,1,2,,,,,1
Argentina,2001,1,3,3,,,,,1
Argentina,2002,1,3,3,,,,,1
Argentina,2003,2,2,2,,,,,1
Argentina,2004,2,2,2,,,,,1
Argentina,2005,2,2,2,1,11,34,50,1
Argentina,2006,2,2,2,1,11,33,48,1
Argentina,2007,2,2,2,1,11,32,48,1
Argentina,2008,2,2,2,1,11,32,48,1
Argentina,2009,2,2,2,1,11,32,48,1
Argentina,2010,2,2,2,1,11,32,48,1
Argentina,2011,2,2,2,1,11,32,49,1
Argentina,2012,2,2,2,1,11,31,49,1
Argentina,2013,2,2,2,1,11,31,49,1
Argentina,2014,2,2,2,1,11,31,49,1
Argentina,2015,2,2,2,1,11,31,48,1
Argentina,2016,2,2,2,1,11,33,49,1
Argentina,2017,2,2,2,1,11,33,50,1
Argentina,2018,2,2,2,1,11,34,50,1
Argentina,2019,2,2,2,1,11,35,50,1
Argentina,2020,2,2,2,1,11,35,49,1
Argentina,2021,2,2,2,1,11,35,49,1
Argentina,2022,2,2,2,1,11,35,50,1
Armenia,1972,,,,,,,,1
Armenia,1973,,,,,,,,1
Armenia,1974,,,,,,,,1
Armenia,1975,,,,,,,,1
Armenia,1976,,,,,,,,1
Armenia,1977,,,,,,,,1
Armenia,1978,,,,,,,,1
Armenia,1979,,,,,,,,1
Armenia,1980,,,,,,,,1
Armenia,1982,,,,,,,,1
Armenia,1983,,,,,,,,1
Armenia,1984,,,,,,,,1
Armenia,1985,,,,,,,,1
Armenia,1986,,,,,,,,1
Armenia,1987,,,,,,,,1
Armenia,1988,,,,,,,,1
Armenia,1989,,,,,,,,1
Armenia,1990,,,,,,,,1
Armenia,1991,1,5,5,,,,,1
Armenia,1992,1,4,3,,,,,1
Armenia,1993,1,3,4,,,,,1
Armenia,1994,1,3,4,,,,,1
Armenia,1995,1,4,4,,,,,1
Armenia,1996,1,5,4,,,,,1
Armenia,1997,1,5,4,,,,,1
Armenia,1998,1,4,4,,,,,1
Armenia,1999,1,4,4,,,,,1
Armenia,2000,1,4,4,,,,,1
Armenia,2001,1,4,4,,,,,1
Armenia,2002,1,4,4,,,,,1
Armenia,2003,1,4,4,,,,,1
Armenia,2004,1,5,4,,,,,1
Armenia,2005,1,5,4,0,4,13,28,1
Armenia,2006,1,5,4,0,4,13,28,1
Armenia,2007,1,5,4,0,5,14,28,1
Armenia,2008,1,6,4,0,4,11,27,1
Armenia,2009,1,6,4,0,4,11,28,1
Armenia,2010,1,6,4,0,4,11,28,1
Armenia,2011,1,6,4,0,4,11,29,1
Armenia,2012,1,5,4,0,5,13,29,1
Armenia,2013,1,5,4,0,5,14,29,1
Armenia,2014,1,5,4,0,5,16,30,1
Armenia,2015,1,5,4,0,5,16,30,1
Armenia,2016,1,5,4,0,5,16,29,1
Armenia,2017,1,5,4,0,4,15,30,1
Armenia,2018,1,4,4,0,6,20,31,1
Armenia,2019,1,4,4,0,6,21,32,1
Armenia,2020,1,4,4,0,6,22,33,1
Armenia,2021,1,4,4,1,7,23,32,1
Armenia,2022,1,4,4,1,7,23,31,1
Australia,1972,2,1,1,,,,,1
Australia,1973,2,1,1,,,,,1
Australia,1974,2,1,1,,,,,1
Australia,1975,2,1,1,,,,,1
Australia,1976,2,1,1,,,,,1
Australia,1977,2,1,1,,,,,1
Australia,1978,2,1,1,,,,,1
Australia,1979,2,1,1,,,,,1
Australia,1980,2,1,1,,,,,1
Australia,1982,2,1,1,,,,,1
Australia,1983,2,1,1,,,,,1
Australia,1984,2,1,1,,,,,1
Australia,1985,2,1,1,,,,,1
Australia,1986,2,1,1,,,,,1
Australia,1987,2,1,1,,,,,1
Australia,1988,2,1,1,,,,,1
Australia,1989,2,1,1,,,,,1
Australia,1990,2,1,1,,,,,1
Australia,1991,2,1,1,,,,,1
Australia,1992,2,1,1,,,,,1
Australia,1993,2,1,1,,,,,1
Australia,1994,2,1,1,,,,,1
Australia,1995,2,1,1,,,,,1
Australia,1996,2,1,1,,,,,1
Australia,1997,2,1,1,,,,,1
Australia,1998,2,1,1,,,,,1
Australia,1999,2,1,1,,,,,1
Australia,2000,2,1,1,,,,,1
Australia,2001,2,1,1,,,,,1
Australia,2002,2,1,1,,,,,1
Australia,2003,2,1,1,,,,,1
Australia,2004,2,1,1,,,,,1
Australia,2005,2,1,1,1,12,39,57,1
Australia,2006,2,1,1,1,12,39,57,1
Australia,2007,2,1,1,1,12,39,57,1
Australia,2008,2,1,1,1,12,39,57,1
Australia,2009,2,1,1,1,12,39,57,1
Australia,2010,2,1,1,1,12,39,57,1
Australia,2011,2,1,1,1,12,39,57,1
Australia,2012,2,1,1,1,12,39,58,1
Australia,2013,2,1,1,1,12,39,58,1
Australia,2014,2,1,1,1,12,39,58,1
Australia,2015,2,1,1,1,12,40,58,1
Australia,2016,2,1,1,1,12,40,58,1
Australia,2017,2,1,1,1,12,40,58,1
Australia,2018,2,1,1,1,12,40,58,1
Australia,2019,2,1,1,1,12,40,57,1
Australia,2020,2,1,1,1,12,40,57,1
Australia,2021,2,1,1,1,12,39,56,1
Australia,2022,2,1,1,1,12,38,57,1
Austria,1972,2,1,1,,,,,1
Austria,1973,2,1,1,,,,,1
Austria,1974,2,1,1,,,,,1
Austria,1975,2,1,1,,,,,1
Austria,1976,2,1,1,,,,,1
Austria,1977,2,1,1,,,,,1
Austria,1978,2,1,1,,,,,1
Austria,1979,2,1,1,,,,,1
Austria,1980,2,1,1,,,,,1
Austria,1982,2,1,1,,,,,1
Austria,1983,2,1,1,,,,,1
Austria,1984,2,1,1,,,,,1
Austria,1985,2,1,1,,,,,1
Austria,1986,2,1,1,,,,,1
Austria,1987,2,1,1,,,,,1
Austria,1988,2,1,1,,,,,1
Austria,1989,2,1,1,,,,,1
Austria,1990,2,1,1,,,,,1
Austria,1991,2,1,1,,,,,1
Austria,1992,2,1,1,,,,,1
Austria,1993,2,1,1,,,,,1
Austria,1994,2,1,1,,,,,1
Austria,1995,2,1,1,,,,,1
Austria,1996,2,1,1,,,,,1
Austria,1997,2,1,1,,,,,1
Austria,1998,2,1,1,,,,,1
Austria,1999,2,1,1,,,,,1
Austria,2000,2,1,1,,,,,1
Austria,2001,2,1,1,,,,,1
Austria,2002,2,1,1,,,,,1
Austria,2003,2,1,1,,,,,1
Austria,2004,2,1,1,,,,,1
Austria,2005,2,1,1,1,12,40,58,1
Austria,2006,2,1,1,1,12,40,58,1
Austria,2007,2,1,1,1,12,40,58,1
Austria,2008,2,1,1,1,12,39,58,1
Austria,2009,2,1,1,1,12,39,58,1
Austria,2010,2,1,1,1,12,39,58,1
Austria,2011,2,1,1,1,12,39,58,1
Austria,2012,2,1,1,1,12,38,58,1
Austria,2013,2,1,1,1,12,38,58,1
Austria,2014,2,1,1,1,12,38,58,1
Austria,2015,2,1,1,1,12,37,58,1
Austria,2016,2,1,1,1,12,37,58,1
Austria,2017,2,1,1,1,12,37,57,1
Austria,2018,2,1,1,1,12,37,56,1
Austria,2019,2,1,1,1,12,37,56,1
Austria,2020,2,1,1,1,12,37,56,1
Austria,2021,2,1,1,1,12,37,56,1
Austria,2022,2,1,1,1,12,37,56,1
Azerbaijan,1972,,,,,,,,1
Azerbaijan,1973,,,,,,,,1
Azerbaijan,1974,,,,,,,,1
Azerbaijan,1975,,,,,,,,1
Azerbaijan,1976,,,,,,,,1
Azerbaijan,1977,,,,,,,,1
Azerbaijan,1978,,,,,,,,1
Azerbaijan,1979,,,,,,,,1
Azerbaijan,1980,,,,,,,,1
Azerbaijan,1982,,,,,,,,1
Azerbaijan,1983,,,,,,,,1
Azerbaijan,1984,,,,,,,,1
Azerbaijan,1985,,,,,,,,1
Azerbaijan,1986,,,,,,,,1
Azerbaijan,1987,,,,,,,,1
Azerbaijan,1988,,,,,,,,1
Azerbaijan,1989,,,,,,,,1
Azerbaijan,1990,,,,,,,,1
Azerbaijan,1991,1,5,5,,,,,1
Azerbaijan,1992,1,5,5,,,,,1
Azerbaijan,1993,0,6,6,,,,,1
Azerbaijan,1994,0,6,6,,,,,1
Azerbaijan,1995,0,6,6,,,,,1
Azerbaijan,1996,0,6,5,,,,,1
Azerbaijan,1997,1,6,4,,,,,1
Azerbaijan,1998,1,6,4,,,,,1
Azerbaijan,1999,1,6,4,,,,,1
Azerbaijan,2000,1,6,5,,,,,1
Azerbaijan,2001,1,6,5,,,,,1
Azerbaijan,2002,1,6,5,,,,,1
Azerbaijan,2003,0,6,5,,,,,1
Azerbaijan,2004,0,6,5,,,,,1
Azerbaijan,2005,0,6,5,0,3,10,23,1
Azerbaijan,2006,0,6,5,0,3,10,22,1
Azerbaijan,2007,0,6,5,0,3,10,21,1
Azerbaijan,2008,0,6,5,0,2,8,21,1
Azerbaijan,2009,0,6,5,0,2,8,21,1
Azerbaijan,2010,0,6,5,0,1,7,21,1
Azerbaijan,2011,0,6,5,0,1,6,17,1
Azerbaijan,2012,0,6,5,0,1,6,17,1
Azerbaijan,2013,0,6,6,0,1,6,16,1
Azerbaijan,2014,0,6,6,0,1,6,14,1
Azerbaijan,2015,0,7,6,0,1,5,11,1
Azerbaijan,2016,0,7,6,0,1,4,10,1
Azerbaijan,2017,0,7,6,0,1,3,9,1
Azerbaijan,2018,0,7,6,0,0,2,9,1
Azerbaijan,2019,0,7,6,0,0,2,8,1
Azerbaijan,2020,0,7,6,0,0,2,8,1
Azerbaijan,2021,0,7,7,0,0,2,7,1
Azerbaijan,2022,0,7,7,0,0,2,7,1
Bahamas,1972,,,,,,,,1
Bahamas,1973,2,1,2,,,,,1
Bahamas,1974,2,1,2,,,,,1
Bahamas,1975,2,1,2,,,,,1
Bahamas,1976,2,1,2,,,,,1
Bahamas,1977,2,1,2,,,,,1
Bahamas,1978,2,1,2,,,,,1
Bahamas,1979,2,1,2,,,,,1
Bahamas,1980,2,1,2,,,,,1
Bahamas,1982,2,1,2,,,,,1
Bahamas,1983,2,2,2,,,,,1
Bahamas,1984,2,2,2,,,,,1
Bahamas,1985,2,2,2,,,,,1
Bahamas,1986,2,2,2,,,,,1
Bahamas,1987,2,2,3,,,,,1
Bahamas,1988,2,2,3,,,,,1
Bahamas,1989,2,2,3,,,,,1
Bahamas,1990,2,2,3,,,,,1
Bahamas,1991,2,2,3,,,,,1
Bahamas,1992,2,1,2,,,,,1
Bahamas,1993,2,1,2,,,,,1
Bahamas,1994,2,1,2,,,,,1
Bahamas,1995,2,1,2,,,,,1
Bahamas,1996,2,1,2,,,,,1
Bahamas,1997,2,1,2,,,,,1
Bahamas,1998,2,1,2,,,,,1
Bahamas,1999,2,1,1,,,,,1
Bahamas,2000,2,1,1,,,,,1
Bahamas,2001,2,1,1,,,,,1
Bahamas,2002,2,1,1,,,,,1
Bahamas,2003,2,1,1,,,,,1
Bahamas,2004,2,1,1,,,,,1
Bahamas,2005,2,1,1,1,12,38,58,1
Bahamas,2006,2,1,1,1,12,38,58,1
Bahamas,2007,2,1,1,1,12,38,58,1
Bahamas,2008,2,1,1,1,12,38,58,1
Bahamas,2009,2,1,1,1,12,38,58,1
