country_name,year,regime_dich_ert,regime_ert,regime_trich_ert,regime_trep_outcome_ert
Albania,1973,autocracy,stable autocracy,stable regime,
Albania,1974,autocracy,stable autocracy,stable regime,
Albania,1975,autocracy,stable autocracy,stable regime,
Albania,1976,autocracy,stable autocracy,stable regime,
Albania,1977,autocracy,stable autocracy,stable regime,
Albania,1978,autocracy,stable autocracy,stable regime,
Albania,1979,autocracy,stable autocracy,stable regime,
Albania,1980,autocracy,stable autocracy,stable regime,
Albania,1981,autocracy,stable autocracy,stable regime,
Albania,1982,autocracy,stable autocracy,stable regime,
Albania,1983,autocracy,stable autocracy,stable regime,
Albania,1984,autocracy,stable autocracy,stable regime,
Albania,1985,autocracy,stable autocracy,stable regime,
Albania,1986,autocracy,stable autocracy,stable regime,
Albania,1987,autocracy,stable autocracy,stable regime,
Albania,1988,autocracy,stable autocracy,stable regime,
Albania,1989,autocracy,stable autocracy,stable regime,
Albania,1990,autocracy,liberalizing autocracy,democratizing regime,
Albania,1991,autocracy,liberalizing autocracy,democratizing regime,
Albania,1992,autocracy,liberalizing autocracy,democratizing regime,
Albania,1993,autocracy,liberalizing autocracy,democratizing regime,
Albania,1994,autocracy,liberalizing autocracy,democratizing regime,
Albania,1995,autocracy,liberalizing autocracy,democratizing regime,reverted autocratic liberalization
Albania,1996,autocracy,stable autocracy,stable regime,
Albania,1997,autocracy,stable autocracy,stable regime,
Albania,1998,autocracy,liberalizing autocracy,democratizing regime,
Albania,1999,autocracy,liberalizing autocracy,democratizing regime,
Albania,2000,autocracy,liberalizing autocracy,democratizing regime,
Albania,2001,autocracy,liberalizing autocracy,democratizing regime,
Albania,2002,autocracy,liberalizing autocracy,democratizing regime,
Albania,2003,autocracy,liberalizing autocracy,democratizing regime,
Albania,2004,autocracy,liberalizing autocracy,democratizing regime,
Albania,2005,democracy,deepening democracy,democratizing regime,
Albania,2006,democracy,deepening democracy,democratizing regime,democratization
Albania,2007,democracy,stable democracy,stable regime,
Albania,2008,democracy,stable democracy,stable regime,
Albania,2009,democracy,stable democracy,stable regime,
Albania,2010,democracy,stable democracy,stable regime,
Albania,2011,democracy,stable democracy,stable regime,
Albania,2012,democracy,stable democracy,stable regime,
Albania,2013,democracy,stable democracy,stable regime,
Albania,2014,democracy,stable democracy,stable regime,
Albania,2015,democracy,stable democracy,stable regime,
Albania,2016,democracy,stable democracy,stable regime,
Albania,2017,democracy,stable democracy,stable regime,
Albania,2018,democracy,stable democracy,stable regime,
Albania,2019,autocracy,stable autocracy,stable regime,
Albania,2020,autocracy,stable autocracy,stable regime,
Albania,2021,autocracy,stable autocracy,stable regime,
Algeria,1900,autocracy,stable autocracy,stable regime,
Algeria,1901,autocracy,stable autocracy,stable regime,
Algeria,1902,autocracy,stable autocracy,stable regime,
Algeria,1903,autocracy,stable autocracy,stable regime,
Algeria,1904,autocracy,stable autocracy,stable regime,
Algeria,1905,autocracy,stable autocracy,stable regime,
Algeria,1906,autocracy,stable autocracy,stable regime,
Algeria,1907,autocracy,stable autocracy,stable regime,
Algeria,1908,autocracy,stable autocracy,stable regime,
Algeria,1909,autocracy,stable autocracy,stable regime,
Algeria,1910,autocracy,stable autocracy,stable regime,
Algeria,1911,autocracy,stable autocracy,stable regime,
Algeria,1912,autocracy,stable autocracy,stable regime,
Algeria,1913,autocracy,stable autocracy,stable regime,
Algeria,1914,autocracy,stable autocracy,stable regime,
Algeria,1915,autocracy,stable autocracy,stable regime,
Algeria,1916,autocracy,stable autocracy,stable regime,
Algeria,1917,autocracy,stable autocracy,stable regime,
Algeria,1918,autocracy,stable autocracy,stable regime,
Algeria,1919,autocracy,stable autocracy,stable regime,
Algeria,1920,autocracy,stable autocracy,stable regime,
Algeria,1921,autocracy,stable autocracy,stable regime,
Algeria,1922,autocracy,stable autocracy,stable regime,
Algeria,1923,autocracy,stable autocracy,stable regime,
Algeria,1924,autocracy,stable autocracy,stable regime,
Algeria,1925,autocracy,stable autocracy,stable regime,
Algeria,1926,autocracy,stable autocracy,stable regime,
Algeria,1927,autocracy,stable autocracy,stable regime,
Algeria,1928,autocracy,stable autocracy,stable regime,
Algeria,1929,autocracy,stable autocracy,stable regime,
Algeria,1930,autocracy,stable autocracy,stable regime,
Algeria,1931,autocracy,stable autocracy,stable regime,
Algeria,1932,autocracy,stable autocracy,stable regime,
Algeria,1933,autocracy,stable autocracy,stable regime,
Algeria,1934,autocracy,stable autocracy,stable regime,
Algeria,1935,autocracy,stable autocracy,stable regime,
Algeria,1936,autocracy,stable autocracy,stable regime,
Algeria,1937,autocracy,stable autocracy,stable regime,
Algeria,1938,autocracy,stable autocracy,stable regime,
Algeria,1939,autocracy,stable autocracy,stable regime,
Algeria,1940,autocracy,stable autocracy,stable regime,
Algeria,1941,autocracy,stable autocracy,stable regime,
Algeria,1942,autocracy,stable autocracy,stable regime,
Algeria,1943,autocracy,stable autocracy,stable regime,
Algeria,1944,autocracy,stable autocracy,stable regime,
Algeria,1945,autocracy,stable autocracy,stable regime,
Algeria,1946,autocracy,stable autocracy,stable regime,
Algeria,1947,autocracy,stable autocracy,stable regime,
Algeria,1948,autocracy,stable autocracy,stable regime,
Algeria,1949,autocracy,stable autocracy,stable regime,
Algeria,1950,autocracy,stable autocracy,stable regime,
Algeria,1951,autocracy,stable autocracy,stable regime,
Algeria,1952,autocracy,stable autocracy,stable regime,
Algeria,1953,autocracy,stable autocracy,stable regime,
Algeria,1954,autocracy,stable autocracy,stable regime,
Algeria,1955,autocracy,stable autocracy,stable regime,
Algeria,1956,autocracy,stable autocracy,stable regime,
Algeria,1957,autocracy,stable autocracy,stable regime,
Algeria,1958,autocracy,stable autocracy,stable regime,
Algeria,1959,autocracy,stable autocracy,stable regime,
Algeria,1960,autocracy,stable autocracy,stable regime,
Algeria,1961,autocracy,stable autocracy,stable regime,
Algeria,1962,autocracy,liberalizing autocracy,democratizing regime,
Algeria,1963,autocracy,liberalizing autocracy,democratizing regime,
Algeria,1964,autocracy,liberalizing autocracy,democratizing regime,reverted autocratic liberalization
Algeria,1965,autocracy,hardening autocracy,autocratizing regime,
Algeria,1966,autocracy,hardening autocracy,autocratizing regime,hardened autocracy
Algeria,1967,autocracy,stable autocracy,stable regime,
Algeria,1968,autocracy,stable autocracy,stable regime,
Algeria,1969,autocracy,stable autocracy,stable regime,
Algeria,1970,autocracy,stable autocracy,stable regime,
Algeria,1971,autocracy,stable autocracy,stable regime,
Algeria,1972,autocracy,stable autocracy,stable regime,
Algeria,1973,autocracy,stable autocracy,stable regime,
Algeria,1974,autocracy,stable autocracy,stable regime,
Algeria,1975,autocracy,stable autocracy,stable regime,
Algeria,1976,autocracy,stable autocracy,stable regime,
Algeria,1977,autocracy,liberalizing autocracy,democratizing regime,reverted autocratic liberalization
Algeria,1978,autocracy,stable autocracy,stable regime,
Algeria,1979,autocracy,stable autocracy,stable regime,
Algeria,1980,autocracy,stable autocracy,stable regime,
Algeria,1981,autocracy,stable autocracy,stable regime,
Algeria,1982,autocracy,stable autocracy,stable regime,
Algeria,1983,autocracy,stable autocracy,stable regime,
Algeria,1984,autocracy,stable autocracy,stable regime,
Algeria,1985,autocracy,stable autocracy,stable regime,
Algeria,1986,autocracy,stable autocracy,stable regime,
Algeria,1987,autocracy,stable autocracy,stable regime,
Algeria,1988,autocracy,stable autocracy,stable regime,
Algeria,1989,autocracy,liberalizing autocracy,democratizing regime,
Algeria,1990,autocracy,liberalizing autocracy,democratizing regime,reverted autocratic liberalization
Algeria,1991,autocracy,stable autocracy,stable regime,
Algeria,1992,autocracy,hardening autocracy,autocratizing regime,hardened autocracy
Algeria,1993,autocracy,stable autocracy,stable regime,
Algeria,1994,autocracy,stable autocracy,stable regime,
Algeria,1995,autocracy,liberalizing autocracy,democratizing regime,
Algeria,1996,autocracy,liberalizing autocracy,democratizing regime,liberalized autocracy
Algeria,1997,autocracy,stable autocracy,stable regime,
Algeria,1998,autocracy,stable autocracy,stable regime,
Algeria,1999,autocracy,stable autocracy,stable regime,
Algeria,2000,autocracy,stable autocracy,stable regime,
Algeria,2001,autocracy,stable autocracy,stable regime,
Algeria,2002,autocracy,stable autocracy,stable regime,
Algeria,2003,autocracy,stable autocracy,stable regime,
Algeria,2004,autocracy,stable autocracy,stable regime,
Algeria,2005,autocracy,stable autocracy,stable regime,
Algeria,2006,autocracy,stable autocracy,stable regime,
Algeria,2007,autocracy,stable autocracy,stable regime,
Algeria,2008,autocracy,stable autocracy,stable regime,
Algeria,2009,autocracy,stable autocracy,stable regime,
Algeria,2010,autocracy,stable autocracy,stable regime,
Algeria,2011,autocracy,stable autocracy,stable regime,
Algeria,2012,autocracy,stable autocracy,stable regime,
Algeria,2013,autocracy,stable autocracy,stable regime,
Algeria,2014,autocracy,stable autocracy,stable regime,
Algeria,2015,autocracy,stable autocracy,stable regime,
Algeria,2016,autocracy,stable autocracy,stable regime,
Algeria,2017,autocracy,stable autocracy,stable regime,
Algeria,2018,autocracy,stable autocracy,stable regime,
Algeria,2019,autocracy,stable autocracy,stable regime,
Algeria,2020,autocracy,stable autocracy,stable regime,
Algeria,2021,autocracy,stable autocracy,stable regime,
Angola,1900,autocracy,stable autocracy,stable regime,
Angola,1901,autocracy,stable autocracy,stable regime,
Angola,1902,autocracy,stable autocracy,stable regime,
Angola,1903,autocracy,stable autocracy,stable regime,
Angola,1904,autocracy,stable autocracy,stable regime,
Angola,1905,autocracy,stable autocracy,stable regime,
Angola,1906,autocracy,stable autocracy,stable regime,
Angola,1907,autocracy,stable autocracy,stable regime,
Angola,1908,autocracy,stable autocracy,stable regime,
Angola,1909,autocracy,stable autocracy,stable regime,
Angola,1910,autocracy,stable autocracy,stable regime,
Angola,1911,autocracy,stable autocracy,stable regime,
Angola,1912,autocracy,stable autocracy,stable regime,
Angola,1913,autocracy,stable autocracy,stable regime,
Angola,1914,autocracy,stable autocracy,stable regime,
Angola,1915,autocracy,stable autocracy,stable regime,
Angola,1916,autocracy,stable autocracy,stable regime,
Angola,1917,autocracy,stable autocracy,stable regime,
Angola,1918,autocracy,stable autocracy,stable regime,
Angola,1919,autocracy,stable autocracy,stable regime,
Angola,1920,autocracy,stable autocracy,stable regime,
Angola,1921,autocracy,stable autocracy,stable regime,
Angola,1922,autocracy,stable autocracy,stable regime,
Angola,1923,autocracy,stable autocracy,stable regime,
Angola,1924,autocracy,stable autocracy,stable regime,
Angola,1925,autocracy,stable autocracy,stable regime,
Angola,1926,autocracy,stable autocracy,stable regime,
Angola,1927,autocracy,stable autocracy,stable regime,
Angola,1928,autocracy,stable autocracy,stable regime,
Angola,1929,autocracy,stable autocracy,stable regime,
Angola,1930,autocracy,stable autocracy,stable regime,
Angola,1931,autocracy,stable autocracy,stable regime,
Angola,1932,autocracy,stable autocracy,stable regime,
Angola,1933,autocracy,stable autocracy,stable regime,
Angola,1934,autocracy,stable autocracy,stable regime,
Angola,1935,autocracy,stable autocracy,stable regime,
Angola,1936,autocracy,stable autocracy,stable regime,
Angola,1937,autocracy,stable autocracy,stable regime,
Angola,1938,autocracy,stable autocracy,stable regime,
Angola,1939,autocracy,stable autocracy,stable regime,
Angola,1940,autocracy,stable autocracy,stable regime,
Angola,1941,autocracy,stable autocracy,stable regime,
Angola,1942,autocracy,stable autocracy,stable regime,
Angola,1943,autocracy,stable autocracy,stable regime,
Angola,1944,autocracy,stable autocracy,stable regime,
Angola,1945,autocracy,stable autocracy,stable regime,
Angola,1946,autocracy,stable autocracy,stable regime,
Angola,1947,autocracy,stable autocracy,stable regime,
Angola,1948,autocracy,stable autocracy,stable regime,
Angola,1949,autocracy,stable autocracy,stable regime,
Angola,1950,autocracy,stable autocracy,stable regime,
Angola,1951,autocracy,stable autocracy,stable regime,
Angola,1952,autocracy,stable autocracy,stable regime,
Angola,1953,autocracy,stable autocracy,stable regime,
Angola,1954,autocracy,stable autocracy,stable regime,
Angola,1955,autocracy,stable autocracy,stable regime,
Angola,1956,autocracy,stable autocracy,stable regime,
Angola,1957,autocracy,stable autocracy,stable regime,
Angola,1958,autocracy,stable autocracy,stable regime,
Angola,1959,autocracy,stable autocracy,stable regime,
Angola,1960,autocracy,stable autocracy,stable regime,
Angola,1961,autocracy,stable autocracy,stable regime,
Angola,1962,autocracy,stable autocracy,stable regime,
Angola,1963,autocracy,stable autocracy,stable regime,
Angola,1964,autocracy,stable autocracy,stable regime,
Angola,1965,autocracy,stable autocracy,stable regime,
Angola,1966,autocracy,stable autocracy,stable regime,
Angola,1967,autocracy,stable autocracy,stable regime,
Angola,1968,autocracy,stable autocracy,stable regime,
Angola,1969,autocracy,stable autocracy,stable regime,
Angola,1970,autocracy,stable autocracy,stable regime,
Angola,1971,autocracy,stable autocracy,stable regime,
Angola,1972,autocracy,stable autocracy,stable regime,
Angola,1973,autocracy,stable autocracy,stable regime,
Angola,1974,autocracy,stable autocracy,stable regime,
Angola,1975,autocracy,stable autocracy,stable regime,
Angola,1976,autocracy,stable autocracy,stable regime,
Angola,1977,autocracy,stable autocracy,stable regime,
Angola,1978,autocracy,stable autocracy,stable regime,
Angola,1979,autocracy,stable autocracy,stable regime,
Angola,1980,autocracy,stable autocracy,stable regime,
Angola,1981,autocracy,stable autocracy,stable regime,
Angola,1982,autocracy,stable autocracy,stable regime,
Angola,1983,autocracy,stable autocracy,stable regime,
Angola,1984,autocracy,stable autocracy,stable regime,
Angola,1985,autocracy,stable autocracy,stable regime,
Angola,1986,autocracy,stable autocracy,stable regime,
Angola,1987,autocracy,stable autocracy,stable regime,
Angola,1988,autocracy,stable autocracy,stable regime,
Angola,1989,autocracy,stable autocracy,stable regime,
Angola,1990,autocracy,stable autocracy,stable regime,
Angola,1991,autocracy,stable autocracy,stable regime,
Angola,1992,autocracy,stable autocracy,stable regime,
Angola,1993,autocracy,stable autocracy,stable regime,
Angola,1994,autocracy,stable autocracy,stable regime,
Angola,1995,autocracy,stable autocracy,stable regime,
Angola,1996,autocracy,stable autocracy,stable regime,
Angola,1997,autocracy,stable autocracy,stable regime,
Angola,1998,autocracy,stable autocracy,stable regime,
Angola,1999,autocracy,stable autocracy,stable regime,
Angola,2000,autocracy,stable autocracy,stable regime,
Angola,2001,autocracy,stable autocracy,stable regime,
Angola,2002,autocracy,stable autocracy,stable regime,
Angola,2003,autocracy,stable autocracy,stable regime,
Angola,2004,autocracy,stable autocracy,stable regime,
Angola,2005,autocracy,stable autocracy,stable regime,
Angola,2006,autocracy,stable autocracy,stable regime,
Angola,2007,autocracy,stable autocracy,stable regime,
Angola,2008,autocracy,liberalizing autocracy,democratizing regime,
Angola,2009,autocracy,liberalizing autocracy,democratizing regime,
Angola,2010,autocracy,liberalizing autocracy,democratizing regime,liberalized autocracy
Angola,2011,autocracy,stable autocracy,stable regime,
Angola,2012,autocracy,stable autocracy,stable regime,
Angola,2013,autocracy,stable autocracy,stable regime,
Angola,2014,autocracy,stable autocracy,stable regime,
Angola,2015,autocracy,stable autocracy,stable regime,
Angola,2016,autocracy,stable autocracy,stable regime,
Angola,2017,autocracy,stable autocracy,stable regime,
Angola,2018,autocracy,stable autocracy,stable regime,
Angola,2019,autocracy,stable autocracy,stable regime,
Angola,2020,autocracy,stable autocracy,stable regime,
Angola,2021,autocracy,stable autocracy,stable regime,
Argentina,1900,autocracy,stable autocracy,stable regime,
Argentina,1901,autocracy,stable autocracy,stable regime,
Argentina,1902,autocracy,stable autocracy,stable regime,
Argentina,1903,autocracy,stable autocracy,stable regime,
Argentina,1904,autocracy,stable autocracy,stable regime,
Argentina,1905,autocracy,stable autocracy,stable regime,
Argentina,1906,autocracy,stable autocracy,stable regime,
Argentina,1907,autocracy,stable autocracy,stable regime,
Argentina,1908,autocracy,stable autocracy,stable regime,
Argentina,1909,autocracy,stable autocracy,stable regime,
Argentina,1910,autocracy,stable autocracy,stable regime,
Argentina,1911,autocracy,stable autocracy,stable regime,
Argentina,1912,autocracy,liberalizing autocracy,democratizing regime,
Argentina,1913,autocracy,liberalizing autocracy,democratizing regime,
Argentina,1914,autocracy,liberalizing autocracy,democratizing regime,
Argentina,1915,autocracy,liberalizing autocracy,democratizing regime,
Argentina,1916,autocracy,liberalizing autocracy,democratizing regime,
Argentina,1917,autocracy,liberalizing autocracy,democratizing regime,
Argentina,1918,democracy,deepening democracy,democratizing regime,
Argentina,1919,democracy,deepening democracy,democratizing regime,
Argentina,1920,democracy,deepening democracy,democratizing regime,
Argentina,1921,democracy,deepening democracy,democratizing regime,
Argentina,1922,democracy,deepening democracy,democratizing regime,democratization
Argentina,1923,democracy,stable democracy,stable regime,
Argentina,1924,democracy,stable democracy,stable regime,
Argentina,1925,democracy,stable democracy,stable regime,
Argentina,1926,democracy,stable democracy,stable regime,
Argentina,1927,democracy,stable democracy,stable regime,
Argentina,1928,democracy,stable democracy,stable regime,
Argentina,1929,democracy,stable democracy,stable regime,
Argentina,1930,autocracy,hardening autocracy,autocratizing regime,
Argentina,1931,autocracy,hardening autocracy,autocratizing regime,democratic breakdown
Argentina,1932,autocracy,liberalizing autocracy,democratizing regime,
Argentina,1933,autocracy,liberalizing autocracy,democratizing regime,liberalized autocracy
Argentina,1934,autocracy,stable autocracy,stable regime,
Argentina,1935,autocracy,stable autocracy,stable regime,
Argentina,1936,autocracy,stable autocracy,stable regime,
Argentina,1937,autocracy,stable autocracy,stable regime,
Argentina,1938,autocracy,stable autocracy,stable regime,
Argentina,1939,autocracy,stable autocracy,stable regime,
Argentina,1940,autocracy,stable autocracy,stable regime,
Argentina,1941,autocracy,stable autocracy,stable regime,
Argentina,1942,autocracy,stable autocracy,stable regime,
Argentina,1943,autocracy,hardening autocracy,autocratizing regime,
