"entity","year","value"
"Portugal",2015,9.316
"Portugal",2016,9.394
"Portugal",2017,9.306
"Portugal",2018,9.413
"Portugal",2019,9.531
"Portugal",2020,10.116
"Slovakia",1997,5.645
"Slovakia",1998,5.546
"Slovakia",1999,5.533
"Slovakia",2000,5.303
"Slovakia",2001,5.332
"Slovakia",2002,5.509
"Slovakia",2003,5.448
"Slovakia",2004,6.469
"Slovakia",2005,6.589
"Slovakia",2006,6.851
"Slovakia",2007,7.177
"Slovakia",2008,6.956
"Slovakia",2009,7.948
"Slovakia",2010,7.731
"Slovakia",2011,7.348
"Slovakia",2012,7.543
"Slovakia",2013,7.5
"Slovakia",2014,6.892
"Slovakia",2015,6.793
"Slovakia",2016,6.991
"Slovakia",2017,6.771
"Slovakia",2018,6.705
"Slovakia",2019,6.959
"Slovakia",2020,7.732
"Spain",1970,3.137
"Spain",1971,3.574
"Spain",1972,3.771
"Spain",1973,3.689
"Spain",1974,4.017
"Spain",1975,4.181
"Spain",1976,4.655
"Spain",1977,4.903
"Spain",1978,4.94
"Spain",1979,4.889
"Spain",1980,4.954
"Spain",1981,5.09
"Spain",1982,5.182
"Spain",1983,5.333
"Spain",1984,5.146
"Spain",1985,5.03
"Spain",1986,4.991
"Spain",1987,5.061
"Spain",1988,5.628
"Spain",1989,5.752
"Spain",1990,6.084
"Spain",1991,6.271
"Spain",1992,6.645
"Spain",1993,6.948
"Spain",1994,6.874
"Spain",1995,7.029
"Spain",1996,7.052
"Spain",1997,6.936
"Spain",1998,6.892
"Spain",1999,6.906
"Spain",2000,6.799
"Spain",2001,6.769
"Spain",2002,6.801
"Spain",2003,7.563
"Spain",2004,7.658
"Spain",2005,7.731
"Spain",2006,7.828
"Spain",2007,7.917
"Spain",2008,8.381
"Spain",2009,9.106
"Spain",2010,9.118
"Spain",2011,9.168
"Spain",2012,9.156
"Spain",2013,9.067
"Spain",2014,9.089
"Spain",2015,9.126
"Spain",2016,8.952
"Spain",2017,8.957
"Spain",2018,8.99
"Spain",2019,9.132
"Sweden",1970,5.428
"Sweden",1971,5.861
"Sweden",1972,5.961
"Sweden",1973,5.935
"Sweden",1974,6.172
"Sweden",1975,6.453
"Sweden",1976,6.734
"Sweden",1977,7.481
"Sweden",1978,7.529
"Sweden",1979,7.42
"Sweden",1980,7.725
"Sweden",1981,7.828
"Sweden",1982,7.913
"Sweden",1983,7.825
"Sweden",1984,7.636
"Sweden",1985,7.249
"Sweden",1986,7.021
"Sweden",1987,7.098
"Sweden",1988,7.016
"Sweden",1989,7.074
"Sweden",1990,7.154
"Sweden",1991,7.142
"Sweden",1992,7.422
"Sweden",1993,7.662
"Sweden",1994,7.282
"Sweden",1995,7.203
"Sweden",1996,7.402
"Sweden",1997,7.218
"Sweden",1998,7.293
"Sweden",1999,7.327
"Sweden",2000,7.327
"Sweden",2001,7.9
"Sweden",2002,8.21
"Sweden",2003,8.317
"Sweden",2004,8.13
"Sweden",2005,8.151
"Sweden",2006,8.052
"Sweden",2007,7.996
"Sweden",2008,8.208
"Sweden",2009,8.77
"Sweden",2010,8.32
"Sweden",2011,10.416
"Sweden",2012,10.735
"Sweden",2013,10.905
"Sweden",2014,10.948
"Sweden",2015,10.804
"Sweden",2016,10.852
"Sweden",2017,10.785
"Sweden",2018,10.941
"Sweden",2019,10.921
"Sweden",2020,11.447
"Switzerland",1970,4.755
"Switzerland",1971,4.967
"Switzerland",1972,4.935
"Switzerland",1973,5.007
"Switzerland",1974,5.348
"Switzerland",1975,6.094
"Switzerland",1976,6.308
"Switzerland",1977,6.303
"Switzerland",1978,6.313
"Switzerland",1979,6.402
"Switzerland",1980,6.434
"Switzerland",1981,6.492
"Switzerland",1982,6.625
"Switzerland",1983,6.978
"Switzerland",1984,6.745
"Switzerland",1985,7.286
"Switzerland",1986,7.448
"Switzerland",1987,7.625
"Switzerland",1988,7.667
"Switzerland",1989,7.674
"Switzerland",1990,7.618
"Switzerland",1991,8.227
"Switzerland",1992,8.595
"Switzerland",1993,8.695
"Switzerland",1994,8.819
"Switzerland",1995,8.635
"Switzerland",1996,8.976
"Switzerland",1997,8.999
"Switzerland",1998,9.097
"Switzerland",1999,9.216
"Switzerland",2000,9.114
"Switzerland",2001,9.439
"Switzerland",2002,9.852
"Switzerland",2003,10.109
"Switzerland",2004,10.185
"Switzerland",2005,10.004
"Switzerland",2006,9.533
"Switzerland",2007,9.364
"Switzerland",2008,9.481
"Switzerland",2009,10.069
"Switzerland",2010,9.942
"Switzerland",2011,10.019
"Switzerland",2012,10.249
"Switzerland",2013,10.462
"Switzerland",2014,10.616
"Switzerland",2015,11.008
"Switzerland",2016,11.3
"Switzerland",2017,11.481
"Switzerland",2018,11.151
"Switzerland",2019,11.291
"Turkey",1975,2.153
"Turkey",1976,1.693
"Turkey",1977,1.985
"Turkey",1978,2.223
"Turkey",1979,2.292
"Turkey",1980,2.359
"Turkey",1981,2.573
"Turkey",1982,2.145
"Turkey",1983,2.192
"Turkey",1984,2.112
"Turkey",1985,1.489
"Turkey",1986,1.833
"Turkey",1987,1.894
"Turkey",1988,2.073
"Turkey",1989,2.274
"Turkey",1990,2.449
"Turkey",1991,2.784
"Turkey",1992,2.745
"Turkey",1993,2.693
"Turkey",1994,2.622
"Turkey",1995,2.446
"Turkey",1996,2.832
"Turkey",1997,3.058
"Turkey",1998,3.506
"Turkey",1999,4.456
"Turkey",2000,4.6
"Turkey",2001,4.888
"Turkey",2002,5.062
"Turkey",2003,5.014
"Turkey",2004,4.91
"Turkey",2005,4.894
"Turkey",2006,5.146
"Turkey",2007,5.238
"Turkey",2008,5.218
"Turkey",2009,5.494
"Turkey",2010,5.021
"Turkey",2011,4.653
"Turkey",2012,4.444
"Turkey",2013,4.371
"Turkey",2014,4.325
"Turkey",2015,4.117
"Turkey",2016,4.285
"Turkey",2017,4.18
"Turkey",2018,4.124
"Turkey",2019,4.344
"United Kingdom",1970,3.971
"United Kingdom",1971,4.017
"United Kingdom",1972,4.088
"United Kingdom",1973,4.019
"United Kingdom",1974,4.647
"United Kingdom",1975,4.933
"United Kingdom",1976,4.949
"United Kingdom",1977,4.846
"United Kingdom",1978,4.798
"United Kingdom",1979,4.74
"United Kingdom",1980,5.063
"United Kingdom",1981,5.285
"United Kingdom",1982,5.123
"United Kingdom",1983,5.321
"United Kingdom",1984,5.237
"United Kingdom",1985,5.14
"United Kingdom",1986,5.125
"United Kingdom",1987,5.178
"United Kingdom",1988,5.089
"United Kingdom",1989,5.037
"United Kingdom",1990,5.09
"United Kingdom",1991,5.486
"United Kingdom",1992,5.935
"United Kingdom",1993,6.003
"United Kingdom",1994,6.078
"United Kingdom",1995,5.573
"United Kingdom",1996,5.563
"United Kingdom",1997,6.827
"United Kingdom",1998,6.966
"United Kingdom",1999,7.147
"United Kingdom",2000,7.195
"United Kingdom",2001,7.567
"United Kingdom",2002,7.941
"United Kingdom",2003,8.112
"United Kingdom",2004,8.39
"United Kingdom",2005,8.441
"United Kingdom",2006,8.608
"United Kingdom",2007,8.785
"United Kingdom",2008,9.064
"United Kingdom",2009,9.881
"United Kingdom",2010,9.835
"United Kingdom",2011,9.848
"United Kingdom",2012,9.914
"United Kingdom",2013,9.976
"United Kingdom",2014,9.95
"United Kingdom",2015,9.901
"United Kingdom",2016,9.873
"United Kingdom",2017,9.808
"United Kingdom",2018,9.904
"United Kingdom",2019,10.154
"United Kingdom",2020,12.754
"United States",1970,6.247
"United States",1971,6.382
"United States",1972,6.516
"United States",1973,6.531
"United States",1974,6.852
"United States",1975,7.188
"United States",1976,7.435
"United States",1977,7.683
"United States",1978,7.656
"United States",1979,7.786
"United States",1980,8.241
"United States",1981,8.526
"United States",1982,9.212
"United States",1983,9.341
"United States",1984,9.291
"United States",1985,9.515
"United States",1986,9.689
"United States",1987,9.862
"United States",1988,10.251
"United States",1989,10.607
"United States",1990,11.239
"United States",1991,11.92
"United States",1992,12.197
"United States",1993,12.455
"United States",1994,12.383
"United States",1995,12.501
"United States",1996,12.472
"United States",1997,12.379
"United States",1998,12.362
"United States",1999,12.348
"United States",2000,12.484
"United States",2001,13.164
"United States",2002,13.982
"United States",2003,14.499
"United States",2004,14.595
"United States",2005,14.605
"United States",2006,14.718
"United States",2007,14.939
"United States",2008,15.267
"United States",2009,16.234
"United States",2010,16.259
"United States",2011,16.199
"United States",2012,16.175
"United States",2013,16.065
"United States",2014,16.253
"United States",2015,16.524
"United States",2016,16.844
"United States",2017,16.806
"United States",2018,16.687
"United States",2019,16.767
"Brazil",2000,8.335
"Brazil",2001,8.55
"Brazil",2002,8.697
"Brazil",2003,8.189
"Brazil",2004,8.125
"Brazil",2005,8.035
"Brazil",2006,8.25
"Brazil",2007,8.202
"Brazil",2008,8.011
"Brazil",2009,8.395
"Brazil",2010,7.945
"Brazil",2011,7.788
"Brazil",2012,7.736
"Brazil",2013,7.977
"Brazil",2014,8.396
"Brazil",2015,8.909
"Brazil",2016,9.169
"Brazil",2017,9.471
"Brazil",2018,9.465
"Brazil",2019,9.591
"Chile",2000,7.035
"Chile",2001,7.151
"Chile",2002,7.266
"Chile",2003,7.333
"Chile",2004,6.901
"Chile",2005,6.589
"Chile",2006,6.035
"Chile",2007,6.175
"Chile",2008,6.74
"Chile",2009,7.814
"Chile",2010,6.775
"Chile",2011,6.772
"Chile",2012,7.021
"Chile",2013,7.445
"Chile",2014,7.807
"Chile",2015,8.303
"Chile",2016,8.519
"Chile",2017,9.069
"Chile",2018,9.159
"Chile",2019,9.333
"Chile",2020,9.365
"China",2000,4.487
"China",2001,4.235
"China",2002,4.369
"China",2003,4.409
"China",2004,4.281
"China",2005,4.184
"China",2006,3.95
"China",2007,3.68
"China",2008,3.886
"China",2009,4.339
"China",2010,4.194
"China",2011,4.309
"China",2012,4.57
"China",2013,4.742
"China",2014,4.8
"China",2015,4.961
"China",2016,4.977
"China",2017,5.047
"China",2018,5.148
"Estonia",1999,5.669
"Estonia",2000,5.157
"Estonia",2001,4.777
"Estonia",2002,4.7
"Estonia",2003,4.859
"Estonia",2004,5.12
"Estonia",2005,5.058
"Estonia",2006,4.765
"Estonia",2007,4.984
"Estonia",2008,5.71
"Estonia",2009,6.513
"Estonia",2010,6.271
"Estonia",2011,5.767
"Estonia",2012,5.79
"Estonia",2013,5.978
"Estonia",2014,6.081
"Estonia",2015,6.346
"Estonia",2016,6.43
"Estonia",2017,6.592
"Estonia",2018,6.686
"Estonia",2019,6.73
"Estonia",2020,8.052
"India",2000,4.161
"India",2001,4.396
"India",2002,4.373
"India",2003,4.134
"India",2004,4.081
"India",2005,3.91
"India",2006,3.749
"India",2007,3.628
"India",2008,3.625
"India",2009,3.594
"India",2010,3.375
"India",2011,3.246
"India",2012,3.329
"India",2013,3.749
"India",2014,3.62
"India",2015,3.598
"India",2016,3.536
"India",2017,3.603
"India",2018,3.567
"Indonesia",2000,1.898
"Indonesia",2001,2.161
"Indonesia",2002,2.021
"Indonesia",2003,2.288
"Indonesia",2004,2.159
"Indonesia",2005,2.569
"Indonesia",2006,2.656
"Indonesia",2007,2.859
"Indonesia",2008,2.613
"Indonesia",2009,2.685
"Indonesia",2010,2.961
"Indonesia",2011,2.955
"Indonesia",2012,2.903
"Indonesia",2013,2.961
"Indonesia",2014,3.117
"Indonesia",2015,2.991
"Indonesia",2016,3.086
"Indonesia",2017,2.868
"Indonesia",2018,2.868
"Israel",1975,4.433
"Israel",1976,5.087
"Israel",1977,5.736
"Israel",1978,6.299
"Israel",1979,6.837
"Israel",1980,6.93
"Israel",1981,6.719
"Israel",1982,6.772
"Israel",1983,7.242
"Israel",1984,8.765
"Israel",1985,6.528
"Israel",1986,6.08
"Israel",1987,6.175
"Israel",1988,6.414
"Israel",1989,6.885
"Israel",1990,6.474
"Israel",1991,6.174
"Israel",1992,6.433
"Israel",1993,6.602
"Israel",1994,7.075
"Israel",1995,6.89
"Israel",1996,6.978
"Israel",1997,7.126
"Israel",1998,7.07
"Israel",1999,6.774
"Israel",2000,6.783
"Israel",2001,7.21
"Israel",2002,7.131
"Israel",2003,7.069
"Israel",2004,7.013
"Israel",2005,7.117
"Israel",2006,6.906
"Israel",2007,6.882
"Israel",2008,6.961
"Israel",2009,7.065
"Israel",2010,7.017
"Israel",2011,6.991
"Israel",2012,7.115
"Israel",2013,7.078
"Israel",2014,7.143
"Israel",2015,7.099
"Israel",2016,7.173
"Israel",2017,7.29
"Israel",2018,7.532
"Israel",2019,7.461
"Russia",2000,5.013
"Russia",2001,5.235
"Russia",2002,5.514
"Russia",2003,5.151
"Russia",2004,4.749
"Russia",2005,4.76
"Russia",2006,4.755
"Russia",2007,4.736
"Russia",2008,4.892
"Russia",2009,5.63
"Russia",2010,4.959
"Russia",2011,4.795
"Russia",2012,4.936
"Russia",2013,5.081
"Russia",2014,5.182
"Russia",2015,5.296
"Russia",2016,5.29
"Russia",2017,5.359
"Russia",2018,5.316
"Russia",2019,5.607
"Slovenia",2000,7.804
"Slovenia",2001,7.876
"Slovenia",2002,8.021
"Slovenia",2003,8.099
"Slovenia",2004,7.94
"Slovenia",2005,7.996
"Slovenia",2006,7.823
"Slovenia",2007,7.511
"Slovenia",2008,7.855
"Slovenia",2009,8.541
"Slovenia",2010,8.565
"Slovenia",2011,8.536
"Slovenia",2012,8.715
"Slovenia",2013,8.74
"Slovenia",2014,8.502
"Slovenia",2015,8.517
"Slovenia",2016,8.478
"Slovenia",2017,8.185
"Slovenia",2018,8.279
"Slovenia",2019,8.524
"Slovenia",2020,9.715
"South Africa",2000,7.437
"South Africa",2001,7.451
"South Africa",2002,6.883
"South Africa",2003,6.914
"South Africa",2004,6.811
"South Africa",2005,6.706
"South Africa",2006,6.587
"South Africa",2007,6.431
"South Africa",2008,6.546
"South Africa",2009,7.115
"South Africa",2010,7.415
"South Africa",2011,7.497
"South Africa",2012,7.753
"South Africa",2013,7.721
"South Africa",2014,7.93
"South Africa",2015,8.201
"South Africa",2016,8.096
"South Africa",2017,8.113
"South Africa",2018,8.253
"Colombia",2000,5.635
"Colombia",2001,5.942
"Colombia",2002,5.733
"Colombia",2003,5.775
"Colombia",2004,5.799
"Colombia",2005,6.067
"Colombia",2006,6.336
"Colombia",2007,6.491
"Colombia",2008,6.842
"Colombia",2009,7.311
"Colombia",2010,7.071
"Colombia",2011,6.781
"Colombia",2012,6.746
"Colombia",2013,7.017
"Colombia",2014,7.186
"Colombia",2015,7.523
"Colombia",2016,7.531
"Colombia",2017,7.679
"Colombia",2018,7.625
"Colombia",2019,7.709
"Latvia",2000,5.44
"Latvia",2001,5.778
"Latvia",2002,5.77
"Latvia",2003,5.49
"Latvia",2004,6.217
"Latvia",2005,5.848
"Latvia",2006,5.718
"Latvia",2007,5.521
"Latvia",2008,5.6
"Latvia",2009,6.119
"Latvia",2010,6.12
"Latvia",2011,5.542
"Latvia",2012,5.381
"Latvia",2013,5.368
"Latvia",2014,5.466
"Latvia",2015,5.655
"Latvia",2016,6.136
"Latvia",2017,5.97
"Latvia",2018,6.191
"Latvia",2019,6.578
"Lithuania",2000,6.2
"Lithuania",2001,6.013
"Lithuania",2002,6.144
"Lithuania",2003,6.186
"Lithuania",2004,5.511
"Lithuania",2005,5.648
"Lithuania",2006,5.844
"Lithuania",2007,5.764
"Lithuania",2008,6.294
"Lithuania",2009,7.366
"Lithuania",2010,6.815
"Lithuania",2011,6.488
"Lithuania",2012,6.276
"Lithuania",2013,6.126
"Lithuania",2014,6.193
"Lithuania",2015,6.49
"Lithuania",2016,6.638
"Lithuania",2017,6.464
"Lithuania",2018,6.534
"Lithuania",2019,7.006
"Lithuania",2020,7.565
"Costa Rica",2000,6.565
"Costa Rica",2001,6.474
"Costa Rica",2002,6.869
"Costa Rica",2003,6.969
"Costa Rica",2004,6.63
"Costa Rica",2005,6.664
"Costa Rica",2006,6.935
"Costa Rica",2007,6.996
"Costa Rica",2008,7.469
"Costa Rica",2009,7.86
"Costa Rica",2010,8.029
"Costa Rica",2011,8.112
"Costa Rica",2012,7.782
"Costa Rica",2013,7.679
"Costa Rica",2014,7.662
"Costa Rica",2015,7.592
"Costa Rica",2016,7.315
"Costa Rica",2017,7.045
"Costa Rica",2018,7.296
"Costa Rica",2019,7.274
"Bulgaria",2003,7.2
"Bulgaria",2004,6.891
"Bulgaria",2005,6.89
"Bulgaria",2006,6.525
"Bulgaria",2007,6.16
"Bulgaria",2008,6.288
"Bulgaria",2009,6.596
"Bulgaria",2010,7.138
"Bulgaria",2011,7.139
"Bulgaria",2012,7.576
"Bulgaria",2013,7.168
"Bulgaria",2014,7.707
"Bulgaria",2015,7.411
"Bulgaria",2016,7.477
"Bulgaria",2017,7.521
"Bulgaria",2018,7.343
"Bulgaria",2019,7.126
"Croatia",2003,6.358
"Croatia",2004,6.57
"Croatia",2005,6.908
"Croatia",2006,6.979
"Croatia",2007,7.475
"Croatia",2008,7.729
"Croatia",2009,8.176
"Croatia",2010,8.089
"Croatia",2011,7.568
"Croatia",2012,7.599
"Croatia",2013,6.518
"Croatia",2014,6.7
"Croatia",2015,6.787
"Croatia",2016,6.829
"Croatia",2017,6.758
"Croatia",2018,6.854
"Croatia",2019,6.979
"Cyprus",2003,5.633
"Cyprus",2004,5.402
"Cyprus",2005,5.406
"Cyprus",2006,5.437
"Cyprus",2007,5.323
"Cyprus",2008,6.022
"Cyprus",2009,6.469
"Cyprus",2010,6.518
"Cyprus",2011,6.449
"Cyprus",2012,6.555
"Cyprus",2013,6.945
"Cyprus",2014,6.952
"Cyprus",2015,6.754
"Cyprus",2016,6.624
"Cyprus",2017,6.599
"Cyprus",2018,6.77
"Cyprus",2019,7.009
"Malta",2003,7.904
"Malta",2004,8.046
"Malta",2005,8.674
"Malta",2006,8.817
"Malta",2007,8.168
"Malta",2008,7.867
"Malta",2009,7.924
"Malta",2010,7.949
"Malta",2011,8.45
"Malta",2012,8.758
"Malta",2013,9.172
"Malta",2014,9.085
"Malta",2015,8.898
"Malta",2016,8.925
"Malta",2017,8.995
"Malta",2018,8.816
"Romania",2003,5.371
"Romania",2004,5.477
"Romania",2005,5.528
"Romania",2006,5.071
"Romania",2007,5.023
"Romania",2008,5.023
"Romania",2009,5.278
"Romania",2010,5.766
"Romania",2011,4.702
"Romania",2012,4.733
"Romania",2013,5.197
"Romania",2014,5.022
"Romania",2015,4.947
"Romania",2016,5.003
"Romania",2017,5.151
"Romania",2018,5.561
"Romania",2019,5.744
"Austria",1969,5.21883381924198
"Belgium",1969,3.72565633802817
"Canada",1969,NA
"Finland",1969,5.06010213776722
"France",1969,4.86622298850575
"Germany",1969,6.02030073349633
"Iceland",1969,4.91829099307159
"Ireland",1969,4.18196280087527
"Japan",1969,3.79960377358491
"South Korea",1969,NA
"New Zealand",1969,4.74765320665083
"Norway",1969,3.57543137254902
"Portugal",1969,2.39471505376344
"Spain",1969,2.78555186721992
"Sweden",1969,5.12888816855754
"Switzerland",1969,4.68317220543807
"United Kingdom",1969,3.82881585677749
"United States",1969,5.83661313868613
"Austria",1968,4.92262973760933
"Belgium",1968,3.47583098591549
"Canada",1968,NA
"Finland",1968,4.96529928741093
"France",1968,4.44775172413793
"Germany",1968,6.03426894865526
"Iceland",1968,4.98286374133949
"Ireland",1968,3.96695185995624
"Japan",1968,3.86818867924528
"South Korea",1968,NA
"New Zealand",1968,4.73560332541568
"Norway",1968,3.32315032679739
"Portugal",1968,2.06650537634409
"Spain",1968,2.47315352697095
"Sweden",1968,5.06730632090762
"Switzerland",1968,4.58261329305136
"United Kingdom",1968,3.94053196930946
"United States",1968,5.69981751824817
"Austria",1967,5.09188921282799
"Belgium",1967,3.22600563380282
"Canada",1967,NA
"Finland",1967,4.7638432304038
"France",1967,4.60318390804598
"Germany",1967,5.78284107579462
"Iceland",1967,4.5308545034642
"Ireland",1967,4.28946827133479
"Japan",1967,3.86818867924528
"South Korea",1967,NA
"New Zealand",1967,4.69945368171021
"Norway",1967,3.20135947712418
"Portugal",1967,1.61673655913979
"Spain",1967,2.38203734439834
"Sweden",1967,4.60104376012966
"Switzerland",1967,4.39586102719033
"United Kingdom",1967,3.93037595907928
"United States",1967,5.35782846715328
"Austria",1966,4.72516034985423
"Belgium",1966,3.29117746478873
"Canada",1966,NA
"Finland",1966,4.11207363420428
"France",1966,4.45970804597701
"Germany",1966,5.57331784841076
"Iceland",1966,3.75598152424942
"Ireland",1966,3.93470021881838
"Japan",1966,3.75845283018868
"South Korea",1966,NA
"New Zealand",1966,4.69945368171021
"Norway",1966,3.10566666666667
"Portugal",1966,1.5802688172043
"Spain",1966,1.8613734439834
"Sweden",1966,4.3019319286872
"Switzerland",1966,4.18037764350453
"United Kingdom",1966,3.73741176470588
"United States",1966,4.01267153284672
"Austria",1965,4.66874052478134
"Belgium",1965,3.22600563380282
"Canada",1965,NA
"Finland",1965,3.83951543942993
"France",1965,4.24449425287356
"Germany",1965,5.07046210268949
"Iceland",1965,3.50845265588915
"Ireland",1965,3.59068271334792
"Japan",1965,3.75845283018868
"South Korea",1965,NA
"New Zealand",1965,4.45845605700713
"Norway",1965,2.77509150326797
"Portugal",1965,1.47086559139785
"Spain",1965,1.67914107883817
"Sweden",1965,3.89725121555916
"Switzerland",1965,3.30407854984894
"United Kingdom",1965,3.59522762148338
"United States",1965,3.32869343065693
"Austria",1964,4.48537609329446
"Belgium",1964,2.32446197183099
"Canada",1964,NA
"Finland",1964,3.24699762470309
"France",1964,4.13688735632184
"Germany",1964,4.76316136919315
"Iceland",1964,3.66988452655889
"Ireland",1964,3.57993216630197
"Japan",1964,3.38809433962264
"South Korea",1964,NA
"New Zealand",1964,4.35000712589074
"Norway",1964,2.7837908496732
"Portugal",1964,1.16696774193548
"Spain",1964,1.43182572614108
"Sweden",1964,3.66851863857374
"Switzerland",1964,3.20351963746224
"United Kingdom",1964,3.43273145780051
"United States",1964,3.28309489051095
"Austria",1963,4.57000583090379
"Belgium",1963,2.53083943661972
"Canada",1963,NA
"Finland",1963,2.97443942992874
"France",1963,3.87384827586207
"Germany",1963,4.77712958435208
"Iceland",1963,3.09949191685912
"Ireland",1963,3.39717286652079
"Japan",1963,3.22349056603774
"South Korea",1963,NA
"New Zealand",1963,4.33795724465558
"Norway",1963,2.69679738562091
"Portugal",1963,1.43439784946237
"Spain",1963,1.24959336099585
"Sweden",1963,3.54535494327391
"Switzerland",1963,3.18915407854985
"United Kingdom",1963,3.44288746803069
"United States",1963,3.28309489051095
"Austria",1962,4.4430612244898
"Belgium",1962,2.36790985915493
"Canada",1962,NA
"Finland",1962,2.77298337292161
"France",1962,3.59885287356322
"Germany",1962,4.69332029339853
"Iceland",1962,3.68064665127021
"Ireland",1962,3.21441356673961
"Japan",1962,3.00401886792453
"South Korea",1962,NA
"New Zealand",1962,4.43435629453682
"Norway",1962,2.53150980392157
"Portugal",1962,1.16696774193548
"Spain",1962,1.26260995850622
"Sweden",1962,3.13187682333874
"Switzerland",1962,3.11732628398792
"United Kingdom",1962,3.42257544757033
"United States",1962,3.16909854014598
"Austria",1961,4.37253644314869
"Belgium",1961,2.33532394366197
"Canada",1961,NA
"Finland",1961,2.54782660332542
"France",1961,3.27603218390805
"Germany",1961,4.55363814180929
"Iceland",1961,3.29321016166282
"Ireland",1961,3.16066083150985
"Japan",1961,2.83941509433962
"South Korea",1961,NA
"New Zealand",1961,4.43435629453682
"Norway",1961,2.36622222222222
"Portugal",1961,1.15481182795699
"Spain",1961,1.10641078838174
"Sweden",1961,3.06149756888169
"Switzerland",1961,3.00240181268882
"United Kingdom",1961,3.44288746803069
"United States",1961,3.1235
"Austria",1960,4.33022157434402
"Belgium",1960,2.30273802816901
"Canada",1960,NA
"Finland",1960,2.51227553444181
"France",1960,2.92929885057471
"Germany",1960,4.42792420537897
"Iceland",1960,2.52909930715935
"Ireland",1960,3.23591466083151
"Japan",1960,2.48277358490566
"South Korea",1960,NA
"New Zealand",1960,4.21745843230404
"Norway",1960,2.23573202614379
"Portugal",1960,1.11834408602151
"Spain",1960,1.14546058091286
"Sweden",1960,2.99111831442464
"Switzerland",1960,2.88747734138973
"United Kingdom",1960,3.38195140664962
"United States",1960,2.94110583941606
