entity,year,cVDPV1,cVDPV2,cVDPV3,total_cVDPV,wild_polio_cases,non_polio_afp_rate,percent_adequate_stool_collection,total_polio,correction_factor,estimated_polio_cases,wild_polio_cases_per_million,cVDPV1_per_million,cVDPV2_per_million,cVDPV3_per_million,total_cVDPV_per_million,total_polio_per_million,estimated_polio_cases_per_million,polio_status,polio_surveillance_status,last_polio_case
Afghanistan,1937,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1938,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1939,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1940,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1941,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1942,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1943,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1944,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1945,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1946,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1947,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1948,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1949,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1950,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1951,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1952,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1953,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1954,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1955,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1956,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1957,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1958,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1959,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1960,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1961,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1962,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1963,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1964,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1965,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1966,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1967,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1968,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1969,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1970,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1971,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1972,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1973,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1974,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1975,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1976,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1977,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1978,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1979,,,,,,,,,,,,,,,,,,endemic,,
Afghanistan,1980,,,,,,,,880.0,7.0,6160.0,,,,,,65.886,461.199,endemic,,
Afghanistan,1981,,,,,,,,837.0,7.0,5859.0,,,,,,63.545,444.818,endemic,,
Afghanistan,1982,,,,,,,,1390.0,7.0,9730.0,,,,,,107.898,755.287,endemic,,
Afghanistan,1983,,,,,,,,1991.0,7.0,13937.0,,,,,,158.801,1111.605,endemic,,
Afghanistan,1984,,,,,,,,552.0,7.0,3864.0,,,,,,45.23,316.61,endemic,,
Afghanistan,1985,,,,,,,,1981.0,7.0,13867.0,,,,,,165.938,1161.565,endemic,,
Afghanistan,1986,,,,,,,,1843.0,7.0,12901.0,,,,,,157.036,1099.251,endemic,,
Afghanistan,1987,,,,,,,,628.0,7.0,4396.0,,,,,,54.117,378.817,endemic,,
Afghanistan,1988,,,,,,,,307.0,7.0,2149.0,,,,,,26.424,184.971,endemic,,
Afghanistan,1989,,,,,,,,55.0,7.0,385.0,,,,,,4.634,32.438,endemic,,
Afghanistan,1990,,,,,,,,48.0,7.0,336.0,,,,,,3.867,27.07,endemic,,
Afghanistan,1991,,,,,,,,2.0,7.0,14.0,,,,,,0.15,1.053,endemic,,
Afghanistan,1992,,,,,,,,,7.0,,,,,,,,,endemic,,
Afghanistan,1993,,,,,,,,,7.0,,,,,,,,,endemic,,
Afghanistan,1994,,,,,,,,,7.0,,,,,,,,,endemic,,
Afghanistan,1995,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,endemic,,
Afghanistan,1996,,,,,,,,,7.0,,,,,,,,,endemic,,
Afghanistan,1997,,,,,,,,19.0,7.0,133.0,,,,,,0.982,6.871,endemic,,
Afghanistan,1998,,,,,,,,59.0,7.0,413.0,,,,,,2.989,20.924,endemic,,
Afghanistan,1999,,,,,,,,150.0,7.0,1050.0,,,,,,7.436,52.055,endemic,,
Afghanistan,2000,,,,,,,,120.0,7.0,840.0,,,,,,5.775,40.424,endemic,,
Afghanistan,2001,,,,0.0,11.0,1.7,73.0,11.0,2.0,22.0,0.509,,,,0.0,0.509,1.018,endemic,Inadequate screening and testing,
Afghanistan,2002,,,,0.0,10.0,2.7,80.0,10.0,1.11,11.0,0.442,,,,0.0,0.442,0.491,endemic,Adequate screening and testing,
Afghanistan,2003,,,,0.0,8.0,3.93,88.0,8.0,1.11,9.0,0.338,,,,0.0,0.338,0.375,endemic,Adequate screening and testing,
Afghanistan,2004,,,,0.0,4.0,4.58,91.0,4.0,1.11,4.0,0.162,,,,0.0,0.162,0.18,endemic,Adequate screening and testing,
Afghanistan,2005,,,,0.0,9.0,5.37,92.0,9.0,1.11,10.0,0.351,,,,0.0,0.351,0.389,endemic,Adequate screening and testing,
Afghanistan,2006,,,,0.0,31.0,6.17,89.0,31.0,1.11,34.0,1.173,,,,0.0,1.173,1.302,endemic,Adequate screening and testing,
Afghanistan,2007,,,,0.0,17.0,6.8,92.0,17.0,1.11,19.0,0.627,,,,0.0,0.627,0.696,endemic,Adequate screening and testing,
Afghanistan,2008,,,,0.0,31.0,8.21,92.0,31.0,1.11,34.0,1.118,,,,0.0,1.118,1.241,endemic,Adequate screening and testing,
Afghanistan,2009,,,,0.0,38.0,8.58,93.0,38.0,1.11,42.0,1.338,,,,0.0,1.338,1.485,endemic,Adequate screening and testing,
Afghanistan,2010,,,,5.0,25.0,10.91,93.0,30.0,1.11,33.0,0.857,,,,0.171,1.028,1.141,endemic,Adequate screening and testing,
Afghanistan,2011,,,,1.0,80.0,11.97,92.0,81.0,1.11,90.0,2.656,,,,0.033,2.689,2.985,endemic,Adequate screening and testing,
Afghanistan,2012,,,,9.0,37.0,11.94,92.0,46.0,1.11,51.0,1.187,,,,0.289,1.476,1.639,endemic,Adequate screening and testing,
Afghanistan,2013,,,,3.0,14.0,12.19,90.0,17.0,1.11,19.0,0.434,,,,0.093,0.527,0.585,endemic,Adequate screening and testing,
Afghanistan,2014,,,,0.0,28.0,15.11,92.0,28.0,1.11,31.0,0.839,,,,0.0,0.839,0.931,endemic,Adequate screening and testing,
Afghanistan,2015,,,,0.0,20.0,16.41,93.0,20.0,1.11,22.0,0.581,,,,0.0,0.581,0.645,endemic,Adequate screening and testing,
Afghanistan,2016,0.0,0.0,0.0,0.0,13.0,17.8,92.0,13.0,1.11,14.0,0.367,0.0,0.0,0.0,0.0,0.367,0.408,endemic,Adequate screening and testing,
Afghanistan,2017,0.0,0.0,0.0,0.0,14.0,18.97,94.0,14.0,1.11,16.0,0.386,0.0,0.0,0.0,0.0,0.386,0.428,endemic,Adequate screening and testing,
Afghanistan,2018,0.0,0.0,0.0,0.0,21.0,20.68,94.0,21.0,1.11,23.0,0.565,0.0,0.0,0.0,0.0,0.565,0.627,endemic,Adequate screening and testing,
Afghanistan,2019,0.0,0.0,0.0,0.0,29.0,23.03,94.0,29.0,1.11,32.0,0.762,0.0,0.0,0.0,0.0,0.762,0.846,endemic,Adequate screening and testing,
Afghanistan,2020,0.0,308.0,0.0,308.0,56.0,21.79,92.0,364.0,1.11,404.0,1.439,0.0,7.912,0.0,7.912,9.351,10.379,endemic,Adequate screening and testing,
Afghanistan,2021,0.0,43.0,0.0,43.0,4.0,24.91,93.0,47.0,,,0.1,0.0,1.079,0.0,1.079,1.18,,,Adequate screening and testing,3000.0
Africa,1980,,,,,,,,5126.0,,35882.0,,,,,,10.76,75.321,,,
Africa,1981,,,,,,,,4191.0,,29337.0,,,,,,8.553,59.871,,,
Africa,1982,,,,,,,,3897.0,,27279.0,,,,,,7.732,54.121,,,
Africa,1983,,,,,,,,3066.0,,21462.0,,,,,,5.913,41.394,,,
Africa,1984,,,,,,,,2968.0,,20776.0,,,,,,5.565,38.954,,,
Africa,1985,,,,,,,,3935.0,,27545.0,,,,,,7.172,50.207,,,
Africa,1986,,,,,,,,3425.0,,23975.0,,,,,,6.069,42.484,,,
Africa,1987,,,,,,,,2782.0,,19474.0,,,,,,4.793,33.551,,,
Africa,1988,,,,,,,,4543.0,,31801.0,,,,,,7.612,53.281,,,
Africa,1989,,,,,,,,3096.0,,21672.0,,,,,,5.046,35.324,,,
Africa,1990,,,,,,,,4228.0,,29596.0,,,,,,6.707,46.952,,,
Africa,1991,,,,,,,,1728.0,,12096.0,,,,,,2.669,18.686,,,
Africa,1992,,,,,,,,1555.0,,10885.0,,,,,,2.34,16.38,,,
Africa,1993,,,,,,,,2015.0,,14105.0,,,,,,2.955,20.686,,,
Africa,1994,,,,,,,,1594.0,,11158.0,,,,,,2.279,15.953,,,
Africa,1995,,,,,,,,2198.0,,15386.0,,,,,,3.064,21.451,,,
Africa,1996,,,,,,,,1949.0,,13643.0,,,,,,2.65,18.553,,,
Africa,1997,,,,,,,,1088.0,,7616.0,,,,,,1.443,10.104,,,
Africa,1998,,,,,,,,991.0,,6937.0,,,,,,1.283,8.981,,,
Africa,1999,,,,,,,,2861.0,,20027.0,,,,,,3.615,25.302,,,
Africa,2000,,,,,,,,1863.0,,13041.0,,,,,,2.297,16.08,,,
Africa,2001,,,,1.0,69.0,,,70.0,,134.0,0.083,,,,0.001,0.084,0.161,,,
Africa,2002,,,,4.0,208.0,,,212.0,,241.0,0.244,,,,0.005,0.249,0.283,,,
Africa,2003,,,,0.0,446.0,,,446.0,,563.0,0.511,,,,0.0,0.511,0.645,,,
Africa,2004,,,,0.0,934.0,,,934.0,,1112.0,1.045,,,,0.0,1.045,1.245,,,
Africa,2005,,,,4.0,879.0,,,883.0,,1000.0,0.959,,,,0.004,0.964,1.091,,,
Africa,2006,,,,23.0,1189.0,,,1212.0,,1347.0,1.266,,,,0.024,1.29,1.434,,,
Africa,2007,,,,68.0,367.0,,,435.0,,483.0,0.381,,,,0.071,0.452,0.501,,,
Africa,2008,,,,84.0,912.0,,,996.0,,1106.0,0.923,,,,0.085,1.008,1.119,,,
Africa,2009,,,,162.0,691.0,,,853.0,,983.0,0.682,,,,0.16,0.842,0.971,,,
Africa,2010,,,,52.0,657.0,,,709.0,,1196.0,0.632,,,,0.05,0.682,1.15,,,
Africa,2011,,,,47.0,350.0,,,397.0,,473.0,0.328,,,,0.044,0.372,0.443,,,
Africa,2012,,,,40.0,128.0,,,168.0,,187.0,0.117,,,,0.037,0.154,0.171,,,
Africa,2013,,,,12.0,80.0,,,92.0,,102.0,0.071,,,,0.011,0.082,0.091,,,
Africa,2014,,,,34.0,17.0,,,51.0,,66.0,0.015,,,,0.03,0.044,0.057,,,
Africa,2015,,,,18.0,0.0,,,18.0,,35.0,0.0,,,,0.015,0.015,0.03,,,
Africa,2016,0.0,1.0,0.0,1.0,4.0,,,5.0,,6.0,0.003,0.0,0.001,0.0,0.001,0.004,0.005,,,
Africa,2017,0.0,22.0,0.0,22.0,0.0,,,22.0,,24.0,0.0,0.0,0.018,0.0,0.018,0.018,0.02,,,
Africa,2018,0.0,65.0,0.0,65.0,0.0,,,65.0,,100.0,0.0,0.0,0.051,0.0,0.051,0.051,0.078,,,
Africa,2019,0.0,328.0,0.0,328.0,0.0,,,328.0,,390.0,0.0,0.0,0.251,0.0,0.251,0.251,0.298,,,
Africa,2020,2.0,561.0,0.0,563.0,0.0,,,563.0,,1106.0,0.0,0.001,0.418,0.0,0.42,0.42,0.825,,,
Africa,2021,13.0,525.0,0.0,538.0,1.0,,,539.0,,,0.001,0.009,0.382,0.0,0.392,0.392,,,,
Albania,1910,,,,,,,,,,,,,,,,,,endemic,,
Albania,1911,,,,,,,,,,,,,,,,,,endemic,,
Albania,1912,,,,,,,,,,,,,,,,,,endemic,,
Albania,1913,,,,,,,,,,,,,,,,,,endemic,,
Albania,1914,,,,,,,,,,,,,,,,,,endemic,,
Albania,1915,,,,,,,,,,,,,,,,,,endemic,,
Albania,1916,,,,,,,,,,,,,,,,,,endemic,,
Albania,1917,,,,,,,,,,,,,,,,,,endemic,,
Albania,1918,,,,,,,,,,,,,,,,,,endemic,,
Albania,1919,,,,,,,,,,,,,,,,,,endemic,,
Albania,1920,,,,,,,,,,,,,,,,,,endemic,,
Albania,1921,,,,,,,,,,,,,,,,,,endemic,,
Albania,1922,,,,,,,,,,,,,,,,,,endemic,,
Albania,1923,,,,,,,,,,,,,,,,,,endemic,,
Albania,1924,,,,,,,,,,,,,,,,,,endemic,,
Albania,1925,,,,,,,,,,,,,,,,,,endemic,,
Albania,1926,,,,,,,,,,,,,,,,,,endemic,,
Albania,1927,,,,,,,,,,,,,,,,,,endemic,,
Albania,1928,,,,,,,,,,,,,,,,,,endemic,,
Albania,1929,,,,,,,,,,,,,,,,,,endemic,,
Albania,1930,,,,,,,,,,,,,,,,,,endemic,,
Albania,1931,,,,,,,,,,,,,,,,,,endemic,,
Albania,1932,,,,,,,,,,,,,,,,,,endemic,,
Albania,1933,,,,,,,,,,,,,,,,,,endemic,,
Albania,1934,,,,,,,,,,,,,,,,,,endemic,,
Albania,1935,,,,,,,,,,,,,,,,,,endemic,,
Albania,1936,,,,,,,,,,,,,,,,,,endemic,,
Albania,1937,,,,,,,,,,,,,,,,,,endemic,,
Albania,1938,,,,,,,,,,,,,,,,,,endemic,,
Albania,1939,,,,,,,,,,,,,,,,,,endemic,,
Albania,1940,,,,,,,,,,,,,,,,,,endemic,,
Albania,1941,,,,,,,,,,,,,,,,,,endemic,,
Albania,1942,,,,,,,,,,,,,,,,,,endemic,,
Albania,1943,,,,,,,,,,,,,,,,,,endemic,,
Albania,1944,,,,,,,,,,,,,,,,,,endemic,,
Albania,1945,,,,,,,,,,,,,,,,,,endemic,,
Albania,1946,,,,,,,,,,,,,,,,,,endemic,,
Albania,1947,,,,,,,,,,,,,,,,,,endemic,,
Albania,1948,,,,,,,,,,,,,,,,,,endemic,,
Albania,1949,,,,,,,,,,,,,,,,,,endemic,,
Albania,1950,,,,,,,,,,,,,,,,,,endemic,,
Albania,1951,,,,,,,,,,,,,,,,,,endemic,,
Albania,1952,,,,,,,,,,,,,,,,,,endemic,,
Albania,1953,,,,,,,,,,,,,,,,,,endemic,,
Albania,1954,,,,,,,,,,,,,,,,,,endemic,,
Albania,1955,,,,,,,,,,,,,,,,,,endemic,,
Albania,1956,,,,,,,,,,,,,,,,,,endemic,,
Albania,1957,,,,,,,,,,,,,,,,,,endemic,,
Albania,1958,,,,,,,,,,,,,,,,,,endemic,,
Albania,1959,,,,,,,,,,,,,,,,,,endemic,,
Albania,1960,,,,,,,,,,,,,,,,,,endemic,,
Albania,1961,,,,,,,,,,,,,,,,,,endemic,,
Albania,1962,,,,,,,,,,,,,,,,,,endemic,,
Albania,1963,,,,,,,,,,,,,,,,,,endemic,,
Albania,1964,,,,,,,,,,,,,,,,,,endemic,,
Albania,1965,,,,,,,,,,,,,,,,,,endemic,,
Albania,1966,,,,,,,,,,,,,,,,,,endemic,,
Albania,1967,,,,,,,,,,,,,,,,,,endemic,,
Albania,1968,,,,,,,,,,,,,,,,,,endemic,,
Albania,1969,,,,,,,,,,,,,,,,,,endemic,,
Albania,1970,,,,,,,,,,,,,,,,,,endemic,,
Albania,1971,,,,,,,,,,,,,,,,,,endemic,,
Albania,1972,,,,,,,,,,,,,,,,,,endemic,,
Albania,1973,,,,,,,,,,,,,,,,,,endemic,,
Albania,1974,,,,,,,,,,,,,,,,,,endemic,,
Albania,1975,,,,,,,,,,,,,,,,,,endemic,,
Albania,1976,,,,,,,,,,,,,,,,,,endemic,,
Albania,1977,,,,,,,,,,,,,,,,,,endemic,,
Albania,1978,,,,,,,,,,,,,,,,,,endemic,,
Albania,1979,,,,,,,,,,,,,,,,,,polio-free (not certified),,
Albania,1980,,,,,,,,1.0,7.0,7.0,,,,,,0.373,2.609,polio-free (not certified),,
Albania,1981,,,,,,,,1.0,7.0,7.0,,,,,,0.365,2.558,polio-free (not certified),,
Albania,1982,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Albania,1983,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Albania,1984,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Albania,1985,,,,,,,,1.0,7.0,7.0,,,,,,0.337,2.357,polio-free (not certified),,
Albania,1986,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Albania,1987,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Albania,1988,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Albania,1989,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Albania,1990,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Albania,1991,,,,,,,,1.0,7.0,7.0,,,,,,0.305,2.134,polio-free (not certified),,
Albania,1992,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Albania,1993,,,,,,,,1.0,7.0,7.0,,,,,,0.313,2.191,polio-free (not certified),,
Albania,1994,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Albania,1995,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Albania,1996,,,,,,,,138.0,7.0,966.0,,,,,,44.535,311.744,polio-free (not certified),,
Albania,1997,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Albania,1998,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Albania,1999,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Albania,2000,,,,,,,,0.0,7.0,0.0,,,,,,0.0,0.0,polio-free (not certified),,
Albania,2001,,,,0.0,0.0,1.11,92.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Inadequate screening,
Albania,2002,,,,0.0,0.0,1.02,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,polio-free (not certified),Inadequate screening,
Albania,2003,,,,0.0,0.0,0.99,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Albania,2004,,,,0.0,0.0,0.9,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Albania,2005,,,,0.0,0.0,0.9,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Albania,2006,,,,0.0,0.0,0.36,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Albania,2007,,,,0.0,0.0,1.21,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Albania,2008,,,,0.0,0.0,0.48,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Albania,2009,,,,0.0,0.0,1.45,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Albania,2010,,,,0.0,0.0,1.69,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Albania,2011,,,,0.0,0.0,0.53,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Albania,2012,,,,0.0,0.0,0.79,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Albania,2013,,,,0.0,0.0,0.8,80.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Albania,2014,,,,0.0,0.0,0.67,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Albania,2015,,,,0.0,0.0,0.66,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Albania,2016,,,,0.0,0.0,1.07,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Albania,2017,,,,0.0,0.0,0.94,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Albania,2018,,,,0.0,0.0,0.27,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Albania,2019,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Albania,2020,,,,0.0,0.0,0.26,100.0,0.0,2.0,0.0,0.0,,,,0.0,0.0,0.0,WHO Region certified polio-free,Certified polio free,
Albania,2021,,,,0.0,0.0,0.13,100.0,0.0,,,0.0,,,,0.0,0.0,,,Certified polio free,1978.0
Algeria,1910,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1911,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1912,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1913,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1914,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1915,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1916,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1917,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1918,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1919,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1920,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1921,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1922,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1923,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1924,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1925,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1926,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1927,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1928,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1929,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1930,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1931,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1932,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1933,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1934,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1935,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1936,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1937,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1938,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1939,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1940,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1941,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1942,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1943,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1944,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1945,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1946,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1947,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1948,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1949,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1950,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1951,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1952,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1953,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1954,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1955,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1956,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1957,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1958,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1959,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1960,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1961,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1962,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1963,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1964,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1965,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1966,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1967,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1968,,,,,,,,,,,,,,,,,,endemic,,
Algeria,1969,,,,,,,,,,,,,,,,,,endemic,,
