Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2017 [YR2017]
Cabo Verde,CPV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,48.4771270751953
Cabo Verde,CPV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,47.6121101379395
Cambodia,KHM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,1428.353515625
Cambodia,KHM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,1488.79821777344
Cameroon,CMR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,232.801391601563
Cameroon,CMR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,236.911529541016
Canada,CAN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,1.2047358751297
Canada,CAN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,1.28666484355927
Cayman Islands,CYM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.9737908244133
Cayman Islands,CYM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,1.14961755275726
Central African Republic,CAF,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,286.829162597656
Central African Republic,CAF,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,306.808258056641
Chad,TCD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,243.654571533203
Chad,TCD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,237.65641784668
Chile,CHL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,411.263763427734
Chile,CHL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,478.995697021484
China,CHN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,4.18381118774414
China,CHN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,4.14664220809937
Colombia,COL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,1314.78686523438
Colombia,COL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,1419.37426757813
Comoros,COM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,190.125900268555
Comoros,COM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,213.51823425293
"Congo, Dem. Rep.",COD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,645.390563964844
"Congo, Dem. Rep.",COD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,630.605529785156
"Congo, Rep.",COG,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,297.673980712891
"Congo, Rep.",COG,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,285.969329833984
Cook Islands,COK,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,..
Cook Islands,COK,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,..
Costa Rica,CRI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,350.816864013672
Costa Rica,CRI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,372.669281005859
Côte d'Ivoire,CIV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,253.74560546875
Côte d'Ivoire,CIV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,247.134429931641
Croatia,HRV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,3.32731342315674
Croatia,HRV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,3.81466317176819
Cuba,CUB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,..
Cuba,CUB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,..
Curaçao,CUW,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,1.36715650558472
Curaçao,CUW,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,1.48293137550354
Cyprus,CYP,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.614919483661652
Cyprus,CYP,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.668168365955353
Czech Republic,CZE,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,12.377592086792
Czech Republic,CZE,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,13.6513538360596
Denmark,DNK,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,6.85184717178345
Denmark,DNK,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,7.89104461669922
Djibouti,DJI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,106.022705078125
Djibouti,DJI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,104.736534118652
Dominica,DMA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,1.7375373840332
Dominica,DMA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,1.8762481212616
Dominican Republic,DOM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,21.6132755279541
Dominican Republic,DOM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,24.3905773162842
East Asia & Pacific (ICP),EAB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,..
East Asia & Pacific (ICP),EAB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,..
Ecuador,ECU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.534820973873138
Ecuador,ECU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.574503362178802
"Egypt, Arab Rep.",EGY,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,3.26660299301147
"Egypt, Arab Rep.",EGY,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,3.40778803825378
El Salvador,SLV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.462530195713043
El Salvador,SLV,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.514999270439148
Equatorial Guinea,GNQ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,248.934295654297
Equatorial Guinea,GNQ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,304.286590576172
Eritrea,ERI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,5.46990434868798
Eritrea,ERI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,7.58917328565831
Estonia,EST,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.533627331256866
Estonia,EST,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.596426010131836
Eswatini,SWZ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,6.20559310913086
Eswatini,SWZ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,6.11772918701172
Ethiopia,ETH,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,8.52085494995117
Ethiopia,ETH,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,8.49641704559326
Europe & Central Asia (ICP),ECB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,..
Europe & Central Asia (ICP),ECB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,..
Fiji,FJI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.939006924629211
Fiji,FJI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.985945224761963
Finland,FIN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.863496065139771
Finland,FIN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.933300733566284
France,FRA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.766437828540802
France,FRA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.835355579853058
French Polynesia,PYF,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,..
French Polynesia,PYF,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,..
Gabon,GAB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,279.765716552734
Gabon,GAB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,319.160339355469
"Gambia, The",GMB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,15.286075592041
"Gambia, The",GMB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,15.1142482757568
Georgia,GEO,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.804571690379399
Georgia,GEO,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.924675631224921
Germany,DEU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.740562438964844
Germany,DEU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.787180304527283
Ghana,GHA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,1.76394963264465
Ghana,GHA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,1.75099217891693
Greece,GRC,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.576064169406891
Greece,GRC,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.646304905414581
Grenada,GRD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,1.69031286239624
Grenada,GRD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,1.79951441287994
Guam,GUM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,..
Guam,GUM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,..
Guatemala,GTM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,3.93259406089783
Guatemala,GTM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,4.40326976776123
Guinea,GIN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,3216.03491210938
Guinea,GIN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,3213.984375
Guinea-Bissau,GNB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,222.748580932617
Guinea-Bissau,GNB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,232.199493408203
Guyana,GUY,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,105.35279083252
Guyana,GUY,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,115.626327514648
Haiti,HTI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,28.4983959197998
Haiti,HTI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,31.1029396057129
Honduras,HND,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,10.3615589141846
Honduras,HND,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,10.8387718200684
