A027,Important child qualities: good manners,Perceptions of life,"0: Not mentioned, 1: Important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A027,23.0,43.0,54.0,43.0,46.0,,90.0
A029,Important child qualities: independence,Perceptions of life,"0: Not mentioned, 1: Important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A029,23.0,43.0,55.0,70.0,82.0,60.0,90.0
A030,Important child qualities: hard work,Perceptions of life,"0: Not mentioned, 1: Important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A030,23.0,43.0,55.0,69.0,82.0,60.0,90.0
A032,Important child qualities: feeling of responsibility,Perceptions of life,"0: Not mentioned, 1: Important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A032,23.0,43.0,55.0,70.0,82.0,60.0,90.0
A034,Important child qualities: imagination,Perceptions of life,"0: Not mentioned, 1: Important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A034,23.0,43.0,54.0,69.0,82.0,60.0,90.0
A035,Important child qualities: tolerance and respect for other people,Perceptions of life,"0: Not mentioned, 1: Important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A035,23.0,43.0,55.0,70.0,82.0,60.0,90.0
A038,Important child qualities: thrift saving money and things,Perceptions of life,"0: Not mentioned, 1: Important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A038,23.0,43.0,55.0,70.0,82.0,60.0,90.0
A039,Important child qualities: determination perseverance,Perceptions of life,"0: Not mentioned, 1: Important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A039,23.0,42.0,54.0,69.0,82.0,60.0,90.0
A040,Important child qualities: religious faith,Perceptions of life,"0: Not mentioned, 1: Important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A040,23.0,43.0,54.0,69.0,82.0,60.0,90.0
A041,Important child qualities: unselfishness,Perceptions of life,"0: Not mentioned, 1: Important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A041,23.0,43.0,54.0,69.0,82.0,60.0,90.0
A042,Important child qualities: obedience,Perceptions of life,"0: Not mentioned, 1: Important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A042,23.0,43.0,55.0,70.0,82.0,60.0,90.0
A043_01,Important child qualities: none,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A043_01,,,,,,,35.0
A046,Abortion when the mothers health is at risk,Perceptions of life,"0: Disapprove, 1: Approve, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A046,16.0,39.0,,,,,
A047,Abortion when child physically handicapped,Perceptions of life,"0: Disapprove, 1: Approve, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A047,16.0,39.0,,,,,
A048,Abortion when woman not married,Perceptions of life,"0: Disapprove, 1: Approve, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A048,16.0,39.0,,33.0,46.0,,
A049,Abortion if not wanting more children,Perceptions of life,"0: Disapprove, 1: Approve, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A049,16.0,39.0,,33.0,46.0,,
A058,Spend time with friends,Perceptions of life,"1: Weekly, 2: Once or twice a month, 3: Only a few times a year, 4: Not at all, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A058,,,,69.0,,,
A059,Spend time with colleagues from work,Perceptions of life,"1: Weekly, 2: Once or twice a month, 3: Only a few times a year, 4: Not at all, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A059,,,,69.0,,,
A060,"Spend time with people at your church, mosque or synagogue",Perceptions of life,"1: Weekly, 2: Once or twice a month, 3: Only a few times a year, 4: Not at all, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A060,,,,68.0,,,
A061,"Spend time with people at sport, culture, communal organization",Perceptions of life,"1: Weekly, 2: Once or twice a month, 3: Only a few times a year, 4: Not at all, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A061,,,,69.0,,,
A062,How often discusses political matters with friends,Perceptions of life,"1: Frequently, 2: Occasionally, 3: Never, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A062,24.0,43.0,55.0,71.0,46.0,,64.0
A063,"Persuading friends, relatives or fellow workers",Perceptions of life,"1: Often, 2: From time to time, 3: Rarely, 4: Never, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A063,16.0,39.0,,,,,
A064,"Member: Belong to social welfare service for elderly, handicapped or deprived pe",Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A064,16.0,38.0,,62.0,46.0,,
A065,Member: Belong to religious organization,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A065,16.0,39.0,,62.0,46.0,,90.0
A066,"Member: Belong to education, arts, music or cultural activities",Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A066,16.0,39.0,,62.0,46.0,,90.0
A067,Member: Belong to labour unions,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A067,16.0,39.0,,61.0,46.0,,90.0
A068,Member: Belong to political parties,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A068,16.0,39.0,,62.0,46.0,,90.0
A069,Member: Belong to local political actions,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A069,,38.0,,62.0,46.0,,
A070,Member: Belong to human rights,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A070,16.0,38.0,,62.0,46.0,,
A071,"Member: Belong to conservation, the environment, ecology, animal rights",Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A071,16.0,,,62.0,46.0,,90.0
A071B,"Member: Belong to conservation, the environment, ecology",Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A071B,,39.0,,,,,
A071C,Member: Belong to animal rights,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A071C,,37.0,,,,,
A072,Member: Belong to professional associations,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A072,16.0,39.0,,62.0,46.0,,90.0
A073,Member: Belong to youth work,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A073,16.0,38.0,,62.0,46.0,,
A074,Member: Belong to sports or recreation,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A074,,38.0,,62.0,46.0,,90.0
A075,Member: Belong to women´s group,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A075,,37.0,,62.0,46.0,,64.0
A076,Member: Belong to peace movement,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A076,,37.0,,61.0,46.0,,
A077,Member: Belong to organization concerned with health,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A077,,37.0,,61.0,46.0,,
A078,Member: Belong to consumer groups,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A078,16.0,,,,,,90.0
A079,Member: Belong to other groups,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A079,,38.0,,60.0,46.0,,90.0
A080,Member: Belong to none,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A080,15.0,36.0,,33.0,45.0,,36.0
A080_01,Member: Belong to humanitarian or charitable organization,Perceptions of life,"-5: Missing: Other, -4: Not asked in survey, -3: Not applicable, -2: No answer, -1: Don´t know, 0: Not mentioned, 1: Mentioned",A080_01,,,,,,,90.0
A080_02,"Member:  Belong to self-help group, mutual aid group",Perceptions of life,"-5: Missing: Other, -4: Not asked in survey, -3: Not applicable, -2: No answer, -1: Don´t know, 0: Not mentioned, 1: Mentioned",A080_02,,,,,,,90.0
A081,"Voluntary work: Unpaid work social welfare service for elderly, handicapped or d",Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A081,16.0,37.0,,60.0,46.0,,
A082,Voluntary work: Unpaid work religious or church organization,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A082,16.0,38.0,,60.0,46.0,,
A083,"Voluntary work: Unpaid work education, arts, music or cultural activities",Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A083,16.0,38.0,,60.0,46.0,,
A084,Voluntary work: Unpaid work labour unions,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A084,16.0,38.0,,59.0,46.0,,
A085,Voluntary work: Unpaid work political parties or groups,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A085,16.0,38.0,,60.0,46.0,,
A086,Voluntary work: Unpaid work local political action groups,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A086,,37.0,,60.0,46.0,,
A087,Voluntary work: Unpaid work human rights,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A087,16.0,37.0,,60.0,46.0,,
A088,"Voluntary work: Unpaid work environment, conservation, animal rights",Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A088,16.0,,,60.0,46.0,,
A088B,"Voluntary work: Unpaid work environment, conservation, ecology",Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A088B,,38.0,,,,,
A088C,Voluntary work: Unpaid work animal rights,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A088C,,37.0,,,,,
A089,Voluntary work: Unpaid work professional associations,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A089,16.0,38.0,,59.0,46.0,,
A090,Voluntary work: Unpaid work youth work,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A090,16.0,37.0,,60.0,46.0,,
A091,Voluntary work: Unpaid work sports or recreation,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A091,,38.0,,60.0,46.0,,
A092,Voluntary work: Unpaid work women´s group,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A092,,37.0,,60.0,46.0,,
A093,Voluntary work: Unpaid work peace movement,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A093,,37.0,,59.0,46.0,,
A094,Voluntary work: Unpaid work organization concerned with health,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A094,,37.0,,58.0,46.0,,
A096,Voluntary work: Unpaid work other groups,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A096,,38.0,,40.0,46.0,,
A097,Voluntary work: Unpaid work none,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A097,14.0,36.0,,33.0,44.0,,
A098,Active/Inactive membership of church or religious organization,Perceptions of life,"-5: Missing; Unknown, -4: Not asked, 0: Not a member, 1: Inactive member, 2: Active member, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A098,7.0,,51.0,,55.0,60.0,64.0
A099,Active/Inactive membership of sport or recreation,Perceptions of life,"-5: Missing; Unknown, -4: Not asked, 0: Not a member, 1: Inactive member, 2: Active member, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A099,,,52.0,,56.0,60.0,64.0
A100,"Active/Inactive membership of art, music, educational",Perceptions of life,"-5: Missing; Unknown, -4: Not asked, 0: Not a member, 1: Inactive member, 2: Active member, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A100,7.0,,52.0,,56.0,60.0,64.0
A101,Active/Inactive membership of labour unions,Perceptions of life,"-5: Missing; Unknown, -4: Not asked, 0: Not a member, 1: Inactive member, 2: Active member, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A101,7.0,,53.0,,56.0,58.0,64.0
A102,Active/Inactive membership of political party,Perceptions of life,"-5: Missing; Unknown, -4: Not asked, 0: Not a member, 1: Inactive member, 2: Active member, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A102,7.0,,53.0,,56.0,58.0,64.0
A103,Active/Inactive membership of environmental organization,Perceptions of life,"-5: Missing; Unknown, -4: Not asked, 0: Not a member, 1: Inactive member, 2: Active member, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A103,7.0,,51.0,,56.0,60.0,64.0
A104,Active/Inactive membership of professional organization,Perceptions of life,"-5: Missing; Unknown, -4: Not asked, 0: Not a member, 1: Inactive member, 2: Active member, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A104,7.0,,52.0,,56.0,59.0,64.0
A105,Active/Inactive membership of charitable/humanitarian organization,Perceptions of life,"-5: Missing; Unknown, -4: Not asked, 0: Not a member, 1: Inactive member, 2: Active member, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A105,7.0,,52.0,,55.0,60.0,64.0
A106,Active/Inactive membership of any other organization,Perceptions of life,"-5: Missing; Unknown, -4: Not asked, 0: Not a member, 1: Inactive member, 2: Active member, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A106,,,51.0,,50.0,58.0,63.0
A106B,Active/Inactive membership: Consumer organization,Perceptions of life,"-5: Missing; Unknown, -4: Not asked, 0: Not a member, 1: Inactive member, 2: Active member, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A106B,,,,,,60.0,64.0
A106C,"Active/Inactive membership: Self-help group, mutual aid group",Perceptions of life,"-5: Missing; Unknown, -4: Not asked, 0: Not a member, 1: Inactive member, 2: Active member, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A106C,,,,,,60.0,64.0
A107,Reasons voluntary work: Solidarity with the poor and disadvantaged,Perceptions of life,"1: Unimportant, 2: 2, 3: 3, 4: 4, 5: Very important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A107,,36.0,,,,,
A108,Reasons voluntary work: Compassion for those in need,Perceptions of life,"1: Unimportant, 2: 2, 3: 3, 4: 4, 5: Very important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A108,,35.0,,,,,
A109,Reasons voluntary work: Opportunity to repay something,Perceptions of life,"1: Unimportant, 2: 2, 3: 3, 4: 4, 5: Very important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A109,,35.0,,,,,
A110,"Reasons voluntary work: Sense of duty, moral, obligation",Perceptions of life,"1: Unimportant, 2: 2, 3: 3, 4: 4, 5: Very important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A110,,35.0,,,,,
A111,Reasons voluntary work: Identifying with people who suffer,Perceptions of life,"1: Unimportant, 2: 2, 3: 3, 4: 4, 5: Very important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A111,,35.0,,,,,
A112,Reasons voluntary work: Time on my hands,Perceptions of life,"1: Unimportant, 2: 2, 3: 3, 4: 4, 5: Very important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A112,,35.0,,,,,
A113,Reasons voluntary work: Personal satisfaction,Perceptions of life,"1: Unimportant, 2: 2, 3: 3, 4: 4, 5: Very important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A113,,35.0,,,,,
A114,Reasons voluntary work: Religious belief,Perceptions of life,"1: Unimportant, 2: 2, 3: 3, 4: 4, 5: Very important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A114,,35.0,,,,,
A115,Reasons voluntary work: Help disadvantaged people,Perceptions of life,"1: Unimportant, 2: 2, 3: 3, 4: 4, 5: Very important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A115,,35.0,,,,,
A116,Reasons voluntary work: Make a contribution to my local community,Perceptions of life,"1: Unimportant, 2: 2, 3: 3, 4: 4, 5: Very important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A116,,35.0,,,,,
A117,Reasons voluntary work: Bring about social or political change,Perceptions of life,"1: Unimportant, 2: 2, 3: 3, 4: 4, 5: Very important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A117,,35.0,,,,,
A118,Reasons voluntary work: For social reasons,Perceptions of life,"1: Unimportant, 2: 2, 3: 3, 4: 4, 5: Very important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A118,,35.0,,,,,
A119,Reasons voluntary work: Gain new skills and useful experience,Perceptions of life,"1: Unimportant, 2: 2, 3: 3, 4: 4, 5: Very important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A119,,35.0,,,,,
A120,"Reasons voluntary work: Did not want to, but could not refuse",Perceptions of life,"1: Unimportant, 2: 2, 3: 3, 4: 4, 5: Very important, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A120,,35.0,,,,,
A124_01,Neighbours: People with a criminal record,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A124_01,24.0,42.0,52.0,68.0,51.0,,
A124_02,Neighbours: People of a different race,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A124_02,23.0,42.0,50.0,67.0,79.0,59.0,90.0
A124_03,Neighbours: Heavy drinkers,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A124_03,24.0,42.0,53.0,66.0,79.0,58.0,90.0
A124_04,Neighbours: Emotionally unstable people,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A124_04,24.0,42.0,52.0,67.0,49.0,,
A124_05,Neighbours: Muslims,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A124_05,1.0,42.0,9.0,51.0,48.0,,35.0
A124_06,Neighbours: Immigrants/foreign workers,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A124_06,24.0,42.0,51.0,67.0,78.0,59.0,90.0
A124_07,Neighbours: People who have AIDS,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A124_07,,42.0,53.0,67.0,79.0,58.0,64.0
A124_08,Neighbours: Drug addicts,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A124_08,,42.0,52.0,67.0,79.0,58.0,90.0
A124_09,Neighbours: Homosexuals,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A124_09,,41.0,52.0,66.0,78.0,57.0,88.0
A124_10,Neighbours: Jews,Perceptions of life,"0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A124_10,,36.0,7.0,48.0,49.0,,36.0
A124_11,Neighbours: Evangelists,Perceptions of life,"-5: Missing; Unknown, 0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A124_11,,,,1.0,1.0,,
A124_12,Neighbours: People of a different religion,Perceptions of life,"-4: Not asked, 0: Not mentioned, 1: Mentioned, .a: Don't know, .b: No answer, .c: Not applicable, .d: Not asked in survey, .e: Missing: other",A124_12,,,15.0,12.0,53.0,58.0,64.0
