country,Our World In Data Name,variable,percentile,year,value,age,pop
AL,Albania,sptinc992j,p99p100,1988,0.0765,992,j
AL,Albania,sptinc992j,p99p100,1989,0.0765,992,j
AL,Albania,sptinc992j,p99p100,1990,0.0765,992,j
AL,Albania,sptinc992j,p99p100,1991,0.0765,992,j
AL,Albania,sptinc992j,p99p100,1992,0.0765,992,j
AL,Albania,sptinc992j,p99p100,1993,0.0765,992,j
AL,Albania,sptinc992j,p99p100,1994,0.0765,992,j
AL,Albania,sptinc992j,p99p100,1995,0.0765,992,j
AL,Albania,sptinc992j,p99p100,1996,0.0765,992,j
AL,Albania,sptinc992j,p99p100,1997,0.0781,992,j
AL,Albania,sptinc992j,p99p100,1998,0.0773,992,j
AL,Albania,sptinc992j,p99p100,1999,0.0791,992,j
AL,Albania,sptinc992j,p99p100,2000,0.0791,992,j
AL,Albania,sptinc992j,p99p100,2001,0.0802,992,j
AL,Albania,sptinc992j,p99p100,2002,0.0805,992,j
AL,Albania,sptinc992j,p99p100,2003,0.0814,992,j
AL,Albania,sptinc992j,p99p100,2004,0.0793,992,j
AL,Albania,sptinc992j,p99p100,2005,0.078,992,j
AL,Albania,sptinc992j,p99p100,2006,0.078,992,j
AL,Albania,sptinc992j,p99p100,2007,0.0731,992,j
AL,Albania,sptinc992j,p99p100,2008,0.0794,992,j
AL,Albania,sptinc992j,p99p100,2009,0.0793,992,j
AL,Albania,sptinc992j,p99p100,2010,0.0795,992,j
AL,Albania,sptinc992j,p99p100,2011,0.0822,992,j
AL,Albania,sptinc992j,p99p100,2012,0.0795,992,j
AL,Albania,sptinc992j,p99p100,2013,0.0859,992,j
AL,Albania,sptinc992j,p99p100,2014,0.0918,992,j
AL,Albania,sptinc992j,p99p100,2015,0.09,992,j
AL,Albania,sptinc992j,p99p100,2016,0.0884,992,j
AL,Albania,sptinc992j,p99p100,2017,0.0912,992,j
AL,Albania,sptinc992j,p99p100,2018,0.0908,992,j
AL,Albania,sptinc992j,p99p100,2019,0.09,992,j
AL,Albania,sptinc992j,p99p100,2020,0.0891,992,j
AL,Albania,sptinc992j,p99p100,2021,0.0891,992,j
AM,Armenia,sptinc992j,p90p100,1980,0.4802,992,j
AM,Armenia,sptinc992j,p90p100,1981,0.4802,992,j
AM,Armenia,sptinc992j,p90p100,1982,0.4802,992,j
AM,Armenia,sptinc992j,p90p100,1983,0.4802,992,j
AM,Armenia,sptinc992j,p90p100,1984,0.4802,992,j
AM,Armenia,sptinc992j,p90p100,1985,0.4802,992,j
AM,Armenia,sptinc992j,p90p100,1986,0.4802,992,j
AM,Armenia,sptinc992j,p90p100,1987,0.4802,992,j
AM,Armenia,sptinc992j,p90p100,1988,0.4802,992,j
AM,Armenia,sptinc992j,p90p100,1989,0.4802,992,j
AM,Armenia,sptinc992j,p90p100,1990,0.4802,992,j
AM,Armenia,sptinc992j,p90p100,1991,0.4802,992,j
AM,Armenia,sptinc992j,p90p100,1992,0.4802,992,j
AM,Armenia,sptinc992j,p90p100,1993,0.4802,992,j
AM,Armenia,sptinc992j,p90p100,1994,0.4802,992,j
AM,Armenia,sptinc992j,p90p100,1995,0.4802,992,j
AM,Armenia,sptinc992j,p90p100,1996,0.4802,992,j
AM,Armenia,sptinc992j,p90p100,1997,0.4709,992,j
AM,Armenia,sptinc992j,p90p100,1998,0.4596,992,j
AM,Armenia,sptinc992j,p90p100,1999,0.4528,992,j
AM,Armenia,sptinc992j,p90p100,2000,0.4403,992,j
AM,Armenia,sptinc992j,p90p100,2001,0.4316,992,j
AM,Armenia,sptinc992j,p90p100,2002,0.4386,992,j
AM,Armenia,sptinc992j,p90p100,2003,0.4344,992,j
AM,Armenia,sptinc992j,p90p100,2004,0.4644,992,j
AM,Armenia,sptinc992j,p90p100,2005,0.4586,992,j
AM,Armenia,sptinc992j,p90p100,2006,0.386,992,j
AM,Armenia,sptinc992j,p90p100,2007,0.3931,992,j
AM,Armenia,sptinc992j,p90p100,2008,0.3781,992,j
AM,Armenia,sptinc992j,p90p100,2009,0.3729,992,j
AM,Armenia,sptinc992j,p90p100,2010,0.4003,992,j
AM,Armenia,sptinc992j,p90p100,2011,0.3811,992,j
AM,Armenia,sptinc992j,p90p100,2012,0.3844,992,j
AM,Armenia,sptinc992j,p90p100,2013,0.3877,992,j
AM,Armenia,sptinc992j,p90p100,2014,0.3998,992,j
AM,Armenia,sptinc992j,p90p100,2015,0.4144,992,j
AM,Armenia,sptinc992j,p90p100,2016,0.4076,992,j
AM,Armenia,sptinc992j,p90p100,2017,0.4451,992,j
AM,Armenia,sptinc992j,p90p100,2018,0.4476,992,j
AM,Armenia,sptinc992j,p90p100,2019,0.4062,992,j
AM,Armenia,sptinc992j,p90p100,2020,0.4062,992,j
AM,Armenia,sptinc992j,p90p100,2021,0.4062,992,j
AM,Armenia,sptinc992j,p99p100,1980,0.1945,992,j
AM,Armenia,sptinc992j,p99p100,1981,0.1945,992,j
AM,Armenia,sptinc992j,p99p100,1982,0.1945,992,j
AM,Armenia,sptinc992j,p99p100,1983,0.1945,992,j
AM,Armenia,sptinc992j,p99p100,1984,0.1945,992,j
AM,Armenia,sptinc992j,p99p100,1985,0.1945,992,j
AM,Armenia,sptinc992j,p99p100,1986,0.1945,992,j
AM,Armenia,sptinc992j,p99p100,1987,0.1945,992,j
AM,Armenia,sptinc992j,p99p100,1988,0.1945,992,j
AM,Armenia,sptinc992j,p99p100,1989,0.1945,992,j
AM,Armenia,sptinc992j,p99p100,1990,0.1945,992,j
AM,Armenia,sptinc992j,p99p100,1991,0.1945,992,j
AM,Armenia,sptinc992j,p99p100,1992,0.1945,992,j
AM,Armenia,sptinc992j,p99p100,1993,0.1945,992,j
AM,Armenia,sptinc992j,p99p100,1994,0.1945,992,j
AM,Armenia,sptinc992j,p99p100,1995,0.1945,992,j
AM,Armenia,sptinc992j,p99p100,1996,0.1945,992,j
AM,Armenia,sptinc992j,p99p100,1997,0.1891,992,j
AM,Armenia,sptinc992j,p99p100,1998,0.182,992,j
AM,Armenia,sptinc992j,p99p100,1999,0.1782,992,j
AM,Armenia,sptinc992j,p99p100,2000,0.1625,992,j
AM,Armenia,sptinc992j,p99p100,2001,0.1503,992,j
AM,Armenia,sptinc992j,p99p100,2002,0.1637,992,j
AM,Armenia,sptinc992j,p99p100,2003,0.1736,992,j
AM,Armenia,sptinc992j,p99p100,2004,0.191,992,j
AM,Armenia,sptinc992j,p99p100,2005,0.1865,992,j
AM,Armenia,sptinc992j,p99p100,2006,0.1347,992,j
AM,Armenia,sptinc992j,p99p100,2007,0.1318,992,j
AM,Armenia,sptinc992j,p99p100,2008,0.1292,992,j
AM,Armenia,sptinc992j,p99p100,2009,0.1254,992,j
AM,Armenia,sptinc992j,p99p100,2010,0.1511,992,j
AM,Armenia,sptinc992j,p99p100,2011,0.1357,992,j
AM,Armenia,sptinc992j,p99p100,2012,0.1386,992,j
AM,Armenia,sptinc992j,p99p100,2013,0.1416,992,j
AM,Armenia,sptinc992j,p99p100,2014,0.1455,992,j
AM,Armenia,sptinc992j,p99p100,2015,0.1537,992,j
AM,Armenia,sptinc992j,p99p100,2016,0.1689,992,j
AM,Armenia,sptinc992j,p99p100,2017,0.1911,992,j
AM,Armenia,sptinc992j,p99p100,2018,0.1785,992,j
AM,Armenia,sptinc992j,p99p100,2019,0.1539,992,j
AM,Armenia,sptinc992j,p99p100,2020,0.1539,992,j
AM,Armenia,sptinc992j,p99p100,2021,0.1539,992,j
AO,Angola,sptinc992j,p90p100,1980,0.4836,992,j
AO,Angola,sptinc992j,p90p100,1981,0.4836,992,j
AO,Angola,sptinc992j,p90p100,1982,0.4836,992,j
AO,Angola,sptinc992j,p90p100,1983,0.4836,992,j
AO,Angola,sptinc992j,p90p100,1984,0.4836,992,j
AO,Angola,sptinc992j,p90p100,1985,0.4836,992,j
AO,Angola,sptinc992j,p90p100,1986,0.4836,992,j
AO,Angola,sptinc992j,p90p100,1987,0.4836,992,j
AO,Angola,sptinc992j,p90p100,1988,0.4836,992,j
AO,Angola,sptinc992j,p90p100,1989,0.4836,992,j
AO,Angola,sptinc992j,p90p100,1990,0.4836,992,j
AO,Angola,sptinc992j,p90p100,1991,0.4836,992,j
AO,Angola,sptinc992j,p90p100,1992,0.4836,992,j
AO,Angola,sptinc992j,p90p100,1993,0.4836,992,j
AO,Angola,sptinc992j,p90p100,1994,0.4836,992,j
AO,Angola,sptinc992j,p90p100,1995,0.4836,992,j
AO,Angola,sptinc992j,p90p100,1996,0.503,992,j
AO,Angola,sptinc992j,p90p100,1997,0.5224,992,j
AO,Angola,sptinc992j,p90p100,1998,0.5418,992,j
AO,Angola,sptinc992j,p90p100,1999,0.5611,992,j
AO,Angola,sptinc992j,p90p100,2000,0.5803,992,j
AO,Angola,sptinc992j,p90p100,2001,0.5695,992,j
AO,Angola,sptinc992j,p90p100,2002,0.5587,992,j
AO,Angola,sptinc992j,p90p100,2003,0.5478,992,j
AO,Angola,sptinc992j,p90p100,2004,0.5369,992,j
AO,Angola,sptinc992j,p90p100,2005,0.526,992,j
AO,Angola,sptinc992j,p90p100,2006,0.5151,992,j
AO,Angola,sptinc992j,p90p100,2007,0.5041,992,j
AO,Angola,sptinc992j,p90p100,2008,0.4932,992,j
AO,Angola,sptinc992j,p90p100,2009,0.5019,992,j
AO,Angola,sptinc992j,p90p100,2010,0.5106,992,j
AO,Angola,sptinc992j,p90p100,2011,0.5193,992,j
AO,Angola,sptinc992j,p90p100,2012,0.528,992,j
AO,Angola,sptinc992j,p90p100,2013,0.5367,992,j
AO,Angola,sptinc992j,p90p100,2014,0.5454,992,j
AO,Angola,sptinc992j,p90p100,2015,0.5541,992,j
AO,Angola,sptinc992j,p90p100,2016,0.5628,992,j
AO,Angola,sptinc992j,p90p100,2017,0.5714,992,j
AO,Angola,sptinc992j,p90p100,2018,0.5801,992,j
AO,Angola,sptinc992j,p90p100,2019,0.5801,992,j
AO,Angola,sptinc992j,p90p100,2020,0.5801,992,j
AO,Angola,sptinc992j,p90p100,2021,0.5801,992,j
AO,Angola,sptinc992j,p99p100,1980,0.1523,992,j
AO,Angola,sptinc992j,p99p100,1981,0.1523,992,j
AO,Angola,sptinc992j,p99p100,1982,0.1523,992,j
AO,Angola,sptinc992j,p99p100,1983,0.1523,992,j
AO,Angola,sptinc992j,p99p100,1984,0.1523,992,j
AO,Angola,sptinc992j,p99p100,1985,0.1523,992,j
AO,Angola,sptinc992j,p99p100,1986,0.1523,992,j
AO,Angola,sptinc992j,p99p100,1987,0.1523,992,j
AO,Angola,sptinc992j,p99p100,1988,0.1523,992,j
AO,Angola,sptinc992j,p99p100,1989,0.1523,992,j
AO,Angola,sptinc992j,p99p100,1990,0.1523,992,j
AO,Angola,sptinc992j,p99p100,1991,0.1523,992,j
AO,Angola,sptinc992j,p99p100,1992,0.1523,992,j
AO,Angola,sptinc992j,p99p100,1993,0.1523,992,j
AO,Angola,sptinc992j,p99p100,1994,0.1523,992,j
AO,Angola,sptinc992j,p99p100,1995,0.1523,992,j
AO,Angola,sptinc992j,p99p100,1996,0.1659,992,j
AO,Angola,sptinc992j,p99p100,1997,0.1795,992,j
AO,Angola,sptinc992j,p99p100,1998,0.193,992,j
AO,Angola,sptinc992j,p99p100,1999,0.2064,992,j
AO,Angola,sptinc992j,p99p100,2000,0.2198,992,j
AO,Angola,sptinc992j,p99p100,2001,0.2115,992,j
AO,Angola,sptinc992j,p99p100,2002,0.2032,992,j
AO,Angola,sptinc992j,p99p100,2003,0.1949,992,j
AO,Angola,sptinc992j,p99p100,2004,0.1865,992,j
AO,Angola,sptinc992j,p99p100,2005,0.1782,992,j
AO,Angola,sptinc992j,p99p100,2006,0.1698,992,j
AO,Angola,sptinc992j,p99p100,2007,0.1614,992,j
AO,Angola,sptinc992j,p99p100,2008,0.153,992,j
AO,Angola,sptinc992j,p99p100,2009,0.1637,992,j
AO,Angola,sptinc992j,p99p100,2010,0.1744,992,j
AO,Angola,sptinc992j,p99p100,2011,0.1851,992,j
AO,Angola,sptinc992j,p99p100,2012,0.1958,992,j
AO,Angola,sptinc992j,p99p100,2013,0.2065,992,j
AO,Angola,sptinc992j,p99p100,2014,0.2172,992,j
AO,Angola,sptinc992j,p99p100,2015,0.2278,992,j
AO,Angola,sptinc992j,p99p100,2016,0.2385,992,j
AO,Angola,sptinc992j,p99p100,2017,0.2491,992,j
AO,Angola,sptinc992j,p99p100,2018,0.2598,992,j
AO,Angola,sptinc992j,p99p100,2019,0.2598,992,j
AO,Angola,sptinc992j,p99p100,2020,0.2598,992,j
AO,Angola,sptinc992j,p99p100,2021,0.2598,992,j
AR,Argentina,sptinc992j,p90p100,1980,0.443,992,j
AR,Argentina,sptinc992j,p90p100,1981,0.443,992,j
AR,Argentina,sptinc992j,p90p100,1982,0.443,992,j
AR,Argentina,sptinc992j,p90p100,1983,0.443,992,j
AR,Argentina,sptinc992j,p90p100,1984,0.443,992,j
AR,Argentina,sptinc992j,p90p100,1985,0.443,992,j
