country,variable,percentile,year,value_lcu,age,pop
AD,anninc999i,p0p100,2020,33052.2,999,i
AE,anninc999i,p0p100,1950,290943.3,999,i
AE,anninc999i,p0p100,1951,325322.6,999,i
AE,anninc999i,p0p100,1952,335662,999,i
AE,anninc999i,p0p100,1953,351573.4,999,i
AE,anninc999i,p0p100,1954,373373.6,999,i
AE,anninc999i,p0p100,1955,366881.3,999,i
AE,anninc999i,p0p100,1956,384595.8,999,i
AE,anninc999i,p0p100,1957,391508.5,999,i
AE,anninc999i,p0p100,1958,403307.3,999,i
AE,anninc999i,p0p100,1959,431368.8,999,i
AE,anninc999i,p0p100,1960,449096.2,999,i
AE,anninc999i,p0p100,1961,450068.9,999,i
AE,anninc999i,p0p100,1962,450311,999,i
AE,anninc999i,p0p100,1963,445063.8,999,i
AE,anninc999i,p0p100,1964,445014.6,999,i
AE,anninc999i,p0p100,1965,451938,999,i
AE,anninc999i,p0p100,1966,466865.8,999,i
AE,anninc999i,p0p100,1967,485203.2,999,i
AE,anninc999i,p0p100,1968,497407.8,999,i
AE,anninc999i,p0p100,1969,493453.8,999,i
AE,anninc999i,p0p100,1970,471203.5,999,i
AE,anninc999i,p0p100,1971,456951.8,999,i
AE,anninc999i,p0p100,1972,366632.3,999,i
AE,anninc999i,p0p100,1973,358074.3,999,i
AE,anninc999i,p0p100,1974,390320.1,999,i
AE,anninc999i,p0p100,1975,351208.3,999,i
AE,anninc999i,p0p100,1976,348763.6,999,i
AE,anninc999i,p0p100,1977,364219.6,999,i
AE,anninc999i,p0p100,1978,312616.7,999,i
AE,anninc999i,p0p100,1979,347240.8,999,i
AE,anninc999i,p0p100,1980,409630.9,999,i
AE,anninc999i,p0p100,1981,392935.5,999,i
AE,anninc999i,p0p100,1982,335262,999,i
AE,anninc999i,p0p100,1983,290726.3,999,i
AE,anninc999i,p0p100,1984,289083.2,999,i
AE,anninc999i,p0p100,1985,265472.8,999,i
AE,anninc999i,p0p100,1986,215573.9,999,i
AE,anninc999i,p0p100,1987,215363.8,999,i
AE,anninc999i,p0p100,1988,198885.6,999,i
AE,anninc999i,p0p100,1989,217415.9,999,i
AE,anninc999i,p0p100,1990,243270.1,999,i
AE,anninc999i,p0p100,1991,234260.9,999,i
AE,anninc999i,p0p100,1992,229537.5,999,i
AE,anninc999i,p0p100,1993,221946.9,999,i
AE,anninc999i,p0p100,1994,230096.6,999,i
AE,anninc999i,p0p100,1995,233931.6,999,i
AE,anninc999i,p0p100,1996,231398.4,999,i
AE,anninc999i,p0p100,1997,240239.3,999,i
AE,anninc999i,p0p100,1998,230455.7,999,i
AE,anninc999i,p0p100,1999,224780.8,999,i
AE,anninc999i,p0p100,2000,233436.1,999,i
AE,anninc999i,p0p100,2001,226677.2,999,i
AE,anninc999i,p0p100,2002,220089.7,999,i
AE,anninc999i,p0p100,2003,224267.5,999,i
AE,anninc999i,p0p100,2004,228032.4,999,i
AE,anninc999i,p0p100,2005,206108.8,999,i
AE,anninc999i,p0p100,2006,197466.8,999,i
AE,anninc999i,p0p100,2007,177156.6,999,i
AE,anninc999i,p0p100,2008,155030.8,999,i
AE,anninc999i,p0p100,2009,130371,999,i
AE,anninc999i,p0p100,2010,124715.6,999,i
AE,anninc999i,p0p100,2011,127728.3,999,i
AE,anninc999i,p0p100,2012,130550.5,999,i
AE,anninc999i,p0p100,2013,137414.3,999,i
AE,anninc999i,p0p100,2014,142859.5,999,i
AE,anninc999i,p0p100,2015,148588.1,999,i
AE,anninc999i,p0p100,2016,151390.3,999,i
AE,anninc999i,p0p100,2017,153255.1,999,i
AE,anninc999i,p0p100,2018,152224.7,999,i
AE,anninc999i,p0p100,2019,149995.1,999,i
AE,anninc999i,p0p100,2020,138805.5,999,i
AE,anninc999i,p0p100,2021,141325.7,999,i
AF,anninc999i,p0p100,1950,61814.2,999,i
AF,anninc999i,p0p100,1951,62823.3,999,i
AF,anninc999i,p0p100,1952,64115.4,999,i
AF,anninc999i,p0p100,1953,67288.4,999,i
AF,anninc999i,p0p100,1954,67670.6,999,i
AF,anninc999i,p0p100,1955,67925.6,999,i
AF,anninc999i,p0p100,1956,69979.7,999,i
AF,anninc999i,p0p100,1957,68639.7,999,i
AF,anninc999i,p0p100,1958,71451.1,999,i
AF,anninc999i,p0p100,1959,72196.4,999,i
AF,anninc999i,p0p100,1960,73494.6,999,i
AF,anninc999i,p0p100,1961,72631.9,999,i
AF,anninc999i,p0p100,1962,72416.4,999,i
AF,anninc999i,p0p100,1963,72252.8,999,i
AF,anninc999i,p0p100,1964,72119.6,999,i
AF,anninc999i,p0p100,1965,72173.9,999,i
AF,anninc999i,p0p100,1966,71251.1,999,i
AF,anninc999i,p0p100,1967,71705.3,999,i
AF,anninc999i,p0p100,1968,72800.5,999,i
AF,anninc999i,p0p100,1969,72375.2,999,i
AF,anninc999i,p0p100,1970,72276.4,999,i
AF,anninc999i,p0p100,1971,66950.4,999,i
AF,anninc999i,p0p100,1972,53593.4,999,i
AF,anninc999i,p0p100,1973,54173.1,999,i
AF,anninc999i,p0p100,1974,58482.6,999,i
AF,anninc999i,p0p100,1975,58169.8,999,i
AF,anninc999i,p0p100,1976,59708.8,999,i
AF,anninc999i,p0p100,1977,59393.1,999,i
AF,anninc999i,p0p100,1978,59894.3,999,i
AF,anninc999i,p0p100,1979,59562.9,999,i
AF,anninc999i,p0p100,1980,56073.9,999,i
AF,anninc999i,p0p100,1981,57990.1,999,i
AF,anninc999i,p0p100,1982,60277.6,999,i
AF,anninc999i,p0p100,1983,64018.1,999,i
AF,anninc999i,p0p100,1984,67596.9,999,i
AF,anninc999i,p0p100,1985,70243,999,i
AF,anninc999i,p0p100,1986,72346.1,999,i
AF,anninc999i,p0p100,1987,69714.7,999,i
AF,anninc999i,p0p100,1988,63730.4,999,i
AF,anninc999i,p0p100,1989,57412.8,999,i
AF,anninc999i,p0p100,1990,52657.8,999,i
AF,anninc999i,p0p100,1991,45393.8,999,i
AF,anninc999i,p0p100,1992,40689.1,999,i
AF,anninc999i,p0p100,1993,31498.2,999,i
AF,anninc999i,p0p100,1994,21255.4,999,i
AF,anninc999i,p0p100,1995,25836.7,999,i
AF,anninc999i,p0p100,1996,26422.4,999,i
AF,anninc999i,p0p100,1997,24682.7,999,i
AF,anninc999i,p0p100,1998,23071.2,999,i
AF,anninc999i,p0p100,1999,21247.4,999,i
AF,anninc999i,p0p100,2000,19585.2,999,i
AF,anninc999i,p0p100,2001,17707.6,999,i
AF,anninc999i,p0p100,2002,23051.8,999,i
AF,anninc999i,p0p100,2003,23926.9,999,i
AF,anninc999i,p0p100,2004,23099.3,999,i
AF,anninc999i,p0p100,2005,24767.6,999,i
AF,anninc999i,p0p100,2006,25210.4,999,i
AF,anninc999i,p0p100,2007,28004.6,999,i
AF,anninc999i,p0p100,2008,28137.5,999,i
AF,anninc999i,p0p100,2009,33427.4,999,i
AF,anninc999i,p0p100,2010,37417.4,999,i
AF,anninc999i,p0p100,2011,36014.7,999,i
AF,anninc999i,p0p100,2012,39481.2,999,i
AF,anninc999i,p0p100,2013,40315.2,999,i
AF,anninc999i,p0p100,2014,39841.4,999,i
AF,anninc999i,p0p100,2015,39521.5,999,i
AF,anninc999i,p0p100,2016,39320.1,999,i
AF,anninc999i,p0p100,2017,39496.8,999,i
AF,anninc999i,p0p100,2018,38936.3,999,i
AF,anninc999i,p0p100,2019,39640.7,999,i
AF,anninc999i,p0p100,2020,36636.5,999,i
AF,anninc999i,p0p100,2021,37358.2,999,i
AG,anninc999i,p0p100,1970,11407.2,999,i
AG,anninc999i,p0p100,1971,12238.8,999,i
AG,anninc999i,p0p100,1972,13209.6,999,i
AG,anninc999i,p0p100,1973,14503.4,999,i
AG,anninc999i,p0p100,1974,15140.5,999,i
AG,anninc999i,p0p100,1975,14309.8,999,i
AG,anninc999i,p0p100,1976,12933.6,999,i
AG,anninc999i,p0p100,1977,13973.2,999,i
AG,anninc999i,p0p100,1978,14592.1,999,i
AG,anninc999i,p0p100,1979,15634.7,999,i
AG,anninc999i,p0p100,1980,17111.3,999,i
AG,anninc999i,p0p100,1981,17650.4,999,i
AG,anninc999i,p0p100,1982,17324.3,999,i
AG,anninc999i,p0p100,1983,18557.6,999,i
AG,anninc999i,p0p100,1984,20566.7,999,i
AG,anninc999i,p0p100,1985,21868.9,999,i
AG,anninc999i,p0p100,1986,21300.1,999,i
AG,anninc999i,p0p100,1987,22838.9,999,i
AG,anninc999i,p0p100,1988,25178.8,999,i
AG,anninc999i,p0p100,1989,25588,999,i
AG,anninc999i,p0p100,1990,26256.7,999,i
AG,anninc999i,p0p100,1991,27499.3,999,i
AG,anninc999i,p0p100,1992,27511.7,999,i
AG,anninc999i,p0p100,1993,29051.3,999,i
AG,anninc999i,p0p100,1994,30397.1,999,i
AG,anninc999i,p0p100,1995,28085.9,999,i
AG,anninc999i,p0p100,1996,29604,999,i
AG,anninc999i,p0p100,1997,30936.5,999,i
AG,anninc999i,p0p100,1998,31887.5,999,i
AG,anninc999i,p0p100,1999,32377.4,999,i
AG,anninc999i,p0p100,2000,32968.4,999,i
AG,anninc999i,p0p100,2001,31506,999,i
AG,anninc999i,p0p100,2002,30570.9,999,i
AG,anninc999i,p0p100,2003,32179.9,999,i
AG,anninc999i,p0p100,2004,33435,999,i
AG,anninc999i,p0p100,2005,35329.1,999,i
AG,anninc999i,p0p100,2006,39612.7,999,i
AG,anninc999i,p0p100,2007,42757.9,999,i
AG,anninc999i,p0p100,2008,41709.6,999,i
AG,anninc999i,p0p100,2009,35755.7,999,i
AG,anninc999i,p0p100,2010,32829.7,999,i
AG,anninc999i,p0p100,2011,31642.5,999,i
AG,anninc999i,p0p100,2012,32176.7,999,i
AG,anninc999i,p0p100,2013,31405.2,999,i
AG,anninc999i,p0p100,2014,32467.1,999,i
AG,anninc999i,p0p100,2015,32545.2,999,i
AG,anninc999i,p0p100,2016,34018.1,999,i
AG,anninc999i,p0p100,2017,34719.6,999,i
AG,anninc999i,p0p100,2018,37631.1,999,i
AG,anninc999i,p0p100,2019,39338.8,999,i
AG,anninc999i,p0p100,2020,31534.2,999,i
AG,anninc999i,p0p100,2021,30509.9,999,i
AI,anninc999i,p0p100,1970,20137.1,999,i
AI,anninc999i,p0p100,1971,19221.2,999,i
AI,anninc999i,p0p100,1972,21349.6,999,i
AI,anninc999i,p0p100,1973,21996.4,999,i
AI,anninc999i,p0p100,1974,21626.8,999,i
AI,anninc999i,p0p100,1975,22195.5,999,i
AI,anninc999i,p0p100,1976,22339.9,999,i
AI,anninc999i,p0p100,1977,22117.9,999,i
AI,anninc999i,p0p100,1978,23747.4,999,i
AI,anninc999i,p0p100,1979,26113.2,999,i
AI,anninc999i,p0p100,1980,27415.1,999,i
AI,anninc999i,p0p100,1981,28572.9,999,i
AI,anninc999i,p0p100,1982,28293.7,999,i
AI,anninc999i,p0p100,1983,28281.2,999,i
AI,anninc999i,p0p100,1984,29356.7,999,i
AI,anninc999i,p0p100,1985,32728.8,999,i
AI,anninc999i,p0p100,1986,35851.4,999,i
AI,anninc999i,p0p100,1987,37928.7,999,i
AI,anninc999i,p0p100,1988,41992.1,999,i
AI,anninc999i,p0p100,1989,43402.5,999,i
AI,anninc999i,p0p100,1990,48789.7,999,i
AI,anninc999i,p0p100,1991,37372.3,999,i
AI,anninc999i,p0p100,1992,47709.4,999,i
AI,anninc999i,p0p100,1993,50108.9,999,i
AI,anninc999i,p0p100,1994,53059.7,999,i
AI,anninc999i,p0p100,1995,51269.3,999,i
AI,anninc999i,p0p100,1996,52046,999,i
AI,anninc999i,p0p100,1997,58328.4,999,i
AI,anninc999i,p0p100,1998,63229.5,999,i
AI,anninc999i,p0p100,1999,63250.2,999,i
AI,anninc999i,p0p100,2000,60420.7,999,i
AI,anninc999i,p0p100,2001,61178.6,999,i
AI,anninc999i,p0p100,2002,57427.9,999,i
AI,anninc999i,p0p100,2003,59998.1,999,i
AI,anninc999i,p0p100,2004,70217.3,999,i
AI,anninc999i,p0p100,2005,79402.8,999,i
AI,anninc999i,p0p100,2006,95883.5,999,i
AI,anninc999i,p0p100,2007,105530.3,999,i
AI,anninc999i,p0p100,2008,98824.9,999,i
AI,anninc999i,p0p100,2009,77031.7,999,i
AI,anninc999i,p0p100,2010,75387,999,i
AI,anninc999i,p0p100,2011,77023.6,999,i
AI,anninc999i,p0p100,2012,70706.8,999,i
AI,anninc999i,p0p100,2013,69463.8,999,i
AI,anninc999i,p0p100,2014,70615.5,999,i
AI,anninc999i,p0p100,2015,73263.8,999,i
AI,anninc999i,p0p100,2016,74489.8,999,i
AI,anninc999i,p0p100,2017,61430.1,999,i
AI,anninc999i,p0p100,2018,71798.4,999,i
AI,anninc999i,p0p100,2019,75157.9,999,i
AI,anninc999i,p0p100,2020,78649.9,999,i
AL,anninc999i,p0p100,1950,85294.5,999,i
AL,anninc999i,p0p100,1951,89259.7,999,i
AL,anninc999i,p0p100,1952,89093.8,999,i
AL,anninc999i,p0p100,1953,92761.6,999,i
AL,anninc999i,p0p100,1954,95688.6,999,i
AL,anninc999i,p0p100,1955,101159.5,999,i
AL,anninc999i,p0p100,1956,102017.3,999,i
AL,anninc999i,p0p100,1957,108821.6,999,i
AL,anninc999i,p0p100,1958,113816.3,999,i
AL,anninc999i,p0p100,1959,118807.6,999,i
AL,anninc999i,p0p100,1960,125288.9,999,i
AL,anninc999i,p0p100,1961,126178.8,999,i
AL,anninc999i,p0p100,1962,130279.7,999,i
AL,anninc999i,p0p100,1963,134579.2,999,i
AL,anninc999i,p0p100,1964,139098.3,999,i
AL,anninc999i,p0p100,1965,144031.6,999,i
AL,anninc999i,p0p100,1966,149177.9,999,i
AL,anninc999i,p0p100,1967,154756.5,999,i
AL,anninc999i,p0p100,1968,160649.6,999,i
AL,anninc999i,p0p100,1969,167049.9,999,i
AL,anninc999i,p0p100,1970,173815.2,999,i
AL,anninc999i,p0p100,1971,176348.1,999,i
AL,anninc999i,p0p100,1972,179151.6,999,i
AL,anninc999i,p0p100,1973,182176.7,999,i
AL,anninc999i,p0p100,1974,185291,999,i
AL,anninc999i,p0p100,1975,188733,999,i
AL,anninc999i,p0p100,1976,192279.6,999,i
AL,anninc999i,p0p100,1977,195547.8,999,i
AL,anninc999i,p0p100,1978,199980.5,999,i
AL,anninc999i,p0p100,1979,203877.1,999,i
AL,anninc999i,p0p100,1980,206757.2,999,i
AL,anninc999i,p0p100,1981,215113.6,999,i
AL,anninc999i,p0p100,1982,217297.3,999,i
AL,anninc999i,p0p100,1983,213563.9,999,i
AL,anninc999i,p0p100,1984,204783.6,999,i
AL,anninc999i,p0p100,1985,203271.8,999,i
AL,anninc999i,p0p100,1986,209582,999,i
AL,anninc999i,p0p100,1987,201780.6,999,i
AL,anninc999i,p0p100,1988,194519.3,999,i
AL,anninc999i,p0p100,1989,211146.8,999,i
AL,anninc999i,p0p100,1990,185850.8,999,i
AL,anninc999i,p0p100,1991,126923.9,999,i
AL,anninc999i,p0p100,1992,118084.3,999,i
AL,anninc999i,p0p100,1993,141217.5,999,i
AL,anninc999i,p0p100,1994,154499.2,999,i
AL,anninc999i,p0p100,1995,181177.4,999,i
AL,anninc999i,p0p100,1996,200346.7,999,i
AL,anninc999i,p0p100,1997,173994.1,999,i
AL,anninc999i,p0p100,1998,191121,999,i
AL,anninc999i,p0p100,1999,214914.7,999,i
AL,anninc999i,p0p100,2000,230900,999,i
AL,anninc999i,p0p100,2001,252328,999,i
AL,anninc999i,p0p100,2002,260581.9,999,i
AL,anninc999i,p0p100,2003,275625,999,i
AL,anninc999i,p0p100,2004,289516.8,999,i
AL,anninc999i,p0p100,2005,305924.3,999,i
AL,anninc999i,p0p100,2006,329144.2,999,i
AL,anninc999i,p0p100,2007,351260.5,999,i
AL,anninc999i,p0p100,2008,372268.3,999,i
AL,anninc999i,p0p100,2009,378435,999,i
AL,anninc999i,p0p100,2010,398410.9,999,i
AL,anninc999i,p0p100,2011,415900.6,999,i
AL,anninc999i,p0p100,2012,419406.9,999,i
AL,anninc999i,p0p100,2013,436711.9,999,i
AL,anninc999i,p0p100,2014,440852.3,999,i
AL,anninc999i,p0p100,2015,452538.3,999,i
AL,anninc999i,p0p100,2016,471700.7,999,i
AL,anninc999i,p0p100,2017,482986.9,999,i
AL,anninc999i,p0p100,2018,501818.6,999,i
AL,anninc999i,p0p100,2019,513227.9,999,i
AL,anninc999i,p0p100,2020,491171.7,999,i
AL,anninc999i,p0p100,2021,519592.4,999,i
AM,anninc999i,p0p100,1973,792528.3,999,i
AM,anninc999i,p0p100,1974,784873,999,i
AM,anninc999i,p0p100,1975,777921.4,999,i
AM,anninc999i,p0p100,1976,771676.7,999,i
AM,anninc999i,p0p100,1977,766030.3,999,i
AM,anninc999i,p0p100,1978,760855.8,999,i
AM,anninc999i,p0p100,1979,755974.5,999,i
AM,anninc999i,p0p100,1980,751225.1,999,i
AM,anninc999i,p0p100,1981,746777.3,999,i
AM,anninc999i,p0p100,1982,742574.3,999,i
AM,anninc999i,p0p100,1983,738012,999,i
AM,anninc999i,p0p100,1984,732451.8,999,i
AM,anninc999i,p0p100,1985,725850.7,999,i
AM,anninc999i,p0p100,1986,718341.6,999,i
AM,anninc999i,p0p100,1987,711819.7,999,i
AM,anninc999i,p0p100,1988,710335.9,999,i
AM,anninc999i,p0p100,1989,718814.3,999,i
AM,anninc999i,p0p100,1990,761237.7,999,i
AM,anninc999i,p0p100,1991,677937.2,999,i
AM,anninc999i,p0p100,1992,395041.9,999,i
AM,anninc999i,p0p100,1993,365906.3,999,i
AM,anninc999i,p0p100,1994,396284.1,999,i
AM,anninc999i,p0p100,1995,450960.9,999,i
AM,anninc999i,p0p100,1996,478566.3,999,i
AM,anninc999i,p0p100,1997,520317.7,999,i
AM,anninc999i,p0p100,1998,550502.7,999,i
AM,anninc999i,p0p100,1999,569166.7,999,i
AM,anninc999i,p0p100,2000,603346.6,999,i
AM,anninc999i,p0p100,2001,666986,999,i
AM,anninc999i,p0p100,2002,757307,999,i
AM,anninc999i,p0p100,2003,874426.4,999,i
AM,anninc999i,p0p100,2004,989202.6,999,i
AM,anninc999i,p0p100,2005,1141350.4,999,i
AM,anninc999i,p0p100,2006,1322661.1,999,i
AM,anninc999i,p0p100,2007,1529884,999,i
AM,anninc999i,p0p100,2008,1675619.4,999,i
AM,anninc999i,p0p100,2009,1417946.4,999,i
AM,anninc999i,p0p100,2010,1459478.3,999,i
AM,anninc999i,p0p100,2011,1516014.6,999,i
AM,anninc999i,p0p100,2012,1621664.1,999,i
AM,anninc999i,p0p100,2013,1705482.5,999,i
AM,anninc999i,p0p100,2014,1727603.4,999,i
AM,anninc999i,p0p100,2015,1744641.5,999,i
AM,anninc999i,p0p100,2016,1705611,999,i
AM,anninc999i,p0p100,2017,1862470.8,999,i
AM,anninc999i,p0p100,2018,1911762.5,999,i
AM,anninc999i,p0p100,2019,2057861.8,999,i
AM,anninc999i,p0p100,2020,1864200.3,999,i
AM,anninc999i,p0p100,2021,1876434.3,999,i
AO,anninc999i,p0p100,1950,1085467.9,999,i
AO,anninc999i,p0p100,1951,1109516.6,999,i
AO,anninc999i,p0p100,1952,1128694.5,999,i
AO,anninc999i,p0p100,1953,1145109.4,999,i
AO,anninc999i,p0p100,1954,1082095,999,i
AO,anninc999i,p0p100,1955,1150083.5,999,i
AO,anninc999i,p0p100,1956,1099970.4,999,i
AO,anninc999i,p0p100,1957,1191661.5,999,i
AO,anninc999i,p0p100,1958,1237283.1,999,i
AO,anninc999i,p0p100,1959,1219919.8,999,i
AO,anninc999i,p0p100,1960,1250821.3,999,i
AO,anninc999i,p0p100,1961,1369123.9,999,i
AO,anninc999i,p0p100,1962,1298416.3,999,i
AO,anninc999i,p0p100,1963,1349513.9,999,i
AO,anninc999i,p0p100,1964,1500580.3,999,i
AO,anninc999i,p0p100,1965,1611999.3,999,i
AO,anninc999i,p0p100,1966,1693441.6,999,i
AO,anninc999i,p0p100,1967,1778535.6,999,i
AO,anninc999i,p0p100,1968,1743123.5,999,i
AO,anninc999i,p0p100,1969,1790489.3,999,i
AO,anninc999i,p0p100,1970,1894072,999,i
AO,anninc999i,p0p100,1971,1961550.5,999,i
AO,anninc999i,p0p100,1972,1892107,999,i
AO,anninc999i,p0p100,1973,1981100.3,999,i
AO,anninc999i,p0p100,1974,1968990,999,i
AO,anninc999i,p0p100,1975,1792846.5,999,i
AO,anninc999i,p0p100,1976,1634889.8,999,i
AO,anninc999i,p0p100,1977,1600564.8,999,i
AO,anninc999i,p0p100,1978,1461566.3,999,i
AO,anninc999i,p0p100,1979,1422162.9,999,i
AO,anninc999i,p0p100,1980,1413520.9,999,i
AO,anninc999i,p0p100,1981,1298535.1,999,i
AO,anninc999i,p0p100,1982,1251977,999,i
AO,anninc999i,p0p100,1983,1261445.3,999,i
AO,anninc999i,p0p100,1984,1293695.4,999,i
AO,anninc999i,p0p100,1985,1260318,999,i
AO,anninc999i,p0p100,1986,1248742.3,999,i
AO,anninc999i,p0p100,1987,1254815.4,999,i
AO,anninc999i,p0p100,1988,1251717.5,999,i
AO,anninc999i,p0p100,1989,1206550.3,999,i
AO,anninc999i,p0p100,1990,1135658.4,999,i
AO,anninc999i,p0p100,1991,1107026.4,999,i
AO,anninc999i,p0p100,1992,1035499.1,999,i
AO,anninc999i,p0p100,1993,731000.4,999,i
AO,anninc999i,p0p100,1994,730581.8,999,i
AO,anninc999i,p0p100,1995,785944.3,999,i
AO,anninc999i,p0p100,1996,798767.4,999,i
AO,anninc999i,p0p100,1997,914852.7,999,i
AO,anninc999i,p0p100,1998,906953.6,999,i
AO,anninc999i,p0p100,1999,836888.8,999,i
AO,anninc999i,p0p100,2000,849259.3,999,i
AO,anninc999i,p0p100,2001,864767.4,999,i
AO,anninc999i,p0p100,2002,978794.5,999,i
AO,anninc999i,p0p100,2003,975659.1,999,i
AO,anninc999i,p0p100,2004,1030798.5,999,i
AO,anninc999i,p0p100,2005,1138037.4,999,i
AO,anninc999i,p0p100,2006,1204921.1,999,i
AO,anninc999i,p0p100,2007,1329093.3,999,i
AO,anninc999i,p0p100,2008,1353529,999,i
AO,anninc999i,p0p100,2009,1404864.1,999,i
AO,anninc999i,p0p100,2010,1409893.1,999,i
AO,anninc999i,p0p100,2011,1417801.8,999,i
AO,anninc999i,p0p100,2012,1500043.1,999,i
AO,anninc999i,p0p100,2013,1538824.4,999,i
AO,anninc999i,p0p100,2014,1582557.6,999,i
AO,anninc999i,p0p100,2015,1562185.6,999,i
AO,anninc999i,p0p100,2016,1464537.4,999,i
AO,anninc999i,p0p100,2017,1400385.4,999,i
AO,anninc999i,p0p100,2018,1308943.4,999,i
AO,anninc999i,p0p100,2019,1257572.1,999,i
AO,anninc999i,p0p100,2020,1167379.1,999,i
AO,anninc999i,p0p100,2021,1141547.8,999,i
AR,anninc999i,p0p100,1950,339072.1,999,i
AR,anninc999i,p0p100,1951,346061.2,999,i
AR,anninc999i,p0p100,1952,318963.3,999,i
AR,anninc999i,p0p100,1953,330583.8,999,i
AR,anninc999i,p0p100,1954,337785.2,999,i
AR,anninc999i,p0p100,1955,356318.2,999,i
AR,anninc999i,p0p100,1956,358804.3,999,i
AR,anninc999i,p0p100,1957,371041,999,i
AR,anninc999i,p0p100,1958,388174.5,999,i
AR,anninc999i,p0p100,1959,352418.8,999,i
AR,anninc999i,p0p100,1960,375692,999,i
AR,anninc999i,p0p100,1961,416001.3,999,i
AR,anninc999i,p0p100,1962,403803.9,999,i
AR,anninc999i,p0p100,1963,371967.1,999,i
AR,anninc999i,p0p100,1964,406296.8,999,i
AR,anninc999i,p0p100,1965,445418,999,i
AR,anninc999i,p0p100,1966,432874.6,999,i
AR,anninc999i,p0p100,1967,439071.3,999,i
AR,anninc999i,p0p100,1968,453109.5,999,i
AR,anninc999i,p0p100,1969,491962.7,999,i
AR,anninc999i,p0p100,1970,497649,999,i
AR,anninc999i,p0p100,1971,502788.2,999,i
AR,anninc999i,p0p100,1972,521387.7,999,i
AR,anninc999i,p0p100,1973,545767.7,999,i
AR,anninc999i,p0p100,1974,568134.3,999,i
AR,anninc999i,p0p100,1975,557143.7,999,i
AR,anninc999i,p0p100,1976,530419,999,i
AR,anninc999i,p0p100,1977,560611.7,999,i
AR,anninc999i,p0p100,1978,523852.4,999,i
AR,anninc999i,p0p100,1979,574079.4,999,i
AR,anninc999i,p0p100,1980,570189.7,999,i
AR,anninc999i,p0p100,1981,513777.7,999,i
AR,anninc999i,p0p100,1982,494847.9,999,i
AR,anninc999i,p0p100,1983,508063.8,999,i
AR,anninc999i,p0p100,1984,508249.5,999,i
AR,anninc999i,p0p100,1985,472008.9,999,i
AR,anninc999i,p0p100,1986,508639.7,999,i
AR,anninc999i,p0p100,1987,517848,999,i
AR,anninc999i,p0p100,1988,504332.3,999,i
AR,anninc999i,p0p100,1989,440007.4,999,i
AR,anninc999i,p0p100,1990,442619.8,999,i
AR,anninc999i,p0p100,1991,483754.7,999,i
AR,anninc999i,p0p100,1992,522744.8,999,i
AR,anninc999i,p0p100,1993,559321.2,999,i
AR,anninc999i,p0p100,1994,585238.2,999,i
