"Entity","Year","coveragetype","datatype","IsSurveyYear","ISO3DataYearCovType","ISO3Year","headcount_ratio_1_00","poverty_gap_index_1_00","headcount_1_00","income_gap_ratio_1_00","headcount_ratio_1_90","poverty_gap_index_1_90","headcount_1_90","income_gap_ratio_1_90","headcount_ratio_3_20","poverty_gap_index_3_20","headcount_3_20","income_gap_ratio_3_20","headcount_ratio_5_50","poverty_gap_index_5_50","headcount_5_50","income_gap_ratio_5_50","headcount_ratio_10_00","poverty_gap_index_10_00","headcount_10_00","income_gap_ratio_10_00","poverty_gap_index_15_00","headcount_15_00","income_gap_ratio_15_00","headcount_ratio_20_00","poverty_gap_index_20_00","headcount_20_00","income_gap_ratio_20_00","headcount_ratio_30_00","poverty_gap_index_30_00","headcount_30_00","income_gap_ratio_30_00","headcount_ratio_40_00","poverty_gap_index_40_00","headcount_40_00","income_gap_ratio_40_00"
"Angola",1994,"N","consumption",FALSE,"AGO:1994:N:c","AGO1994",0.2309792,0.09956868,3119085,0.429382934449006,0.4695678,0.2186683,6340925,0.465459461116783,0.6994141,0.3727997,9444711,0.532798329065203,0.8715558,0.5522235,11769269,0.633574226258054,0.954244,0.7196787,12885870,0.753981997400198,0.8033231,13216832,0.820992148959465,0.9878566,0.8482967,13339766,0.8582026239488,0.9943077,0.8960137,13426880,0.901060295725863,0.9967581,0.9209862,13459969,0.923366413021106
"Angola",1995,"N","consumption",FALSE,"AGO:1995:N:c","AGO1995",0.2035268,0.08611805,2838223,0.422390969768008,0.4209656,0.1928785,5870452,0.457257322535107,0.6583238,0.3381122,9180461,0.513276873981544,0.8440701,0.517443,11770731,0.612665241630918,0.9456074,0.6935916,13186690,0.733568740605065,0.7835782,13598880,0.803273232214475,0.9838377,0.8326095,13719819,0.846609151760352,0.9924481,0.8849038,13839893,0.891641452492588,0.9962387,0.9124151,13892754,0.915717162733753
"Angola",1996,"N","consumption",FALSE,"AGO:1996:N:c","AGO1996",0.1778486,0.07573861,2561148,0.423526295356343,0.3825956,0.1718417,5509652,0.448886507365269,0.6202716,0.3081649,8932357,0.496453377976348,0.8182731,0.4861724,11783721,0.593897228934731,0.9366261,0.6689104,13488089,0.714241564989377,0.7646828,13987027,0.787121141064898,0.9804952,0.8177311,14119836,0.834020884379799,0.9914297,0.8742465,14277301,0.881810455354009,0.9959312,0.9040922,14342125,0.90831305636868
"Angola",1997,"N","consumption",FALSE,"AGO:1997:N:c","AGO1997",0.1681089,0.07193453,2500043,0.425967559653454,0.365385,0.1640187,5433849,0.448325726744169,0.5980394,0.2965037,8893785,0.496041439224662,0.8075094,0.4734918,12008933,0.586289985124835,0.9307418,0.658638,13841592,0.707815492381162,0.7567176,14415846,0.780545595103042,0.9799405,0.8114298,14573254,0.828444044472484,0.9907813,0.8697116,14734473,0.878102280261563,0.9948773,0.9005575,14795387,0.904706587536853
"Angola",1998,"N","consumption",FALSE,"AGO:1998:N:c","AGO1998",0.1664881,0.07063062,2557191,0.423252057666346,0.3589915,0.161317,5513966,0.449563836445989,0.5932534,0.2924222,9112136,0.492502178070258,0.8029788,0.4689701,12333434,0.583564639887289,0.9292197,0.6549324,14272444,0.704558698343209,0.7538199,14871070,0.778346113636766,0.9796975,0.8091324,15047763,0.826090844796454,0.9901599,0.8680659,15208461,0.876426817050954,0.994752,0.8992705,15278994,0.904301643514881
"Angola",1999,"N","consumption",FALSE,"AGO:1999:N:c","AGO1999",0.1679438,0.07168029,2664742,0.424620237668942,0.3636245,0.163489,5769582,0.449362129531172,0.5965953,0.2957083,9466099,0.494717114537488,0.8053792,0.4726117,12778846,0.585920805414285,0.9306309,0.657918,14766199,0.707037581477262,0.7561549,15380408,0.77995438805852,0.9799208,0.8109839,15548275,0.82797680733909,0.9904209,0.8693913,15714879,0.877785521719064,0.9948765,0.9003079,15785575,0.904486568901476
"Angola",2000,"N","consumption",TRUE,"AGO:2000:N:c","AGO2000",0.1681089,0.07193839,2756225,0.425987105018179,0.3654118,0.1640268,5991099,0.448352505988809,0.5980394,0.2965158,9805139,0.496058036887658,0.8075094,0.4735052,13239499,0.586309880478329,0.9307418,0.6586489,15259952,0.707814399329305,0.7567262,15893050,0.780554773327629,0.9799405,0.8114366,16066588,0.828460326797242,0.9907813,0.8697164,16244328,0.878118510674868,0.9948773,0.9005612,16311484,0.904720811111073
"Angola",2001,"N","consumption",FALSE,"AGO:2001:N:c","AGO2001",0.1771732,0.07236797,3002333,0.406720330144355,0.3833782,0.1711435,6496632,0.445832689949472,0.6161043,0.3081603,10440351,0.499625364897047,0.8178956,0.4860126,13859857,0.594395252095954,0.9355847,0.668599,15854187,0.714655836846035,0.7643716,16464483,0.786779457352581,0.9814311,0.817603,16631089,0.833015502998406,0.9910455,0.8741707,16794012,0.881696623509622,0.9953533,0.9040353,16867011,0.908151391757077
"Angola",2002,"N","consumption",FALSE,"AGO:2002:N:c","AGO2002",0.1673937,0.06350573,2932640,0.377930496714647,0.3664568,0.1618178,6420109,0.441019719248246,0.5987273,0.2967482,10489353,0.495551462276619,0.8084493,0.4737387,14163560,0.585799165749106,0.9314275,0.6588778,16318067,0.707279203510692,0.7567877,16976678,0.780584964948055,0.9813791,0.8117151,17193190,0.827018931938239,0.9910316,0.8700751,17362296,0.877553932457079,0.9954555,0.9008434,17439800,0.904965758173243
"Angola",2003,"N","consumption",FALSE,"AGO:2003:N:c","AGO2003",0.1775127,0.06466422,3216793,0.36398470160338,0.3954057,0.1722612,7165336,0.435465490363377,0.6268066,0.3151154,11358663,0.502183128534639,0.8286792,0.4946885,15016893,0.597162461292329,0.9398775,0.6762482,17031970,0.719920439699286,0.7703857,17633102,0.791515809882103,0.983772,0.8226951,17827404,0.836668882911917,0.9923069,0.8780303,17982069,0.884835265157043,0.9961483,0.9070766,18051680,0.910464097325464
"Angola",2004,"N","consumption",FALSE,"AGO:2004:N:c","AGO2004",0.166094,0.05738674,3115615,0.344250717253438,0.3937697,0.1654976,7386389,0.420438404103052,0.6260709,0.3100087,11743929,0.495575049221986,0.8273104,0.4910279,15518808,0.593415187295231,0.9410233,0.6743376,17651852,0.716313159188207,0.7693021,18228229,0.791982261820128,0.9846348,0.8219797,18469922,0.834199582804414,0.9930386,0.8777061,18627562,0.883623066571309,0.995859,0.9069082,18680468,0.911164903228911
"Angola",2005,"N","consumption",FALSE,"AGO:2005:N:c","AGO2005",0.1402683,0.04670057,2725918,0.330908263027322,0.3725767,0.1493736,7240507,0.400451074546476,0.6109383,0.2925994,11872732,0.478992852103884,0.8186833,0.475063,15909965,0.580247331960452,0.9405642,0.6630207,18278550,0.704886012376192,0.7614747,18883940,0.783777557430593,0.9846257,0.8158823,19134824,0.828706012060348,0.9926316,0.8736463,19290407,0.88025214479569,0.9958548,0.9038985,19353046,0.907983753961687
"Angola",2006,"N","consumption",FALSE,"AGO:2006:N:c","AGO2006",0.1294082,0.03935149,2607562,0.302683307118901,0.3628901,0.1391519,7312200,0.382488095583431,0.6078444,0.2836217,12248004,0.466725525374165,0.8168209,0.4690522,16458860,0.573704560857888,0.9416453,0.6604062,18974060,0.701447799631119,0.7605213,19612096,0.78126403034844,0.9865521,0.8154746,19878927,0.826705034378459,0.9934352,0.8737549,20017621,0.879561079268647,0.9963489,0.9041421,20076332,0.907388887428935
"Angola",2007,"N","consumption",FALSE,"AGO:2007:N:c","AGO2007",0.1063809,0.03060232,2223931,0.287659614174543,0.3439986,0.1229587,7191416,0.358155971248979,0.5957352,0.266118,12454061,0.446337164627425,0.8139179,0.4546165,17015249,0.558368625863077,0.9409414,0.6518714,19670722,0.692622783868973,0.7553959,20377350,0.775431203221971,0.9867712,0.8119044,20628810,0.822450003727062,0.9940899,0.8717491,20781810,0.876860635075469,0.9971988,0.9028138,20846803,0.905421648876692
"Angola",2008,"N","consumption",TRUE,"AGO:2008:N:c","AGO2008",0.09167151,0.02460114,1988872,0.266715578744259,0.3323631,0.1116218,7210828,0.335208568843353,0.5859231,0.2554858,12711973,0.436129159787183,0.8130862,0.4481799,17640421,0.550811541080226,0.9467539,0.6505476,20540426,0.687277652392421,0.7561575,21241898,0.771992771016994,0.989428,0.8132944,21466268,0.821943503882365,0.9956957,0.8733546,21602249,0.877352421260546,0.9984455,0.9043297,21661908,0.905756392416305
"Angola",2009,"N","consumption",FALSE,"AGO:2009:N:c","AGO2009",0.1051254,0.02855674,2366823,0.269271154907738,0.356819,0.1246207,8033523,0.349127420327463,0.6181027,0.2763436,13916138,0.446586291292134,0.83764,0.4723973,18858862,0.563276598712516,0.9571098,0.6714027,21548639,0.70115841930086,0.7725662,22154145,0.78474630818578,0.9925329,0.8266122,22346165,0.832898980546735,0.9971124,0.8828858,22449269,0.8851704876063,0.9990811,0.911769,22493593,0.91227391811239
"Angola",2010,"N","consumption",FALSE,"AGO:2010:N:c","AGO2010",0.1127646,0.03198363,2633758,0.282240481897568,0.3609703,0.1293913,8430911,0.358357760440266,0.6186586,0.279947,14449542,0.452366551633029,0.8354461,0.4739174,19512885,0.567097935809197,0.9564155,0.6714458,22338276,0.701933723200393,0.7723138,22975238,0.785267875140364,0.9920439,0.8262874,23170421,0.832536841304621,0.9969198,0.8825566,23284304,0.885663374604807,0.9988543,0.9114546,23329487,0.911942716233817
"Angola",2011,"N","consumption",FALSE,"AGO:2011:N:c","AGO2011",0.1227178,0.03637673,2972306,0.294879806435782,0.3703079,0.1370044,8969102,0.36916315925754,0.6242101,0.2877279,15118781,0.460443554120694,0.8380389,0.479901,20297856,0.572170022773542,0.9564081,0.6749957,23164836,0.705620637201849,0.7746588,23822967,0.787635807483914,0.9917295,0.828,24020344,0.835106711178581,0.9968358,0.883632,24144022,0.886769206808337,0.9986277,0.9122136,24187423,0.913640501881556
"Angola",2012,"N","consumption",FALSE,"AGO:2012:N:c","AGO2012",0.1258164,0.03849003,3158989,0.304882889060703,0.3678134,0.1369668,9235033,0.372105632688568,0.6128781,0.2840499,15388101,0.462699097450464,0.8295714,0.4734147,20828821,0.570557000362518,0.9520222,0.6686227,23903308,0.70188584879803,0.7696292,24673747,0.783302068834995,0.9909525,0.823917,24880767,0.831813161305625,0.9962342,0.8807184,25013380,0.88381583669807,0.9983859,0.9099168,25067404,0.911275964874452
"Angola",2013,"N","consumption",FALSE,"AGO:2013:N:c","AGO2013",0.1329122,0.04185951,3457815,0.313771227101477,0.3718691,0.1421611,9674465,0.382008102054583,0.613479,0.2884765,15960135,0.469883845677252,0.8270869,0.4757986,21517311,0.574801194925667,0.9510907,0.6693093,24743366,0.703331752736022,0.769817,25550865,0.783470456824145,0.9901511,0.8239427,25759553,0.831809654954274,0.996171,0.8806201,25916166,0.883690107718258,0.9981359,0.9097789,25967284,0.911148851503424
"Angola",2014,"N","consumption",FALSE,"AGO:2014:N:c","AGO2014",0.1396319,0.04516539,3761932,0.319675977991012,0.3776034,0.1474977,10173307,0.390095492774121,0.613336,0.2932079,16524363,0.477592321294665,0.8249596,0.4785523,22225879,0.580232703603498,0.9505799,0.6702633,25610314,0.705090265258645,0.7702027,26446673,0.784662640568539,0.9896768,0.8241253,26663654,0.832840121767789,0.9959765,0.8806234,26833379,0.884589072265759,0.9977915,0.9097219,26882278,0.912016782103058
"Angola",2015,"N","consumption",FALSE,"AGO:2015:N:c","AGO2015",0.1573114,0.05214444,4386531,0.329510829725394,0.3991045,0.1614843,11128782,0.40365747548208,0.6337068,0.309896,17670522,0.488881156965593,0.8377905,0.4941363,23361270,0.58984114838639,0.953325,0.6815038,26582878,0.714660217954685,0.7783334,27401242,0.792151683636689,0.9901062,0.830368,27608499,0.839154229935517,0.9960445,0.8848493,27774084,0.887948913526268,0.9977147,0.9128879,27820657,0.915183095401193
"Angola",2016,"N","consumption",FALSE,"AGO:2016:N:c","AGO2016",0.174578,0.05934375,5035263,0.33877942229012,0.4216528,0.176276,12161514,0.417722609687169,0.6550681,0.3277847,18893791,0.500548219304556,0.8491904,0.5108841,24492761,0.601247838503759,0.9578325,0.6935532,27626269,0.723527006251453,0.7870155,28360838,0.80019216633107,0.990206,0.8370435,28560001,0.845056516122629,0.9961757,0.8893648,28732182,0.892496051564972,0.9975784,0.9162736,28772639,0.918580182766504
"Angola",2017,"N","consumption",FALSE,"AGO:2017:N:c","AGO2017",0.2025429,0.06990214,6039171,0.344591629380617,0.4506926,0.1957518,13438188,0.434328851037406,0.6803433,0.350932,20285625,0.515620976211131,0.8629265,0.5324071,25729662,0.61726776926429,0.9620495,0.7091059,28685188,0.736789796498246,0.7982284,29361879,0.810878272077855,0.9907678,0.8456593,29541474,0.853891136262227,0.9963395,0.8952641,29707604,0.898571396747244,0.9976107,0.9207026,29745507,0.923171921256887
"Angola",2018,"N","consumption",TRUE,"AGO:2018:N:c","AGO2018",0.240862,0.08591704,7420901,0.356322531988188,0.4908743,0.2232624,15123720,0.454792198596087,0.7115392,0.3831124,21922353,0.53824663885171,0.881972,0.562298,27173347,0.63776674351194,0.9683179,0.730712,29833644,0.754439148175651,0.8137618,30383118,0.824881084442231,0.9924195,0.8576125,30576209,0.864097469249007,0.9965298,0.903481,30702846,0.906635825805664,0.9977462,0.9269023,30740323,0.929213159558968
"Angola",2019,"N","consumption",FALSE,"AGO:2019:N:c","AGO2019",0.2573526,0.0934516,8190322,0.362470252827738,0.5139554,0.2359346,16356782,0.458415416104228,0.7279304,0.3979476,23166600,0.546212825949439,0.8912954,0.5763299,28365739,0.64649748091035,0.9716281,0.7409011,30922351,0.762713949911939,0.8210908,31414574,0.831573130273197,0.9933421,0.8633357,31613405,0.869103701894895,0.9967712,0.9074024,31722537,0.91072859112698,0.9978062,0.929876,31755477,0.93142958368752
"Albania",1981,"N","consumption",FALSE,"ALB:1981:N:c","ALB1981",0.0005741581,6.945949e-05,1565,0.0603668090338654,0.004645278,0.0008457529,12663,0.217316578235016,0.07623522,0.01322701,207821,0.173416016099542,0.375578,0.09896496,1023847,0.262980252780969,0.8164266,0.3364917,2225625,0.414318925871089,0.5250657,2605173,0.54856538678965,0.9929428,0.6390229,2706818,0.643450208256,0.9991247,0.7584967,2723670,0.759031806887926,0.9995166,0.8186891,2724738,0.819273855165945
"Albania",1982,"N","consumption",FALSE,"ALB:1982:N:c","ALB1982",0.0005741581,6.544287e-05,1599,0.0532719227793743,0.004079184,0.0008155963,11358,0.211402243765137,0.0741039,0.01273497,206326,0.172329338700399,0.373002,0.09677397,1038541,0.25938394329627,0.8104435,0.3327045,2256500,0.410598879138276,0.5216405,2659520,0.546108335724225,0.9929428,0.6362062,2764629,0.641206693738454,0.9991247,0.7565816,2781841,0.757245721990117,0.9995166,0.81725,2782932,0.817934291492587
"Albania",1983,"N","consumption",FALSE,"ALB:1983:N:c","ALB1983",0.0005741581,7.061554e-05,1633,0.0622958813124861,0.004645278,0.000854456,13211,0.219105768681661,0.07623522,0.01337133,216810,0.175512364250326,0.3769578,0.09960063,1072053,0.264738684594725,0.8170085,0.3375912,2323539,0.414681747257257,0.5260548,2726123,0.549043782901903,0.9929428,0.6398336,2823890,0.644273663111162,0.9991247,0.7590478,2841471,0.759589565479231,0.9995166,0.8191033,2842585,0.819692174109423
"Albania",1984,"N","consumption",FALSE,"ALB:1984:N:c","ALB1984",0.0005741581,8.727019e-05,1668,0.0919546635742837,0.00534846,0.0009874756,15534,0.198844672618243,0.08790304,0.01560212,255308,0.177531805448436,0.3991129,0.1090612,1159195,0.273355798246321,0.8370326,0.3537431,2431102,0.422547031134376,0.540429,2800493,0.56051054901635,0.9936206,0.6515267,2885900,0.654684961342152,0.9991247,0.7669884,2901887,0.767577573804148,0.9995166,0.8250705,2903025,0.825683180353111
"Albania",1985,"N","consumption",FALSE,"ALB:1985:N:c","ALB1985",0.0005741581,8.868505e-05,1702,0.0945348861591908,0.00534846,0.001000148,15857,0.201271389032218,0.08855139,0.01581398,262534,0.177771406182033,0.4066027,0.109919,1205480,0.271247500487072,0.8376705,0.3551488,2483494,0.424194791992194,0.5416605,2858667,0.560637496328542,0.9936206,0.6525208,2945849,0.656361141980206,0.9991247,0.7676629,2962167,0.768320006653569,0.9995166,0.8255774,2963329,0.826240004990176
"Albania",1986,"N","consumption",FALSE,"ALB:1986:N:c","ALB1986",0.0005741581,7.113687e-05,1735,0.0635912019843422,0.004645278,0.0008583808,14041,0.220070269528375,0.07623522,0.01343642,230431,0.176458313937888,0.3769578,0.09988779,1139406,0.265516868305239,0.8170085,0.3380875,2469518,0.41466540590135,0.5265026,2897395,0.549436079535903,0.9929428,0.6401991,3001304,0.64520747238926,0.9991247,0.7592964,3019989,0.760012696942174,0.9995166,0.8192901,3021174,0.820009522706631
"Albania",1987,"N","consumption",FALSE,"ALB:1987:N:c","ALB1987",0.0005741581,8.496741e-05,1770,0.0880917626985557,0.005067833,0.0009671575,15627,0.196148209729875,0.08494718,0.01526952,261944,0.179485140826343,0.3945011,0.107704,1216486,0.273350700575788,0.8361569,0.3514596,2578378,0.421269486941434,0.538427,2971147,0.558987044620996,0.9936206,0.6499088,3063933,0.653734602200628,0.9991247,0.7658905,3080906,0.766674378783698,0.9995166,0.8242454,3082114,0.825005784087774
"Albania",1988,"N","consumption",FALSE,"ALB:1988:N:c","ALB1988",0.0005741581,0.0001009274,1804,0.116096174043979,0.007408011,0.00115024,23278,0.169026747907184,0.1038783,0.01785084,326421,0.173241033465176,0.4199019,0.1175704,1319473,0.280701954560052,0.8485952,0.3674402,2666571,0.433234743841583,0.5524162,3051781,0.568832507914089,0.9957289,0.6611632,3128915,0.664373736887698,0.9991247,0.7734998,3139586,0.77404199181404,0.9995166,0.8299637,3140817,0.83053149386053
"Albania",1989,"N","consumption",FALSE,"ALB:1989:N:c","ALB1989",0.0005741581,6.816268e-05,1853,0.0577765840979726,0.004645278,0.0008359902,14995,0.215393719425038,0.07548123,0.01306663,243649,0.173493705735762,0.3751486,0.09825503,1210958,0.262396926223864,0.8122616,0.3352608,2621934,0.412656520369083,0.5239594,3084804,0.546734674090242,0.9929428,0.6381135,3205163,0.642468336202317,0.9991247,0.7578784,3225118,0.758507739630048,0.9995166,0.8182245,3226383,0.818880804722536
"Albania",1990,"N","consumption",FALSE,"ALB:1990:N:c","ALB1990",0.0005741581,0.000124773,1887,NA,0.009605859,0.001529463,31570,0.158111643900217,0.1164763,0.02248767,382804,0.192365376261034,0.4560711,0.1337129,1498897,0.292828404235376,0.8687456,0.3921825,2855169,0.451579798714732,0.5737983,3224749,0.584706203032869,0.9963208,0.6780505,3274450,0.679935720981463,0.9991247,0.7848688,3283665,0.785514604019992,0.9995166,0.8385073,3284953,0.839135953014994
"Albania",1991,"N","consumption",FALSE,"ALB:1991:N:c","ALB1991",0.00173457,0.0003090706,5666,0.384235518074413,0.05227661,0.008931756,170777,0.167782357485186,0.3028894,0.07279936,989476,0.240755492580647,0.7142144,0.2625116,2333188,0.369102694788963,0.9635305,0.5392394,3147652,0.559298195591848,0.6889581,3256665,0.690945911856946,0.9991247,0.7663361,3263931,0.767006964158377,0.9995166,0.8440177,3265211,0.844671309438918,1,0.8829698,3266790,0.883503482079188
"Albania",1992,"N","consumption",FALSE,"ALB:1992:N:c","ALB1992",0.003134484,0.000431473,10178,0.238257587257436,0.07292373,0.01235144,236786,0.170596856736655,0.3512049,0.0896265,1140376,0.252907736067233,0.7550163,0.2937927,2451567,0.389050984948915,0.9797335,0.5678822,3181233,0.579303884882237,0.7094108,3240100,0.710653631979772,0.9991247,0.7817527,3244197,0.782367439910567,0.9996992,0.8543188,3246062,0.854911626607045,1,0.8907202,3247039,0.891183719955284
"Albania",1993,"N","consumption",FALSE,"ALB:1993:N:c","ALB1993",0.001144284,0.0002799643,3693,0.36657812839939,0.04572057,0.007729191,147553,0.170874418509894,0.2711345,0.06660058,875029,0.245388117456343,0.6937318,0.24966,2238872,0.360167026224192,0.9587602,0.5268978,3094194,0.550377959871886,0.6799377,3216349,0.681805645434815,0.9991247,0.7595156,3224462,0.760118641335539,0.9995166,0.8394617,3225727,0.840079094223693,1,0.8795409,3227287,0.880059320667769
"Albania",1994,"N","consumption",FALSE,"ALB:1994:N:c","ALB1994",0.0005741581,0.0002090648,1842,0.310849916801956,0.03349108,0.004876899,107424,0.143273619533797,0.2216492,0.05017693,710948,0.22485583176279,0.6247881,0.2130774,2004030,0.341374393227501,0.9369063,0.489065,3005161,0.52187456336502,0.6515948,3187074,0.655447956506668,0.9989743,0.7380347,3204246,0.739421953049433,0.9995166,0.8251052,3205985,0.825783066041763,1,0.868736,3207536,0.869337299531323
