DIM_GHECAUSE_TITLE,DIM_YEAR_CODE,DIM_COUNTRY_CODE,DIM_AGEGROUP_CODE,DIM_SEX_CODE,VAL_DEATHS_COUNT_NUMERIC
Malaria,2000,MLI,ALLAges,BTSX,17318.44
Malaria,2000,MLT,ALLAges,BTSX,0.0
Malaria,2000,MMR,ALLAges,BTSX,2762.52
Malaria,2000,MNE,ALLAges,BTSX,0.0
Malaria,2000,MNG,ALLAges,BTSX,0.0
Malaria,2000,MOZ,ALLAges,BTSX,33936.43
Malaria,2000,MRT,ALLAges,BTSX,942.0
Malaria,2000,MUS,ALLAges,BTSX,0.0
Malaria,2000,MWI,ALLAges,BTSX,21955.88
Malaria,2000,MYS,ALLAges,BTSX,35.0
Malaria,2000,NAM,ALLAges,BTSX,237.37
Malaria,2000,NER,ALLAges,BTSX,17053.76
Malaria,2000,NGA,ALLAges,BTSX,176903.2
Malaria,2000,ARG,YEARS20-24,BTSX,0.0
Malaria,2000,ARG,YEARS25-29,BTSX,0.0
Malaria,2000,ARG,YEARS30-34,BTSX,0.0
Malaria,2000,ARG,YEARS35-39,BTSX,0.0
Malaria,2000,ARG,YEARS40-44,BTSX,0.0
Malaria,2000,ARG,YEARS45-49,BTSX,0.0
Malaria,2000,ARG,YEARS50-54,BTSX,0.0
Malaria,2000,ARG,YEARS55-59,BTSX,0.0
Malaria,2000,ARG,YEARS60-64,BTSX,0.0
Malaria,2000,ARG,YEARS65-69,BTSX,0.0
Malaria,2000,ARG,YEARS70-74,BTSX,0.0
Malaria,2000,ARG,YEARS75-79,BTSX,0.0
Malaria,2000,ARG,YEARS80-84,BTSX,0.0
Malaria,2000,ARG,YEARS85PLUS,BTSX,0.0
Malaria,2000,ARM,YEARS0-1,BTSX,0.0
Malaria,2000,ARM,YEARS1-4,BTSX,0.0
Malaria,2000,ARM,YEARS5-9,BTSX,0.0
Malaria,2000,ARM,YEARS10-14,BTSX,0.0
Malaria,2000,ARM,YEARS15-19,BTSX,0.0
Malaria,2000,ARM,YEARS20-24,BTSX,0.0
Malaria,2000,ARM,YEARS25-29,BTSX,0.0
Malaria,2000,ARM,YEARS30-34,BTSX,0.0
Malaria,2000,ARM,YEARS35-39,BTSX,0.0
Malaria,2000,ARM,YEARS40-44,BTSX,0.0
Malaria,2000,ARM,YEARS45-49,BTSX,0.0
Malaria,2000,ARM,YEARS50-54,BTSX,0.0
Malaria,2000,ARM,YEARS55-59,BTSX,0.0
Malaria,2000,ARM,YEARS60-64,BTSX,0.0
Malaria,2000,ARM,YEARS65-69,BTSX,0.0
Malaria,2000,ARM,YEARS70-74,BTSX,0.0
Malaria,2000,ARM,YEARS75-79,BTSX,0.0
Malaria,2000,ARM,YEARS80-84,BTSX,0.0
Malaria,2000,ARM,YEARS85PLUS,BTSX,0.0
Malaria,2000,ATG,YEARS0-1,BTSX,0.0
Malaria,2000,ATG,YEARS1-4,BTSX,0.0
Malaria,2000,ATG,YEARS5-9,BTSX,0.0
Malaria,2000,ATG,YEARS10-14,BTSX,0.0
Malaria,2000,ATG,YEARS15-19,BTSX,0.0
Malaria,2000,ATG,YEARS20-24,BTSX,0.0
Malaria,2000,ATG,YEARS25-29,BTSX,0.0
Malaria,2000,ATG,YEARS30-34,BTSX,0.0
Malaria,2000,CMR,ALLAges,BTSX,16730.0
Malaria,2000,COD,ALLAges,BTSX,89511.97
Malaria,2000,COG,ALLAges,BTSX,2591.0
Malaria,2000,COL,ALLAges,BTSX,124.13
Malaria,2000,COM,ALLAges,BTSX,87.0
Malaria,2000,CPV,ALLAges,BTSX,0.0
Malaria,2000,CRI,ALLAges,BTSX,0.0
Malaria,2000,CUB,ALLAges,BTSX,0.0
Malaria,2000,CYP,ALLAges,BTSX,0.0
Malaria,2000,CZE,ALLAges,BTSX,0.0
Malaria,2000,DEU,ALLAges,BTSX,0.0
Malaria,2000,DJI,ALLAges,BTSX,0.62
Malaria,2000,DNK,ALLAges,BTSX,0.0
Malaria,2000,DOM,ALLAges,BTSX,6.67
Malaria,2000,PRY,ALLAges,BTSX,0.0
Malaria,2000,QAT,ALLAges,BTSX,0.0
Malaria,2000,ROU,ALLAges,BTSX,0.0
Malaria,2000,RUS,ALLAges,BTSX,0.0
Malaria,2000,RWA,ALLAges,BTSX,4808.0
Malaria,2000,SAU,ALLAges,BTSX,0.0
Malaria,2000,SDN,ALLAges,BTSX,6309.0
Malaria,2000,SEN,ALLAges,BTSX,5317.0
Malaria,2000,SGP,ALLAges,BTSX,0.0
Malaria,2000,SLB,ALLAges,BTSX,426.24
Malaria,2000,SLE,ALLAges,BTSX,9703.89
Malaria,2000,SLV,ALLAges,BTSX,0.0
Malaria,2000,SOM,ALLAges,BTSX,2852.0
Malaria,2000,SRB,ALLAges,BTSX,0.0
Malaria,2000,SSD,ALLAges,BTSX,7038.0
Malaria,2000,AZE,YEARS25-29,BTSX,0.0
Malaria,2000,AZE,YEARS30-34,BTSX,0.0
Malaria,2000,AZE,YEARS35-39,BTSX,0.0
Malaria,2000,AZE,YEARS40-44,BTSX,0.0
Malaria,2000,AZE,YEARS45-49,BTSX,0.0
Malaria,2000,AZE,YEARS50-54,BTSX,0.0
Malaria,2000,AZE,YEARS55-59,BTSX,0.0
Malaria,2000,AZE,YEARS60-64,BTSX,0.0
Malaria,2000,AZE,YEARS65-69,BTSX,0.0
Malaria,2000,AZE,YEARS70-74,BTSX,0.0
Malaria,2000,AZE,YEARS75-79,BTSX,0.0
Malaria,2000,AZE,YEARS80-84,BTSX,0.0
Malaria,2000,AZE,YEARS85PLUS,BTSX,0.0
Malaria,2000,BDI,YEARS0-1,BTSX,5128.87
Malaria,2000,BDI,YEARS1-4,BTSX,5594.13
Malaria,2000,BDI,YEARS5-9,BTSX,462.7
Malaria,2000,BDI,YEARS10-14,BTSX,213.77
Malaria,2000,BDI,YEARS15-19,BTSX,78.96
Malaria,2000,BDI,YEARS20-24,BTSX,62.55
Malaria,2000,BDI,YEARS25-29,BTSX,29.82
Malaria,2000,BDI,YEARS30-34,BTSX,31.62
Malaria,2000,BDI,YEARS35-39,BTSX,47.01
Malaria,2000,BDI,YEARS40-44,BTSX,79.71
Malaria,2000,BDI,YEARS45-49,BTSX,81.85
Malaria,2000,BDI,YEARS50-54,BTSX,76.17
Malaria,2000,BDI,YEARS55-59,BTSX,81.73
Malaria,2000,BDI,YEARS60-64,BTSX,109.19
Malaria,2000,BDI,YEARS65-69,BTSX,99.38
Malaria,2000,BDI,YEARS70-74,BTSX,86.09
Malaria,2000,BDI,YEARS75-79,BTSX,13.97
Malaria,2000,BDI,YEARS80-84,BTSX,1.09
Malaria,2000,BDI,YEARS85PLUS,BTSX,0.03
Malaria,2000,BEL,YEARS0-1,BTSX,0.0
Malaria,2000,BEL,YEARS1-4,BTSX,0.0
Malaria,2000,BEL,YEARS5-9,BTSX,0.0
Malaria,2000,BEL,YEARS10-14,BTSX,0.0
Malaria,2000,BEL,YEARS15-19,BTSX,0.0
Malaria,2000,BEL,YEARS20-24,BTSX,0.0
Malaria,2000,BEL,YEARS25-29,BTSX,0.0
Malaria,2000,BEL,YEARS30-34,BTSX,0.0
Malaria,2000,BEL,YEARS35-39,BTSX,0.0
Malaria,2000,BEL,YEARS40-44,BTSX,0.0
Malaria,2000,DZA,ALLAges,BTSX,2.0
Malaria,2000,ECU,ALLAges,BTSX,66.0
Malaria,2000,EGY,ALLAges,BTSX,0.0
Malaria,2000,ERI,ALLAges,BTSX,102.79
Malaria,2000,ESP,ALLAges,BTSX,0.0
Malaria,2000,EST,ALLAges,BTSX,0.0
Malaria,2000,ETH,ALLAges,BTSX,14085.0
Malaria,2000,FIN,ALLAges,BTSX,0.0
Malaria,2000,FJI,ALLAges,BTSX,0.0
Malaria,2000,FRA,ALLAges,BTSX,0.0
Malaria,2000,FSM,ALLAges,BTSX,0.0
Malaria,2000,GAB,ALLAges,BTSX,542.0
Malaria,2000,GBR,ALLAges,BTSX,0.0
Malaria,2000,GEO,ALLAges,BTSX,0.0
Malaria,2000,GHA,ALLAges,BTSX,17146.0
Malaria,2000,STP,ALLAges,BTSX,158.52
Malaria,2000,SUR,ALLAges,BTSX,24.77
Malaria,2000,SVK,ALLAges,BTSX,0.0
Malaria,2000,SVN,ALLAges,BTSX,0.0
Malaria,2000,SWE,ALLAges,BTSX,0.0
Malaria,2000,SWZ,ALLAges,BTSX,2.0
Malaria,2000,SYC,ALLAges,BTSX,0.0
Malaria,2000,SYR,ALLAges,BTSX,0.0
Malaria,2000,TCD,ALLAges,BTSX,7215.4
Malaria,2000,TGO,ALLAges,BTSX,4734.7
Malaria,2000,THA,ALLAges,BTSX,606.55
Malaria,2000,TJK,ALLAges,BTSX,0.0
Malaria,2000,TKM,ALLAges,BTSX,0.0
Malaria,2000,TLS,ALLAges,BTSX,168.0
Malaria,2000,TON,ALLAges,BTSX,0.0
Malaria,2000,BEL,YEARS70-74,BTSX,0.0
Malaria,2000,BEL,YEARS75-79,BTSX,0.0
Malaria,2000,BEL,YEARS80-84,BTSX,0.0
Malaria,2000,BEL,YEARS85PLUS,BTSX,0.0
Malaria,2000,BEN,YEARS0-1,BTSX,2290.36
Malaria,2000,BEN,YEARS1-4,BTSX,4294.64
Malaria,2000,BEN,YEARS5-9,BTSX,69.1
Malaria,2000,BEN,YEARS10-14,BTSX,23.77
Malaria,2000,BEN,YEARS15-19,BTSX,29.8
Malaria,2000,BEN,YEARS20-24,BTSX,29.36
Malaria,2000,BEN,YEARS25-29,BTSX,23.2
Malaria,2000,BEN,YEARS30-34,BTSX,21.02
Malaria,2000,BEN,YEARS35-39,BTSX,21.87
Malaria,2000,BEN,YEARS40-44,BTSX,27.26
Malaria,2000,BEN,YEARS45-49,BTSX,31.5
Malaria,2000,BEN,YEARS50-54,BTSX,41.59
Malaria,2000,BEN,YEARS55-59,BTSX,50.29
Malaria,2000,BEN,YEARS60-64,BTSX,55.74
Malaria,2000,BEN,YEARS65-69,BTSX,54.61
Malaria,2000,BEN,YEARS70-74,BTSX,66.85
Malaria,2000,BEN,YEARS75-79,BTSX,13.85
Malaria,2000,BEN,YEARS80-84,BTSX,2.12
Malaria,2000,BEN,YEARS85PLUS,BTSX,0.09
Malaria,2000,BFA,YEARS0-1,BTSX,11196.22
Malaria,2000,BFA,YEARS1-4,BTSX,17995.18
Malaria,2000,BFA,YEARS5-9,BTSX,127.53
Malaria,2000,BFA,YEARS10-14,BTSX,35.57
Malaria,2000,BFA,YEARS15-19,BTSX,45.89
Malaria,2000,BFA,YEARS20-24,BTSX,46.05
Malaria,2000,BFA,YEARS25-29,BTSX,39.16
Malaria,2000,BFA,YEARS30-34,BTSX,37.05
Malaria,2000,BFA,YEARS35-39,BTSX,35.66
Malaria,2000,BFA,YEARS40-44,BTSX,43.15
Malaria,2000,BFA,YEARS45-49,BTSX,51.6
Malaria,2000,BFA,YEARS50-54,BTSX,60.46
Malaria,2000,BFA,YEARS55-59,BTSX,77.33
Malaria,2000,BFA,YEARS60-64,BTSX,96.68
Malaria,2000,BFA,YEARS65-69,BTSX,103.34
Malaria,2000,BFA,YEARS70-74,BTSX,106.84
Malaria,2000,BFA,YEARS75-79,BTSX,24.88
Malaria,2000,BFA,YEARS80-84,BTSX,2.73
Malaria,2000,AFG,ALLAges,BTSX,971.0
Malaria,2000,AGO,ALLAges,BTSX,18654.0
Malaria,2000,ALB,ALLAges,BTSX,0.0
Malaria,2000,NIC,ALLAges,BTSX,6.43
Malaria,2000,NLD,ALLAges,BTSX,0.0
Malaria,2000,NOR,ALLAges,BTSX,0.0
Malaria,2000,NPL,ALLAges,BTSX,26.0
Malaria,2000,NZL,ALLAges,BTSX,0.0
Malaria,2000,OMN,ALLAges,BTSX,0.0
Malaria,2000,PAK,ALLAges,BTSX,995.0
Malaria,2000,PAN,ALLAges,BTSX,1.1
Malaria,2000,PER,ALLAges,BTSX,96.0
Malaria,2000,PHL,ALLAges,BTSX,305.0
Malaria,2000,PNG,ALLAges,BTSX,2492.84
Malaria,2000,POL,ALLAges,BTSX,0.0
Malaria,2000,PRK,ALLAges,BTSX,0.96
Malaria,2000,PRT,ALLAges,BTSX,0.0
Malaria,2000,ATG,YEARS70-74,BTSX,0.0
Malaria,2000,ATG,YEARS75-79,BTSX,0.0
Malaria,2000,ATG,YEARS80-84,BTSX,0.0
Malaria,2000,ATG,YEARS85PLUS,BTSX,0.0
Malaria,2000,AUS,YEARS0-1,BTSX,0.0
Malaria,2000,AUS,YEARS1-4,BTSX,0.0
Malaria,2000,AUS,YEARS5-9,BTSX,0.0
Malaria,2000,AUS,YEARS10-14,BTSX,0.0
Malaria,2000,AUS,YEARS15-19,BTSX,0.0
Malaria,2000,AUS,YEARS20-24,BTSX,0.0
Malaria,2000,AUS,YEARS25-29,BTSX,0.0
Malaria,2000,AUS,YEARS30-34,BTSX,0.0
Malaria,2000,AUS,YEARS35-39,BTSX,0.0
Malaria,2000,AUS,YEARS40-44,BTSX,0.0
Malaria,2000,AUS,YEARS45-49,BTSX,0.0
Malaria,2000,AUS,YEARS50-54,BTSX,0.0
Malaria,2000,AUS,YEARS55-59,BTSX,0.0
Malaria,2000,AUS,YEARS60-64,BTSX,0.0
Malaria,2000,AUS,YEARS65-69,BTSX,0.0
Malaria,2000,AUS,YEARS70-74,BTSX,0.0
Malaria,2000,AUS,YEARS75-79,BTSX,0.0
Malaria,2000,AUS,YEARS80-84,BTSX,0.0
Malaria,2000,AUS,YEARS85PLUS,BTSX,0.0
Malaria,2000,AUT,YEARS0-1,BTSX,0.0
Malaria,2000,AUT,YEARS1-4,BTSX,0.0
Malaria,2000,AUT,YEARS5-9,BTSX,0.0
Malaria,2000,AUT,YEARS10-14,BTSX,0.0
Malaria,2000,AUT,YEARS15-19,BTSX,0.0
Malaria,2000,AUT,YEARS20-24,BTSX,0.0
Malaria,2000,AUT,YEARS25-29,BTSX,0.0
Malaria,2000,AUT,YEARS30-34,BTSX,0.0
Malaria,2000,AUT,YEARS35-39,BTSX,0.0
Malaria,2000,AUT,YEARS40-44,BTSX,0.0
Malaria,2000,AUT,YEARS45-49,BTSX,0.0
Malaria,2000,AUT,YEARS50-54,BTSX,0.0
Malaria,2000,AUT,YEARS55-59,BTSX,0.0
Malaria,2000,AUT,YEARS60-64,BTSX,0.0
Malaria,2000,AUT,YEARS65-69,BTSX,0.0
Malaria,2000,AUT,YEARS70-74,BTSX,0.0
Malaria,2000,AUT,YEARS75-79,BTSX,0.0
Malaria,2000,AUT,YEARS80-84,BTSX,0.0
Malaria,2000,AUT,YEARS85PLUS,BTSX,0.0
Malaria,2000,AZE,YEARS0-1,BTSX,0.0
Malaria,2000,AZE,YEARS1-4,BTSX,0.0
Malaria,2000,AZE,YEARS5-9,BTSX,0.0
Malaria,2000,AZE,YEARS10-14,BTSX,0.0
Malaria,2000,AZE,YEARS15-19,BTSX,0.0
Malaria,2000,AZE,YEARS20-24,BTSX,0.0
Malaria,2000,BOL,YEARS60-64,BTSX,1.68
Malaria,2000,BOL,YEARS65-69,BTSX,1.76
Malaria,2000,BOL,YEARS70-74,BTSX,1.35
Malaria,2000,BOL,YEARS75-79,BTSX,0.31
Malaria,2000,BOL,YEARS80-84,BTSX,0.04
Malaria,2000,GIN,ALLAges,BTSX,10908.64
Malaria,2000,GMB,ALLAges,BTSX,719.64
Malaria,2000,GNB,ALLAges,BTSX,1108.44
Malaria,2000,GNQ,ALLAges,BTSX,791.0
Malaria,2000,GRC,ALLAges,BTSX,0.0
Malaria,2000,GRD,ALLAges,BTSX,0.0
Malaria,2000,GTM,ALLAges,BTSX,27.0
Malaria,2000,GUY,ALLAges,BTSX,50.0
Malaria,2000,HND,ALLAges,BTSX,21.67
Malaria,2000,HRV,ALLAges,BTSX,0.0
Malaria,2000,HTI,ALLAges,BTSX,185.0
Malaria,2000,HUN,ALLAges,BTSX,0.0
Malaria,2000,IDN,ALLAges,BTSX,1898.0
Malaria,2000,IND,ALLAges,BTSX,29513.0
Malaria,2000,IRL,ALLAges,BTSX,0.0
Malaria,2000,TTO,ALLAges,BTSX,0.0
Malaria,2000,TUN,ALLAges,BTSX,0.0
Malaria,2000,TUR,ALLAges,BTSX,0.0
Malaria,2000,TZA,ALLAges,BTSX,29983.0
Malaria,2000,UGA,ALLAges,BTSX,42258.0
Malaria,2000,UKR,ALLAges,BTSX,0.0
Malaria,2000,URY,ALLAges,BTSX,0.0
Malaria,2000,USA,ALLAges,BTSX,0.0
Malaria,2000,UZB,ALLAges,BTSX,0.0
Malaria,2000,VCT,ALLAges,BTSX,0.0
Malaria,2000,VEN,ALLAges,BTSX,26.0
Malaria,2000,VNM,ALLAges,BTSX,520.39
Malaria,2000,VUT,ALLAges,BTSX,34.0
Malaria,2000,WSM,ALLAges,BTSX,0.0
Malaria,2000,YEM,ALLAges,BTSX,1353.0
Malaria,2000,BGD,YEARS15-19,BTSX,7.11
Malaria,2000,BGD,YEARS20-24,BTSX,165.79
Malaria,2000,BGD,YEARS25-29,BTSX,135.26
Malaria,2000,BGD,YEARS30-34,BTSX,125.47
Malaria,2000,BGD,YEARS35-39,BTSX,189.24
Malaria,2000,BGD,YEARS40-44,BTSX,128.23
Malaria,2000,BGD,YEARS45-49,BTSX,3.52
Malaria,2000,BGD,YEARS50-54,BTSX,5.98
Malaria,2000,BGD,YEARS55-59,BTSX,8.42
Malaria,2000,BGD,YEARS60-64,BTSX,9.17
Malaria,2000,BGD,YEARS65-69,BTSX,6.05
Malaria,2000,BGD,YEARS70-74,BTSX,5.55
Malaria,2000,BGD,YEARS75-79,BTSX,1.43
Malaria,2000,BGD,YEARS80-84,BTSX,0.26
Malaria,2000,BGD,YEARS85PLUS,BTSX,0.01
Malaria,2000,BGR,YEARS0-1,BTSX,0.0
Malaria,2000,BGR,YEARS1-4,BTSX,0.0
Malaria,2000,BGR,YEARS5-9,BTSX,0.0
Malaria,2000,BGR,YEARS10-14,BTSX,0.0
Malaria,2000,BGR,YEARS15-19,BTSX,0.0
Malaria,2000,BGR,YEARS20-24,BTSX,0.0
Malaria,2000,BGR,YEARS25-29,BTSX,0.0
Malaria,2000,BGR,YEARS30-34,BTSX,0.0
Malaria,2000,BGR,YEARS35-39,BTSX,0.0
Malaria,2000,BGR,YEARS40-44,BTSX,0.0
Malaria,2000,BGR,YEARS45-49,BTSX,0.0
Malaria,2000,BGR,YEARS50-54,BTSX,0.0
Malaria,2000,BGR,YEARS55-59,BTSX,0.0
Malaria,2000,BGR,YEARS60-64,BTSX,0.0
Malaria,2000,BGR,YEARS65-69,BTSX,0.0
Malaria,2000,BGR,YEARS70-74,BTSX,0.0
Malaria,2000,BGR,YEARS75-79,BTSX,0.0
Malaria,2000,BGR,YEARS80-84,BTSX,0.0
Malaria,2000,BGR,YEARS85PLUS,BTSX,0.0
Malaria,2000,BHR,YEARS0-1,BTSX,0.0
Malaria,2000,BHR,YEARS1-4,BTSX,0.0
Malaria,2000,BHR,YEARS5-9,BTSX,0.0
Malaria,2000,BHR,YEARS10-14,BTSX,0.0
Malaria,2000,BHR,YEARS15-19,BTSX,0.0
Malaria,2000,BHR,YEARS20-24,BTSX,0.0
Malaria,2000,BHR,YEARS25-29,BTSX,0.0
Malaria,2000,IRN,ALLAges,BTSX,4.0
Malaria,2000,IRQ,ALLAges,BTSX,0.0
Malaria,2000,ISL,ALLAges,BTSX,0.0
Malaria,2000,ISR,ALLAges,BTSX,0.0
Malaria,2000,ITA,ALLAges,BTSX,0.0
Malaria,2000,JAM,ALLAges,BTSX,0.0
Malaria,2000,JOR,ALLAges,BTSX,0.0
Malaria,2000,JPN,ALLAges,BTSX,0.0
Malaria,2000,KAZ,ALLAges,BTSX,0.0
Malaria,2000,KEN,ALLAges,BTSX,14317.0
Malaria,2000,KGZ,ALLAges,BTSX,0.0
Malaria,2000,KHM,ALLAges,BTSX,1582.0
Malaria,2000,KIR,ALLAges,BTSX,0.0
Malaria,2000,KOR,ALLAges,BTSX,0.0
Malaria,2000,ZAF,ALLAges,BTSX,393.78
Malaria,2000,ZMB,ALLAges,BTSX,9138.0
Malaria,2000,ZWE,ALLAges,BTSX,3021.97
Malaria,2000,AFG,YEARS0-1,BTSX,100.05
Malaria,2000,AFG,YEARS1-4,BTSX,164.95
Malaria,2000,AFG,YEARS5-9,BTSX,13.79
Malaria,2000,AFG,YEARS10-14,BTSX,15.28
Malaria,2000,AFG,YEARS15-19,BTSX,117.18
Malaria,2000,AFG,YEARS20-24,BTSX,74.85
Malaria,2000,AFG,YEARS25-29,BTSX,32.88
Malaria,2000,AFG,YEARS30-34,BTSX,30.06
Malaria,2000,AFG,YEARS35-39,BTSX,24.84
Malaria,2000,AFG,YEARS40-44,BTSX,30.88
Malaria,2000,AFG,YEARS45-49,BTSX,37.21
Malaria,2000,AFG,YEARS50-54,BTSX,89.22
Malaria,2000,AFG,YEARS55-59,BTSX,86.09
Malaria,2000,AFG,YEARS60-64,BTSX,71.83
Malaria,2000,AFG,YEARS65-69,BTSX,33.06
Malaria,2000,AFG,YEARS70-74,BTSX,41.37
Malaria,2000,AFG,YEARS75-79,BTSX,6.5
Malaria,2000,AFG,YEARS80-84,BTSX,0.93
Malaria,2000,AFG,YEARS85PLUS,BTSX,0.02
Malaria,2000,AGO,YEARS0-1,BTSX,5830.76
Malaria,2000,AGO,YEARS1-4,BTSX,9140.24
Malaria,2000,AGO,YEARS5-9,BTSX,925.32
Malaria,2000,AGO,YEARS10-14,BTSX,334.78
Malaria,2000,AGO,YEARS15-19,BTSX,163.48
Malaria,2000,AGO,YEARS20-24,BTSX,156.68
Malaria,2000,AGO,YEARS25-29,BTSX,109.64
Malaria,2000,AGO,YEARS30-34,BTSX,110.23
Malaria,2000,AGO,YEARS35-39,BTSX,148.34
Malaria,2000,AGO,YEARS40-44,BTSX,180.3
Malaria,2000,AGO,YEARS45-49,BTSX,168.62
Malaria,2000,AGO,YEARS50-54,BTSX,269.14
Malaria,2000,AGO,YEARS55-59,BTSX,278.6
Malaria,2000,AGO,YEARS60-64,BTSX,326.55
Malaria,2000,AGO,YEARS65-69,BTSX,261.3
Malaria,2000,BHR,YEARS55-59,BTSX,0.0
Malaria,2000,BHR,YEARS60-64,BTSX,0.0
Malaria,2000,BHR,YEARS65-69,BTSX,0.0
Malaria,2000,BHR,YEARS70-74,BTSX,0.0
Malaria,2000,BHR,YEARS75-79,BTSX,0.0
Malaria,2000,BHR,YEARS80-84,BTSX,0.0
Malaria,2000,BHR,YEARS85PLUS,BTSX,0.0
Malaria,2000,BHS,YEARS0-1,BTSX,0.0
Malaria,2000,BHS,YEARS1-4,BTSX,0.0
Malaria,2000,BHS,YEARS5-9,BTSX,0.0
