"Region","Year","PovRate","PovRate1.9"
"Sub-Saharan Africa",1826,0.861423347424196,0.907837410356319
"W. Europe",1826,0.707770441534475,0.53049536618057
"W. Offshoots",1826,0.488785077435251,0.504403421262626
"World",1826,0.75114252657869,0.79228903124461
"East Asia",1827,0.779813410363108,0.925157682971897
"East. Europe and form. SU",1827,0.874010261349162,0.91116015019468
"Latin America and Carib.",1827,0.853694055584079,0.835192231760258
"MENA",1827,0.737708103654095,0.810301454082663
"South and South-East Asia",1827,0.685773444514373,0.680038787354421
"Sub-Saharan Africa",1827,0.859574233720367,0.906467893184159
"W. Europe",1827,0.706861108738218,0.527272619518931
"W. Offshoots",1827,0.48249888079092,0.498161909467434
"World",1827,0.750452392460091,0.792253772314169
"East Asia",1828,0.780450542494784,0.927163605168486
"East. Europe and form. SU",1828,0.865308983407988,0.90821120107902
"Latin America and Carib.",1828,0.853443853171749,0.834692664443685
"MENA",1828,0.736336752114458,0.809200364016391
"South and South-East Asia",1828,0.685663380685114,0.679815739023595
"Sub-Saharan Africa",1828,0.857723419269015,0.905097461804657
"W. Europe",1828,0.706375545316492,0.525724016423507
"W. Offshoots",1828,0.477545229688889,0.493299739279508
"World",1828,0.749764483057202,0.792414111856211
"East Asia",1829,0.781087931710926,0.929170408865604
"East. Europe and form. SU",1829,0.859711720378498,0.904699536885415
"Latin America and Carib.",1829,0.853067608586335,0.834323159013603
"MENA",1829,0.734973295564916,0.808100068448012
"South and South-East Asia",1829,0.685605810104981,0.679601639537069
"Sub-Saharan Africa",1829,0.855873033415981,0.903727316145162
"W. Europe",1829,0.703158860767288,0.520791907954405
"W. Offshoots",1829,0.483739536689942,0.499918807046298
"World",1829,0.749095529276493,0.792200011628316
"East Asia",1830,0.781725977206339,0.931177824901809
"East. Europe and form. SU",1830,0.862963112960326,0.906665794284114
"Latin America and Carib.",1830,0.852729459127973,0.83335804421814
"MENA",1830,0.733612207919296,0.806997431798125
"South and South-East Asia",1830,0.68545771116461,0.679367231336213
"Sub-Saharan Africa",1830,0.875754142499365,0.918133240011065
"W. Europe",1830,0.704100008518063,0.52027173930302
"W. Offshoots",1830,0.453584594160617,0.468816292376235
"World",1830,0.749495724556237,0.792729949781268
"East Asia",1831,0.78247315341856,0.933143584910907
"East. Europe and form. SU",1831,0.867801067914343,0.909553962065751
"Latin America and Carib.",1831,0.852675670447448,0.833337640357918
"MENA",1831,0.732227977082799,0.805888117547617
"South and South-East Asia",1831,0.685314909947192,0.679133307012527
"Sub-Saharan Africa",1831,0.895635563620055,0.932538918584277
"W. Europe",1831,0.700998356381345,0.515122723644863
"W. Offshoots",1831,0.428192883209315,0.442601660094091
"World",1831,0.749434314273658,0.792346422925531
"East Asia",1832,0.783220339590418,0.935109356005816
"East. Europe and form. SU",1832,0.869549479651461,0.910531541033675
"Latin America and Carib.",1832,0.851630227057073,0.8318537806968
"MENA",1832,0.730844136152737,0.804776940144553
"South and South-East Asia",1832,0.685525557657256,0.67932166734263
"Sub-Saharan Africa",1832,0.898084242959068,0.934234553383364
"W. Europe",1832,0.69773220972945,0.50997130589967
"W. Offshoots",1832,0.410953998687063,0.424800332231708
"World",1832,0.749050605005299,0.791835442687925
"East Asia",1833,0.783967493983217,0.937075154727263
"East. Europe and form. SU",1833,0.869466950168769,0.910594978444995
"Latin America and Carib.",1833,0.851108838265241,0.830583740677776
"MENA",1833,0.72946127603721,0.803677425339679
"South and South-East Asia",1833,0.685537423927675,0.679469990102808
"Sub-Saharan Africa",1833,0.900531674878566,0.935929444784339
"W. Europe",1833,0.697259781621844,0.508018422177843
"W. Offshoots",1833,0.394410069273753,0.407651076824632
"World",1833,0.748883713832974,0.791705619057028
"East Asia",1834,0.784715091308004,0.939040689400106
"East. Europe and form. SU",1834,0.86656685214118,0.909208651395559
"Latin America and Carib.",1834,0.850533024349587,0.829594385403375
"MENA",1834,0.728072354851923,0.802558653737988
"South and South-East Asia",1834,0.68556377992954,0.679622599453596
"Sub-Saharan Africa",1834,0.902977515341684,0.937623404078564
"W. Europe",1834,0.689661148996311,0.497771341616633
"W. Offshoots",1834,0.404916051147032,0.418938766115188
"World",1834,0.747834087689733,0.790670916682433
"East Asia",1835,0.785462265691041,0.941006510261087
"East. Europe and form. SU",1835,0.869113735547522,0.910629861575927
"Latin America and Carib.",1835,0.850179482024796,0.828950506740367
"MENA",1835,0.726673611868919,0.801437105935585
"South and South-East Asia",1835,0.685976687079005,0.679850938219071
"Sub-Saharan Africa",1835,0.905422684125952,0.939316943994151
"W. Europe",1835,0.674610203681662,0.479850001739537
"W. Offshoots",1835,0.385104204802203,0.398395436655978
"World",1835,0.745725705707827,0.788161403780443
"East Asia",1836,0.786209450021407,0.942972342398534
"East. Europe and form. SU",1836,0.86970497255787,0.9108880015978
"Latin America and Carib.",1836,0.850348994807064,0.828780605154889
"MENA",1836,0.7252627947116,0.800309652072529
"South and South-East Asia",1836,0.6863042461583,0.680060064299203
"Sub-Saharan Africa",1836,0.907865316603201,0.941009032829872
"W. Europe",1836,0.679384735837804,0.484166806132372
"W. Offshoots",1836,0.375180412119711,0.388180870289892
"World",1836,0.746558945032087,0.78905884542119
"East Asia",1837,0.786956994169754,0.94493794323516
"East. Europe and form. SU",1837,0.864115169507506,0.908828286956741
"Latin America and Carib.",1837,0.849906301514884,0.828138952678349
"MENA",1837,0.723861687919719,0.799190059698778
"South and South-East Asia",1837,0.686233437714468,0.680195665604714
"Sub-Saharan Africa",1837,0.910307590111911,0.942700879852842
"W. Europe",1837,0.685570775006518,0.489903703990884
"W. Offshoots",1837,0.380085934115078,0.393639806625644
"World",1837,0.747207475568225,0.790191266747219
"East Asia",1838,0.787704198434264,0.946903797654548
"East. Europe and form. SU",1838,0.863532337120865,0.908374872300533
"Latin America and Carib.",1838,0.850381478733058,0.829277847697805
"MENA",1838,0.722461801188067,0.798062399475135
"South and South-East Asia",1838,0.686466661815741,0.680388714433613
"Sub-Saharan Africa",1838,0.912749140282389,0.944392284397606
"W. Europe",1838,0.676697667305777,0.478491507300517
"W. Offshoots",1838,0.377978005048871,0.391652841729177
"World",1838,0.745986723121522,0.7887952870756
"East Asia",1839,0.788451762678792,0.948869420330655
"East. Europe and form. SU",1839,0.865673103025774,0.909557724047127
"Latin America and Carib.",1839,0.850954748657143,0.830629745575015
"MENA",1839,0.721046417163045,0.796782176967099
"South and South-East Asia",1839,0.686791514999979,0.680596308944819
"Sub-Saharan Africa",1839,0.915188986782298,0.946082706108465
"W. Europe",1839,0.681088500122139,0.482132312346706
"W. Offshoots",1839,0.357422913447695,0.370161224055576
"World",1839,0.746700305038878,0.789458327500542
"East Asia",1840,0.789198945331066,0.950835314498299
"East. Europe and form. SU",1840,0.867827760997359,0.910727878393697
"Latin America and Carib.",1840,0.850180686197005,0.829646297840891
"MENA",1840,0.71963191198598,0.795419544102063
"South and South-East Asia",1840,0.686721812951684,0.680734522911369
"Sub-Saharan Africa",1840,0.917627797458471,0.947772516456052
"W. Europe",1840,0.682235646499825,0.481876742560043
"W. Offshoots",1840,0.366785951638464,0.380410851524291
"World",1840,0.747315550136683,0.790002166632774
"East Asia",1841,0.789959006562247,0.952795626932194
"East. Europe and form. SU",1841,0.861730996124655,0.909049560757308
"Latin America and Carib.",1841,0.848827646309436,0.82606468576459
"MENA",1841,0.718218995713261,0.794070511227705
"South and South-East Asia",1841,0.686973826980246,0.68092962177789
"Sub-Saharan Africa",1841,0.925412406614323,0.953023172821215
"W. Europe",1841,0.675608348183924,0.473780750522505
"W. Offshoots",1841,0.37050838785805,0.384475921979395
"World",1841,0.745984654620325,0.788871816485155
"East Asia",1842,0.790718680766146,0.954756119497777
"East. Europe and form. SU",1842,0.86308603254959,0.909762628101643
"Latin America and Carib.",1842,0.848146664489885,0.824727895807101
"MENA",1842,0.71680012831819,0.792700918912157
"South and South-East Asia",1842,0.687017457187093,0.680953837822591
"Sub-Saharan Africa",1842,0.933195746822043,0.958273005211334
"W. Europe",1842,0.681771299506425,0.479379749622296
"W. Offshoots",1842,0.369172651374046,0.383324772706648
"World",1842,0.747137241801457,0.789972943343557
"East Asia",1843,0.791478752174216,0.956716269302748
"East. Europe and form. SU",1843,0.863281965773934,0.90986513503417
"Latin America and Carib.",1843,0.848766450881498,0.826710264600294
"MENA",1843,0.715375098445664,0.791332179440654
"South and South-East Asia",1843,0.687197365752462,0.681000082106058
"Sub-Saharan Africa",1843,0.94097860771692,0.963522454906176
"W. Europe",1843,0.680193200098141,0.475129048112279
"W. Offshoots",1843,0.356395332855535,0.370221493251574
"World",1843,0.746848947258911,0.789380897659633
"East Asia",1844,0.792238435928901,0.958676600258804
"East. Europe and form. SU",1844,0.861934931718689,0.909613917631892
"Latin America and Carib.",1844,0.848816907282686,0.827154905566747
"MENA",1844,0.713942185238378,0.789960309107139
"South and South-East Asia",1844,0.687433569074155,0.681052639857696
"Sub-Saharan Africa",1844,0.951135970264236,0.970005869708829
"W. Europe",1844,0.669899337980579,0.461957831362345
"W. Offshoots",1844,0.331073714955451,0.343809870958074
"World",1844,0.744836367048894,0.787043854946045
"East Asia",1845,0.792998517488669,0.960636587482781
"East. Europe and form. SU",1845,0.85565468624152,0.908191040555225
"Latin America and Carib.",1845,0.847713667453413,0.824532755955057
"MENA",1845,0.712532644223386,0.788593363421469
"South and South-East Asia",1845,0.687800703778965,0.681122998539362
"Sub-Saharan Africa",1845,0.961296911958161,0.976491067749342
"W. Europe",1845,0.661272294002526,0.45125105323254
"W. Offshoots",1845,0.319692173265367,0.332069591101904
"World",1845,0.742902226099045,0.785175475546935
"East Asia",1846,0.79375824905628,0.962596508748997
"East. Europe and form. SU",1846,0.851646642013708,0.907289307056063
"Latin America and Carib.",1846,0.847708835420688,0.825281199212918
"MENA",1846,0.711099784395743,0.78722043572268
"South and South-East Asia",1846,0.687993540488094,0.681163005520376
"Sub-Saharan Africa",1846,0.971453757290306,0.982973879370646
"W. Europe",1846,0.669684711075229,0.459097285600748
"W. Offshoots",1846,0.311107289643815,0.323375042940272
"World",1846,0.74384502336778,0.786388783659178
"East Asia",1847,0.794518340775207,0.964556332954304
"East. Europe and form. SU",1847,0.847193073749317,0.906273036021118
"Latin America and Carib.",1847,0.846686192535415,0.822730199503713
"MENA",1847,0.70965683753367,0.785842838189518
"South and South-East Asia",1847,0.688103720231015,0.681192060337116
"Sub-Saharan Africa",1847,0.981610365390765,0.989456414811299
"W. Europe",1847,0.668935348776857,0.456792542455227
"W. Offshoots",1847,0.295097141490244,0.306814546317791
"World",1847,0.743165613235335,0.785999053726208
"East Asia",1848,0.795278043590004,0.966516340346892
"East. Europe and form. SU",1848,0.845411076211557,0.905911605357642
"Latin America and Carib.",1848,0.845676655948733,0.82111615671842
"MENA",1848,0.708222019742508,0.784469269993274
"South and South-East Asia",1848,0.687995584309765,0.68119284832336
"Sub-Saharan Africa",1848,0.972653906660963,0.983803824259512
"W. Europe",1848,0.664987759712281,0.450907900200676
"W. Offshoots",1848,0.279735942074941,0.290902422354043
"World",1848,0.741941791493413,0.78514847043572
"East Asia",1849,0.796038145410294,0.968476002067165
"East. Europe and form. SU",1849,0.844103549806658,0.905661841065154
"Latin America and Carib.",1849,0.845102792370846,0.821044003762545
"MENA",1849,0.706779699804307,0.78308646209132
"South and South-East Asia",1849,0.688203414937133,0.68123390091292
"Sub-Saharan Africa",1849,0.963695201713929,0.978150147222392
"W. Europe",1849,0.648795594796631,0.432854708308108
"W. Offshoots",1849,0.282726727389096,0.294391599288969
"World",1849,0.73933247888989,0.782762849678848
"East Asia",1850,0.796798252424387,0.97043558231491
"East. Europe and form. SU",1850,0.836205303415091,0.903758649177241
"Latin America and Carib.",1850,0.843101709733085,0.81835065879754
"MENA",1850,0.705330213397701,0.781715162581865
"South and South-East Asia",1850,0.688371590944608,0.681266701411674
"Sub-Saharan Africa",1850,0.954735030924127,0.972495799393288
"W. Europe",1850,0.647014430275525,0.429558526316793
"W. Offshoots",1850,0.276175478065242,0.287622797150356
"World",1850,0.738068375419025,0.782136231727242
"East Asia",1851,0.796792912464024,0.968817551436289
"East. Europe and form. SU",1851,0.818846225093837,0.900028010893447
"Latin America and Carib.",1851,0.837353706579211,0.809991284392706
"MENA",1851,0.703879259039424,0.780331578097714
"South and South-East Asia",1851,0.688350215678297,0.681349117728352
"Sub-Saharan Africa",1851,0.899504783509508,0.935128150713274
"W. Europe",1851,0.640422161888047,0.43163799801224
"W. Offshoots",1851,0.267989645814921,0.278873782895766
"World",1851,0.733792765816584,0.779443421326034
"East Asia",1852,0.796789690985065,0.96719999622711
"East. Europe and form. SU",1852,0.810656863989157,0.898424632816107
"Latin America and Carib.",1852,0.839699097504252,0.813203951102562
"MENA",1852,0.702427643537546,0.778949571677485
"South and South-East Asia",1852,0.691035724228391,0.68392636867883
"Sub-Saharan Africa",1852,0.880963693082401,0.921923728890949
"W. Europe",1852,0.635821264210177,0.427584553441375
"W. Offshoots",1852,0.258397167453986,0.268116727228096
"World",1852,0.731895970903331,0.777000089499551
"East Asia",1853,0.796787798776188,0.965582782639781
"East. Europe and form. SU",1853,0.796018163608836,0.895229031416618
"Latin America and Carib.",1853,0.841181247794633,0.811437345719565
"MENA",1853,0.700977566661626,0.777561093275084
"South and South-East Asia",1853,0.693432328230819,0.68646744613571
"Sub-Saharan Africa",1853,0.8510584287832,0.899954366469646
"W. Europe",1853,0.647080313916996,0.431904320849197
"W. Offshoots",1853,0.245024590816698,0.253213446351807
"World",1853,0.731406384889579,0.775274443753043
"East Asia",1854,0.796788515746364,0.96396577757988
"East. Europe and form. SU",1854,0.787531359978535,0.8934175468272
"Latin America and Carib.",1854,0.841789413455826,0.810963707600996
"MENA",1854,0.699513215077897,0.776171166433288
"South and South-East Asia",1854,0.696124699404525,0.689034749221398
"Sub-Saharan Africa",1854,0.863387080177938,0.909086610275962
"W. Europe",1854,0.649616645856016,0.437772249768329
"W. Offshoots",1854,0.252634528441608,0.260440822928255
"World",1854,0.731455013422055,0.775103561165339
"East Asia",1855,0.796790962559716,0.962348867195404
"East. Europe and form. SU",1855,0.778147212755801,0.889938213748336
"Latin America and Carib.",1855,0.839712475434931,0.807474737204533
"MENA",1855,0.698043167868303,0.774776247369472
"South and South-East Asia",1855,0.698464598238917,0.691561778558491
"Sub-Saharan Africa",1855,0.831637751608626,0.885301269730897
"W. Europe",1855,0.652231669110787,0.448092720511712
"W. Offshoots",1855,0.267111017606052,0.275222510524611
"World",1855,0.730738718898819,0.775048305394652
"East Asia",1856,0.796794830896446,0.960732640745452
"East. Europe and form. SU",1856,0.778766215729426,0.891461218714878
"Latin America and Carib.",1856,0.840607035402559,0.811057263356055
"MENA",1856,0.696577533326048,0.773383025038744
"South and South-East Asia",1856,0.700692786227254,0.694072800801473
"Sub-Saharan Africa",1856,0.919127486597379,0.948749209134841
"W. Europe",1856,0.641785858961353,0.4320625281592
"W. Offshoots",1856,0.26641060700019,0.274311211138487
"World",1856,0.730445737987146,0.77250863955649
"East Asia",1857,0.796801689499298,0.959116430628074
"East. Europe and form. SU",1857,0.771423061874603,0.889198626926853
"Latin America and Carib.",1857,0.83325783984256,0.800046235524373
"MENA",1857,0.695111405708937,0.771986836093005
"South and South-East Asia",1857,0.703404457785825,0.696631452884052
"Sub-Saharan Africa",1857,0.853270524713324,0.901605348584263
"W. Europe",1857,0.629085620176827,0.41813134832085
"W. Offshoots",1857,0.281357844470713,0.289435980598897
"World",1857,0.726964938087296,0.768261261675243
"East Asia",1858,0.796809535439817,0.957500854447634
"East. Europe and form. SU",1858,0.755967475069614,0.88386613000595
"Latin America and Carib.",1858,0.830546856963692,0.798320363345803
"MENA",1858,0.693638783467155,0.770602080631343
"South and South-East Asia",1858,0.70561183394215,0.699130646455815
"Sub-Saharan Africa",1858,0.906795164129744,0.940209878392315
"W. Europe",1858,0.627679985091122,0.417173788922402
"W. Offshoots",1858,0.289194296120647,0.296847794605623
"World",1858,0.726160353853693,0.767131364671434
"East Asia",1859,0.796820478327713,0.955885291621961
"East. Europe and form. SU",1859,0.740121331899029,0.878088838544526
"Latin America and Carib.",1859,0.831179899342809,0.799376803577992
"MENA",1859,0.6921717724494,0.769209790498935
"South and South-East Asia",1859,0.708111615618637,0.701659426146873
"Sub-Saharan Africa",1859,0.895010055121898,0.931923984333436
"W. Europe",1859,0.6250839894008,0.415472920229529
"W. Offshoots",1859,0.285810283738325,0.293385665294421
"World",1859,0.723906348631374,0.764855699768419
"East Asia",1860,0.796832396104682,0.954270389197709
"East. Europe and form. SU",1860,0.724669450348872,0.872131183343257
"Latin America and Carib.",1860,0.828728926065132,0.79626066952101
"MENA",1860,0.690690767260847,0.767810315116629
"South and South-East Asia",1860,0.710590907954814,0.704181107095392
"Sub-Saharan Africa",1860,0.881161202177115,0.922019595684257
"W. Europe",1860,0.615503124909326,0.407222641680323
"W. Offshoots",1860,0.285779684677287,0.292825860841955
"World",1860,0.720527134352469,0.761453099596843
"East Asia",1861,0.796777565368762,0.952686017786648
"East. Europe and form. SU",1861,0.716309953096639,0.866736337531689
"Latin America and Carib.",1861,0.828012882574255,0.796031167999742
"MENA",1861,0.689218231396896,0.766409331752604
"South and South-East Asia",1861,0.713053622924245,0.706696114076414
"Sub-Saharan Africa",1861,0.904429441089416,0.938560634440775
"W. Europe",1861,0.619581117082259,0.413533522540865
"W. Offshoots",1861,0.298060940256718,0.306049341453167
"World",1861,0.721218655072978,0.761727647147119
"East Asia",1862,0.796724414476901,0.951102008579113
"East. Europe and form. SU",1862,0.719144495255632,0.870657573576959
"Latin America and Carib.",1862,0.830757456170231,0.800502412621089
"MENA",1862,0.687741721293685,0.765009798996425
"South and South-East Asia",1862,0.715818135487111,0.70919235885524
"Sub-Saharan Africa",1862,0.991598325702499,0.995489682464475
"W. Europe",1862,0.612612555365932,0.407247638773694
"W. Offshoots",1862,0.296509872415387,0.304054787278066
"World",1862,0.721981654857965,0.761160603763633
"East Asia",1863,0.796671584209285,0.949518447616398
"East. Europe and form. SU",1863,0.704992783708033,0.865630843045718
"Latin America and Carib.",1863,0.826110375954513,0.795578321490969
"MENA",1863,0.6862596628973,0.763610102927014
"South and South-East Asia",1863,0.718228677796474,0.711646390691831
"Sub-Saharan Africa",1863,0.98990552925651,0.994424670674036
"W. Europe",1863,0.592064890589059,0.387756983312784
"W. Offshoots",1863,0.284861946337836,0.291356067341635
"World",1863,0.716732471385805,0.755964592804412
"East Asia",1864,0.796619915410837,0.947935591450944
"East. Europe and form. SU",1864,0.693613716310567,0.855998903809404
"Latin America and Carib.",1864,0.82369599008665,0.794603469434246
"MENA",1864,0.684772742441724,0.762206064736213
"South and South-East Asia",1864,0.720713872350922,0.71410485820811
"Sub-Saharan Africa",1864,0.884615660201989,0.922953358750161
"W. Europe",1864,0.594774468377436,0.390865504048364
"W. Offshoots",1864,0.280904854830745,0.286996106605217
"World",1864,0.714046758728619,0.753129762225195
"East Asia",1865,0.796569038088835,0.946352891670426
"East. Europe and form. SU",1865,0.721007091741544,0.869207480814839
"Latin America and Carib.",1865,0.81635325872491,0.787004884330686
"MENA",1865,0.683278367430288,0.760792469160631
"South and South-East Asia",1865,0.723018655318101,0.716543004858686
"Sub-Saharan Africa",1865,0.989170222904596,0.993947248443997
"W. Europe",1865,0.596966612319194,0.393897338958074
"W. Offshoots",1865,0.302688554809971,0.309893114514223
"World",1865,0.719465201959506,0.755775022733562
"East Asia",1866,0.796518923862154,0.944770769246858
"East. Europe and form. SU",1866,0.717471288287506,0.867831155657143
"Latin America and Carib.",1866,0.810892184757386,0.781373469810218
"MENA",1866,0.681782286154056,0.759392453253266
"South and South-East Asia",1866,0.725345929710495,0.718977715355405
"Sub-Saharan Africa",1866,0.988020052088817,0.993190371702551
"W. Europe",1866,0.595689401937713,0.396027764722241
"W. Offshoots",1866,0.310079214582067,0.317614023313533
"World",1866,0.719025968914739,0.75523793842699
"East Asia",1867,0.796470456004848,0.943189088716504
"East. Europe and form. SU",1867,0.694547109391939,0.861253521039264
"Latin America and Carib.",1867,0.80368551393328,0.774445891341941
"MENA",1867,0.680294816326669,0.757988390775154
"South and South-East Asia",1867,0.727597157496482,0.721402109764213
"Sub-Saharan Africa",1867,0.981430386011788,0.988640223224116
"W. Europe",1867,0.61361468840588,0.417911543887195
"W. Offshoots",1867,0.303964739528353,0.31124592891774
"World",1867,0.719064612210792,0.756758105718178
"East Asia",1868,0.796422296942249,0.941607871619877
"East. Europe and form. SU",1868,0.677182110290292,0.851029495157321
"Latin America and Carib.",1868,0.801451697927488,0.772757968905643
"MENA",1868,0.678793626813161,0.756577470662545
"South and South-East Asia",1868,0.730178014377349,0.723853797429938
"Sub-Saharan Africa",1868,0.977093160181931,0.985679740497235
"W. Europe",1868,0.604467407786081,0.404261441432532
"W. Offshoots",1868,0.304982194259163,0.31211220474766
"World",1868,0.715809820761938,0.752662729057936
"East Asia",1869,0.796375844309614,0.940027097739293
"East. Europe and form. SU",1869,0.690492050271737,0.859264638375707
"Latin America and Carib.",1869,0.795849291841268,0.766020464752234
"MENA",1869,0.677300976277473,0.755165394548329
"South and South-East Asia",1869,0.732654945801066,0.726292172013254
"Sub-Saharan Africa",1869,0.981962611073871,0.989001355974191
"W. Europe",1869,0.592093781193183,0.38998297643439
"W. Offshoots",1869,0.301157244674926,0.308098759089008
"World",1869,0.714956878263408,0.749931743206152
"East Asia",1870,0.796329696468679,0.93844679331445
"East. Europe and form. SU",1870,0.684910720703773,0.857609975962282
"Latin America and Carib.",1870,0.797832366529166,0.767554945974812
"MENA",1870,0.675801918650809,0.753755879411253
"South and South-East Asia",1870,0.738012844303164,0.732045992206898
"Sub-Saharan Africa",1870,0.929511907326675,0.970418448395626
"W. Europe",1870,0.591145870771154,0.391236554939188
"W. Offshoots",1870,0.310880625368474,0.318293228814114
"World",1870,0.714971999328249,0.750511935731394
"East Asia",1871,0.795290302896954,0.939686179377053
"East. Europe and form. SU",1871,0.676760320698014,0.854918339934319
"Latin America and Carib.",1871,0.79525233588431,0.763133157814545
"MENA",1871,0.67309339851816,0.750716455750117
"South and South-East Asia",1871,0.736483753197123,0.730382912059594
"Sub-Saharan Africa",1871,0.927901291549643,0.969772455616031
"W. Europe",1871,0.585068717164067,0.385586965060496
"W. Offshoots",1871,0.301544815010214,0.309054906477556
"World",1871,0.711647415229146,0.748654182018662
"East Asia",1872,0.794262131841408,0.940967792791195
"East. Europe and form. SU",1872,0.669442043383293,0.851919142278713
"Latin America and Carib.",1872,0.786290892688719,0.75253616129187
"MENA",1872,0.670363070383527,0.74766497401731
"South and South-East Asia",1872,0.734884797693457,0.728747681900012
"Sub-Saharan Africa",1872,0.772477643717736,0.86434571610342
"W. Europe",1872,0.567784552581979,0.372678003396919
"W. Offshoots",1872,0.281923898121099,0.289025237756014
"World",1872,0.702785069489104,0.742626518668411
"East Asia",1873,0.793221981177317,0.942204288097834
"East. Europe and form. SU",1873,0.654675575539533,0.846048277977581
"Latin America and Carib.",1873,0.786991761165274,0.751791925138132
"MENA",1873,0.667656231264718,0.744621742950656
"South and South-East Asia",1873,0.733399419293104,0.727038499300614
"Sub-Saharan Africa",1873,0.836883658916213,0.910934141410363
"W. Europe",1873,0.555947460934037,0.358666587897215
"W. Offshoots",1873,0.263850273376544,0.27072058316433
"World",1873,0.69858272642356,0.739239291410467
"East Asia",1874,0.792161439768021,0.943453416936822
"East. Europe and form. SU",1874,0.648126145439611,0.842996437818086
"Latin America and Carib.",1874,0.782101757096169,0.743940756516808
"MENA",1874,0.664947013577175,0.741577826276618
"South and South-East Asia",1874,0.731943569568486,0.725372117809985
"Sub-Saharan Africa",1874,0.855458142310621,0.922850970061061
"W. Europe",1874,0.545442366577818,0.349009203195435
"W. Offshoots",1874,0.259781420141089,0.267095338954828
"World",1874,0.69492836718424,0.736501278127122
"East Asia",1875,0.790645737936735,0.943004707297407
"East. Europe and form. SU",1875,0.629968984022166,0.837240035722486
"Latin America and Carib.",1875,0.779879381887443,0.742560070383561
"MENA",1875,0.662238444554203,0.738527571396274
"South and South-East Asia",1875,0.730129287808289,0.723641192022933
"Sub-Saharan Africa",1875,0.807209094730172,0.886958197622532
"W. Europe",1875,0.536907071458061,0.333895414227272
"W. Offshoots",1875,0.268689877347696,0.275772507186113
"World",1875,0.689437947885654,0.731786997386522
"East Asia",1876,0.789925246912619,0.945256012911803
"East. Europe and form. SU",1876,0.624777873890199,0.834183766055495
"Latin America and Carib.",1876,0.778552862370593,0.738503997549673
"MENA",1876,0.659529319328526,0.735477814108955
