"Region","Year","PovRateAt5DAD"
"Latin America and Carib.",1843,0.968886080164663
"MENA",1843,0.962560400794374
"South and South-East Asia",1843,0.960307418392499
"Sub-Saharan Africa",1843,0.998929443189487
"W. Europe",1843,0.856393847226754
"W. Offshoots",1843,0.792011386933016
"World",1843,0.956924196999006
"East Asia",1844,0.997703644586826
"East. Europe and form. SU",1844,0.957855696698339
"Latin America and Carib.",1844,0.969001142857899
"MENA",1844,0.962340511413733
"South and South-East Asia",1844,0.960303082885087
"Sub-Saharan Africa",1844,0.999142440137303
"W. Europe",1844,0.848863719456219
"W. Offshoots",1844,0.773976080197256
"World",1844,0.955143217777912
"East Asia",1845,0.99787736104653
"East. Europe and form. SU",1845,0.957430851810519
"Latin America and Carib.",1845,0.968269639126091
"MENA",1845,0.962119988105265
"South and South-East Asia",1845,0.960299052617085
"Sub-Saharan Africa",1845,0.999355458333014
"W. Europe",1845,0.842414542559177
"W. Offshoots",1845,0.767947928920441
"World",1845,0.953748318804584
"East Asia",1846,0.998051070417137
"East. Europe and form. SU",1846,0.957146887865293
"Latin America and Carib.",1846,0.968522554951285
"MENA",1846,0.961900941089988
"South and South-East Asia",1846,0.96029396912054
"Sub-Saharan Africa",1846,0.999568425224674
"W. Europe",1846,0.849240352224266
"W. Offshoots",1846,0.764679972211025
"World",1846,0.954650493062215
"East Asia",1847,0.998224778197324
"East. Europe and form. SU",1847,0.956816925864296
"Latin America and Carib.",1847,0.967708505780837
"MENA",1847,0.961681915257008
"South and South-East Asia",1847,0.960288442466268
"Sub-Saharan Africa",1847,0.99978137833537
"W. Europe",1847,0.848652102659945
"W. Offshoots",1847,0.753711297398204
"World",1847,0.954196788025044
"East Asia",1848,0.998398514410816
"East. Europe and form. SU",1848,0.956694116643171
"Latin America and Carib.",1848,0.967236943068677
"MENA",1848,0.96146400830258
"South and South-East Asia",1848,0.960282276141666
"Sub-Saharan Africa",1848,0.999602208921533
"W. Europe",1848,0.843680480164771
"W. Offshoots",1848,0.742683972833125
"World",1848,0.95308234535155
"East Asia",1849,0.998572213515426
"East. Europe and form. SU",1849,0.956605280219103
"Latin America and Carib.",1849,0.967091903526626
"MENA",1849,0.961244448703254
"South and South-East Asia",1849,0.960276938640832
"Sub-Saharan Africa",1849,0.999423020429224
"W. Europe",1849,0.831402010163524
"W. Offshoots",1849,0.751149916662307
"World",1849,0.951195513459524
"East Asia",1850,0.998745908282348
"East. Europe and form. SU",1850,0.955863184082716
"Latin America and Carib.",1850,0.966638177931988
"MENA",1850,0.961030767832636
"South and South-East Asia",1850,0.960271238527843
"Sub-Saharan Africa",1850,0.999243819541775
"W. Europe",1850,0.830358282164964
"W. Offshoots",1850,0.749568803899513
"World",1850,0.950871388235513
"East Asia",1851,0.99863807242692
"East. Europe and form. SU",1851,0.95416976193845
"Latin America and Carib.",1851,0.964370636796575
"MENA",1851,0.960812764231339
"South and South-East Asia",1851,0.960272302699304
"Sub-Saharan Africa",1851,0.997686776588183
"W. Europe",1851,0.823424386556176
"W. Offshoots",1851,0.73339772496647
"World",1851,0.948797201842713
"East Asia",1852,0.99852986850954
"East. Europe and form. SU",1852,0.953316211394164
"Latin America and Carib.",1852,0.964592394404888
"MENA",1852,0.960595970238173
"South and South-East Asia",1852,0.960867188524137
"Sub-Saharan Africa",1852,0.99700414499758
"W. Europe",1852,0.816683378758911
"W. Offshoots",1852,0.714868952114243
"World",1852,0.946827696282263
"East Asia",1853,0.998421293482099
"East. Europe and form. SU",1853,0.951590334541522
"Latin America and Carib.",1853,0.962381033997693
"MENA",1853,0.960377419373525
"South and South-East Asia",1853,0.961460423296165
"Sub-Saharan Africa",1853,0.99569949902957
"W. Europe",1853,0.824196212294847
"W. Offshoots",1853,0.690930432557138
"World",1853,0.946903295736119
"East Asia",1854,0.998312386886462
"East. Europe and form. SU",1854,0.950477409525194
"Latin America and Carib.",1854,0.961039445729527
"MENA",1854,0.960160218979185
"South and South-East Asia",1854,0.962052620894347
"Sub-Saharan Africa",1854,0.996281854632232
"W. Europe",1854,0.824218412148699
"W. Offshoots",1854,0.693833918813525
"World",1854,0.946589641335075
"East Asia",1855,0.998203140029823
"East. Europe and form. SU",1855,0.949146163613722
"Latin America and Carib.",1855,0.959303664107669
"MENA",1855,0.959943157273447
"South and South-East Asia",1855,0.96264334038995
"Sub-Saharan Africa",1855,0.994717549683957
"W. Europe",1855,0.823142211445587
"W. Offshoots",1855,0.704609647688715
"World",1855,0.946254488700772
"East Asia",1856,0.998093618429077
"East. Europe and form. SU",1856,0.949227429994879
"Latin America and Carib.",1856,0.960105077740778
"MENA",1856,0.959726187653146
"South and South-East Asia",1856,0.96323277700309
"Sub-Saharan Africa",1856,0.99834214805047
"W. Europe",1856,0.822835432452286
"W. Offshoots",1856,0.696077497676266
"World",1856,0.945663936375517
"East Asia",1857,0.997983722471254
"East. Europe and form. SU",1857,0.948080850228934
"Latin America and Carib.",1857,0.956465234457467
"MENA",1857,0.959508681689769
"South and South-East Asia",1857,0.96382176271608
"Sub-Saharan Africa",1857,0.995803282682158
"W. Europe",1857,0.813645862164461
"W. Offshoots",1857,0.707656935811578
"World",1857,0.943935485260729
"East Asia",1858,0.997873542214409
"East. Europe and form. SU",1858,0.945381030887793
"Latin America and Carib.",1858,0.956923759877388
"MENA",1858,0.959297137265037
"South and South-East Asia",1858,0.964408719995472
"Sub-Saharan Africa",1858,0.997946805960566
"W. Europe",1858,0.812095742638313
"W. Offshoots",1858,0.710983350298511
"World",1858,0.943378118369076
"East Asia",1859,0.997762974095848
"East. Europe and form. SU",1859,0.942159347734977
"Latin America and Carib.",1859,0.956701398104614
"MENA",1859,0.959081991904734
"South and South-East Asia",1859,0.964995068218231
"Sub-Saharan Africa",1859,0.997539337697104
"W. Europe",1859,0.80544412520783
"W. Offshoots",1859,0.699835089677759
"World",1859,0.941395118071232
"East Asia",1860,0.997652115822131
"East. Europe and form. SU",1860,0.938435699547029
"Latin America and Carib.",1860,0.955724876221067
"MENA",1860,0.958866217300885
"South and South-East Asia",1860,0.965580282071807
"Sub-Saharan Africa",1860,0.997010980143393
"W. Europe",1860,0.801057184543285
"W. Offshoots",1860,0.694233111622051
"World",1860,0.939913234460879
"East Asia",1861,0.997545417644342
"East. Europe and form. SU",1861,0.935757745858601
"Latin America and Carib.",1861,0.955796422102588
"MENA",1861,0.958649596430784
"South and South-East Asia",1861,0.9661643606231
"Sub-Saharan Africa",1861,0.997864695028105
"W. Europe",1861,0.804285684623489
"W. Offshoots",1861,0.706626486073755
"World",1861,0.940574746253495
"East Asia",1862,0.997438485052547
"East. Europe and form. SU",1862,0.936491751544415
"Latin America and Carib.",1862,0.955996261379175
"MENA",1862,0.958433956142234
"South and South-East Asia",1862,0.966684433397262
"Sub-Saharan Africa",1862,0.999918920484161
"W. Europe",1862,0.796743779939502
"W. Offshoots",1862,0.704684892111068
"World",1862,0.938948914210047
"East Asia",1863,0.99733134591643
"East. Europe and form. SU",1863,0.9353615735839
"Latin America and Carib.",1863,0.95400966849662
"MENA",1863,0.958219747976643
"South and South-East Asia",1863,0.967202888482083
"Sub-Saharan Africa",1863,0.999888424786863
"W. Europe",1863,0.777778661219901
"W. Offshoots",1863,0.691354642925693
"World",1863,0.934749334763987
"East Asia",1864,0.997224015016505
"East. Europe and form. SU",1864,0.933119047411868
"Latin America and Carib.",1864,0.954012210293472
"MENA",1864,0.958004783569294
"South and South-East Asia",1864,0.967720735805348
"Sub-Saharan Africa",1864,0.996749903162541
"W. Europe",1864,0.779872594998667
"W. Offshoots",1864,0.685955595589754
"World",1864,0.934440377006763
"East Asia",1865,0.997116431185657
"East. Europe and form. SU",1865,0.932559569073213
"Latin America and Carib.",1865,0.952890890515558
"MENA",1865,0.957788057204828
"South and South-East Asia",1865,0.968237480815797
"Sub-Saharan Africa",1865,0.99987146529563
"W. Europe",1865,0.779780871058252
"W. Offshoots",1865,0.709416972799888
"World",1865,0.934972951361149
"East Asia",1866,0.997008642173717
"East. Europe and form. SU",1866,0.931032782630033
"Latin America and Carib.",1866,0.951363557934801
"MENA",1866,0.957578342530396
"South and South-East Asia",1866,0.968752791049909
"Sub-Saharan Africa",1866,0.999845329503397
"W. Europe",1866,0.777771973481797
"W. Offshoots",1866,0.716340036973328
"World",1866,0.934509301688105
"East Asia",1867,0.996900613497036
"East. Europe and form. SU",1867,0.927399216985362
"Latin America and Carib.",1867,0.95034469859981
"MENA",1867,0.957364932242209
"South and South-East Asia",1867,0.969267167888359
"Sub-Saharan Africa",1867,0.999629365734946
"W. Europe",1867,0.788784278442193
"W. Offshoots",1867,0.708633449043689
"World",1867,0.93569778840966
"East Asia",1868,0.99679236908132
"East. Europe and form. SU",1868,0.924106283256853
"Latin America and Carib.",1868,0.949665101677394
"MENA",1868,0.957150866779555
"South and South-East Asia",1868,0.96978104313658
"Sub-Saharan Africa",1868,0.999491356996808
"W. Europe",1868,0.782397098317733
"W. Offshoots",1868,0.709185399574944
"World",1868,0.934213329901009
"East Asia",1869,0.996683877739033
"East. Europe and form. SU",1869,0.924329860678547
"Latin America and Carib.",1869,0.946717957673796
"MENA",1869,0.956935963483388
"South and South-East Asia",1869,0.970293861353361
"Sub-Saharan Africa",1869,0.999652981688111
"W. Europe",1869,0.769942119706329
"W. Offshoots",1869,0.704116583284595
"World",1869,0.931369083393425
"East Asia",1870,0.9965751666873
"East. Europe and form. SU",1870,0.922933143669986
"Latin America and Carib.",1870,0.944155857080384
"MENA",1870,0.956723202555633
"South and South-East Asia",1870,0.971166031891373
"Sub-Saharan Africa",1870,0.994997563352827
"W. Europe",1870,0.767762741880876
"W. Offshoots",1870,0.714231281524991
"World",1870,0.931306090916942
"East Asia",1871,0.996618163874021
"East. Europe and form. SU",1871,0.921978566283002
"Latin America and Carib.",1871,0.942866592674637
"MENA",1871,0.956002794886907
"South and South-East Asia",1871,0.971708736782611
"Sub-Saharan Africa",1871,0.994862166796218
"W. Europe",1871,0.763113523201559
"W. Offshoots",1871,0.706854216382735
"World",1871,0.930175432209861
"East Asia",1872,0.996669171084887
"East. Europe and form. SU",1872,0.920102548598013
"Latin America and Carib.",1872,0.939755604284865
"MENA",1872,0.955281023557542
"South and South-East Asia",1872,0.97225672717591
"Sub-Saharan Africa",1872,0.988852656864053
"W. Europe",1872,0.750183636360236
"W. Offshoots",1872,0.686930133853743
"World",1872,0.926674831876393
"East Asia",1873,0.996711205069075
"East. Europe and form. SU",1873,0.916241543611945
"Latin America and Carib.",1873,0.940013399670438
"MENA",1873,0.954557923523918
"South and South-East Asia",1873,0.972783927483838
"Sub-Saharan Africa",1873,0.993243909554871
"W. Europe",1873,0.748017914350601
"W. Offshoots",1873,0.669138546092659
"World",1873,0.925300439417274
"East Asia",1874,0.996754785617069
"East. Europe and form. SU",1874,0.914058460474315
"Latin America and Carib.",1874,0.93875037692135
"MENA",1874,0.953834999226278
"South and South-East Asia",1874,0.973317215019453
"Sub-Saharan Africa",1874,0.99389071305313
"W. Europe",1874,0.73441319139752
"W. Offshoots",1874,0.666783235613712
"World",1874,0.922489212517382
"East Asia",1875,0.996443670793667
"East. Europe and form. SU",1875,0.912153423519063
"Latin America and Carib.",1875,0.94059753852761
"MENA",1875,0.953108661513331
"South and South-East Asia",1875,0.973840758559362
"Sub-Saharan Africa",1875,0.990932861706734
"W. Europe",1875,0.732190263857774
"W. Offshoots",1875,0.677212788025935
"World",1875,0.922175808594477
"East Asia",1876,0.996700471602235
"East. Europe and form. SU",1876,0.90929176898278
"Latin America and Carib.",1876,0.93791847102518
"MENA",1876,0.952382243815701
"South and South-East Asia",1876,0.974361996474756
"Sub-Saharan Africa",1876,0.986115231023533
"W. Europe",1876,0.739891202018782
"W. Offshoots",1876,0.668971644996834
"World",1876,0.922694668059971
"East Asia",1877,0.996638447526763
"East. Europe and form. SU",1877,0.906826527879525
"Latin America and Carib.",1877,0.938684634128588
"MENA",1877,0.951654184947406
"South and South-East Asia",1877,0.974884072414666
"Sub-Saharan Africa",1877,0.988120291645319
"W. Europe",1877,0.734989217533674
"W. Offshoots",1877,0.665740326268441
"World",1877,0.921369094452443
"East Asia",1878,0.996776427182861
"East. Europe and form. SU",1878,0.903634668220208
"Latin America and Carib.",1878,0.942937904221439
"MENA",1878,0.950925849844229
"South and South-East Asia",1878,0.975437327510428
"Sub-Saharan Africa",1878,0.988557994752245
"W. Europe",1878,0.732237514343548
"W. Offshoots",1878,0.643849949652796
"World",1878,0.91971019096044
"East Asia",1879,0.996523642020002
"East. Europe and form. SU",1879,0.900829714253815
"Latin America and Carib.",1879,0.945108094477856
"MENA",1879,0.950195416781307
"South and South-East Asia",1879,0.975937615793378
"Sub-Saharan Africa",1879,0.983672545367942
"W. Europe",1879,0.741263711800398
"W. Offshoots",1879,0.593994903715529
"World",1879,0.918395222365866
"East Asia",1880,0.996365876046251
"East. Europe and form. SU",1880,0.893508265225619
"Latin America and Carib.",1880,0.948625414608944
"MENA",1880,0.949463597003344
"South and South-East Asia",1880,0.976428500676552
"Sub-Saharan Africa",1880,0.974046011680321
"W. Europe",1880,0.729563941763973
"W. Offshoots",1880,0.573225723168525
"World",1880,0.914646936517876
"East Asia",1881,0.996717089751293
"East. Europe and form. SU",1881,0.894155418950838
"Latin America and Carib.",1881,0.949026171828013
"MENA",1881,0.948732157556115
"South and South-East Asia",1881,0.976906490459269
"Sub-Saharan Africa",1881,0.977596841539679
"W. Europe",1881,0.718992628428889
"W. Offshoots",1881,0.532537486061595
"World",1881,0.910727184157752
"East Asia",1882,0.996668381027495
"East. Europe and form. SU",1882,0.886826090835373
"Latin America and Carib.",1882,0.942628145198443
"MENA",1882,0.947999170028276
"South and South-East Asia",1882,0.977400272740561
"Sub-Saharan Africa",1882,0.980453513078192
"W. Europe",1882,0.711470005498362
"W. Offshoots",1882,0.519822687082783
"World",1882,0.908081151740498
"East Asia",1883,0.997041350404663
"East. Europe and form. SU",1883,0.884579797163554
"Latin America and Carib.",1883,0.939747006136866
"MENA",1883,0.947263502266041
"South and South-East Asia",1883,0.977891055278368
"Sub-Saharan Africa",1883,0.990103312334665
"W. Europe",1883,0.706526146643637
"W. Offshoots",1883,0.511324614927024
"World",1883,0.906681428096194
"East Asia",1884,0.99736820926281
"East. Europe and form. SU",1884,0.883931630280671
"Latin America and Carib.",1884,0.936466746250319
"MENA",1884,0.946527557016395
"South and South-East Asia",1884,0.978399683155291
"Sub-Saharan Africa",1884,0.991677333958079
"W. Europe",1884,0.703136570682064
"W. Offshoots",1884,0.518832911143682
"World",1884,0.906215743022411
"East Asia",1885,0.997514780494725
"East. Europe and form. SU",1885,0.87943528160018
"Latin America and Carib.",1885,0.933368919064764
"MENA",1885,0.945791892264621
"South and South-East Asia",1885,0.97713805044733
"Sub-Saharan Africa",1885,0.99331796786682
"W. Europe",1885,0.698520824936273
"W. Offshoots",1885,0.533643349504301
"World",1885,0.905269257443575
"East Asia",1886,0.997444996024045
"East. Europe and form. SU",1886,0.87665120431336
"Latin America and Carib.",1886,0.932557886053669
"MENA",1886,0.945053749286357
"South and South-East Asia",1886,0.980150413668414
"Sub-Saharan Africa",1886,0.992765276065553
"W. Europe",1886,0.693121273537027
"W. Offshoots",1886,0.520045883843662
"World",1886,0.903879416165861
"East Asia",1887,0.997615987113408
"East. Europe and form. SU",1887,0.87820561969103
"Latin America and Carib.",1887,0.932756218324934
"MENA",1887,0.944316444145033
"South and South-East Asia",1887,0.97785177258032
"Sub-Saharan Africa",1887,0.992025964971776
"W. Europe",1887,0.684661268446102
"W. Offshoots",1887,0.494132211167957
"World",1887,0.900062145440742
"East Asia",1888,0.998355932579014
"East. Europe and form. SU",1888,0.874662167885635
"Latin America and Carib.",1888,0.927222674144824
"MENA",1888,0.943577286398756
"South and South-East Asia",1888,0.978114855300813
"Sub-Saharan Africa",1888,0.990966414200192
"W. Europe",1888,0.677262265588024
"W. Offshoots",1888,0.475246276643461
"World",1888,0.897305778440094
"East Asia",1889,0.99856408863831
"East. Europe and form. SU",1889,0.871055974908644
"Latin America and Carib.",1889,0.926596053383681
"MENA",1889,0.942837923012563
"South and South-East Asia",1889,0.980825767678211
"Sub-Saharan Africa",1889,0.990969352208751
"W. Europe",1889,0.669120088401326
"W. Offshoots",1889,0.480532434230291
"World",1889,0.896469969225433
"East Asia",1890,0.998562411431591
"East. Europe and form. SU",1890,0.867184663378842
"Latin America and Carib.",1890,0.929310953008079
"MENA",1890,0.942096410322726
"South and South-East Asia",1890,0.978475391088727
"Sub-Saharan Africa",1890,0.990774962240407
"W. Europe",1890,0.661438249713407
"W. Offshoots",1890,0.449777817389661
"World",1890,0.892307178821097
"East Asia",1891,0.998587965858752
"East. Europe and form. SU",1891,0.862744996528995
"Latin America and Carib.",1891,0.93019440183885
"MENA",1891,0.941353051613616
"South and South-East Asia",1891,0.984529944928367
"Sub-Saharan Africa",1891,0.988885253821412
"W. Europe",1891,0.663035523405096
"W. Offshoots",1891,0.451314681231107
"World",1891,0.893770608930481
"East Asia",1892,0.997954736402371
"East. Europe and form. SU",1892,0.855753462102879
"Latin America and Carib.",1892,0.924834119403937
"MENA",1892,0.940605110401838
"South and South-East Asia",1892,0.980088957776226
"Sub-Saharan Africa",1892,0.989047656059687
"W. Europe",1892,0.66703368562666
"W. Offshoots",1892,0.439733661574508
"World",1892,0.891417753369055
"East Asia",1893,0.997684349199943
"East. Europe and form. SU",1893,0.852547445351724
"Latin America and Carib.",1893,0.923039358187401
"MENA",1893,0.939862161986616
"South and South-East Asia",1893,0.978478847074072
"Sub-Saharan Africa",1893,0.988480434443901
"W. Europe",1893,0.664053661098881
"W. Offshoots",1893,0.477069314099268
"World",1893,0.891924290059613
"East Asia",1894,0.996455586318088
"East. Europe and form. SU",1894,0.84729609202353
"Latin America and Carib.",1894,0.918336154952083
"MENA",1894,0.939117230490435
"South and South-East Asia",1894,0.977572514317587
"Sub-Saharan Africa",1894,0.988784678399351
"W. Europe",1894,0.65504029866699
"W. Offshoots",1894,0.506214408609348
"World",1894,0.890586199609165
"East Asia",1895,0.996066353643028
"East. Europe and form. SU",1895,0.84444456917337
"Latin America and Carib.",1895,0.913375589879991
"MENA",1895,0.938371776785856
"South and South-East Asia",1895,0.979425834074991
"Sub-Saharan Africa",1895,0.980160417948861
"W. Europe",1895,0.648006579096533
"W. Offshoots",1895,0.460194836766994
"World",1895,0.886026729861715
"East Asia",1896,0.996396440507896
"East. Europe and form. SU",1896,0.838352387099246
"Latin America and Carib.",1896,0.910320275340299
"MENA",1896,0.93762688482882
"South and South-East Asia",1896,0.984113930316185
"Sub-Saharan Africa",1896,0.975960732714631
"W. Europe",1896,0.636928066264932
"W. Offshoots",1896,0.473470738496764
"World",1896,0.885382971178848
"East Asia",1897,0.995963300368018
"East. Europe and form. SU",1897,0.835811715460599
"Latin America and Carib.",1897,0.916572486379773
"MENA",1897,0.936881358914269
"South and South-East Asia",1897,0.972540936026949
"Sub-Saharan Africa",1897,0.979480322147377
"W. Europe",1897,0.63179692535286
"W. Offshoots",1897,0.463357177157043
"World",1897,0.880250726857731
"East Asia",1898,0.993541277397045
"East. Europe and form. SU",1898,0.824331595348191
"Latin America and Carib.",1898,0.912767658566969
"MENA",1898,0.936132988336002
"South and South-East Asia",1898,0.972566734479149
"Sub-Saharan Africa",1898,0.963292500894859
"W. Europe",1898,0.623897834172448
"W. Offshoots",1898,0.426982309001585
"World",1898,0.874344756540952
"East Asia",1899,0.994393944840854
"East. Europe and form. SU",1899,0.821225983491542
"Latin America and Carib.",1899,0.909246916072384
"MENA",1899,0.935383441892124
"South and South-East Asia",1899,0.979049341840734
"Sub-Saharan Africa",1899,0.973553017897356
