"Region","Year","PovRateAt10DAD"
"W. Europe",1826,0.965206697720898
"W. Offshoots",1826,0.945734365709838
"World",1826,0.991918745251487
"East Asia",1827,0.999599494098835
"East. Europe and form. SU",1827,0.988092706493673
"Latin America and Carib.",1827,0.995459768211148
"MENA",1827,0.99322686821516
"South and South-East Asia",1827,0.996220831932455
"Sub-Saharan Africa",1827,0.999888784519101
"W. Europe",1827,0.965069407357274
"W. Offshoots",1827,0.945956541174939
"World",1827,0.991877247299605
"East Asia",1828,0.999612479928009
"East. Europe and form. SU",1828,0.988062942950539
"Latin America and Carib.",1828,0.995455607617672
"MENA",1828,0.993188336090962
"South and South-East Asia",1828,0.996211475164911
"Sub-Saharan Africa",1828,0.999880538405739
"W. Europe",1828,0.965615218437003
"W. Offshoots",1828,0.946582173343334
"World",1828,0.991951747769374
"East Asia",1829,0.999625470159137
"East. Europe and form. SU",1829,0.988043708175595
"Latin America and Carib.",1829,0.995463172876897
"MENA",1829,0.993149852433584
"South and South-East Asia",1829,0.996202089787528
"Sub-Saharan Africa",1829,0.99987229200094
"W. Europe",1829,0.965345566453673
"W. Offshoots",1829,0.950515133076012
"World",1829,0.991949834594109
"East Asia",1830,0.999638461339838
"East. Europe and form. SU",1830,0.988052804727558
"Latin America and Carib.",1830,0.995432109012499
"MENA",1830,0.993111647958134
"South and South-East Asia",1830,0.996192569454058
"Sub-Saharan Africa",1830,0.999902220609396
"W. Europe",1830,0.966017077950209
"W. Offshoots",1830,0.94395933690662
"World",1830,0.99193933978468
"East Asia",1831,0.999650839583833
"East. Europe and form. SU",1831,0.988064020487435
"Latin America and Carib.",1831,0.995424482793261
"MENA",1831,0.993073783109151
"South and South-East Asia",1831,0.996183054388972
"Sub-Saharan Africa",1831,0.999932148097375
"W. Europe",1831,0.965664104405981
"W. Offshoots",1831,0.937916302168739
"World",1831,0.991747852574968
"East Asia",1832,0.999663217992348
"East. Europe and form. SU",1832,0.988064454775948
"Latin America and Carib.",1832,0.995391615660849
"MENA",1832,0.993036098483268
"South and South-East Asia",1832,0.996187789399392
"Sub-Saharan Africa",1832,0.99993589508378
"W. Europe",1832,0.965224301617821
"W. Offshoots",1832,0.9342579016371
"World",1832,0.991579541626292
"East Asia",1833,0.999675596802645
"East. Europe and form. SU",1833,0.988063670283425
"Latin America and Carib.",1833,0.995327740010329
"MENA",1833,0.99300007759019
"South and South-East Asia",1833,0.996192395472436
"Sub-Saharan Africa",1833,0.999939641087735
"W. Europe",1833,0.965878345227433
"W. Offshoots",1833,0.930531171809535
"World",1833,0.991579430085534
"East Asia",1834,0.999687972218551
"East. Europe and form. SU",1834,0.988050508417056
"Latin America and Carib.",1834,0.995278137784364
"MENA",1834,0.992962602809472
"South and South-East Asia",1834,0.996197022085642
"Sub-Saharan Africa",1834,0.999943386163223
"W. Europe",1834,0.964273853419073
"W. Offshoots",1834,0.937397389867215
"World",1834,0.991398327325911
"East Asia",1835,0.99970035136036
"East. Europe and form. SU",1835,0.988056175511222
"Latin America and Carib.",1835,0.995243604182152
"MENA",1835,0.992925552953522
"South and South-East Asia",1835,0.996201835447683
"Sub-Saharan Africa",1835,0.999947130637845
"W. Europe",1835,0.960418465749249
"W. Offshoots",1835,0.933141995298806
"World",1835,0.990663603943717
"East Asia",1836,0.999712730666409
"East. Europe and form. SU",1836,0.988058186170565
"Latin America and Carib.",1836,0.995213751229434
"MENA",1836,0.992888501093001
"South and South-East Asia",1836,0.996206577407838
"Sub-Saharan Africa",1836,0.999950873725652
"W. Europe",1836,0.962266041450727
"W. Offshoots",1836,0.931912204143646
"World",1836,0.990891221049625
"East Asia",1837,0.99972510706272
"East. Europe and form. SU",1837,0.988038987257091
"Latin America and Carib.",1837,0.995153107164656
"MENA",1837,0.992852070680277
"South and South-East Asia",1837,0.996211097743398
"Sub-Saharan Africa",1837,0.999954616302476
"W. Europe",1837,0.965053038820042
"W. Offshoots",1837,0.936677203115435
"World",1837,0.991377605925858
"East Asia",1838,0.999737486699257
"East. Europe and form. SU",1838,0.988034161997752
"Latin America and Carib.",1838,0.995182154762494
"MENA",1838,0.992815369717859
"South and South-East Asia",1838,0.99621578777324
"Sub-Saharan Africa",1838,0.999958358389109
"W. Europe",1838,0.963091801027042
"W. Offshoots",1838,0.938486464610759
"World",1838,0.991052078591727
"East Asia",1839,0.999749863431536
"East. Europe and form. SU",1839,0.988039853727557
"Latin America and Carib.",1839,0.99524875408042
"MENA",1839,0.992779149621099
"South and South-East Asia",1839,0.996220451660868
"Sub-Saharan Africa",1839,0.999962099501387
"W. Europe",1839,0.964871404831287
"W. Offshoots",1839,0.933038767027649
"World",1839,0.991195263175827
"East Asia",1840,0.999762243638805
"East. Europe and form. SU",1840,0.988042455584308
"Latin America and Carib.",1840,0.995187744926287
"MENA",1840,0.992743081409846
"South and South-East Asia",1840,0.996224993288032
"Sub-Saharan Africa",1840,0.999965839938627
"W. Europe",1840,0.965836979051415
"W. Offshoots",1840,0.939957057410153
"World",1840,0.991438608071952
"East Asia",1841,0.999774547731834
"East. Europe and form. SU",1841,0.988021408156302
"Latin America and Carib.",1841,0.995040665585097
"MENA",1841,0.992708760852454
"South and South-East Asia",1841,0.996229656560626
"Sub-Saharan Africa",1841,0.999966370114916
"W. Europe",1841,0.964436420766779
"W. Offshoots",1841,0.943544149995729
"World",1841,0.991222542406912
"East Asia",1842,0.999786854852262
"East. Europe and form. SU",1842,0.988023711636348
"Latin America and Carib.",1842,0.995056118350362
"MENA",1842,0.992672864140799
"South and South-East Asia",1842,0.996228957588583
"Sub-Saharan Africa",1842,0.999966899433719
"W. Europe",1842,0.966651225801782
"W. Offshoots",1842,0.945411898442695
"World",1842,0.991571634145732
"East Asia",1843,0.999799158389543
"East. Europe and form. SU",1843,0.988022835628523
"Latin America and Carib.",1843,0.995168717230094
"MENA",1843,0.992637357329736
"South and South-East Asia",1843,0.996228299684571
"Sub-Saharan Africa",1843,0.999967428170065
"W. Europe",1843,0.966450115855611
"W. Offshoots",1843,0.943984116181626
"World",1843,0.991463551633252
"East Asia",1844,0.999811464953261
"East. Europe and form. SU",1844,0.988016315724928
"Latin America and Carib.",1844,0.995222703270265
"MENA",1844,0.992602064963919
"South and South-East Asia",1844,0.996227652785376
"Sub-Saharan Africa",1844,0.99997390308027
"W. Europe",1844,0.964122767354206
"W. Offshoots",1844,0.937640115672204
"World",1844,0.990892239057541
"East Asia",1845,0.999823767934819
"East. Europe and form. SU",1845,0.98799032143849
"Latin America and Carib.",1845,0.995103663326663
"MENA",1845,0.992566621829332
"South and South-East Asia",1845,0.996226956714339
"Sub-Saharan Africa",1845,0.999980378717947
"W. Europe",1845,0.962243817982675
"W. Offshoots",1845,0.936072126007202
"World",1845,0.99048687132354
"East Asia",1846,0.999836070572229
"East. Europe and form. SU",1846,0.987972677458448
"Latin America and Carib.",1846,0.995190335250803
"MENA",1846,0.992531631532651
"South and South-East Asia",1846,0.996226224017605
"Sub-Saharan Africa",1846,0.999986852574693
"W. Europe",1846,0.964946456544774
"W. Offshoots",1846,0.935715341688401
"World",1846,0.990875374671006
"East Asia",1847,0.999848372998345
"East. Europe and form. SU",1847,0.987950925043052
"Latin America and Carib.",1847,0.995056194330202
"MENA",1847,0.992496861511567
"South and South-East Asia",1847,0.996225483279335
"Sub-Saharan Africa",1847,0.999993325948429
"W. Europe",1847,0.964504429004897
"W. Offshoots",1847,0.932107475757151
"World",1847,0.990681771209362
"East Asia",1848,0.999860678448966
"East. Europe and form. SU",1848,0.987940540866073
"Latin America and Carib.",1848,0.994988873264021
"MENA",1848,0.992462395464139
"South and South-East Asia",1848,0.996224708436702
"Sub-Saharan Africa",1848,0.999993564512598
"W. Europe",1848,0.963863144775849
"W. Offshoots",1848,0.928347658288204
"World",1848,0.990466383303446
"East Asia",1849,0.999872980319408
"East. Europe and form. SU",1849,0.987933895793273
"Latin America and Carib.",1849,0.994984826540235
"MENA",1849,0.992427718889018
"South and South-East Asia",1849,0.996223959819221
"Sub-Saharan Africa",1849,0.999993802422779
"W. Europe",1849,0.959410339508659
"W. Offshoots",1849,0.932955914739625
"World",1849,0.989815750149843
"East Asia",1850,0.99988528191227
"East. Europe and form. SU",1850,0.98788990780158
"Latin America and Carib.",1850,0.994980498134179
"MENA",1850,0.992394901869645
"South and South-East Asia",1850,0.99622318495238
"Sub-Saharan Africa",1850,0.999994039909724
"W. Europe",1850,0.959059248953184
"W. Offshoots",1850,0.933277090363705
"World",1850,0.98973286441338
"East Asia",1851,0.999878735002334
"East. Europe and form. SU",1851,0.987815195138914
"Latin America and Carib.",1851,0.99443395544941
"MENA",1851,0.992360756033879
"South and South-East Asia",1851,0.996222460604685
"Sub-Saharan Africa",1851,0.999948142502863
"W. Europe",1851,0.955189066444009
"W. Offshoots",1851,0.924626702557426
"World",1851,0.988772066567178
"East Asia",1852,0.999872135034528
"East. Europe and form. SU",1852,0.98778422065741
"Latin America and Carib.",1852,0.994357216154287
"MENA",1852,0.992326982741019
"South and South-East Asia",1852,0.99629679623015
"Sub-Saharan Africa",1852,0.999925936547577
"W. Europe",1852,0.952107995954475
"W. Offshoots",1852,0.914056052595647
"World",1852,0.98787955687797
"East Asia",1853,0.99986548064388
"East. Europe and form. SU",1853,0.987690411691568
"Latin America and Carib.",1853,0.993729519160948
"MENA",1853,0.992292915729951
"South and South-East Asia",1853,0.996370965228672
"Sub-Saharan Africa",1853,0.999881487425081
"W. Europe",1853,0.956313181778286
"W. Offshoots",1853,0.900117740739401
"World",1853,0.98805158038583
"East Asia",1854,0.999858767916244
"East. Europe and form. SU",1854,0.987628704873574
"Latin America and Carib.",1854,0.993272098746103
"MENA",1854,0.992259273882809
"South and South-East Asia",1854,0.996444957519009
"Sub-Saharan Africa",1854,0.99988271990114
"W. Europe",1854,0.955868211658996
"W. Offshoots",1854,0.899733931265068
"World",1854,0.987843765284709
"East Asia",1855,0.999851995708672
"East. Europe and form. SU",1855,0.987545086845184
"Latin America and Carib.",1855,0.99273414363597
"MENA",1855,0.992225805116043
"South and South-East Asia",1855,0.996518789838081
"Sub-Saharan Africa",1855,0.999839445943558
"W. Europe",1855,0.954336148698183
"W. Offshoots",1855,0.903208896657712
"World",1855,0.987555113949543
"East Asia",1856,0.999845170444043
"East. Europe and form. SU",1856,0.987566916639638
"Latin America and Carib.",1856,0.992760668050739
"MENA",1856,0.992192421031226
"South and South-East Asia",1856,0.996592510706306
"Sub-Saharan Africa",1856,0.99995125839777
"W. Europe",1856,0.953245697662759
"W. Offshoots",1856,0.896283351626687
"World",1856,0.987045220543762
"East Asia",1857,0.999838281164462
"East. Europe and form. SU",1857,0.987489514767965
"Latin America and Carib.",1857,0.991711555173005
"MENA",1857,0.992159000214642
"South and South-East Asia",1857,0.99666607545056
"Sub-Saharan Africa",1857,0.999886287950243
"W. Europe",1857,0.948957737604418
"W. Offshoots",1857,0.900540109109302
"World",1857,0.986299316086027
"East Asia",1858,0.999831337280763
"East. Europe and form. SU",1858,0.987274576569362
"Latin America and Carib.",1858,0.991811061200199
"MENA",1858,0.992127501338875
"South and South-East Asia",1858,0.996739457715334
"Sub-Saharan Africa",1858,0.999952428514835
"W. Europe",1858,0.947825408968705
"W. Offshoots",1858,0.90032492511932
"World",1858,0.985972582898746
"East Asia",1859,0.999824327099906
"East. Europe and form. SU",1859,0.986988042561504
"Latin America and Carib.",1859,0.991636796359632
"MENA",1859,0.99209473704928
"South and South-East Asia",1859,0.996812685172326
"Sub-Saharan Africa",1859,0.999931520228581
"W. Europe",1859,0.94609656585355
"W. Offshoots",1859,0.89186298991725
"World",1859,0.985253669304572
"East Asia",1860,0.999817261052715
"East. Europe and form. SU",1860,0.986630362657278
"Latin America and Carib.",1860,0.991305542893233
"MENA",1860,0.992061978672156
"South and South-East Asia",1860,0.996885800187016
"Sub-Saharan Africa",1860,0.999910968209748
"W. Europe",1860,0.943426868668073
"W. Offshoots",1860,0.886557384901735
"World",1860,0.98445623428118
"East Asia",1861,0.99981063215825
"East. Europe and form. SU",1861,0.986409781430789
"Latin America and Carib.",1861,0.991222685771073
"MENA",1861,0.992029093781997
"South and South-East Asia",1861,0.996958767581413
"Sub-Saharan Africa",1861,0.999954108636199
"W. Europe",1861,0.943462789470538
"W. Offshoots",1861,0.893732757987985
"World",1861,0.984605556004267
"East Asia",1862,0.999803960119425
"East. Europe and form. SU",1862,0.986482805318377
"Latin America and Carib.",1862,0.991025173223413
"MENA",1862,0.991996434184788
"South and South-East Asia",1862,0.997019445657849
"Sub-Saharan Africa",1862,0.999996518929224
"W. Europe",1862,0.940247203099274
"W. Offshoots",1862,0.892751349101802
"World",1862,0.983894325385041
"East Asia",1863,0.999797248219993
"East. Europe and form. SU",1863,0.986399846205388
"Latin America and Carib.",1863,0.990276582653841
"MENA",1863,0.991964258401623
"South and South-East Asia",1863,0.99708000458389
"Sub-Saharan Africa",1863,0.999996703453654
"W. Europe",1863,0.930605012862845
"W. Offshoots",1863,0.885347785633388
"World",1863,0.981803941764982
"East Asia",1864,0.999790497507334
"East. Europe and form. SU",1864,0.986165215262449
"Latin America and Carib.",1864,0.990160229174001
"MENA",1864,0.991931995418393
"South and South-East Asia",1864,0.997140477732872
"Sub-Saharan Africa",1864,0.99989387507371
"W. Europe",1864,0.930958966923283
"W. Offshoots",1864,0.882207473473984
"World",1864,0.981600116516813
"East Asia",1865,0.999783701491489
"East. Europe and form. SU",1865,0.986004453910932
"Latin America and Carib.",1865,0.989817164724521
"MENA",1865,0.991899539577412
"South and South-East Asia",1865,0.997200827838311
"Sub-Saharan Africa",1865,0.999997062765202
"W. Europe",1865,0.930179236069689
"W. Offshoots",1865,0.895350174263965
"World",1865,0.98181712408715
"East Asia",1866,0.999776865079671
"East. Europe and form. SU",1866,0.985821238368522
"Latin America and Carib.",1866,0.989261169047402
"MENA",1866,0.991869253562861
"South and South-East Asia",1866,0.997261007744302
"Sub-Saharan Africa",1866,0.999997238026846
"W. Europe",1866,0.928934113051105
"W. Offshoots",1866,0.898994865274244
"World",1866,0.981606711791482
"East Asia",1867,0.999769983924317
"East. Europe and form. SU",1867,0.985422865787422
"Latin America and Carib.",1867,0.98894015528156
"MENA",1867,0.991837563386319
"South and South-East Asia",1867,0.99732107708323
"Sub-Saharan Africa",1867,0.999990983995307
"W. Europe",1867,0.934256004212941
"W. Offshoots",1867,0.894392956151793
"World",1867,0.982223600069045
"East Asia",1868,0.999763061141242
"East. Europe and form. SU",1868,0.985033577607167
"Latin America and Carib.",1868,0.988595525591976
"MENA",1868,0.99180586754044
"South and South-East Asia",1868,0.997381048537229
"Sub-Saharan Africa",1868,0.999971546868286
"W. Europe",1868,0.929881603863109
"W. Offshoots",1868,0.894661663878129
"World",1868,0.981339664363607
"East Asia",1869,0.999756092366061
"East. Europe and form. SU",1869,0.984996705115735
"Latin America and Carib.",1869,0.987431800930437
"MENA",1869,0.991774038175042
"South and South-East Asia",1869,0.997440909380328
"Sub-Saharan Africa",1869,0.99999199188511
"W. Europe",1869,0.925081905680613
"W. Offshoots",1869,0.891459925683253
"World",1869,0.980186091848445
"East Asia",1870,0.999749081205352
"East. Europe and form. SU",1870,0.984813655761024
"Latin America and Carib.",1870,0.986006350319306
"MENA",1870,0.991742761340391
"South and South-East Asia",1870,0.997531492678931
"Sub-Saharan Africa",1870,0.998896198830409
"W. Europe",1870,0.925036747662578
"W. Offshoots",1870,0.897117169246894
"World",1870,0.980345517261222
"East Asia",1871,0.999746773203337
"East. Europe and form. SU",1871,0.984545208100548
"Latin America and Carib.",1871,0.985673560157409
"MENA",1871,0.991583446889941
"South and South-East Asia",1871,0.997614115633798
"Sub-Saharan Africa",1871,0.998867046065216
"W. Europe",1871,0.923727053210022
"W. Offshoots",1871,0.894142392700198
"World",1871,0.979959782761523
"East Asia",1872,0.999745601394051
"East. Europe and form. SU",1872,0.984143514635907
"Latin America and Carib.",1872,0.98504297837041
"MENA",1872,0.991424158114231
"South and South-East Asia",1872,0.997697708111255
"Sub-Saharan Africa",1872,0.998614669094146
"W. Europe",1872,0.918237120848008
"W. Offshoots",1872,0.88349172593107
"World",1872,0.978427684306707
"East Asia",1873,0.99974300449948
"East. Europe and form. SU",1873,0.983520907379796
"Latin America and Carib.",1873,0.985092441478364
"MENA",1873,0.991264360153131
"South and South-East Asia",1873,0.99777748325427
"Sub-Saharan Africa",1873,0.998775219748678
"W. Europe",1873,0.9195029300343
"W. Offshoots",1873,0.874431772023542
"World",1873,0.978134772008574
"East Asia",1874,0.999740612384739
"East. Europe and form. SU",1874,0.983092660707073
"Latin America and Carib.",1874,0.985209772766943
"MENA",1874,0.991104761655627
"South and South-East Asia",1874,0.997858532866705
"Sub-Saharan Africa",1874,0.998756536280284
"W. Europe",1874,0.912818051189702
"W. Offshoots",1874,0.87413717475161
"World",1874,0.976823072417546
"East Asia",1875,0.999685224244785
"East. Europe and form. SU",1875,0.982818809657637
"Latin America and Carib.",1875,0.986242861485239
"MENA",1875,0.990944504151186
"South and South-East Asia",1875,0.997937780589276
"Sub-Saharan Africa",1875,0.998699166771122
"W. Europe",1875,0.914946978446642
"W. Offshoots",1875,0.88058974967209
"World",1875,0.977386824941592
"East Asia",1876,0.999715063893341
"East. Europe and form. SU",1876,0.982301547809405
"Latin America and Carib.",1876,0.985566853438632
"MENA",1876,0.990784119865161
"South and South-East Asia",1876,0.998016599384992
"Sub-Saharan Africa",1876,0.998570126105138
"W. Europe",1876,0.920547354061489
"W. Offshoots",1876,0.876301725126089
"World",1876,0.978022792776951
"East Asia",1877,0.999696638893533
"East. Europe and form. SU",1877,0.981898688692701
"Latin America and Carib.",1877,0.985278105985601
"MENA",1877,0.9906234267597
"South and South-East Asia",1877,0.99809572468106
"Sub-Saharan Africa",1877,0.99862068525168
"W. Europe",1877,0.919215734335313
"W. Offshoots",1877,0.876399264540969
"World",1877,0.977641211260051
"East Asia",1878,0.999708572918876
"East. Europe and form. SU",1878,0.981431510097385
"Latin America and Carib.",1878,0.986878989503664
"MENA",1878,0.990462900471063
"South and South-East Asia",1878,0.998180016757316
"Sub-Saharan Africa",1878,0.998601654571087
"W. Europe",1878,0.917935084874087
"W. Offshoots",1878,0.864359453776389
"World",1878,0.976775084492071
"East Asia",1879,0.999660040238922
"East. Europe and form. SU",1879,0.981016032267524
"Latin America and Carib.",1879,0.987485605751366
"MENA",1879,0.990301868562979
"South and South-East Asia",1879,0.998255387373474
"Sub-Saharan Africa",1879,0.998415940074936
"W. Europe",1879,0.923337773148709
"W. Offshoots",1879,0.835467923724586
"World",1879,0.976187529540777
"East Asia",1880,0.999624784185135
"East. Europe and form. SU",1880,0.980300600864835
"Latin America and Carib.",1880,0.988333902063461
"MENA",1880,0.990140554771788
"South and South-East Asia",1880,0.998329304656835
"Sub-Saharan Africa",1880,0.997641120158526
"W. Europe",1880,0.918480776047463
"W. Offshoots",1880,0.823277567395408
"World",1880,0.974566188586534
"East Asia",1881,0.999671457467028
"East. Europe and form. SU",1881,0.980041567730559
"Latin America and Carib.",1881,0.988590435973105
"MENA",1881,0.98997954185312
"South and South-East Asia",1881,0.99840273586166
"Sub-Saharan Africa",1881,0.997863969784595
"W. Europe",1881,0.914020354599446
"W. Offshoots",1881,0.79748908446775
"World",1881,0.972373957690066
"East Asia",1882,0.999654051375792
"East. Europe and form. SU",1882,0.979418671025304
"Latin America and Carib.",1882,0.985358116784877
"MENA",1882,0.989818033061838
"South and South-East Asia",1882,0.998475026538963
"Sub-Saharan Africa",1882,0.998004098372409
"W. Europe",1882,0.91043005871781
"W. Offshoots",1882,0.789779003020427
"World",1882,0.971070884083295
"East Asia",1883,0.999717220937774
"East. Europe and form. SU",1883,0.979076436978373
"Latin America and Carib.",1883,0.983467754273196
"MENA",1883,0.989655946020883
"South and South-East Asia",1883,0.998549386758023
"Sub-Saharan Africa",1883,0.99850074352176
"W. Europe",1883,0.908186156821274
"W. Offshoots",1883,0.784976983764575
"World",1883,0.970239777942639
"East Asia",1884,0.999772946008701
"East. Europe and form. SU",1884,0.978899978289564
"Latin America and Carib.",1884,0.982520245472229
"MENA",1884,0.989494137099301
"South and South-East Asia",1884,0.998627740503143
"Sub-Saharan Africa",1884,0.998498458111822
"W. Europe",1884,0.908588284807548
"W. Offshoots",1884,0.793144383550004
"World",1884,0.970572911496161
"East Asia",1885,0.999808644458833
"East. Europe and form. SU",1885,0.978586406592211
"Latin America and Carib.",1885,0.979754333213154
"MENA",1885,0.989332079780826
"South and South-East Asia",1885,0.998597598942594
"Sub-Saharan Africa",1885,0.998486751156599
"W. Europe",1885,0.907729265320284
"W. Offshoots",1885,0.804435481178997
"World",1885,0.970755745693246
"East Asia",1886,0.99983050514179
"East. Europe and form. SU",1886,0.978438557049126
"Latin America and Carib.",1886,0.980134638468574
"MENA",1886,0.989169712263113
"South and South-East Asia",1886,0.998849881727768
"Sub-Saharan Africa",1886,0.998444899935625
"W. Europe",1886,0.905124174695564
"W. Offshoots",1886,0.796311105885905
"World",1886,0.969794792441166
"East Asia",1887,0.999846996043945
"East. Europe and form. SU",1887,0.978592398156727
"Latin America and Carib.",1887,0.980122155543479
"MENA",1887,0.989007374639089
"South and South-East Asia",1887,0.998763620476894
"Sub-Saharan Africa",1887,0.998392674623296
"W. Europe",1887,0.90427199798024
"W. Offshoots",1887,0.778511706772413
"World",1887,0.968505637883052
"East Asia",1888,0.999914045475602
"East. Europe and form. SU",1888,0.978326944093399
"Latin America and Carib.",1888,0.976765060815687
"MENA",1888,0.988844843000843
"South and South-East Asia",1888,0.998851029081163
"Sub-Saharan Africa",1888,0.998318880792647
"W. Europe",1888,0.899488290045414
"W. Offshoots",1888,0.765675628313156
"World",1888,0.966698685564539
"East Asia",1889,0.999940367433052
"East. Europe and form. SU",1889,0.97804976350513
"Latin America and Carib.",1889,0.976433493168594
"MENA",1889,0.988682111886869
"South and South-East Asia",1889,0.999061865426578
"Sub-Saharan Africa",1889,0.998296398707291
"W. Europe",1889,0.897956803590201
"W. Offshoots",1889,0.771043548100327
"World",1889,0.966614688529585
"East Asia",1890,0.999969348208153
"East. Europe and form. SU",1890,0.977772334189034
"Latin America and Carib.",1890,0.979394014573272
"MENA",1890,0.98851921153214
"South and South-East Asia",1890,0.999016957455934
"Sub-Saharan Africa",1890,0.998266496191668
"W. Europe",1890,0.896642704720493
"W. Offshoots",1890,0.748849597460923
"World",1890,0.965070134501816
"East Asia",1891,0.999947647179154
"East. Europe and form. SU",1891,0.977005213558077
"Latin America and Carib.",1891,0.980401723187189
"MENA",1891,0.988355813214913
"South and South-East Asia",1891,0.999257818411997
"Sub-Saharan Africa",1891,0.998189756735931
"W. Europe",1891,0.894362529173088
"W. Offshoots",1891,0.749286892003298
"World",1891,0.964562034893738
"East Asia",1892,0.999894557871872
"East. Europe and form. SU",1892,0.976022289495589
"Latin America and Carib.",1892,0.976066946762353
"MENA",1892,0.988190396906052
"South and South-East Asia",1892,0.999064267041537
"Sub-Saharan Africa",1892,0.998157395169402
"W. Europe",1892,0.896122602950187
"W. Offshoots",1892,0.738761397788308
"World",1892,0.963767865739824
"East Asia",1893,0.999859471732934
"East. Europe and form. SU",1893,0.975373754728216
"Latin America and Carib.",1893,0.974558466631668
"MENA",1893,0.988027089879493
"South and South-East Asia",1893,0.998980614920165
"Sub-Saharan Africa",1893,0.998114465745303
"W. Europe",1893,0.892528395685237
"W. Offshoots",1893,0.768102867365805
"World",1893,0.964556994184161
"East Asia",1894,0.999737432608346
"East. Europe and form. SU",1894,0.974607904689014
"Latin America and Carib.",1894,0.970428021071679
"MENA",1894,0.987863556866279
"South and South-East Asia",1894,0.998927912999072
"Sub-Saharan Africa",1894,0.998087728650718
"W. Europe",1894,0.887247698493757
"W. Offshoots",1894,0.789394583503804
"World",1894,0.964459899913719
"East Asia",1895,0.999681081104078
"East. Europe and form. SU",1895,0.9740230615049
"Latin America and Carib.",1895,0.967248352643471
"MENA",1895,0.987699677984697
"South and South-East Asia",1895,0.998992942811168
"Sub-Saharan Africa",1895,0.997452008556854
"W. Europe",1895,0.883186009077031
"W. Offshoots",1895,0.752286963825849
"World",1895,0.961151752110776
"East Asia",1896,0.999706269201249
"East. Europe and form. SU",1896,0.973114157891626
"Latin America and Carib.",1896,0.964531052624479
"MENA",1896,0.987536106417079
"South and South-East Asia",1896,0.999164145578876
"Sub-Saharan Africa",1896,0.996896033407406
"W. Europe",1896,0.877925064670605
"W. Offshoots",1896,0.760930824470503
"World",1896,0.960444426817
"East Asia",1897,0.999650140337478
"East. Europe and form. SU",1897,0.972360767429637
"Latin America and Carib.",1897,0.97187925629966
"MENA",1897,0.987372272874085
"South and South-East Asia",1897,0.998641431194586
"Sub-Saharan Africa",1897,0.997150800242648
"W. Europe",1897,0.871548376546639
"W. Offshoots",1897,0.752358627783955
"World",1897,0.958710497100317
"East Asia",1898,0.99930803015274
"East. Europe and form. SU",1898,0.970963023657834
"Latin America and Carib.",1898,0.969867656474134
"MENA",1898,0.987208025593985
"South and South-East Asia",1898,0.998625877168622
"Sub-Saharan Africa",1898,0.995079668861185
"W. Europe",1898,0.864769014262046
"W. Offshoots",1898,0.719946960079175
"World",1898,0.954969820063442
"East Asia",1899,0.999430537944108
"East. Europe and form. SU",1899,0.969909336150868
"Latin America and Carib.",1899,0.965347013383219
"MENA",1899,0.987043375812913
"South and South-East Asia",1899,0.998903459906182
"Sub-Saharan Africa",1899,0.996260269434467
